IdC,type_aliment,nom,allergene
1141,Légume,Chou frisé #325,"Moutarde, Crustacés, Mollusques"
1142,Viande,Mouton braisé #91,"Arachides, Soja, Mollusques"
1143,Épice,Safran #874,Lactose
1144,Viande,Venaison #741,"Œufs, Poisson, Mollusques"
1145,Viande,Agneau rôti #20,Aucun
1146,Viande,Canard fumé #600,"Céleri, Lactose"
1147,Légume,Navet confit #669,Sulfites
1148,Viande,Venaison #487,"Sésame, Gluten"
1149,Champignon,Truffe noire #833,Céleri
1150,Épice,Safran #610,"Céleri, Sulfites, Poisson"
1151,Légumineuse,Lentilles du Puy #202,Sésame
1152,Viande,Venaison #828,"Mollusques, Sulfites, Lupin"
1153,Herbe,Thym sauvage #422,Aucun
1154,Viande,Mouton braisé #262,"Gluten, Sésame"
1155,Fruit,Pomme sauvage #24,Mollusques
1156,Épice,Safran #508,"Soja, Lupin"
1157,Champignon,Truffe noire #187,Lupin
1158,Champignon,Truffe noire #152,"Arachides, Gluten"
1159,Viande,Agneau rôti #295,Arachides
1160,Champignon,Truffe noire #781,"Mollusques, Soja, Sésame"
1161,Viande,Mouton braisé #107,"Moutarde, Œufs, Mollusques"
1162,Viande,Canard fumé #678,Gluten
1163,Viande,Mouton braisé #23,Aucun
1164,Épice,Épices orientales #175,"Moutarde, Céleri"
1165,Céréale,Épeautre #129,Aucun
1166,Viande,Venaison #909,Gluten
1167,Viande,Mouton braisé #511,"Lupin, Œufs"
1168,Poisson,Brochet en gelée #791,"Lactose, Sésame, Lupin"
1169,Poisson,Carpe dorée #898,Gluten
1170,Légumineuse,Lentilles du Puy #48,"Mollusques, Œufs, Soja"
1171,Légumineuse,Lentilles du Puy #126,"Fruits à coque, Lupin"
1172,Poisson,Carpe dorée #547,Aucun
1173,Fruit,Pomme sauvage #296,Aucun
1174,Viande,Mouton braisé #420,"Mollusques, Céleri"
1175,Viande,Venaison #95,Aucun
1176,Champignon,Truffe noire #321,"Crustacés, Arachides, Gluten"
1177,Épice,Épices orientales #530,"Arachides, Céleri, Lactose"
1178,Épice,Safran #621,"Gluten, Œufs"
1179,Légume,Navet confit #918,"Sésame, Œufs, Poisson"
1180,Légumineuse,Lentilles du Puy #662,Moutarde
1181,Viande,Mouton braisé #809,Aucun
1182,Épice,Safran #817,"Poisson, Lactose, Soja"
1183,Légume,Chou frisé #758,"Mollusques, Moutarde, Œufs"
1184,Poisson,Carpe dorée #76,Aucun
1185,Fruit,Verjus #912,"Sulfites, Lactose, Sésame"
1186,Viande,Agneau rôti #905,"Mollusques, Sésame"
1187,Viande,Agneau rôti #278,"Poisson, Lactose"
1188,Champignon,Truffe noire #139,"Lactose, Gluten"
1189,Légume,Navet confit #382,Aucun
1190,Épice,Safran #496,"Poisson, Céleri"
1191,Légumineuse,Lentilles du Puy #914,Aucun
1192,Légumineuse,Lentilles du Puy #75,Moutarde
1193,Épice,Épices orientales #909,"Arachides, Fruits à coque"
1194,Viande,Canard fumé #100,Poisson
1195,Champignon,Truffe noire #643,Mollusques
1196,Légume,Navet confit #989,Soja
1197,Herbe,Romarin #766,Aucun
1198,Champignon,Truffe noire #835,Aucun
1199,Fruit,Verjus #759,Œufs
1200,Champignon,Truffe noire #977,Aucun
1201,Viande,Canard fumé #887,"Poisson, Lupin"
1202,Légume,Chou frisé #804,"Crustacés, Mollusques"
1203,Fruit,Pomme sauvage #489,Aucun
1204,Légume,Navet confit #119,"Sulfites, Soja"
1205,Légume,Navet confit #451,"Arachides, Fruits à coque"
1206,Légume,Navet confit #166,Aucun
1207,Viande,Agneau rôti #370,Aucun
1208,Légumineuse,Lentilles du Puy #108,Aucun
1209,Herbe,Thym sauvage #978,"Poisson, Sésame"
1210,Herbe,Thym sauvage #736,"Sulfites, Arachides, Lactose"
1211,Épice,Poivre long #790,"Sésame, Crustacés, Fruits à coque"
1212,Viande,Venaison #453,"Sésame, Mollusques"
1213,Légume,Chou frisé #334,Mollusques
1214,Viande,Venaison #711,"Arachides, Lactose"
1215,Fruit,Pomme sauvage #797,Aucun
1216,Céréale,Épeautre #643,"Céleri, Poisson"
1217,Épice,Poivre long #497,Sulfites
1218,Fruit,Verjus #596,Sésame
1219,Viande,Venaison #21,Aucun
1220,Légume,Navet confit #21,Arachides
1221,Légume,Chou frisé #340,"Lupin, Arachides"
1222,Viande,Canard fumé #552,"Lupin, Gluten, Céleri"
1223,Légumineuse,Lentilles du Puy #77,Aucun
1224,Céréale,Épeautre #614,"Lupin, Moutarde"
1225,Herbe,Romarin #358,"Crustacés, Œufs"
1226,Produit laitier,Fromage affiné #147,Poisson
1227,Herbe,Thym sauvage #259,"Fruits à coque, Céleri, Sésame"
1228,Épice,Épices orientales #690,"Mollusques, Sulfites"
1229,Légume,Navet confit #871,Soja
1230,Produit laitier,Fromage affiné #923,"Sulfites, Arachides"
1231,Légume,Chou frisé #100,Aucun
1232,Viande,Canard fumé #260,Sésame
1233,Produit laitier,Fromage affiné #204,"Céleri, Lactose, Crustacés"
1234,Légume,Chou frisé #943,Œufs
1235,Épice,Safran #498,"Sésame, Moutarde, Céleri"
1236,Viande,Venaison #862,"Gluten, Fruits à coque, Sulfites"
1237,Épice,Safran #402,Aucun
1238,Fruit,Verjus #154,Mollusques
1239,Épice,Poivre long #237,"Céleri, Mollusques"
1240,Viande,Mouton braisé #431,Lactose
1241,Épice,Épices orientales #902,Lactose
1242,Herbe,Thym sauvage #566,Aucun
1243,Herbe,Romarin #858,Œufs
1244,Céréale,Épeautre #267,Soja
1245,Épice,Safran #287,"Lactose, Crustacés"
1246,Fruit,Pomme sauvage #652,"Soja, Sésame"
1247,Viande,Agneau rôti #103,Fruits à coque
1248,Champignon,Truffe noire #997,Soja
1249,Produit laitier,Fromage affiné #221,Aucun
1250,Épice,Safran #957,"Sulfites, Œufs, Poisson"
1251,Viande,Venaison #740,Aucun
1252,Champignon,Truffe noire #690,Soja
1253,Épice,Poivre long #627,"Lupin, Céleri"
1254,Viande,Venaison #633,"Crustacés, Lactose, Gluten"
1255,Fruit,Verjus #747,"Crustacés, Sésame, Moutarde"
1256,Fruit,Pomme sauvage #589,"Soja, Arachides, Lactose"
1257,Légume,Navet confit #592,Aucun
1258,Produit laitier,Fromage affiné #201,"Œufs, Arachides"
1259,Champignon,Truffe noire #299,"Crustacés, Lactose"
1260,Viande,Agneau rôti #19,Aucun
1261,Viande,Mouton braisé #720,"Sulfites, Soja, Arachides"
1262,Herbe,Thym sauvage #785,Œufs
1263,Épice,Safran #811,Céleri
1264,Champignon,Truffe noire #716,Aucun
1265,Herbe,Romarin #208,Aucun
1266,Légume,Chou frisé #1,"Gluten, Crustacés"
1267,Viande,Venaison #734,"Mollusques, Lactose"
1268,Produit laitier,Fromage affiné #593,"Poisson, Lactose"
1269,Poisson,Carpe dorée #916,Œufs
1270,Épice,Poivre long #633,"Fruits à coque, Soja"
1271,Viande,Canard fumé #141,Crustacés
1272,Épice,Safran #787,"Sésame, Crustacés"
1273,Herbe,Romarin #492,Aucun
1274,Champignon,Truffe noire #602,"Crustacés, Sulfites"
1275,Viande,Venaison #752,"Lupin, Céleri"
1276,Légume,Chou frisé #524,"Soja, Poisson"
1277,Céréale,Épeautre #296,Œufs
1278,Céréale,Épeautre #793,Aucun
1279,Épice,Épices orientales #524,"Mollusques, Œufs, Arachides"
1280,Légume,Navet confit #499,Fruits à coque
1281,Viande,Agneau rôti #830,Sulfites
1282,Légume,Navet confit #647,Mollusques
1283,Épice,Poivre long #601,"Soja, Sulfites, Œufs"
1284,Fruit,Pomme sauvage #180,Lactose
1285,Légume,Chou frisé #614,"Lactose, Moutarde, Poisson"
1286,Épice,Épices orientales #463,"Céleri, Fruits à coque"
1287,Viande,Agneau rôti #566,Aucun
1288,Légumineuse,Lentilles du Puy #849,Aucun
1289,Poisson,Brochet en gelée #367,Céleri
1290,Viande,Mouton braisé #923,Crustacés
1291,Épice,Poivre long #789,"Sulfites, Lactose, Fruits à coque"
1292,Poisson,Carpe dorée #996,"Sésame, Lupin"
1293,Légumineuse,Lentilles du Puy #887,Œufs
1294,Poisson,Carpe dorée #770,"Fruits à coque, Lupin, Mollusques"
1295,Céréale,Épeautre #452,Céleri
1296,Herbe,Thym sauvage #236,Sulfites
1297,Poisson,Carpe dorée #835,Aucun
1298,Viande,Agneau rôti #606,Mollusques
1299,Viande,Canard fumé #341,Aucun
1300,Poisson,Carpe dorée #487,Fruits à coque
1301,Viande,Canard fumé #332,"Sulfites, Sésame"
1302,Viande,Canard fumé #19,"Mollusques, Soja, Sésame"
1303,Produit laitier,Fromage affiné #702,Aucun
1304,Épice,Poivre long #564,Aucun
1305,Légume,Chou frisé #257,"Sulfites, Sésame"
1306,Viande,Venaison #821,Crustacés
1307,Viande,Mouton braisé #263,"Céleri, Poisson, Lupin"
1308,Fruit,Pomme sauvage #289,Gluten
1309,Viande,Canard fumé #441,Aucun
1310,Épice,Poivre long #819,Aucun
1311,Fruit,Verjus #891,Aucun
1312,Produit laitier,Fromage affiné #969,"Sulfites, Moutarde"
1313,Viande,Agneau rôti #815,"Crustacés, Mollusques, Poisson"
1314,Légumineuse,Lentilles du Puy #741,Crustacés
1315,Épice,Safran #447,Aucun
1316,Légume,Navet confit #566,Aucun
1317,Légumineuse,Lentilles du Puy #820,Arachides
1318,Champignon,Truffe noire #125,"Céleri, Poisson, Soja"
1319,Viande,Agneau rôti #737,Céleri
1320,Épice,Épices orientales #98,Poisson
1321,Céréale,Épeautre #170,"Sulfites, Œufs"
1322,Céréale,Épeautre #867,Poisson
1323,Fruit,Verjus #607,"Sulfites, Lupin"
1324,Céréale,Épeautre #266,"Gluten, Arachides, Moutarde"
1325,Produit laitier,Fromage affiné #478,"Gluten, Lupin"
1326,Champignon,Truffe noire #586,"Arachides, Gluten"
1327,Poisson,Brochet en gelée #662,Céleri
1328,Épice,Safran #872,Fruits à coque
1329,Herbe,Romarin #659,"Soja, Sésame"
1330,Champignon,Truffe noire #414,Lupin
1331,Fruit,Pomme sauvage #938,"Céleri, Arachides, Sésame"
1332,Viande,Venaison #225,Aucun
1333,Herbe,Thym sauvage #113,"Arachides, Lactose, Crustacés"
1334,Légumineuse,Lentilles du Puy #103,Lactose
1335,Céréale,Épeautre #692,Aucun
1336,Viande,Venaison #644,"Arachides, Lupin"
1337,Fruit,Pomme sauvage #418,"Soja, Céleri"
1338,Viande,Agneau rôti #186,Gluten
1339,Viande,Venaison #52,"Fruits à coque, Crustacés, Sulfites"
1340,Fruit,Verjus #411,Aucun
1341,Épice,Épices orientales #806,Aucun
1342,Céréale,Épeautre #802,"Arachides, Moutarde, Lupin"
1343,Herbe,Thym sauvage #354,"Lupin, Sulfites, Lactose"
1344,Céréale,Épeautre #398,Crustacés
1345,Légumineuse,Lentilles du Puy #642,Aucun
1346,Herbe,Thym sauvage #765,"Lupin, Lactose, Sésame"
1347,Produit laitier,Fromage affiné #53,Soja
1348,Épice,Safran #465,Aucun
1349,Produit laitier,Fromage affiné #408,Fruits à coque
1350,Poisson,Brochet en gelée #902,"Crustacés, Fruits à coque"
1351,Épice,Épices orientales #571,Aucun
1352,Viande,Venaison #993,"Mollusques, Moutarde"
1353,Épice,Poivre long #74,Aucun
1354,Produit laitier,Fromage affiné #799,"Lupin, Œufs, Poisson"
1355,Légumineuse,Lentilles du Puy #748,Fruits à coque
1356,Herbe,Thym sauvage #10,"Sésame, Œufs, Céleri"
1357,Légumineuse,Lentilles du Puy #147,"Arachides, Poisson, Lactose"
1358,Fruit,Pomme sauvage #448,Mollusques
1359,Épice,Poivre long #904,"Œufs, Fruits à coque"
1360,Poisson,Carpe dorée #906,"Soja, Arachides, Poisson"
1361,Épice,Safran #191,Œufs
1362,Légumineuse,Lentilles du Puy #843,Aucun
1363,Viande,Canard fumé #470,"Œufs, Lactose"
1364,Viande,Mouton braisé #525,Soja
1365,Viande,Mouton braisé #401,Poisson
1366,Fruit,Verjus #132,"Sulfites, Céleri"
1367,Produit laitier,Fromage affiné #397,Lactose
1368,Épice,Poivre long #898,Aucun
1369,Poisson,Carpe dorée #667,"Gluten, Crustacés, Soja"
1370,Épice,Safran #861,Crustacés
1371,Poisson,Carpe dorée #905,"Mollusques, Lupin, Céleri"
1372,Épice,Poivre long #441,Céleri
1373,Légume,Chou frisé #179,"Sésame, Poisson"
1374,Viande,Mouton braisé #250,"Œufs, Poisson"
1375,Champignon,Truffe noire #736,Aucun
1376,Viande,Canard fumé #35,"Céleri, Fruits à coque, Gluten"
1377,Légumineuse,Lentilles du Puy #426,Œufs
1378,Champignon,Truffe noire #371,"Poisson, Céleri, Lactose"
1379,Épice,Safran #55,Lactose
1380,Épice,Épices orientales #492,Gluten
1381,Fruit,Pomme sauvage #637,"Fruits à coque, Céleri, Crustacés"
1382,Champignon,Truffe noire #645,"Moutarde, Mollusques, Fruits à coque"
1383,Viande,Venaison #551,Lactose
1384,Viande,Canard fumé #596,"Poisson, Soja, Crustacés"
1385,Champignon,Truffe noire #931,"Lupin, Moutarde, Arachides"
1386,Fruit,Verjus #337,Aucun
1387,Viande,Agneau rôti #291,"Lupin, Soja, Poisson"
1388,Céréale,Épeautre #87,Gluten
1389,Viande,Venaison #623,Crustacés
1390,Herbe,Thym sauvage #280,Sulfites
1391,Viande,Mouton braisé #650,"Lupin, Sulfites, Soja"
1392,Fruit,Verjus #199,"Lupin, Sulfites"
1393,Épice,Poivre long #841,Fruits à coque
1394,Poisson,Carpe dorée #675,"Œufs, Sulfites, Moutarde"
1395,Légume,Chou frisé #374,"Œufs, Gluten"
1396,Viande,Venaison #772,Aucun
1397,Fruit,Pomme sauvage #958,Gluten
1398,Épice,Poivre long #838,Soja
1399,Légumineuse,Lentilles du Puy #55,"Mollusques, Gluten, Moutarde"
1400,Légume,Chou frisé #51,"Gluten, Mollusques, Moutarde"
1401,Poisson,Brochet en gelée #964,"Sulfites, Gluten, Moutarde"
1402,Viande,Mouton braisé #462,"Moutarde, Gluten"
1403,Viande,Canard fumé #88,"Sésame, Sulfites"
1404,Herbe,Romarin #290,Moutarde
1405,Herbe,Romarin #813,"Poisson, Œufs"
1406,Herbe,Thym sauvage #884,"Crustacés, Fruits à coque"
1407,Épice,Safran #46,Lupin
1408,Légume,Chou frisé #44,"Mollusques, Arachides, Crustacés"
1409,Viande,Canard fumé #645,Céleri
1410,Épice,Poivre long #618,Aucun
1411,Herbe,Thym sauvage #765,"Arachides, Céleri, Moutarde"
1412,Poisson,Carpe dorée #156,Aucun
1413,Épice,Épices orientales #589,Fruits à coque
1414,Produit laitier,Fromage affiné #663,"Œufs, Gluten"
1415,Poisson,Carpe dorée #525,"Mollusques, Lactose"
1416,Épice,Safran #205,Céleri
1417,Poisson,Carpe dorée #510,Fruits à coque
1418,Légume,Chou frisé #317,"Soja, Œufs, Lactose"
1419,Viande,Mouton braisé #366,"Œufs, Crustacés, Sésame"
1420,Viande,Agneau rôti #124,Gluten
1421,Champignon,Truffe noire #278,Céleri
1422,Épice,Safran #408,Lactose
1423,Viande,Venaison #305,Aucun
1424,Viande,Agneau rôti #647,"Céleri, Soja, Lupin"
1425,Légumineuse,Lentilles du Puy #367,Céleri
1426,Poisson,Brochet en gelée #671,"Lupin, Œufs, Gluten"
1427,Légume,Navet confit #457,"Lactose, Œufs"
1428,Herbe,Thym sauvage #731,Poisson
1429,Légume,Chou frisé #836,"Arachides, Lactose"
1430,Viande,Agneau rôti #383,Aucun
1431,Poisson,Carpe dorée #672,Aucun
1432,Viande,Venaison #658,"Arachides, Sésame"
1433,Poisson,Carpe dorée #449,"Moutarde, Soja, Sésame"
1434,Légumineuse,Lentilles du Puy #79,"Gluten, Mollusques, Lactose"
1435,Poisson,Brochet en gelée #433,Soja
1436,Fruit,Pomme sauvage #855,"Soja, Crustacés, Arachides"
1437,Fruit,Verjus #255,Mollusques
1438,Céréale,Épeautre #436,Aucun
1439,Produit laitier,Fromage affiné #502,"Poisson, Lactose, Arachides"
1440,Légume,Navet confit #254,"Céleri, Mollusques, Gluten"
1441,Produit laitier,Fromage affiné #897,"Sésame, Mollusques, Lupin"
1442,Céréale,Épeautre #828,Soja
1443,Légume,Navet confit #907,Aucun
1444,Épice,Safran #397,Aucun
1445,Viande,Venaison #315,Aucun
1446,Épice,Safran #785,Gluten
1447,Viande,Canard fumé #431,Aucun
1448,Poisson,Brochet en gelée #502,Sésame
1449,Champignon,Truffe noire #696,"Fruits à coque, Sulfites, Crustacés"
1450,Fruit,Verjus #407,"Sésame, Gluten, Crustacés"
1451,Herbe,Romarin #419,Fruits à coque
1452,Herbe,Romarin #917,Arachides
1453,Épice,Poivre long #480,Aucun
1454,Herbe,Romarin #644,"Moutarde, Œufs, Lactose"
1455,Fruit,Pomme sauvage #416,Aucun
1456,Viande,Canard fumé #487,"Sulfites, Poisson"
1457,Céréale,Épeautre #183,"Sulfites, Sésame"
1458,Épice,Poivre long #767,Aucun
1459,Fruit,Pomme sauvage #408,Arachides
1460,Épice,Poivre long #841,"Fruits à coque, Soja, Céleri"
1461,Poisson,Carpe dorée #866,Aucun
1462,Herbe,Thym sauvage #502,"Soja, Œufs"
1463,Légume,Chou frisé #786,Aucun
1464,Viande,Venaison #786,Aucun
1465,Fruit,Verjus #579,"Crustacés, Soja"
1466,Légumineuse,Lentilles du Puy #989,Aucun
1467,Fruit,Verjus #462,"Moutarde, Gluten"
1468,Légume,Chou frisé #855,Aucun
1469,Viande,Agneau rôti #966,"Lupin, Céleri, Mollusques"
1470,Viande,Mouton braisé #987,Aucun
1471,Champignon,Truffe noire #751,Fruits à coque
1472,Produit laitier,Fromage affiné #223,Aucun
1473,Poisson,Carpe dorée #211,"Sésame, Lactose, Moutarde"
1474,Fruit,Pomme sauvage #874,"Arachides, Sulfites"
1475,Viande,Venaison #243,"Crustacés, Sésame"
1476,Céréale,Épeautre #688,Aucun
1477,Viande,Venaison #73,"Moutarde, Sésame"
1478,Viande,Mouton braisé #773,Gluten
1479,Viande,Agneau rôti #882,Fruits à coque
1480,Viande,Canard fumé #164,Aucun
1481,Poisson,Carpe dorée #399,"Sésame, Moutarde"
1482,Viande,Canard fumé #352,"Arachides, Lupin, Céleri"
1483,Viande,Venaison #417,"Poisson, Sulfites, Soja"
1484,Produit laitier,Fromage affiné #280,"Lupin, Poisson, Fruits à coque"
1485,Fruit,Pomme sauvage #137,"Sulfites, Lupin, Fruits à coque"
1486,Fruit,Pomme sauvage #505,Céleri
1487,Poisson,Carpe dorée #522,Mollusques
1488,Céréale,Épeautre #655,Aucun
1489,Viande,Mouton braisé #401,"Lupin, Arachides, Crustacés"
1490,Viande,Canard fumé #304,"Moutarde, Céleri, Soja"
1491,Herbe,Romarin #540,Aucun
1492,Poisson,Carpe dorée #195,"Arachides, Gluten"
1493,Épice,Poivre long #485,"Moutarde, Poisson"
1494,Viande,Venaison #66,"Poisson, Lactose"
1495,Produit laitier,Fromage affiné #963,Arachides
1496,Herbe,Thym sauvage #581,Aucun
1497,Légumineuse,Lentilles du Puy #494,Aucun
1498,Champignon,Truffe noire #191,"Œufs, Sulfites, Gluten"
1499,Viande,Venaison #906,Arachides
1500,Fruit,Verjus #951,Soja
1501,Légumineuse,Lentilles du Puy #133,Aucun
1502,Viande,Agneau rôti #280,Aucun
1503,Légumineuse,Lentilles du Puy #575,"Moutarde, Céleri, Crustacés"
1504,Épice,Safran #878,"Crustacés, Céleri"
1505,Épice,Épices orientales #824,Lactose
1506,Épice,Épices orientales #717,"Crustacés, Sésame"
1507,Poisson,Brochet en gelée #541,Moutarde
1508,Céréale,Épeautre #76,"Céleri, Sulfites"
1509,Champignon,Truffe noire #80,"Crustacés, Poisson"
1510,Poisson,Carpe dorée #253,"Gluten, Lactose"
1511,Épice,Épices orientales #688,Aucun
1512,Produit laitier,Fromage affiné #699,"Sulfites, Crustacés, Céleri"
1513,Viande,Agneau rôti #474,"Poisson, Mollusques, Œufs"
1514,Épice,Poivre long #973,Lupin
1515,Épice,Épices orientales #475,Aucun
1516,Épice,Poivre long #782,"Moutarde, Gluten, Arachides"
1517,Champignon,Truffe noire #831,Œufs
1518,Poisson,Brochet en gelée #467,Aucun
1519,Épice,Safran #725,Mollusques
1520,Poisson,Brochet en gelée #61,"Sulfites, Œufs"
1521,Poisson,Brochet en gelée #365,Aucun
1522,Viande,Canard fumé #270,Lupin
1523,Champignon,Truffe noire #339,"Œufs, Gluten"
1524,Poisson,Carpe dorée #866,"Gluten, Sésame, Lactose"
1525,Champignon,Truffe noire #565,"Crustacés, Poisson"
1526,Légume,Navet confit #437,"Soja, Crustacés"
1527,Épice,Poivre long #584,Aucun
1528,Viande,Canard fumé #10,"Poisson, Lactose, Fruits à coque"
1529,Fruit,Pomme sauvage #161,"Soja, Crustacés, Sulfites"
1530,Épice,Safran #306,"Soja, Lupin, Sésame"
1531,Herbe,Romarin #845,Sulfites
1532,Viande,Agneau rôti #470,"Céleri, Sésame, Poisson"
1533,Viande,Agneau rôti #660,Fruits à coque
1534,Céréale,Épeautre #376,"Fruits à coque, Poisson, Sulfites"
1535,Épice,Safran #941,"Gluten, Fruits à coque"
1536,Légumineuse,Lentilles du Puy #422,"Moutarde, Soja, Lactose"
1537,Épice,Épices orientales #65,Arachides
1538,Herbe,Thym sauvage #390,"Sésame, Fruits à coque"
1539,Produit laitier,Fromage affiné #870,"Soja, Lactose"
1540,Légume,Navet confit #199,Aucun
1541,Légume,Chou frisé #941,"Gluten, Crustacés"
1542,Viande,Mouton braisé #109,Crustacés
1543,Herbe,Thym sauvage #995,Aucun
1544,Poisson,Brochet en gelée #407,"Sulfites, Mollusques"
1545,Épice,Poivre long #652,Aucun
1546,Viande,Mouton braisé #505,"Lupin, Moutarde"
1547,Légume,Navet confit #270,Aucun
1548,Herbe,Thym sauvage #426,Mollusques
1549,Épice,Épices orientales #660,Aucun
1550,Fruit,Pomme sauvage #849,"Sésame, Moutarde"
1551,Viande,Agneau rôti #203,"Gluten, Sésame"
1552,Poisson,Carpe dorée #919,"Lupin, Mollusques"
1553,Légumineuse,Lentilles du Puy #127,"Lupin, Mollusques"
1554,Poisson,Carpe dorée #718,Mollusques
1555,Épice,Épices orientales #712,Aucun
1556,Épice,Poivre long #663,Aucun
1557,Céréale,Épeautre #851,"Poisson, Crustacés, Moutarde"
1558,Céréale,Épeautre #924,Œufs
1559,Produit laitier,Fromage affiné #935,Aucun
1560,Fruit,Pomme sauvage #597,"Œufs, Poisson"
1561,Épice,Épices orientales #729,Céleri
1562,Champignon,Truffe noire #242,"Arachides, Poisson"
1563,Épice,Poivre long #283,Aucun
1564,Fruit,Verjus #845,"Lupin, Arachides, Fruits à coque"
1565,Poisson,Brochet en gelée #702,Sulfites
1566,Fruit,Verjus #963,"Crustacés, Sésame, Sulfites"
1567,Légumineuse,Lentilles du Puy #350,"Céleri, Gluten, Sésame"
1568,Viande,Venaison #114,Aucun
1569,Céréale,Épeautre #700,"Lupin, Lactose"
1570,Légume,Navet confit #953,"Œufs, Crustacés, Sésame"
1571,Épice,Épices orientales #537,"Poisson, Mollusques"
1572,Fruit,Verjus #47,"Moutarde, Mollusques, Lupin"
1573,Viande,Canard fumé #954,"Gluten, Soja"
1574,Viande,Canard fumé #274,Fruits à coque
1575,Fruit,Verjus #199,"Moutarde, Sulfites"
1576,Viande,Mouton braisé #442,Aucun
1577,Légume,Navet confit #439,"Lupin, Gluten, Mollusques"
1578,Légume,Navet confit #697,Aucun
1579,Fruit,Pomme sauvage #802,"Mollusques, Sésame, Poisson"
1580,Herbe,Romarin #26,Gluten
1581,Épice,Poivre long #604,"Poisson, Céleri"
1582,Légume,Chou frisé #337,"Soja, Fruits à coque, Œufs"
1583,Poisson,Brochet en gelée #366,"Fruits à coque, Lupin"
1584,Légume,Navet confit #480,"Mollusques, Crustacés"
1585,Légumineuse,Lentilles du Puy #983,"Sésame, Gluten"
1586,Poisson,Carpe dorée #407,"Fruits à coque, Soja"
1587,Légumineuse,Lentilles du Puy #865,"Soja, Lactose, Fruits à coque"
1588,Viande,Canard fumé #757,"Arachides, Fruits à coque, Lupin"
1589,Viande,Canard fumé #941,Aucun
1590,Légume,Navet confit #839,"Fruits à coque, Lupin, Sésame"
1591,Céréale,Épeautre #936,Gluten
1592,Produit laitier,Fromage affiné #762,"Sésame, Gluten, Soja"
1593,Champignon,Truffe noire #334,Aucun
1594,Poisson,Brochet en gelée #166,"Lactose, Mollusques"
1595,Produit laitier,Fromage affiné #470,Moutarde
1596,Légume,Navet confit #288,"Lactose, Lupin"
1597,Viande,Mouton braisé #495,"Sulfites, Arachides"
1598,Poisson,Brochet en gelée #854,Lactose
1599,Poisson,Brochet en gelée #840,Lupin
1600,Fruit,Verjus #433,"Arachides, Crustacés"
1601,Céréale,Épeautre #529,"Lactose, Œufs"
1602,Épice,Épices orientales #867,"Fruits à coque, Sésame, Œufs"
1603,Fruit,Pomme sauvage #57,Aucun
1604,Légume,Chou frisé #120,Aucun
1605,Poisson,Brochet en gelée #62,Gluten
1606,Viande,Canard fumé #925,"Lactose, Fruits à coque, Moutarde"
1607,Viande,Mouton braisé #68,"Mollusques, Œufs, Lactose"
1608,Fruit,Verjus #335,Aucun
1609,Herbe,Thym sauvage #32,Aucun
1610,Épice,Épices orientales #253,"Crustacés, Lupin"
1611,Légume,Chou frisé #371,"Crustacés, Sulfites"
1612,Fruit,Pomme sauvage #414,"Lupin, Lactose"
1613,Épice,Épices orientales #906,"Crustacés, Œufs"
1614,Légume,Navet confit #865,Sésame
1615,Légumineuse,Lentilles du Puy #46,"Œufs, Moutarde, Céleri"
1616,Herbe,Thym sauvage #134,"Œufs, Crustacés"
1617,Champignon,Truffe noire #150,Aucun
1618,Herbe,Thym sauvage #637,Arachides
1619,Céréale,Épeautre #115,Crustacés
1620,Légume,Navet confit #232,"Sulfites, Lactose"
1621,Produit laitier,Fromage affiné #824,Aucun
1622,Champignon,Truffe noire #717,Arachides
1623,Épice,Épices orientales #43,Aucun
1624,Herbe,Thym sauvage #70,"Crustacés, Soja"
1625,Épice,Épices orientales #10,Aucun
1626,Viande,Venaison #968,"Arachides, Sésame, Lupin"
1627,Viande,Venaison #35,"Mollusques, Soja"
1628,Herbe,Thym sauvage #548,Aucun
1629,Céréale,Épeautre #898,Aucun
1630,Poisson,Brochet en gelée #890,Aucun
1631,Légume,Chou frisé #200,"Céleri, Moutarde"
1632,Viande,Mouton braisé #584,Aucun
1633,Champignon,Truffe noire #347,Aucun
1634,Fruit,Pomme sauvage #155,Œufs
1635,Légume,Chou frisé #954,Crustacés
1636,Viande,Mouton braisé #581,Gluten
1637,Produit laitier,Fromage affiné #807,"Moutarde, Gluten"
1638,Légume,Navet confit #937,"Lactose, Moutarde, Soja"
1639,Épice,Poivre long #34,"Œufs, Poisson"
1640,Légume,Navet confit #851,"Céleri, Mollusques"
1641,Épice,Épices orientales #791,"Sulfites, Gluten, Œufs"
1642,Épice,Épices orientales #702,Aucun
1643,Champignon,Truffe noire #394,"Sésame, Sulfites"
1644,Fruit,Verjus #851,"Lupin, Céleri"
1645,Fruit,Verjus #269,"Sésame, Poisson, Céleri"
1646,Viande,Agneau rôti #329,"Crustacés, Mollusques"
1647,Herbe,Thym sauvage #341,"Moutarde, Mollusques, Céleri"
1648,Viande,Venaison #738,Poisson
1649,Herbe,Romarin #57,Aucun
1650,Légume,Navet confit #72,Aucun
1651,Viande,Agneau rôti #976,Aucun
1652,Produit laitier,Fromage affiné #191,Moutarde
1653,Légume,Navet confit #399,Crustacés
1654,Fruit,Pomme sauvage #118,"Arachides, Sulfites, Poisson"
1655,Poisson,Brochet en gelée #352,"Lupin, Sulfites, Crustacés"
1656,Épice,Épices orientales #595,"Soja, Sésame"
1657,Épice,Épices orientales #639,"Moutarde, Soja, Crustacés"
