IdR,IdP
1371,3811
2449,726
3430,472
1965,4272
163,4492
2280,1207
2116,107
2334,1032
2819,894
2548,1385
4717,133
3525,1171
3746,2663
3425,716
4250,2111
3144,2671
1505,1697
2391,2589
4803,2982
3759,1386
4690,1188
1028,2819
1733,4029
3614,18
2693,4317
854,2849
4954,2465
2201,2671
3128,426
4068,3295
1521,924
4275,4568
927,723
983,1880
4986,1445
1779,3938
797,1524
1302,245
4299,731
1286,4280
607,3072
141,2610
2350,3696
2916,2217
4103,731
2328,1848
1069,461
191,3001
1925,945
4305,1845
877,4216
1125,212
2818,2056
201,3389
3536,2979
3780,3768
343,3144
342,2316
4101,1050
1696,1497
2965,3591
3503,1148
352,3405
1872,3810
1565,552
1564,816
3285,1461
94,4215
1790,3915
2542,1960
870,1043
2290,2648
1810,914
2632,3889
4384,600
1989,3209
1335,4753
3811,3507
4193,4292
4887,2003
608,3505
3337,4609
2742,3906
3149,449
3173,653
1414,3036
3767,4108
4907,1175
2911,1267
1745,2628
286,48
1708,1685
2366,59
656,2001
86,4301
2261,2869
295,4341
832,2964
1281,4587
3907,1492
2913,1499
2554,916
4505,904
2508,4642
80,3866
1786,2502
3149,2160
91,1273
2269,2351
4018,4167
4477,1528
2498,3360
2267,2893
237,642
3524,3986
342,3181
1195,404
1082,1635
3540,3950
1349,109
1491,2192
2732,888
1787,4435
4229,4941
3750,4942
3049,458
207,9
3668,3
3134,1632
1813,2778
3282,3035
964,4901
2007,1351
1557,3790
2185,1674
3996,3569
2873,89
1590,1714
4399,199
1483,104
3561,3579
2972,3255
922,836
4041,4222
3139,51
195,1126
435,727
1787,2090
2266,507
2010,2686
4711,1249
628,1237
1747,2167
2527,2572
1061,2112
1210,4178
3380,596
2397,3908
2440,2109
1543,1996
4410,4283
945,4064
693,2755
4424,2387
4500,438
3373,3911
50,2035
465,835
4069,2711
3460,706
3851,2657
3277,3014
3089,1017
367,914
4752,3100
697,3980
2862,74
898,3877
337,72
3721,4265
442,393
147,2259
3880,275
2444,3095
753,642
324,872
277,281
849,453
4447,4595
3852,1360
4313,864
602,1468
1030,1209
1310,513
3535,4095
1690,1878
950,343
4591,152
1478,4567
2639,4643
3884,11
2986,510
1122,3109
1780,4706
3242,4640
3992,3916
4841,4948
2924,4102
2505,2229
1983,2170
1174,3940
889,875
20,296
1478,4251
274,3418
2345,521
4561,602
4656,1710
4814,417
3320,4393
249,1088
1796,1987
2290,3974
815,2234
2235,4302
3293,808
3844,2273
3144,1846
508,4901
3025,3788
1164,2619
4631,1459
4473,2131
3334,4153
4692,618
635,2628
2097,2041
3766,483
660,1295
2116,2232
870,2056
3764,4987
322,1646
185,2593
4277,1676
3533,1029
3231,98
2122,3409
2433,3211
1649,930
2209,1684
360,3019
3034,2545
1160,398
4118,536
1921,1920
3313,3878
4070,3914
3013,397
4166,2565
3351,1460
4785,922
4756,3983
3231,100
3283,207
278,4934
4661,3852
3314,4383
3040,2320
4302,982
473,3124
666,4125
2967,900
3713,4923
2084,1776
3224,3223
98,265
566,4782
1411,2324
2910,944
4220,155
13,1692
2046,1643
2196,2733
4733,4262
4229,4568
3957,4183
4251,1355
3942,4146
3691,2552
2342,2234
3657,1034
3732,1078
3234,4589
180,4145
1870,528
1626,4714
3727,283
3916,4965
1896,591
4716,3166
577,1710
1158,149
319,972
1220,3074
4964,185
4687,780
213,3151
782,4178
1978,1081
954,1377
3717,3446
4663,4251
3610,4599
4299,1070
4475,200
2834,44
4870,2191
1964,4162
1858,37
2121,3282
1688,752
4824,4028
3286,1402
1056,3709
4335,442
3130,1754
4591,3575
3222,2346
1548,1475
1010,727
1677,3786
4199,233
2763,4042
713,790
98,792
2198,2229
3063,4054
3273,4106
185,4125
1387,2306
4500,4889
4321,2211
1399,2773
4455,4529
785,3579
493,1145
2096,931
3733,2001
1148,3895
205,2091
2575,1121
1481,1146
2897,1094
2116,3325
3091,4648
2946,1177
2137,2094
4956,3253
856,804
583,881
3272,23
4850,4543
1057,3906
789,3383
4619,216
2246,57
365,644
4473,1257
346,4112
808,1277
3450,4973
2523,316
23,2219
185,4453
1643,614
835,833
3477,3264
496,3034
2659,3159
4180,4794
1014,1205
1639,3591
4508,3812
2548,2362
1335,515
931,1247
4624,3906
600,4874
2028,1056
1121,3969
942,4377
4160,394
1412,4026
2309,2339
3119,4236
3127,387
576,582
2030,3701
3692,3398
3275,674
449,1317
724,4311
921,2071
4385,1951
2740,2399
3220,2088
494,4464
3620,1795
113,3603
3251,3463
2866,1824
4597,1057
2496,824
4511,2942
3460,2426
1322,118
2884,964
2069,4150
2224,1804
3024,41
4005,2455
2023,641
3864,3825
3073,180
251,2793
1732,2008
3130,2581
3788,344
2504,2908
4987,3193
2992,406
1753,1694
3539,651
4771,3249
1437,3148
4173,4571
209,3180
4907,4892
2569,2260
2621,2242
2038,3416
746,1047
3004,3349
96,4587
2982,3338
4770,1257
3942,207
1615,3035
3855,4017
1075,1578
4927,4426
1766,48
4429,4233
1828,1999
1181,2879
272,4836
4892,4452
4162,4826
4289,986
1626,2738
669,4466
182,3408
296,3867
3611,717
3515,771
4852,4780
1313,3005
3872,2119
4892,1984
1659,1326
1318,552
3236,1962
2254,3817
4723,4703
1406,1092
2164,2554
692,2781
3817,2669
2495,469
4345,1677
1254,2695
1010,1937
4258,328
1385,2692
2536,857
2787,4548
1211,4240
2589,1433
2220,1246
1753,3112
3288,1933
3426,3954
4341,3352
3154,1730
2040,1049
4258,955
1058,1308
4055,2751
4819,642
927,1418
2687,1953
3412,450
2417,3219
4086,293
4258,1819
4192,52
1936,4096
2167,2248
1903,947
1096,1734
4380,3137
3350,2685
1261,2251
4544,934
3473,3661
3792,121
4205,920
3105,4554
1051,4350
3197,287
3906,2888
2024,3360
388,4121
3431,1850
4026,37
4595,1154
1622,3351
1591,2649
3792,3301
1838,1858
2755,1812
948,4496
2154,1401
2655,473
1018,4562
1976,4619
2920,1145
608,3627
3039,2230
884,2167
1645,3937
470,367
2696,2615
2638,4347
1667,1383
3860,1983
3990,868
2785,3772
926,1822
2433,3219
360,2929
3298,4879
1196,1676
1477,343
2031,3207
4162,961
1564,1030
3216,1894
3068,50
666,850
4360,2292
3418,1951
265,773
2350,2469
3045,15
3574,232
3691,3589
2102,4265
4102,3456
3254,49
3575,4008
2989,4758
2418,3105
2665,4020
4469,374
784,2513
704,1340
289,4863
3597,4349
595,1817
4406,1887
3840,3582
1304,74
2912,2733
814,731
1871,1657
1468,3875
3003,31
1807,1603
3687,2928
1623,267
800,2488
622,2059
2032,3752
4555,2910
1353,3891
2963,4902
3107,3035
913,4188
447,4447
3965,2480
4590,3881
129,2865
1082,2345
1060,4625
1401,1137
1156,1828
3125,4492
1020,1384
4413,1246
4706,4828
2085,3557
715,3352
2187,2058
3943,4283
3030,4067
130,3305
1948,3203
1424,2375
2834,4123
3122,3729
4347,1781
4413,1464
3755,276
4413,2583
1353,943
3480,3192
2640,2509
4717,705
4244,2574
972,2124
2972,2240
2494,622
1375,2778
1960,372
443,3441
4312,2769
231,637
4159,3351
4610,447
1371,4004
2564,2892
1944,2384
4693,372
4798,2824
3282,3312
4220,3187
4290,295
2460,13
2968,1787
911,934
3265,43
3492,3667
4967,2204
3866,1733
4095,3636
3172,1494
1856,3788
4024,4055
3246,3818
4180,3929
936,2448
615,1365
2164,3538
1816,2892
3907,2208
1882,4336
2822,3536
3110,1179
3556,4499
2906,2006
1449,1684
3711,3884
932,825
425,4759
4385,2501
2153,1087
1599,1725
1829,1098
2330,840
2176,4934
1062,4766
636,2978
1044,4024
1982,1203
1034,3187
1354,1043
2853,3860
3807,3605
3825,4688
3799,2926
3310,1003
2271,3141
2208,1011
2237,672
134,2030
2294,1764
2598,3658
430,33
1554,368
4642,2964
209,4974
2021,3379
3148,483
3351,4743
4269,1049
2290,3627
2013,3309
1488,554
1221,4484
3862,1593
1696,750
478,3203
2844,3016
3288,889
308,3847
2462,1101
593,3680
4415,4055
1633,2865
1180,1318
184,448
3062,983
4910,3435
3992,4579
2911,4556
3074,4413
2272,1993
63,1373
194,1108
4539,3473
4922,2000
3733,1723
4986,1707
2428,1610
987,178
2820,3888
195,2749
675,351
3583,4372
3986,2601
303,2513
1094,3988
4434,844
1651,4349
2124,981
3085,1676
4844,4491
1683,261
4949,3897
2197,3705
4397,4406
1858,1484
3665,342
3902,3665
1607,4831
59,532
514,2392
3362,3352
840,227
1927,1243
617,2677
135,27
1382,3865
612,4438
2921,3807
484,758
3377,3440
73,1172
4417,2273
831,4794
4544,386
2058,1895
772,4794
3001,1079
313,125
1555,3084
4616,4906
4377,4700
4445,3538
51,1647
1688,500
53,442
4831,4809
2165,3158
4272,2395
476,2284
712,3573
3767,1391
4919,811
2476,4551
963,3773
2380,2813
4313,3133
3682,677
2911,1353
1554,403
4698,4639
4309,788
2718,299
315,4854
959,337
979,4338
3459,3867
1114,2474
2686,4178
2605,2380
4667,485
1003,221
2783,656
1076,106
990,1695
774,1935
2565,611
1131,4234
3048,3
1585,1059
3603,1391
2180,3428
1897,4925
2448,2406
3513,280
1020,3503
1581,1978
3828,2958
1647,3839
3003,3098
2453,235
3002,3026
2733,765
4599,4145
855,79
328,4708
3878,522
3896,1835
568,3302
2453,2128
2760,37
915,1697
1828,1418
3368,2472
730,4844
4694,4367
3024,491
3682,737
902,2823
3610,4770
3366,3420
3012,4210
636,993
1925,1655
3208,1167
776,3532
657,2160
2691,471
313,1842
2001,2989
1664,1213
3724,785
1944,1809
984,4233
405,4831
1922,512
2831,4865
2965,2545
3601,3283
2531,3567
1655,495
1761,1664
1065,1940
3231,2344
1313,4280
1582,1372
3811,3952
393,3821
1385,2081
31,2711
2683,1963
1061,478
3964,3753
5,1706
3019,1830
3974,1660
1955,3768
171,3003
554,470
4087,193
1200,659
3895,4300
3873,2532
4534,3655
1958,1224
1435,1695
4678,2801
4350,4824
2595,862
557,4949
948,1119
309,2608
628,326
527,535
2770,3711
3054,2357
4676,3548
4846,2848
3565,1527
2113,31
1884,4652
2503,3183
4658,580
166,3649
4575,910
4237,2135
1067,810
4777,1402
2244,2450
3093,4712
3528,4944
1841,1554
66,744
2499,3384
2989,2330
1195,2334
4823,2032
4087,1595
296,2460
2358,1464
3937,252
1211,4227
1724,2926
2325,1497
2056,4824
1348,2964
862,1636
223,1468
3351,2413
457,3653
4449,204
3764,1094
1392,3582
4799,1420
4427,3153
236,1546
215,4937
655,3898
1134,860
3179,1551
2226,3981
799,2458
1242,1808
4054,334
3425,1823
3354,4446
1515,1784
3646,4883
470,2567
1597,2763
3399,3091
4978,645
2886,838
4264,1548
1261,4041
2139,1749
1068,602
3410,4824
644,929
4626,4426
4,409
187,277
1115,4168
75,677
4383,403
2493,4947
4864,3692
69,397
4526,3633
425,3619
4178,3424
255,3791
357,4857
327,4048
240,2449
240,1565
3002,2085
3686,2911
1968,3076
905,2126
2799,4003
3777,3086
635,336
4043,4852
3931,1749
184,3712
3581,1870
3857,2854
1747,311
4709,1930
4504,633
2069,3763
3351,30
1401,1279
708,2246
4387,2230
1688,3156
223,2691
3224,1863
2980,734
2675,2904
1933,4108
4636,1506
3474,3173
708,4780
2103,4399
1554,2265
649,4964
3852,4408
2215,979
3013,3065
1241,1371
279,4719
1715,1015
1139,479
2893,4819
3712,4853
4275,4006
2245,4812
4775,3236
1477,1964
3423,1251
4741,4867
172,4419
4540,181
96,334
3698,4314
1899,4961
917,4533
1309,1836
345,1446
296,1294
72,3431
4968,750
1953,4700
3007,2223
2971,2164
4575,60
1269,1684
3361,2211
4890,2352
2506,1613
829,4586
1596,4542
3524,4311
4665,236
532,93
2761,4102
1597,170
1950,1828
3663,915
3757,4532
1686,1295
4984,2722
45,273
150,4618
612,4105
4393,4644
1269,1965
2028,3221
2017,2830
1292,458
4631,4188
2972,2128
271,331
3907,846
3148,1635
291,3180
3546,3419
4935,4202
4858,4967
3610,141
485,334
1609,4654
3681,1671
559,4310
1414,4199
903,3295
3076,2589
3175,479
1222,4707
1713,2916
2355,4903
772,1265
3783,4902
3620,3106
1779,2407
1780,2276
234,4713
3533,964
2251,410
1050,2804
4384,3709
3465,146
4628,4351
3545,4885
2245,1366
4424,3910
1036,1862
1399,1418
2337,908
4674,2886
189,627
2671,2720
808,163
4815,3893
4474,3448
3292,4242
4037,1495
3146,4521
4715,4911
1066,684
2322,2473
614,3199
2444,1821
603,3877
2955,2303
1924,3964
2418,4800
2117,4299
2888,3023
3684,2031
1011,4608
1722,826
4532,4596
3674,4731
4879,1901
4827,2807
2211,211
2947,764
4797,2475
2810,4983
1954,162
393,1940
1949,2401
3328,486
2576,1574
4194,1435
3167,288
567,3159
4548,3323
3635,3226
316,4078
2540,2461
4067,3222
3861,1139
3455,489
3790,349
2631,2813
1616,2232
3572,1263
762,1675
106,3603
677,4545
3876,3298
4282,186
1772,532
3396,1317
3374,2672
915,2230
743,2663
4509,1897
3089,3267
2560,2654
1335,3905
3038,4381
3613,1365
4806,2674
3500,2379
3285,1898
2366,730
118,4015
929,3517
2323,4261
2179,1949
4328,2635
4436,3444
2314,4385
2404,3316
3842,1846
4991,456
2476,2392
775,3824
1483,1190
1340,3207
2294,3903
4836,2695
1461,535
4582,3188
1255,1273
911,1037
2979,2774
1095,4230
895,760
4737,824
1121,4821
1118,3413
3160,578
4044,1371
1158,3083
1283,1499
3799,3949
54,4439
335,716
1316,251
3947,3711
1584,1032
3737,1173
4005,1302
4427,1701
4150,4061
4669,2929
605,1410
2514,2517
438,3473
3105,458
606,1934
3536,3168
2227,3360
1265,1508
874,1190
3546,3585
1804,1656
1915,3378
223,2635
541,1236
3902,1311
4206,3366
3503,3437
4616,2376
3024,3769
835,1102
3247,1412
455,1876
2533,3228
4730,3977
54,504
3009,4089
463,1756
2378,4851
4347,455
2209,3741
3985,648
3221,2721
1781,2738
911,1347
3567,298
2138,3354
2052,358
2071,193
4637,1422
2725,3610
210,2694
3869,725
4832,3894
3162,3163
3192,3186
4479,4866
100,3208
563,4256
4601,3367
3935,2276
1283,1960
4908,2190
979,3032
3850,1185
4592,1154
594,100
2923,4264
405,1506
288,4079
1900,2873
2285,8
4529,785
3756,2314
521,3099
2423,1732
4221,3499
1116,257
1624,2846
1404,4681
4815,3372
2433,1845
4669,3725
4898,1127
4716,4047
1936,290
1287,4574
3505,3910
4577,4764
3601,1526
889,4039
595,1960
4192,4354
1103,4767
1812,980
4173,2995
1067,1349
3375,4477
1126,1060
3518,3061
1391,4715
2319,59
529,4180
3289,1155
1403,4262
1857,2302
2794,4640
782,2862
4617,368
1058,2158
1674,1687
3301,2212
1685,1397
4195,2021
2071,522
681,34
3601,631
1343,1589
2286,3443
4200,1267
1638,2996
1777,3618
965,4815
4810,4969
1245,2428
4500,3944
911,2939
3382,4050
2016,2747
465,4238
3713,2336
1746,1952
3307,2359
3552,1198
1043,366
4833,1403
1361,974
1931,1116
3952,3459
1449,575
4206,3301
1464,3431
694,540
4121,257
4736,924
964,9
945,2718
810,1085
4362,2894
712,570
2748,4479
1486,2978
3357,765
3854,682
4623,350
885,150
3271,56
2048,4638
3058,229
1658,4022
4433,800
139,712
1062,3211
3253,1357
4703,4037
1464,960
255,2282
2021,330
2460,511
1261,1282
3485,973
3785,3388
413,539
2036,117
1275,3467
1834,3837
3853,2715
1230,3454
4306,4557
4083,2236
3749,2427
37,1578
1299,4255
3182,3883
761,4134
2683,3594
2460,544
4000,283
569,2376
1720,1172
292,1790
1097,2101
4589,2734
1493,965
961,1874
2381,246
2500,2865
2831,4567
1346,516
3406,1738
4739,2859
2850,40
3649,4391
2331,261
265,2065
3735,638
63,325
858,4298
3438,3942
2927,1248
656,2109
4658,3579
1629,1404
1164,1095
2693,60
4448,4336
1927,758
4410,1451
606,810
97,1422
4162,916
834,3657
4799,4914
4277,4085
1483,2164
2394,89
3855,2824
3156,2116
1206,4984
2688,2447
2024,1929
1116,3880
4492,2141
127,4269
3054,2035
1189,2600
3575,1705
2640,3183
254,1701
2969,4832
1046,80
2776,3163
4570,3058
1592,2013
1417,872
4765,107
2890,1771
4443,468
1425,1803
614,2075
1227,1142
3720,3366
724,1265
2588,324
1314,1010
325,756
628,3264
2405,4099
137,2364
519,4007
1767,2201
2988,3952
2091,3266
3642,4406
1377,1675
1707,3802
4023,1121
148,1499
4746,265
2203,2905
918,4402
4345,2885
676,4582
3127,2537
1536,3926
2341,145
3185,3025
3725,719
3171,4282
1976,2278
2548,2148
1409,4305
3351,4762
752,1257
981,1857
782,3948
863,161
996,3017
2753,411
1714,4675
1290,618
3542,4010
4096,4892
4239,1943
2048,3390
3799,3393
3540,1049
4923,1330
4248,2176
2497,4355
4208,1112
631,3497
409,2480
661,3792
408,2334
2632,753
4763,869
1253,1983
4135,1416
1596,3124
4060,3517
3296,548
24,3428
2936,2231
4212,3900
1742,1270
1271,4401
1688,4171
1015,650
1703,3267
3325,772
2795,4422
4448,2486
3348,4353
406,3096
48,2811
348,2308
1490,4172
3167,1341
1894,1326
995,2646
3757,4653
4049,2834
4451,2514
1252,4404
26,3101
2455,2236
4487,1473
3522,2432
4062,3192
1690,1296
2495,3801
1383,4764
524,936
4592,43
901,553
2998,2484
4224,1290
2104,4398
1622,981
4683,768
2808,4842
1919,2110
3214,3728
1354,2757
3664,1438
2686,209
2706,4288
2569,4245
2676,1754
173,4938
112,2585
3843,4085
34,2380
2545,2584
2205,1141
3595,3853
2349,1859
1460,4744
4307,2320
4464,124
2065,2631
1882,2871
2112,3637
3813,3660
135,1990
2478,4265
4237,292
875,987
4829,605
2917,479
1052,1479
2239,496
4474,3379
2807,4870
3916,4212
1093,1040
811,4542
245,2878
2540,419
611,3188
2210,2017
770,4204
233,1918
2500,4001
1865,688
2732,2952
4094,1190
1678,378
3365,632
4103,4009
4544,3839
2289,1577
2779,1541
4012,4286
3158,3639
4892,4292
1397,2767
1217,2800
4992,4523
2965,3413
906,1614
3405,998
1685,4266
1976,2563
771,3084
3934,3116
163,4657
1427,1952
3193,2029
4042,4549
781,3747
277,1801
2368,1667
3539,2245
158,3213
2313,4182
3002,2657
2005,1729
4314,3210
2601,1485
3238,2879
4641,3291
1577,1985
4133,4595
3051,4678
1090,3823
4602,75
4939,523
3700,3790
834,2103
1069,3295
4724,2026
4511,3582
2904,2272
1383,3406
461,93
4426,1817
350,83
4230,2303
2683,4887
3683,1655
1218,3509
4331,4160
3483,1764
1858,2841
4109,3058
1145,1838
1547,2966
1170,590
4070,4546
3873,968
3742,987
589,1599
3041,1906
2984,4744
4106,4563
983,4394
1724,1961
2709,1708
4544,2485
2224,4255
414,2553
4620,637
1389,1291
742,3941
2501,1172
3119,316
3858,4416
1013,2445
4950,3178
2966,3249
313,3253
3360,3846
2510,607
4523,3331
3465,1331
1728,4285
4128,3904
3872,63
373,3670
3639,3431
1245,4033
1187,893
4593,3283
1251,2633
2458,3388
4577,4771
1250,4408
2420,3458
1135,4150
4727,1607
335,2590
837,4554
1055,2734
4764,1373
3353,2324
259,3048
3985,2199
3129,1300
4665,1849
4745,730
4909,729
3020,2619
3565,681
2808,57
666,1263
4557,3365
1322,3703
2873,4313
2547,1906
2119,1727
2205,1542
947,3064
2062,4344
4535,3657
3828,4494
3569,3280
2794,677
4010,1844
3888,1459
3983,4554
1230,2702
1732,1704
4124,4569
3796,2143
3704,275
3198,3124
3364,2281
1715,2423
4710,663
536,2779
171,4213
2799,4161
106,595
1686,2056
1305,1468
519,2780
4894,4488
2304,4239
87,1851
2886,1526
1114,527
2400,4335
1620,4371
2418,2644
3564,1439
1102,4204
4465,2041
3923,840
3919,1502
2809,1429
4287,882
4662,1855
3427,4745
1261,419
1431,999
4990,3516
1746,3118
4468,3588
4802,4094
534,4272
4482,4824
3425,3716
1918,262
986,4418
1626,4182
1750,4912
4185,3030
671,2037
4701,661
929,3601
1436,1641
764,2327
4310,692
1963,2925
1251,4057
4826,3038
3373,1264
1975,2333
2347,894
206,3951
1786,606
701,1258
1676,108
240,4672
4444,2447
847,2907
2737,1129
3174,2654
1154,1115
4148,4450
2116,3629
4154,694
4580,907
2027,48
4238,4511
3653,3847
682,1952
276,3829
924,667
3604,4314
1341,1091
2877,1969
2461,1772
4567,3044
1449,791
899,4955
4843,737
1509,3128
257,2662
4327,3103
2784,4004
3272,3016
4748,456
302,3302
3874,4675
1893,1904
950,2234
3780,396
3568,1720
902,3454
4742,3282
3825,4813
1767,4499
3454,717
4198,4165
4177,68
4215,2431
3688,4739
538,2714
2316,675
4163,3547
803,3843
731,3879
2184,3753
4999,305
3668,3003
4760,3487
2082,3161
8,3123
4732,3815
1475,2441
3429,2155
1192,2125
442,1683
3400,3178
2422,1267
2790,305
686,1767
4548,4764
1774,858
482,175
3726,294
75,1716
153,4922
4491,4281
3336,3021
3591,1496
1587,4467
3628,3836
2383,2118
2480,1183
779,4406
95,3576
2164,1011
4012,344
1553,2738
2709,4897
1968,1827
1508,1339
4641,2139
1809,4587
4369,2628
993,3047
16,740
1963,2224
2323,180
4280,4699
2839,838
14,89
4144,1238
4902,2879
2262,4114
1551,518
2741,227
1206,2715
1259,4473
1725,3311
4712,3037
2650,3510
61,747
1850,944
1053,839
1234,4767
1192,3541
4845,2454
4401,3366
143,4562
1243,2487
3869,1443
2830,483
195,235
526,1579
875,249
3996,580
2417,4717
2371,4962
645,4666
1820,2211
2186,1925
4551,2427
2499,3742
3178,279
1434,288
4752,247
296,3395
3777,1156
1216,869
2419,712
1364,4741
1386,1227
2801,3478
640,1614
751,297
2895,1081
934,1654
2694,614
104,2124
10,1455
2601,4045
1037,4558
867,678
1670,1775
3997,1115
3537,1662
2779,1444
4713,2991
4429,3080
3920,613
4447,436
1862,1166
141,2067
4208,1779
1886,3014
739,2842
614,4391
1190,2951
1465,2218
2924,609
2816,2877
3798,3491
1533,2078
978,2727
3891,4608
4105,4467
4920,2411
1765,942
2082,316
1661,3316
1423,1144
3180,2160
2227,1719
4251,4559
333,590
332,2445
4105,4205
4173,3792
1984,1031
703,2833
2640,1589
54,966
1574,2672
4518,2274
4335,1554
2740,3638
931,669
129,2816
2922,4879
1097,4176
3814,4520
2493,4177
2996,4761
913,1024
2922,4277
3787,1759
1194,3756
4166,3480
918,2411
2818,3043
1949,4321
4195,1227
4243,1367
40,442
470,1099
1627,2479
2728,648
379,2854
817,4014
1885,4122
3650,2106
3005,1160
33,3872
4362,3808
4284,1501
1949,217
2894,3527
4229,2213
837,3517
923,2208
2793,1675
854,4059
3590,4450
2030,1091
4924,3149
747,4877
4605,2153
3464,4332
2124,544
1062,3179
2116,4510
4416,4174
2436,2011
4158,4051
2643,124
1727,445
2006,2904
946,4736
1832,1017
2451,1292
1604,4115
4206,154
4868,1989
4947,3020
345,1847
1871,1288
4228,446
4464,4630
4420,2045
3919,2432
1900,4307
3610,4382
532,1416
4346,4319
3878,652
2009,1505
3652,759
3769,4472
4507,2765
24,2167
3437,1269
1026,985
3826,3055
301,3006
1616,3126
4081,94
1790,4255
3248,1378
4313,2934
3796,260
2133,306
1646,333
2731,1641
2308,714
202,88
125,409
248,4352
3777,3382
376,2279
704,165
3935,909
3395,3143
781,4873
4142,2999
4626,4942
1880,3361
1621,788
1394,3154
4347,2246
3910,3161
999,3040
1909,4030
1714,534
1617,3695
4982,3368
2398,683
2178,2242
3211,249
3561,2178
600,2254
3328,1381
4468,2416
2155,3495
4417,1996
4983,4926
1275,246
1586,2438
2992,986
1011,2462
622,4080
4055,1674
2122,4668
2864,1467
3703,3592
4578,4161
338,4441
4605,1360
1646,4729
153,4947
1493,122
199,1439
2338,1479
4767,1972
155,2297
2446,3087
4082,76
46,1361
2750,2854
3684,2468
3512,1781
2438,3513
1632,3711
1949,3222
2660,1900
4316,4195
4358,4498
3817,509
106,4788
935,2989
3202,2840
4268,4785
712,3138
1226,3647
4165,662
1426,2524
4297,1799
1490,4647
2160,4892
4472,3990
701,3101
2642,443
4588,2082
790,3079
391,2878
333,3958
1661,563
507,1477
3448,4786
1131,1554
1446,4223
2374,2051
990,4661
4768,1001
3056,2166
4101,757
2836,4942
2064,4244
2180,4288
1144,4697
1680,2542
2516,1670
375,790
585,3076
3398,3902
2970,2012
4224,3755
4841,4402
3438,1110
3817,1411
1026,2382
3834,4028
3927,357
1567,4533
397,4920
3122,4271
1208,2226
4593,1580
1886,598
3224,4178
637,1920
366,4419
3960,3648
2295,3934
4393,2547
4719,2877
2668,2775
4205,4002
4087,2007
797,2149
800,3233
3782,3555
823,1012
2121,1037
2165,1940
3629,866
1740,4725
4598,3218
749,4077
4200,2196
1506,4878
3942,3868
1718,3915
2160,1759
2252,986
3856,4406
403,4150
2949,2527
1909,4386
2114,3701
4367,91
2618,1156
392,2603
1077,3023
227,3405
1508,377
4674,2372
1781,1416
4282,3287
474,3041
2101,4562
3276,4049
1876,2516
484,2440
2930,4791
4836,3977
4598,3715
1172,754
266,1924
2132,2933
4047,2455
1741,365
1704,3881
4909,2195
3222,3435
1318,2667
2442,4870
4072,2753
2786,4980
3881,228
2680,4888
3309,2791
1816,2354
78,1065
3012,133
3441,3563
1913,3873
4354,1491
3781,1237
1625,3424
2178,4721
1905,3538
4817,4755
3196,1646
2879,978
73,4047
213,2217
1804,4460
4026,1168
3093,871
624,948
4185,1181
1059,1943
1287,2419
3957,4075
3487,661
4961,328
596,3377
3429,733
4727,889
2450,2655
3931,20
1978,4632
685,4338
3064,110
737,4288
4047,2484
4552,88
133,3547
1381,3219
3941,2243
4791,290
4542,4497
1757,3857
2947,3291
4465,4191
535,3445
1904,2871
1137,650
1264,687
603,3321
1627,3154
2601,2365
847,1068
2429,1579
531,2928
286,28
2045,2503
1611,2747
4966,544
2728,3146
4004,1815
2819,3223
945,4444
4344,1851
4884,332
4299,1529
4090,3607
4450,217
1661,4976
4477,2864
645,2543
1344,1694
813,2210
1482,407
4677,2593
1911,1498
4475,449
1060,3836
1399,3576
2193,3299
386,1567
896,1250
3182,2318
2373,2860
1946,1177
1931,4768
4609,1681
387,1254
4182,1307
1303,3775
3153,3133
775,3016
489,4290
1100,428
1714,2341
1159,931
3931,2231
2120,3732
3085,403
4657,1561
4616,200
2361,1770
4985,4482
175,4329
2723,3943
1775,2559
448,1139
207,3524
3588,196
4618,4523
2835,2897
4543,1721
3950,1142
1853,921
4633,4561
378,4138
2213,4232
2608,2883
4282,1321
4247,3837
2925,4500
3701,4799
4757,4571
3762,1585
508,1551
1765,1294
3935,2481
717,1018
4016,2818
764,3803
201,1568
1626,4945
1809,2195
922,3592
4071,4747
1665,3772
53,830
1505,3821
3061,4222
2874,671
1555,4289
1438,1738
814,1606
3729,3241
1327,2427
3718,370
1007,4408
2330,3225
1726,1440
3851,550
1796,1205
898,2344
892,4417
2342,2181
854,4073
3153,4016
3479,3736
2311,864
3482,4597
2854,498
4308,2034
612,4743
640,4481
243,3653
1073,4925
1700,1687
2780,447
1766,2226
4483,4132
3885,1498
2355,676
4572,3040
1183,1403
3790,2915
3951,4177
881,1659
188,4572
2049,3230
400,4940
1629,189
1730,4781
3991,1367
307,3988
1298,3262
2581,786
4404,810
3357,996
808,1159
4000,4221
75,708
3086,2567
4276,4681
3839,4272
3110,2892
1216,4448
3483,710
3176,3348
4484,1579
1034,4905
174,1164
3087,1047
3895,1094
1505,1009
4052,4103
4444,1964
2875,2611
1551,720
3010,134
3507,4995
1254,2887
2482,1327
1733,2290
34,4649
3852,1629
4069,535
4935,345
2737,3365
712,1865
1167,4950
2580,163
4064,2264
1195,2503
4183,2448
1135,1752
220,2910
1298,2818
4871,4642
2155,2754
3145,2317
4014,2451
4549,50
4226,4987
1923,4211
919,3322
1067,2438
3841,310
374,1332
3726,4318
755,1379
718,718
269,904
4685,817
2201,175
1369,4080
2226,2824
1408,4529
2598,1740
210,4971
2280,4074
4364,4690
590,917
4321,3631
3235,3423
