IdO,nom_orga,type_orga,IdT
789,Blanc,Confrérie,4187
790,Tanguy,Confrérie,3939
791,Merle SA,Guilde,2226
792,Vincent Le Goff et Fils,Cercle,1879
793,Joubert,Fraternité,3048
794,Diaz S.A.R.L.,Fraternité,2454
795,Marie SARL,Loge,2635
796,Rossi,Loge,4242
797,Marchal Leroy SA,Club,1987
798,Martin Bruneau et Fils,Loge,3940
799,Vincent S.A.,Loge,1280
800,Le Gall Fernandes SA,Fraternité,2502
801,Hamon,Loge,563
802,Dupré Fischer SARL,Fraternité,1487
803,Launay,Loge,4489
804,Boutin,Guilde,4231
805,Ribeiro Delattre S.A.,Guilde,4582
806,Laporte Merle SA,Cercle,2044
807,Faivre SARL,Loge,1152
808,Samson,Association,903
809,Lebon et Fils,Confrérie,3526
810,Legendre S.A.R.L.,Cercle,3296
811,Lemaître,Fraternité,1869
812,Verdier,Cercle,443
813,Laporte,Guilde,2524
814,Bègue,Ordre,4095
815,Bertrand,Guilde,16
816,Chauvet S.A.R.L.,Association,3320
817,Lemoine,Club,4811
818,Adam Morin S.A.R.L.,Club,1103
819,Leconte,Ordre,2053
820,Fernandes SARL,Confrérie,448
821,Hebert,Fraternité,208
822,Blin S.A.R.L.,Club,1924
823,Robin,Confrérie,4390
824,Bonnin,Ordre,4445
825,Leclerc,Confrérie,3483
826,Meunier,Association,4031
827,Marty,Confrérie,2612
828,Camus SARL,Cercle,335
829,Ledoux Aubry SARL,Cercle,640
830,Courtois S.A.S.,Ordre,4949
831,Marin Techer S.A.S.,Cercle,16
832,Pasquier S.A.R.L.,Fraternité,1394
833,Pierre SARL,Confrérie,4520
834,Louis Payet SA,Fraternité,671
835,Bodin,Fraternité,1278
836,Gérard,Association,4959
837,Lemonnier et Fils,Confrérie,4140
838,Fournier,Loge,533
839,Bertin,Loge,853
840,Langlois SARL,Guilde,898
841,Benard Techer et Fils,Confrérie,4620
842,Gérard,Ordre,3006
843,Thierry Wagner S.A.,Association,775
844,Boulay Gauthier SARL,Loge,1246
845,Rodriguez,Guilde,1810
846,Coste et Fils,Cercle,399
847,François S.A.S.,Loge,2791
848,Raymond Jacquot S.A.S.,Confrérie,521
849,Laine,Cercle,2499
850,Collin,Fraternité,1162
851,Marion,Cercle,2757
852,Lefèvre S.A.,Confrérie,3486
853,Gilles,Ordre,1904
854,Weber SARL,Ordre,4116
855,Bousquet,Ordre,1301
856,Mary et Fils,Club,4238
857,Dijoux,Fraternité,512
858,Philippe et Fils,Guilde,4753
859,Olivier Dupuis S.A.,Association,3592
860,Roger,Loge,2837
861,Laine,Cercle,690
862,Hernandez,Fraternité,2459
863,Fernandez Caron S.A.,Fraternité,1185
864,Faure,Guilde,462
865,Parent S.A.,Association,4410
866,Leconte,Club,586
867,Guichard,Association,4192
868,Jourdan,Ordre,123
869,Guichard,Fraternité,3488
870,Fontaine,Cercle,1945
871,De Sousa,Ordre,2730
872,Schneider et Fils,Association,4583
873,Paul Neveu SA,Confrérie,4763
874,Michaud et Fils,Confrérie,1848
875,Gonzalez,Cercle,2114
876,Diaz Guibert S.A.S.,Association,4551
877,Blanchet,Association,1429
878,Gay SA,Association,2672
879,Regnier S.A.,Cercle,202
880,Blondel,Cercle,3785
881,Munoz Blanchet SA,Cercle,3944
882,Mahe,Club,791
883,Lebrun,Loge,4775
884,Bazin S.A.R.L.,Confrérie,2579
885,Perrot Garnier et Fils,Association,4095
886,Ruiz,Cercle,333
887,Marques,Loge,2421
888,Boulay,Guilde,2336
889,Dufour,Fraternité,2372
890,Gauthier,Loge,1426
891,Vasseur,Guilde,851
892,Laroche,Guilde,3057
893,Coulon Lefebvre S.A.S.,Loge,123
894,Bouvet Vasseur S.A.S.,Guilde,1710
895,Turpin,Club,3787
896,Faivre Becker et Fils,Ordre,2513
897,Giraud,Ordre,2751
898,Lecoq SA,Guilde,4685
899,Langlois,Guilde,4274
900,Morel,Association,709
901,Hernandez Faure S.A.,Club,3777
902,Marchand,Fraternité,2527
903,Gonzalez Marques SARL,Cercle,2218
904,Becker,Association,1301
905,Rey Guibert SA,Loge,1766
906,Leleu S.A.S.,Cercle,2033
907,Verdier Pruvost S.A.R.L.,Club,8
908,Lemoine,Fraternité,4291
909,Moulin,Loge,299
910,Nguyen Valentin SA,Guilde,1549
911,Hubert SA,Fraternité,4184
912,Marty,Ordre,1886
913,Perret Laroche SA,Confrérie,80
914,Boyer Carpentier S.A.,Fraternité,1638
915,Lombard Aubry S.A.,Association,177
916,Mary,Association,2851
917,Gros,Fraternité,3059
918,Dumont,Loge,2719
919,Lombard et Fils,Club,527
920,Georges Laroche S.A.,Ordre,3184
921,Perrier Briand S.A.,Loge,1446
922,Robin S.A.S.,Club,1480
923,Maurice,Club,4435
924,Renard,Association,2733
925,Foucher,Ordre,1013
926,Benoit,Cercle,1655
927,Lelièvre,Club,2065
928,Robin,Guilde,1736
929,Pichon,Association,4405
930,Mercier S.A.,Club,3192
931,Bodin,Club,93
932,Bourdon Dufour et Fils,Ordre,3591
933,Lagarde,Ordre,1153
934,Verdier,Fraternité,2963
935,Perrot S.A.,Confrérie,4839
936,Lombard Lesage et Fils,Loge,3181
937,Mace,Fraternité,1557
938,Antoine,Cercle,670
939,Riou SA,Club,466
940,Gautier,Guilde,3601
941,Blot Jacob et Fils,Loge,1280
942,Schneider,Guilde,1349
943,Blondel S.A.R.L.,Confrérie,577
944,Carpentier,Cercle,4615
945,Gallet Poirier SARL,Cercle,701
946,Joseph,Association,3589
947,Pires S.A.S.,Cercle,1743
948,Fernandez,Ordre,2096
949,Morel SARL,Loge,2940
950,Schneider S.A.R.L.,Cercle,1952
951,Carre Auger SA,Confrérie,2310
952,Girard,Ordre,3604
953,Fernandez S.A.S.,Club,2525
954,Delannoy Caron SA,Fraternité,4125
955,Launay,Confrérie,4242
956,Meyer S.A.R.L.,Fraternité,1172
957,Rodriguez SA,Ordre,1673
958,Renard,Ordre,175
959,Leblanc Chauvin S.A.S.,Confrérie,1604
960,Rousset,Ordre,2253
961,Delorme,Ordre,708
962,Rousset et Fils,Ordre,2295
963,Baron,Fraternité,1595
964,Gaudin Garnier SA,Confrérie,129
965,Michel,Guilde,4634
966,Julien De Oliveira S.A.R.L.,Cercle,4531
967,Guibert S.A.S.,Fraternité,1141
968,Gautier SARL,Cercle,970
969,Weiss S.A.S.,Fraternité,2923
970,Lefebvre Legrand et Fils,Ordre,608
971,Jacquot Bouvet S.A.,Guilde,2645
972,Renaud SARL,Club,2975
973,Martin,Cercle,4754
974,Gimenez SA,Ordre,3617
975,Mendès Ramos S.A.R.L.,Fraternité,1531
976,Marty SA,Guilde,330
977,Benoit,Confrérie,1260
978,Simon,Club,1733
979,Goncalves Fontaine et Fils,Fraternité,4784
980,Goncalves SA,Loge,4339
981,Klein,Association,2681
982,Dupuis Sanchez S.A.,Ordre,3483
983,Laine S.A.,Association,1519
984,Lucas Bonnet S.A.,Loge,4439
985,Benard SA,Ordre,2695
986,Pierre et Fils,Association,2093
987,Moreno S.A.R.L.,Cercle,2421
988,Blanc,Confrérie,470
989,Roger,Cercle,2231
990,Benoit,Association,4196
991,Maury Denis S.A.S.,Loge,144
992,Dubois,Association,722
993,Morin S.A.,Fraternité,555
994,Hamel,Cercle,2422
995,Grenier,Confrérie,1686
996,Briand,Ordre,4462
997,Peltier,Guilde,1031
998,Guichard S.A.,Association,3868
999,Gauthier SARL,Association,1554
1000,Reynaud,Club,4051
1001,Robin,Loge,1443
1002,Roger,Club,3
1003,Bousquet,Confrérie,3099
1004,De Sousa S.A.,Ordre,4821
1005,Lefèvre SA,Loge,4592
1006,Dijoux,Confrérie,4606
1007,Andre Gaudin S.A.R.L.,Cercle,1605
1008,Pages,Fraternité,3292
1009,Paul S.A.R.L.,Ordre,116
1010,Hervé SARL,Guilde,1084
1011,Julien,Loge,2888
1012,Lucas,Fraternité,4250
1013,Merle,Ordre,1805
1014,Carre,Guilde,1716
1015,Humbert S.A.S.,Ordre,1787
1016,Chrétien S.A.S.,Confrérie,62
1017,Daniel,Guilde,1088
1018,Blanchard,Club,4732
1019,Deschamps,Cercle,4512
1020,Rolland Pasquier et Fils,Guilde,2331
1021,Torres S.A.,Cercle,4498
1022,Monnier S.A.R.L.,Fraternité,4483
1023,Roger S.A.R.L.,Association,196
1024,Gaudin,Loge,3978
1025,Garnier,Fraternité,3830
1026,Perrin,Confrérie,2021
1027,De Sousa Parent SA,Fraternité,3982
1028,Brun,Loge,1646
1029,Turpin,Loge,2462
1030,Pottier,Confrérie,668
1031,Pruvost S.A.S.,Ordre,1829
1032,Lopez Normand SARL,Guilde,3763
1033,Joly S.A.,Fraternité,2967
1034,Gallet,Confrérie,2875
1035,Boulay et Fils,Guilde,1342
1036,Nicolas Moreau SA,Club,1910
1037,Benard SA,Cercle,3365
1038,Giraud Moreno S.A.,Loge,4063
1039,Perrot Laine S.A.R.L.,Fraternité,4861
1040,Fernandes,Club,4602
1041,Lacombe,Fraternité,4535
1042,Collin SA,Confrérie,3494
1043,Bègue Maréchal S.A.R.L.,Loge,4625
1044,Jacquet,Loge,3831
1045,Guérin,Ordre,2809
1046,Perez S.A.S.,Loge,3600
1047,Allain SA,Club,856
1048,Gauthier Blanchard S.A.,Ordre,2867
1049,Diallo,Club,2864
1050,Lebreton,Fraternité,1189
1051,Lamy SA,Club,2411
1052,Diallo,Club,3540
1053,Raymond S.A.S.,Fraternité,862
1054,Prévost,Club,2935
1055,Huet S.A.R.L.,Loge,2998
1056,Labbé,Cercle,2955
1057,Garnier,Fraternité,2146
1058,Munoz,Fraternité,49
1059,Faure Albert S.A.,Loge,2618
1060,Payet Tessier SA,Fraternité,2721
1061,Jacquet Guyot SARL,Cercle,1287
1062,Salmon,Cercle,323
1063,Guillou Pons S.A.,Club,2496
1064,Berthelot S.A.S.,Cercle,4435
1065,Moreno S.A.,Club,1319
1066,Ruiz,Ordre,2000
1067,Gaudin Couturier S.A.,Fraternité,3855
1068,Fontaine Nguyen et Fils,Guilde,1355
1069,Schmitt et Fils,Association,879
1070,Charpentier Lopez et Fils,Fraternité,4994
1071,Vallet S.A.R.L.,Fraternité,1298
1072,De Oliveira Bernard et Fils,Association,2335
1073,Vasseur Robin S.A.S.,Guilde,3739
1074,Bazin,Cercle,4680
1075,Durand Bernier S.A.R.L.,Club,612
1076,Clément,Ordre,1150
1077,Richard,Confrérie,2059
1078,Fernandes S.A.S.,Fraternité,3690
1079,Leblanc SARL,Confrérie,1952
1080,Lévy S.A.R.L.,Guilde,1289
1081,Pons,Guilde,1395
1082,Delorme,Club,4395
1083,Legendre,Loge,3454
1084,Durand,Ordre,3399
1085,Gonzalez,Guilde,2361
1086,Noël S.A.,Fraternité,1288
1087,Roger Chauvin S.A.R.L.,Confrérie,2439
1088,Pelletier,Guilde,4432
1089,Pires David S.A.R.L.,Club,1572
1090,Martin Millet SA,Club,2458
1091,Robert Collin SARL,Club,772
1092,Gilles Brunel et Fils,Fraternité,1325
1093,Gillet,Association,4673
1094,Millet,Association,1844
1095,Marchand SARL,Confrérie,3705
1096,Gaudin Payet SARL,Confrérie,2982
1097,Texier,Loge,2163
1098,Lebrun Bodin S.A.R.L.,Confrérie,3992
1099,Vallet,Cercle,377
1100,Descamps Garcia SA,Association,3184
1101,Blondel Dos Santos et Fils,Association,4981
1102,Léger S.A.R.L.,Fraternité,885
1103,Berthelot S.A.S.,Guilde,1235
1104,Barbe et Fils,Ordre,3555
1105,Guyon Monnier S.A.S.,Guilde,1943
1106,Michaud S.A.R.L.,Guilde,3385
1107,Raymond Foucher S.A.R.L.,Loge,4660
1108,Duhamel SARL,Fraternité,2777
1109,Delannoy,Association,707
1110,Barre Garcia S.A.S.,Confrérie,3570
1111,Auger,Fraternité,4998
1112,Marin,Club,1578
1113,Potier Fouquet S.A.,Loge,1586
1114,Rey S.A.R.L.,Ordre,4868
1115,Bonnin SARL,Guilde,1004
1116,Simon Guillot SARL,Ordre,52
1117,Fontaine,Confrérie,1626
1118,Duval S.A.R.L.,Fraternité,2267
1119,Caron,Loge,3366
1120,Gilbert,Association,471
1121,Normand,Association,2045
1122,Devaux,Cercle,3600
1123,Marchand,Fraternité,4434
1124,Samson et Fils,Confrérie,490
1125,Bourgeois Gilles SARL,Guilde,849
1126,Meyer,Association,2035
1127,Baron Lebreton SA,Association,4112
1128,Albert Maillet S.A.S.,Confrérie,908
1129,Bouvet et Fils,Fraternité,1456
1130,Petitjean,Club,1012
1131,Benoit S.A.S.,Confrérie,1657
1132,Joly,Guilde,1713
1133,Renaud S.A.,Fraternité,4650
1134,Mary S.A.,Loge,4580
1135,Maury,Ordre,492
1136,Jacquet,Guilde,4474
1137,Lebrun S.A.R.L.,Club,3988
1138,Laurent,Association,3088
1139,Martel,Guilde,1211
1140,Joseph,Cercle,4570
1141,Weber,Ordre,2159
1142,Lemaire,Cercle,3749
1143,Delannoy,Association,4321
1144,Collin et Fils,Loge,2262
1145,Breton Fabre et Fils,Fraternité,4537
1146,Masson S.A.S.,Confrérie,1360
1147,Robert Bailly S.A.,Club,4442
1148,Jacquet Costa S.A.R.L.,Confrérie,664
1149,Chartier,Confrérie,1366
1150,Lemaire Voisin S.A.S.,Ordre,1778
1151,Fernandez SARL,Cercle,2949
1152,Imbert,Cercle,2438
1153,Fournier,Cercle,814
1154,Diaz SA,Cercle,2710
1155,Delahaye S.A.R.L.,Loge,618
1156,Rivière,Association,2451
1157,Klein Blanchard SA,Association,2447
1158,Monnier,Association,2110
1159,De Sousa,Guilde,3120
1160,Carlier,Cercle,4500
1161,Texier S.A.R.L.,Confrérie,2588
1162,Giraud,Ordre,146
1163,Gauthier SA,Club,3257
1164,Roche SA,Association,927
1165,Weiss François et Fils,Club,436
1166,Hardy,Ordre,1662
1167,Gallet SARL,Association,733
1168,Maillet,Loge,1302
1169,Simon,Ordre,3972
1170,Lelièvre Gautier S.A.S.,Ordre,4025
1171,Bouchet Mendès S.A.,Cercle,3763
1172,Millet,Loge,4736
1173,Boyer S.A.R.L.,Confrérie,277
1174,Lebreton,Fraternité,3794
1175,Rocher SA,Guilde,3890
1176,Ribeiro Langlois SA,Club,1913
1177,Poulain S.A.S.,Club,2166
1178,Lemoine Bourdon et Fils,Loge,1725
1179,Michaud S.A.S.,Ordre,4265
1180,Colas SARL,Ordre,4377
1181,Hervé Chevallier et Fils,Association,799
1182,Lemonnier,Confrérie,3571
1183,Perrin Roussel SARL,Guilde,3681
1184,Chauvin S.A.S.,Guilde,1604
1185,Fouquet SA,Club,3497
1186,Maury,Fraternité,1259
1187,Brunet Guyon S.A.,Association,535
1188,Lenoir Bourdon S.A.,Cercle,287
1189,Pelletier Pons S.A.,Confrérie,1935
1190,Bègue Pons S.A.,Loge,2621
1191,Teixeira,Cercle,3422
1192,Fleury,Club,3588
1193,Joly SARL,Club,3794
1194,Hamon,Loge,2181
1195,Poirier,Ordre,469
1196,Potier SARL,Cercle,3388
1197,Leroy,Ordre,4761
1198,Louis S.A.R.L.,Club,4043
1199,Simon,Loge,4571
1200,Caron Peron SARL,Ordre,806
1201,Fournier SARL,Ordre,7
1202,Texier,Association,1850
1203,Aubry S.A.S.,Club,3238
1204,Lopez Boyer S.A.R.L.,Loge,4249
1205,Collet,Club,3500
1206,Dumas Roux et Fils,Association,1791
1207,Le Roux Renard S.A.R.L.,Club,2141
1208,Munoz Fabre S.A.R.L.,Confrérie,2449
1209,Normand,Association,3632
1210,Laporte,Guilde,1759
1211,Delahaye S.A.S.,Cercle,292
1212,Collet,Association,4934
1213,Robert S.A.,Association,2426
1214,François SARL,Ordre,4615
1215,Allard Alves S.A.R.L.,Ordre,1265
1216,Morvan,Guilde,1129
1217,Maréchal,Ordre,995
1218,Legendre Hervé SA,Cercle,4854
1219,Philippe,Fraternité,4252
1220,Rey,Cercle,355
1221,Leroy Blanchard S.A.R.L.,Loge,3244
1222,Bruneau,Fraternité,2664
1223,Weber,Confrérie,266
1224,Lebreton,Confrérie,2486
1225,Gomes,Association,3982
1226,David S.A.,Guilde,2380
1227,Bouvet,Ordre,2903
1228,Techer SARL,Cercle,271
1229,Briand,Loge,3369
1230,Leconte,Ordre,4308
1231,Denis SA,Club,2072
1232,Jean,Guilde,161
1233,Pineau SA,Cercle,4030
1234,Colin,Association,1864
1235,Meyer S.A.,Confrérie,2451
1236,Gérard SARL,Loge,2608
1237,Labbé Menard et Fils,Confrérie,4626
1238,Riou,Confrérie,2183
1239,Martins,Guilde,2265
1240,Bernard S.A.S.,Club,4677
1241,Raymond S.A.,Fraternité,2391
1242,Guérin,Confrérie,692
1243,Dias,Confrérie,3112
1244,Bouvet Bonnet S.A.,Guilde,4450
1245,Seguin S.A.R.L.,Guilde,2747
1246,Denis,Ordre,1306
1247,Carlier,Loge,2750
1248,Coste Marchand et Fils,Fraternité,3163
1249,Lefort Courtois S.A.S.,Loge,1121
1250,Colas,Fraternité,881
1251,Bonnin Charpentier S.A.R.L.,Confrérie,2570
1252,Delattre et Fils,Ordre,725
1253,Boyer,Association,4835
1254,Meunier S.A.S.,Confrérie,1844
1255,Noël Pottier S.A.S.,Association,4184
1256,Delorme Delahaye et Fils,Ordre,968
1257,Lemaire Renard S.A.,Association,63
1258,Barthelemy S.A.R.L.,Cercle,3697
1259,Simon,Guilde,4973
1260,Ferreira,Cercle,307
1261,Boucher et Fils,Fraternité,2504
1262,Marchal Auger S.A.,Association,4545
1263,Delorme Guyot et Fils,Cercle,700
1264,Regnier Delmas SARL,Loge,1993
1265,Dumas S.A.S.,Association,2453
1266,Ollivier,Association,4128
1267,Delattre SARL,Fraternité,4941
1268,Legros Gillet SARL,Club,2160
1269,Mendès,Association,1158
1270,Rousset SA,Fraternité,1810
1271,Dupuy Martel et Fils,Confrérie,418
1272,Lefèvre,Confrérie,2840
1273,Rodriguez SARL,Ordre,4020
1274,Charpentier,Ordre,1872
1275,Richard,Confrérie,2659
1276,Gimenez,Cercle,894
1277,Imbert,Association,965
1278,Gay,Association,2662
1279,Delorme,Ordre,741
1280,Jacques Thibault et Fils,Loge,412
1281,Lombard,Guilde,694
1282,Barbe,Cercle,879
1283,Bertrand Joubert SA,Fraternité,282
1284,Ferreira,Confrérie,4593
1285,Dupuy Legendre S.A.,Fraternité,2172
1286,Martineau Courtois SA,Guilde,237
1287,Legrand Guichard S.A.S.,Cercle,1851
1288,Gilbert,Loge,2063
1289,Henry Brunel S.A.R.L.,Ordre,372
1290,Richard Jacquot S.A.S.,Cercle,3322
1291,Chartier,Confrérie,1030
1292,Lombard SA,Association,248
1293,Normand Bègue S.A.,Ordre,2407
1294,Pereira,Association,4007
1295,Leroux Regnier S.A.R.L.,Loge,2708
1296,Morvan,Club,3980
1297,Meunier Moreau S.A.,Confrérie,989
1298,Mercier S.A.,Cercle,3489
1299,Pottier,Ordre,672
1300,Descamps S.A.S.,Association,2459
1301,Pineau Julien et Fils,Loge,3679
1302,Lopes S.A.,Loge,1421
1303,Morvan,Club,924
1304,Nguyen,Club,3365
1305,Rolland,Association,3713
1306,Tessier SARL,Club,4803
1307,Grenier Joly S.A.,Fraternité,4530
1308,Voisin,Club,1158
1309,Faivre,Cercle,4713
1310,Bazin,Club,2897
1311,Richard,Association,4433
1312,Pottier,Guilde,1992
1313,Lopes S.A.S.,Fraternité,4645
1314,Peron Cordier SARL,Guilde,2425
1315,Nicolas,Club,2698
1316,Peltier SARL,Confrérie,1698
1317,Barbier,Fraternité,413
1318,Bourdon,Ordre,2709
1319,Arnaud,Club,823
1320,Masson S.A.S.,Association,1884
1321,Evrard,Fraternité,424
1322,Germain et Fils,Loge,3248
1323,Regnier,Association,3400
1324,Duhamel,Guilde,1929
1325,Henry,Fraternité,4387
1326,Breton,Loge,885
1327,Weiss SA,Loge,1598
1328,Besnard Lecomte et Fils,Ordre,3921
1329,Renard,Confrérie,403
1330,Ferrand et Fils,Guilde,4044
1331,Samson SA,Guilde,127
1332,Lejeune,Confrérie,2139
1333,Gauthier,Club,4575
1334,Benard,Association,1510
1335,Lagarde,Confrérie,3575
1336,Bourgeois S.A.S.,Loge,890
1337,Martel,Cercle,4191
1338,Dupuis,Association,2320
1339,Jourdan Godard S.A.R.L.,Fraternité,3822
1340,Dupuis,Cercle,3259
1341,Guillot,Loge,1911
1342,Cordier,Confrérie,4137
1343,Dupuis,Fraternité,2792
1344,Chauvet Duval S.A.R.L.,Association,1258
1345,Clément,Club,2842
1346,Prévost Peltier S.A.S.,Fraternité,2984
1347,Vincent,Confrérie,4078
1348,Maillard,Club,2793
1349,Riou,Confrérie,2639
1350,Schneider et Fils,Loge,4152
1351,Mercier Lemaître SARL,Association,2740
1352,Jacques S.A.,Loge,2812
1353,Delannoy,Club,3007
1354,Fournier S.A.S.,Guilde,2941
1355,Dubois SA,Fraternité,2636
1356,Blanchard,Cercle,2797
1357,Collin,Club,3596
1358,Brunel,Confrérie,816
1359,Henry,Ordre,2039
1360,Valette Buisson SARL,Ordre,4185
1361,Joly S.A.,Fraternité,1579
1362,Clerc,Loge,3485
1363,Leroux,Club,3211
1364,Chrétien,Cercle,665
1365,Renaud S.A.R.L.,Association,284
1366,Chauvin Pottier et Fils,Guilde,3044
1367,Maillet,Cercle,1113
1368,Blanchet Allain S.A.,Guilde,810
1369,Allard S.A.,Confrérie,63
1370,Besson,Confrérie,1445
1371,Faivre,Guilde,1515
1372,Clément et Fils,Confrérie,2974
1373,Auger,Cercle,493
1374,Richard S.A.,Cercle,2623
1375,Bourgeois,Confrérie,790
1376,Aubert Lenoir SA,Ordre,2539
1377,Bouvier Delahaye S.A.,Cercle,2758
1378,Lebreton,Cercle,4299
1379,Maurice Dupuis S.A.,Guilde,2366
1380,Descamps S.A.S.,Guilde,3257
1381,Daniel,Confrérie,868
1382,Peron,Guilde,1464
1383,Bernard,Ordre,3014
1384,Rousset Lambert SARL,Club,4611
1385,Fontaine S.A.S.,Confrérie,2041
1386,Letellier,Club,3483
1387,Guillou,Fraternité,3740
1388,Gimenez S.A.R.L.,Cercle,4375
1389,Dupont,Cercle,221
1390,Chevalier et Fils,Association,2903
1391,Wagner Lemaire SA,Cercle,1743
1392,Weiss,Loge,2547
1393,Monnier,Ordre,450
1394,Didier S.A.S.,Fraternité,3269
1395,Lefèvre,Association,302
1396,Lemaire,Loge,3893
1397,Da Costa Prévost S.A.,Guilde,816
1398,Dubois Thomas SARL,Loge,708
1399,Toussaint Chevallier S.A.,Fraternité,827
1400,De Sousa Duval SA,Confrérie,3351
1401,Marin,Cercle,2073
1402,Rey SA,Club,395
1403,Legrand,Loge,2284
1404,Lefort,Confrérie,3252
1405,Aubry,Cercle,965
1406,Hubert Georges S.A.,Club,2133
1407,Lopez,Fraternité,3209
1408,Ruiz,Fraternité,189
1409,Hoarau SA,Club,3770
1410,Perrin,Association,1728
1411,Reynaud Le Roux S.A.,Association,1239
1412,Salmon,Ordre,2179
1413,Monnier et Fils,Guilde,775
1414,Simon Baudry S.A.R.L.,Club,2325
1415,Launay S.A.,Ordre,1595
1416,Mercier,Guilde,1737
1417,Nicolas S.A.,Guilde,1925
1418,Clément,Confrérie,432
1419,Fernandez Vallet SA,Club,3716
1420,Guyot,Loge,634
1421,Lecoq Lemoine S.A.S.,Confrérie,2448
1422,Couturier,Cercle,2228
1423,Bourdon Morin S.A.,Fraternité,4760
1424,Martins,Guilde,3870
1425,Weiss,Fraternité,1788
1426,Renard,Ordre,3699
1427,Courtois,Ordre,3825
1428,Peltier,Loge,1941
1429,Philippe Leconte S.A.,Confrérie,2980
1430,Masse Lacroix et Fils,Club,1724
1431,Vaillant Bernier S.A.,Loge,4425
1432,Maillard,Ordre,2905
1433,Lopez,Guilde,2874
1434,Lemoine,Club,1364
1435,Duhamel,Cercle,2760
1436,Delattre,Loge,253
1437,Charles et Fils,Ordre,2742
1438,Marin S.A.S.,Confrérie,3317
1439,Ramos,Ordre,4028
1440,Noël S.A.,Confrérie,1953
1441,Bertrand Torres S.A.,Cercle,3862
1442,Ruiz Vincent SARL,Fraternité,1706
1443,Menard,Confrérie,4402
1444,Lelièvre S.A.,Association,4590
1445,Bonnin Delattre SA,Confrérie,3504
1446,Leclercq,Ordre,1400
1447,Fabre,Guilde,2133
1448,Parent,Ordre,1955
1449,Mendès,Association,4604
1450,Collin,Guilde,3803
1451,Da Silva S.A.R.L.,Guilde,4049
1452,Bigot Robert SA,Confrérie,4243
1453,Gosselin,Fraternité,4709
1454,Chauveau SARL,Loge,3885
1455,Pruvost,Fraternité,360
1456,Lombard Descamps SA,Confrérie,1461
1457,Alves,Confrérie,4609
1458,Roux Fabre S.A.S.,Guilde,2471
1459,Lacombe,Association,2660
1460,Salmon Pruvost SA,Cercle,4069
1461,Lucas Germain SARL,Loge,2774
1462,Delannoy SARL,Loge,4092
1463,Brun,Cercle,2663
1464,Hamel,Ordre,2253
1465,Colas,Loge,3892
1466,Imbert S.A.R.L.,Guilde,3722
1467,Ribeiro Moreau SA,Club,1402
1468,Lenoir SARL,Club,3706
1469,Goncalves,Guilde,1992
1470,Roche,Loge,4162
1471,Dumont,Loge,451
1472,Bigot,Cercle,4961
1473,Coulon S.A.,Association,1230
1474,Joly Andre et Fils,Guilde,2768
1475,Fernandez S.A.,Club,3979
1476,Laine,Ordre,2998
1477,François Costa S.A.S.,Association,1103
1478,Descamps S.A.R.L.,Guilde,1305
1479,Gros,Confrérie,2628
1480,Bourgeois et Fils,Confrérie,3882
1481,Laporte Gilbert SARL,Club,1257
1482,Lebrun S.A.S.,Ordre,3834
1483,Merle Lefebvre S.A.S.,Loge,3754
1484,Blanchet,Fraternité,1438
1485,Roux,Confrérie,4265
1486,Bourgeois,Cercle,2336
1487,Leclercq SA,Club,3448
1488,Le Gall SA,Cercle,4003
1489,Germain,Ordre,2511
1490,Paris Blanchard S.A.,Fraternité,4928
1491,Vaillant,Guilde,2797
1492,Jacob Chartier S.A.S.,Club,2963
1493,Hamon,Club,4884
1494,Navarro S.A.R.L.,Confrérie,3706
1495,Andre Vallet S.A.S.,Club,4028
1496,Lemaître et Fils,Ordre,1659
1497,Gaudin,Confrérie,3300
1498,Bonneau,Guilde,1111
1499,Maréchal SA,Fraternité,2318
1500,Poulain Durand S.A.S.,Ordre,966
1501,Buisson S.A.R.L.,Fraternité,425
1502,Leleu,Club,481
1503,Klein,Fraternité,1858
1504,Vincent Seguin SARL,Association,4728
1505,Mallet SARL,Fraternité,594
1506,Bruneau Michel SARL,Confrérie,3748
1507,Marchal Pruvost et Fils,Association,4179
1508,Renault Lebreton SARL,Club,3933
1509,Guillou,Club,1153
1510,Lefebvre,Club,219
1511,Chrétien Garnier SARL,Cercle,3331
1512,Hamel,Confrérie,2224
1513,Gautier,Club,703
1514,Masse,Association,773
1515,Perez Picard SARL,Cercle,2882
1516,Munoz Legrand S.A.R.L.,Confrérie,2818
1517,Leleu,Association,3329
1518,Caron S.A.S.,Guilde,2839
1519,Masse,Club,2191
1520,Maury S.A.R.L.,Ordre,4518
1521,Letellier,Ordre,1923
1522,Couturier,Fraternité,411
1523,Perrier,Loge,2475
1524,Dias,Club,758
1525,Baudry,Ordre,4992
1526,Muller,Cercle,2034
1527,Pelletier,Association,4503
1528,Leroy,Club,716
1529,Evrard SARL,Club,1652
1530,Vaillant,Club,2225
1531,Morvan,Cercle,1738
1532,Benoit,Cercle,2258
1533,Colas,Fraternité,2040
1534,Perret,Cercle,4382
1535,Brun et Fils,Confrérie,3180
1536,Blondel,Ordre,4461
1537,Mahe Roche SARL,Guilde,2736
1538,Lefebvre SA,Fraternité,3794
1539,Berger SARL,Fraternité,3717
1540,Baudry Lenoir S.A.,Ordre,248
1541,Jean,Ordre,3814
1542,Ribeiro Blondel SA,Loge,2614
1543,Brunet S.A.,Cercle,1752
1544,Lemaire SARL,Guilde,1687
