idS,idI
1443,549
429,1186
2201,997
611,418
1008,2475
311,1632
2362,2225
2212,525
2227,1900
623,202
1227,203
1527,952
1409,869
29,1580
1681,563
2058,1194
984,1002
1001,280
416,2464
224,1950
1527,2215
1294,1743
1353,1288
2104,1252
991,1971
1898,1241
2106,848
496,1603
2037,297
1749,2473
2470,514
28,824
823,582
1924,2463
2249,2381
915,2483
1455,2488
530,1162
1284,1124
870,1263
1662,2206
2090,836
425,808
164,2150
607,183
1524,1975
1470,1550
2228,374
926,1595
1731,2093
1897,362
1393,1922
2093,1708
2233,1400
2427,1728
2478,595
1904,1738
904,1516
401,1882
1222,959
2342,2137
1310,950
1925,2482
319,587
2359,794
1292,1422
1625,464
117,1461
1806,2282
688,885
1545,1227
22,1487
253,44
2252,1893
2160,1015
1989,224
1361,1543
1920,586
2229,1598
715,2449
326,2430
2062,903
1145,1125
1843,1899
986,1017
634,988
646,2030
1100,2495
1613,383
1193,1901
1144,758
1686,282
912,2231
941,1462
1951,1375
2125,2329
2200,827
604,1858
1568,1888
1089,1156
2443,1549
1745,1929
35,280
75,467
702,1373
1822,1743
2100,2081
723,130
1114,1161
505,1910
834,556
255,1142
605,2374
614,805
639,606
106,1533
663,1112
1825,982
1274,1025
1862,2379
1191,2178
1937,718
288,404
1725,95
682,158
1204,1003
1482,2054
1386,1897
2478,2404
1765,1536
2367,2154
285,1183
1808,2131
1771,1377
2018,789
900,1429
2086,809
116,2449
1368,1255
527,1598
2076,2133
478,1863
1135,865
2323,2471
2278,874
299,420
1264,1351
1000,1101
2229,544
1678,1052
397,2303
1361,1665
1980,1444
2433,892
1161,2343
1936,409
615,1001
1154,93
519,1709
1606,1996
492,1338
825,416
130,2396
1862,2229
898,691
2348,1437
607,2427
1491,1232
1600,1801
1788,775
1827,118
445,329
1988,1960
587,1739
665,242
1113,1678
1535,955
1865,1858
2146,573
1568,2126
1625,1717
611,59
186,673
1674,1681
2237,486
2159,1789
184,1683
1549,1750
1405,2484
729,1787
2326,420
2471,85
944,1466
1419,1663
2481,1461
1376,1973
69,499
1484,1240
359,1348
773,2045
1495,323
2478,2152
2279,2077
153,244
1518,736
1379,1325
2311,2140
1616,1443
1833,705
153,82
361,1875
450,2257
158,1095
1388,1204
2009,683
706,554
2380,2255
1751,5
2069,2352
716,2354
112,151
2181,1884
1940,1800
544,2113
845,809
1886,1048
1106,1569
1295,1465
1868,1324
1200,354
1699,1338
558,220
140,108
80,2176
24,2433
1527,1322
2141,1025
827,230
2346,2275
697,1428
1308,911
199,57
38,2368
2286,790
1244,177
2028,294
1856,1065
598,1159
815,1555
1433,838
1658,284
2407,2194
143,2200
2087,571
1667,1186
771,2378
406,2268
2021,568
57,1546
745,2323
2238,760
1488,1031
883,1115
1038,6
2479,1452
338,2219
1026,126
1690,780
765,1183
727,409
398,882
562,1825
1339,1541
1326,255
1913,1437
2085,2021
683,443
620,1401
1238,1509
960,1149
1579,1954
2465,469
590,1064
8,2363
2418,281
2457,2018
146,585
1004,2398
1641,2362
1346,2285
2060,522
821,178
476,2222
1576,406
2218,267
1522,437
2392,876
722,1610
186,444
892,1598
468,978
1864,710
1159,2361
2275,188
1798,2007
20,1228
358,1799
176,1282
2455,457
71,1594
1475,1477
740,1818
1414,189
2425,1603
1425,2370
253,1316
1921,77
41,2130
1446,1013
860,2431
1798,1830
1069,375
479,2084
1373,13
1347,1635
750,1356
805,842
642,1970
1210,1867
1596,1965
1248,1759
734,2046
1757,2342
1066,680
1167,1669
1247,774
907,1493
1690,343
2357,2079
790,1359
509,2281
126,2452
807,418
2474,499
1935,1254
2455,446
2005,1357
1506,1068
2276,935
1792,2232
2103,1882
1002,1764
47,1386
1422,587
1816,1856
1580,1581
268,314
458,1061
1501,1072
205,1242
162,1754
2112,821
998,1536
2251,144
1519,1285
400,1834
2012,1398
543,1708
2330,1566
2209,1354
1330,1957
2002,279
1120,1994
1859,1752
1786,803
980,1468
2070,2079
18,1670
499,2092
1454,1383
2291,783
952,1375
2088,1100
2311,1505
967,660
1977,1505
979,2141
2483,379
2491,1431
1820,1149
66,656
2451,1259
657,1747
2045,412
2269,422
1970,1219
1822,511
375,805
2379,1235
797,353
443,792
2274,845
1041,326
2022,1656
31,1449
111,591
2102,915
1484,1972
2356,416
890,467
293,1421
176,1857
865,523
799,2055
197,1505
1951,2468
910,276
647,1040
1675,2177
2193,334
1025,1854
579,332
342,777
1426,1686
2481,1149
1016,1413
2011,139
1546,2162
110,759
2428,869
24,1268
138,2443
46,1945
1273,867
1252,49
2013,2028
1952,788
2333,836
728,385
1532,1187
280,935
2305,1119
295,7
2385,1137
229,1011
2470,1270
1506,2155
816,741
948,1525
1644,2358
299,1994
4,589
748,137
679,501
1091,1177
1870,961
1098,78
88,781
587,1328
361,114
2057,114
2260,2294
1303,485
2139,2077
696,1855
1629,1317
2457,1231
1583,1637
1728,553
200,1235
1919,5
936,648
1074,2336
1359,478
1751,2041
4,2155
208,570
2283,2325
2457,1680
2052,79
712,1005
1069,668
1421,1128
1673,451
957,78
1510,1353
185,1188
1766,1198
842,880
2375,1647
2122,643
1875,203
1446,1398
1027,1845
1817,686
1671,181
2453,2266
1374,441
771,2159
469,1769
1078,447
2244,951
1105,77
48,2192
715,805
1695,2171
1861,1278
1499,1971
168,692
1657,2014
1569,705
329,1094
502,1545
2395,1907
1614,2470
1309,706
489,1025
1376,1833
683,155
2359,2142
2097,512
791,734
36,1525
696,705
1998,2250
1666,345
1724,1162
2066,2020
171,632
2314,2275
2419,947
1713,1980
2343,2121
803,1476
1939,2278
2467,589
255,1607
1414,756
122,1758
1760,1351
2234,1868
180,172
2151,755
1386,1879
2370,916
663,1477
1715,513
1093,759
235,2488
797,92
266,2168
1802,2000
2080,411
2121,2028
980,1422
1274,1282
2500,2485
2327,961
2319,2166
1047,2259
1784,2361
1486,2359
2419,1698
1448,2295
54,1417
727,910
776,819
81,1574
522,1219
2488,2211
1855,1850
1774,1955
2333,1357
1156,1306
2071,1592
1130,525
898,1350
1838,1015
2271,2110
2038,400
542,1677
1205,804
918,1555
1260,255
29,987
227,13
1753,2056
1402,497
2170,580
1552,2277
2178,160
1531,2036
2401,802
55,895
1170,464
1990,278
625,1924
698,1010
1139,1105
958,1207
1930,35
323,2257
1924,956
1995,1927
171,1017
1137,2241
1368,57
2363,2213
695,2342
645,2033
185,2204
2418,1360
1124,705
1644,731
1861,15
1999,1171
2135,1349
2380,364
943,1271
1949,1214
528,1647
392,2463
1219,691
1973,886
351,1503
685,2158
1849,900
958,1893
230,2048
1501,584
778,415
2107,272
35,19
1109,1790
1169,1690
848,421
703,435
741,1489
2018,1351
501,1113
2361,2411
1100,1320
261,714
2199,835
1207,2116
1387,1283
785,1830
681,336
945,1447
1375,2469
1248,1291
754,81
2266,1820
1620,159
2406,1491
51,1810
1882,1175
401,348
1466,610
2092,1000
1815,408
1125,2207
588,1808
2353,2000
1290,2210
75,1702
19,1370
1950,2440
2046,1088
705,1360
13,1784
1258,69
2288,661
2080,1718
1401,1327
1805,391
1889,533
262,443
2370,243
1493,960
585,1810
2224,354
1565,2309
2470,2398
720,380
1924,1599
1638,526
1113,301
1072,608
218,898
1107,1401
2475,217
180,2291
275,622
638,1631
215,686
2043,268
2442,1091
2077,1476
1333,1297
709,463
1132,746
737,1292
2014,1180
2329,2174
579,1541
1349,1293
2419,375
735,1500
1303,2094
1659,2458
1363,878
315,842
323,2151
1355,2359
1247,1320
799,2285
2397,2219
649,1122
2103,1546
905,360
949,1728
2317,952
2156,906
2227,1528
548,1331
1054,1557
508,509
430,872
2485,1788
1948,1373
2350,206
1113,1025
1613,1328
1512,1699
2373,1025
200,429
1159,2460
2064,2029
392,1969
599,2069
929,2091
1769,300
2306,1037
966,299
2013,1242
1745,1382
1481,2478
792,2367
1493,2483
1278,2109
2461,398
1133,1355
667,2285
671,2476
1811,475
1670,1803
1324,599
400,446
864,2392
1327,1383
1955,231
430,2162
1154,1538
583,1302
1926,1493
104,868
1183,808
306,2047
1485,1191
994,1589
130,1541
1565,715
1320,561
787,655
1631,2170
1687,1671
92,2046
1604,2299
654,311
701,1460
22,2264
1277,1402
738,458
2297,1724
492,324
590,1032
1309,627
2359,1804
1593,1460
757,1639
1832,802
583,279
1206,1126
2086,824
1878,1263
195,593
695,789
1496,583
126,221
608,1942
1371,1511
1445,1581
1213,131
581,2301
1091,1554
1244,319
840,2405
2200,1707
44,1711
486,1392
6,1753
132,1308
2345,897
694,1967
1219,1925
998,1773
1488,1724
1212,1691
1815,2102
1372,1991
1872,510
2410,784
2141,2484
1030,1065
930,935
724,1951
2225,516
1105,631
557,2219
658,2225
2295,2113
323,482
1797,692
115,123
1122,2175
216,885
167,2391
363,1339
1670,2318
439,1330
1461,642
889,2021
436,1848
1807,1601
1332,2268
239,421
760,208
1308,2249
302,459
753,2333
2365,87
1720,333
1287,2341
522,514
2396,2060
1887,1297
1188,1900
837,2166
1857,537
117,593
242,377
339,777
1061,771
1107,336
1820,431
2103,1173
2129,1951
2140,1355
278,675
269,1925
376,612
1097,1539
1392,2091
443,1372
78,516
734,1136
1703,2173
837,2012
415,283
826,1527
596,20
732,775
258,1024
1336,1914
566,2458
256,2480
1666,53
204,1739
1255,39
1412,906
790,89
414,1161
1440,125
285,320
2045,233
1856,2260
1992,1391
492,1291
1266,117
237,1168
105,801
2041,1263
1774,367
2055,2494
2175,1552
764,386
2449,1323
2260,1319
1984,1171
762,1087
57,1877
1403,1871
1411,1941
2270,587
188,406
353,68
413,1711
44,272
1772,21
1916,799
836,1307
722,947
1009,467
2257,808
1472,1819
811,1234
1823,1574
469,1907
1018,414
1135,990
1796,513
997,389
1509,1972
2134,360
415,255
239,11
1277,1809
1517,1218
2371,2122
402,1517
1882,1965
1808,1332
219,2181
146,1174
1829,1556
2051,2417
697,2117
402,1144
679,2183
2370,882
713,605
1426,2414
274,1856
70,1281
2358,1822
165,42
2445,935
2117,1764
757,2157
219,2428
967,1309
750,186
298,2400
1702,669
182,884
813,985
1125,761
2334,1990
2354,317
1714,1647
2185,552
1690,2251
276,333
265,1180
5,2459
2087,2493
1684,552
494,864
1523,1378
1080,1747
1761,2295
1520,1682
1969,877
1781,1196
1787,1074
163,2017
213,1557
2219,388
1802,877
2347,1765
1193,2018
1161,2068
1129,1497
5,316
687,2251
1882,877
569,108
2222,574
1680,724
2114,3
979,573
2209,2214
1122,1795
2338,971
104,2150
1416,902
1263,998
396,737
609,2253
2078,1788
2188,2358
415,755
1783,2420
698,145
770,2150
2141,456
2052,1500
1767,955
1667,95
2094,106
91,685
1184,1753
1457,577
784,2018
1023,2380
1561,2090
2467,1464
39,377
93,1369
1254,1030
588,2036
1974,1340
1101,1637
891,314
1644,1978
127,2385
845,583
367,1004
881,1483
252,1069
2459,1813
58,728
2302,1685
392,1277
926,2363
168,348
2217,1214
2249,593
1867,463
774,2047
1924,1020
1999,1990
563,386
166,2350
681,1344
272,1601
1028,783
1173,494
1202,568
131,1087
2215,2137
2492,1301
2245,2420
60,1814
1068,1929
2136,623
1827,1416
889,1091
1763,1705
2045,2385
676,2164
1662,1798
2432,2030
859,610
1471,2003
569,405
325,1909
1241,806
1298,1628
1646,335
2400,2161
1807,858
1847,2266
388,1504
2443,219
1586,1756
1349,1384
516,626
1296,537
84,997
1155,861
960,79
1498,885
2195,1005
2072,993
1931,268
1094,554
533,635
1540,59
1344,2099
1855,1418
1902,1453
2351,1315
2177,1942
1760,1603
156,1035
862,27
1628,2332
1196,535
263,545
1406,848
1404,734
814,1485
1117,1948
2144,1394
2392,50
1760,1010
29,2430
1582,826
1683,2306
2308,2245
314,998
1735,1518
305,2453
484,1214
649,1340
1229,2122
193,528
674,2040
67,2497
701,1152
199,1050
1776,1568
952,535
2093,2370
1261,1405
353,2179
110,850
2009,1965
2025,831
108,1833
687,1248
970,448
2485,1515
309,159
2156,1331
2425,1909
1472,2482
128,226
1537,1224
279,1762
724,1110
1234,365
715,2060
2205,211
1424,2382
1286,48
489,1985
1882,1283
39,2420
1183,707
1071,1858
1009,755
1861,1163
588,164
377,1436
2047,552
476,446
298,672
1440,492
355,2283
189,1732
1847,2000
1461,1124
1262,815
2442,800
1195,1892
992,58
910,2119
728,646
349,1272
135,942
2017,2025
948,528
941,2018
1141,433
2299,1579
1326,427
1134,26
1470,77
2182,1684
1281,2098
1338,1299
1615,457
1351,824
2448,2161
2454,45
2008,1998
2274,2180
2399,2216
2105,183
1079,1360
1014,1777
1627,1841
1935,835
1715,688
1114,404
1836,2282
622,2215
2142,880
728,246
471,865
1625,1515
1775,169
2328,422
1103,1088
1610,1698
1900,2330
749,331
1819,2045
1418,601
1373,1715
526,2431
1135,88
1443,298
1893,1112
266,2216
171,2175
625,2024
491,803
2074,430
826,398
1747,1624
31,903
2077,660
463,305
2426,1580
2477,2041
1582,1061
20,2431
39,368
1043,2006
1916,1830
1812,2473
2046,437
1348,507
216,1140
218,1701
1881,1424
228,634
560,554
56,1939
473,1441
2131,1557
1093,875
865,1671
494,876
1551,1851
1916,473
1978,1529
762,45
352,118
1873,1418
34,2314
2200,1727
1278,1633
1571,968
962,27
2482,453
833,306
864,2140
425,1433
656,666
1459,2284
1903,1432
1722,2413
821,971
1344,1609
2115,2063
1645,2109
1564,2077
2047,317
1312,501
86,1495
610,856
127,695
629,212
1271,2007
1864,2429
1827,1250
2165,1187
475,2455
1895,1817
475,1583
2165,225
1870,919
18,1843
2003,456
1247,1035
1036,308
1934,2206
2497,148
2363,391
2353,1915
335,1213
1390,1871
105,1700
2131,1756
1927,1051
1259,11
47,1335
1974,2202
1398,1323
1062,1299
1949,350
1330,2343
1789,70
167,1349
366,1502
1526,1436
1378,1813
657,1929
2036,2189
974,1949
992,1557
2388,74
1689,980
334,798
1375,1443
2174,566
400,2258
751,1218
1853,1694
1293,593
672,944
2139,383
293,99
426,1257
881,1731
2158,986
2001,1500
988,961
1770,225
2436,1205
2349,229
2333,20
555,2008
454,2260
1606,520
89,1771
1062,553
1666,1657
644,830
721,2487
956,2045
2452,2359
527,1241
821,1428
790,1843
545,2209
394,2341
385,437
1317,126
2492,2160
182,1297
570,1794
1491,856
2446,607
1406,441
1964,1997
1558,1799
1221,799
914,1754
2481,638
2380,1679
1875,1430
1193,1110
2063,1811
674,2141
1109,2197
1727,788
2349,2437
1415,96
2340,1830
1606,758
2073,1446
1791,700
1189,376
2227,2084
738,418
277,1134
2420,2201
454,1126
242,501
97,1892
2026,2338
2356,350
1496,2350
1406,2162
765,2295
463,567
1580,958
339,215
2459,1067
958,1318
2334,324
2038,2007
254,1691
664,1482
657,9
2200,1214
2224,1980
2282,1404
1723,763
980,447
2094,630
1014,1386
1011,743
2239,483
2353,514
1939,2269
2391,505
1237,1216
269,840
900,669
2336,2386
663,326
756,2186
457,450
1458,285
876,558
341,716
991,2129
2381,1380
629,75
861,671
1607,442
1392,2185
296,1751
1220,231
1794,1066
611,2351
1940,1696
2163,2022
2129,730
247,2067
1744,586
429,634
2175,1575
611,1450
92,70
275,1898
1767,172
2030,236
1025,2289
462,2079
1978,1149
1117,2086
923,1240
1912,1129
1929,416
1574,338
1866,1874
1662,390
780,95
85,2331
1203,950
128,357
40,835
332,1057
1024,1390
1412,1854
369,1470
1821,420
84,1120
1346,2307
2071,169
1410,2145
2238,1196
1353,1260
341,1620
1929,1392
1146,1318
1092,2197
352,1346
1971,487
1896,895
620,1321
1883,1591
2450,1520
1386,2280
1554,1112
26,220
2496,944
1903,150
886,1786
2195,801
2306,876
982,1165
328,1667
171,864
826,1435
231,516
695,1758
2140,623
228,2084
1688,97
2444,619
461,2448
884,1569
288,413
1899,1667
1930,156
1677,1291
2155,28
2422,2297
1720,1004
1997,1534
1312,1852
1206,862
475,1049
1499,2222
573,1859
1174,1710
352,2478
160,1442
996,1469
2255,2178
75,1663
1254,2231
1537,481
1397,1553
91,1362
1497,717
263,1852
1190,329
472,616
1521,931
1649,131
2027,430
676,1688
2384,1156
1428,1713
1910,1343
1367,1476
2462,2081
2463,1739
644,2269
111,1205
153,1276
2496,2178
1140,1266
1448,2423
1513,528
1003,2048
2440,731
239,951
955,1855
1947,364
1358,68
1771,1961
1790,2258
1373,2361
211,2475
1017,1519
984,1688
1955,1288
275,778
150,139
500,927
1291,1949
631,1143
787,1099
1230,760
366,458
463,1878
2419,2378
2454,1918
128,1715
2283,2385
290,248
2224,140
1792,107
959,1359
609,1068
2217,370
83,2447
875,2063
1797,1580
442,2483
1608,1806
505,1564
1143,845
1922,88
1601,1185
1521,1575
1760,1642
538,2227
2472,1612
1653,1127
595,60
274,633
957,39
806,1437
437,886
2230,2318
813,882
1966,1593
759,128
1905,266
208,2102
1327,1427
80,2029
1802,2500
1215,1300
1597,1685
715,1708
1143,1765
1767,1863
697,1667
1538,985
869,637
58,748
50,1468
2115,1242
1702,2446
447,1854
1504,503
2388,1224
328,1094
2034,476
2139,2370
1461,1187
2299,2423
1059,2252
1465,1904
2213,2289
94,2184
553,1012
2194,811
2305,101
1613,932
512,2493
686,1755
1027,2013
1987,447
463,551
270,127
478,2450
699,2296
2167,1935
252,1339
2248,2058
2206,664
2493,2259
244,522
2181,1126
269,1790
913,2497
901,1071
2177,2191
1880,772
1830,168
726,79
868,87
2087,961
1281,1224
578,1735
2182,2266
810,1734
2272,2007
2208,1570
1991,178
533,276
617,883
256,1102
2162,1630
1056,1403
946,798
2429,423
2441,1120
1968,510
1063,99
1831,2343
1961,551
2283,197
463,772
2354,587
1027,611
592,361
692,1096
427,1670
116,785
1492,2322
454,2219
2069,2287
2472,756
574,130
115,1546
1932,1313
831,904
39,2292
1903,1518
872,667
1430,1697
1958,134
871,279
1979,1498
16,1932
1204,1808
2123,944
1781,232
1993,1318
2288,750
2289,1602
539,848
921,2212
113,1652
2018,659
2375,1266
456,577
1028,1340
40,2122
173,537
1011,734
2310,71
991,1060
2181,1025
1297,1519
326,2241
557,1578
1959,100
1453,130
969,1619
2045,282
2489,2200
2246,2139
835,187
791,1498
1926,1059
885,2137
1856,1905
2447,220
1141,210
2273,795
1878,602
1530,1325
1999,1517
161,2021
2382,1844
2062,2156
1159,1311
1764,267
2289,475
841,1737
1872,1521
2449,2246
1592,417
1864,1864
1666,1536
1250,1349
1210,965
2115,1473
2480,2110
160,2169
1676,1338
398,223
2393,2080
1033,2027
1663,388
418,64
863,1452
2396,568
1105,2359
131,961
1197,2262
1409,2207
672,2433
726,2396
220,982
421,65
1644,473
2258,1441
2088,870
2378,2361
558,837
1150,1990
2135,1421
1114,2265
2175,1600
994,2355
40,600
378,2344
394,1939
1519,1849
1911,2246
2325,48
837,917
2291,1736
1925,1642
72,493
745,263
1442,2391
1572,91
1108,2261
1210,186
700,1437
276,2308
258,1647
554,824
3,1357
1365,2099
1513,2399
2281,1481
752,2425
272,1591
218,1505
1922,2290
1256,1267
2176,484
2337,236
510,2034
1872,1910
908,94
1552,871
1179,370
1971,1826
628,1366
74,1421
843,105
1770,837
752,58
2065,2148
1323,798
1254,2297
61,386
451,115
1230,774
786,1215
1372,1672
2029,1600
2098,1785
611,372
149,1299
287,501
953,360
664,307
1926,1508
51,731
1474,2477
209,866
1115,895
569,939
1756,1422
938,2341
1485,157
519,2441
134,857
2029,510
1850,2064
1915,1445
2342,2134
7,1521
821,833
2146,291
489,2301
862,945
529,164
1282,1182
2316,2466
93,1274
313,1671
923,1087
510,368
2076,571
1056,1513
1893,802
1595,1590
1198,2244
1679,792
1852,2420
2084,555
1050,506
529,840
686,1782
434,2187
415,2165
359,784
2463,1434
1801,1526
2429,798
611,1247
1869,2066
1884,2375
104,1120
1090,1898
719,1220
1808,788
1664,1761
329,536
2440,1868
1013,1547
1909,2168
944,1761
1246,281
725,1078
2494,1116
184,1305
1867,1143
1590,1540
1728,851
166,565
2497,2275
1150,2000
2234,1733
358,614
1368,2253
921,1222
1874,681
756,2161
1260,1326
447,2283
33,769
2302,2436
976,1030
594,1742
2183,258
1932,934
539,2465
2289,37
1995,1508
449,1745
89,125
1354,1337
532,1480
2259,489
2021,328
2326,1427
1870,2487
1799,142
1337,2281
476,1996
2310,2105
2356,576
245,2419
266,576
327,2076
811,2183
284,662
394,2437
2277,2242
1308,1318
1918,2280
1647,1182
1258,704
1955,1404
1530,2431
2465,1562
641,512
290,1939
1037,1385
1643,678
979,128
182,2189
1787,1014
1013,1082
267,426
385,529
335,205
728,2124
1493,818
2272,1526
2196,1988
1372,1452
1162,2467
2149,2160
1492,537
1434,835
1485,2231
1897,1654
605,451
1103,2223
1993,166
1010,1939
1933,1929
1736,393
1295,1917
498,871
650,2446
916,490
1902,1443
1770,1128
1706,1988
1854,321
1662,2259
1184,1814
656,869
2417,1864
1256,1381
2193,2382
1952,754
88,1715
2018,1771
1797,968
78,1385
1847,1364
2404,200
1204,2194
852,1820
846,1167
1941,821
2453,2355
1147,1717
1327,1488
1210,2499
730,2453
523,1462
1653,985
1575,2478
1177,204
788,36
562,653
2281,155
612,325
1821,1741
832,1504
2142,2480
2262,1950
2223,1585
686,633
627,1002
1853,1886
306,550
474,780
587,144
2045,1675
486,234
1286,1788
710,1104
1853,503
2271,514
2234,1280
1783,106
1402,2054
1168,2098
2191,1495
2008,918
1975,2267
1761,1175
318,774
17,834
1418,1066
179,23
2046,1425
261,1554
395,323
2495,1012
1670,1919
289,1130
864,1384
77,2199
2244,2101
2119,595
1522,239
1770,2487
1303,1599
1606,2282
1829,1952
2127,1937
543,2063
2017,1345
1741,1062
1726,1735
102,1989
195,2013
2031,160
1163,1248
1463,2373
410,1154
110,1811
2249,783
1496,752
2082,2446
2482,513
2181,766
1680,1576
1459,1081
272,2232
2311,198
2480,57
2135,437
1570,2031
1760,2227
178,142
1173,1431
620,1113
1402,914
1200,2231
1441,21
1193,2204
2038,808
1196,1037
2262,896
1887,1942
1623,1633
929,1736
2170,1130
2157,1339
754,212
401,1802
1677,180
489,2137
1712,1064
2281,242
2257,766
2248,1258
1611,41
199,2236
257,267
2320,210
1195,2280
1716,2200
623,1011
219,615
1811,23
626,632
870,2133
1523,772
934,459
418,1431
1568,1042
2023,897
1931,678
1010,223
1073,2230
541,1326
1198,714
615,233
181,1667
1800,816
84,2152
2007,2302
664,2368
815,531
2119,2001
738,2249
2444,508
1721,1223
9,1145
1978,878
2479,624
2251,196
2002,711
2482,322
1686,679
1568,1243
2184,1108
492,1859
876,105
964,2027
1938,1458
1060,153
2072,549
179,1233
1993,2424
1578,487
945,666
2076,1941
990,497
2402,2284
2387,1891
2411,801
1286,974
875,1556
1670,2227
1112,175
239,2199
2247,940
1882,461
1405,509
1233,2358
1108,902
756,1344
567,1243
1741,838
623,886
498,1582
1801,1833
1773,2046
1040,2250
215,514
1691,205
1198,659
962,1914
912,19
2260,2200
569,970
1861,1333
1568,317
224,1307
1323,1775
436,463
229,1082
241,791
2089,1837
1054,318
565,337
974,1938
722,503
349,1425
2388,2059
813,793
19,586
1280,2363
61,2060
1450,2096
951,2352
2427,1908
1583,860
2043,1168
689,1187
2456,777
1412,2333
1006,422
706,1633
534,1661
1421,214
1104,1033
1687,78
141,526
660,1058
1695,2172
1357,2226
464,1674
1570,583
704,2382
130,145
1227,2379
2266,180
1141,1648
1656,980
532,2402
1646,136
418,866
436,2499
1096,1099
1383,37
1356,1610
2209,1733
149,1944
1158,1283
1878,1288
1267,1041
1893,1109
314,67
1601,405
1609,807
2322,213
2316,1724
469,942
1566,966
1057,1626
786,1277
734,1245
1959,745
2439,889
783,1811
1942,1167
2003,627
1413,1948
620,928
1780,726
1434,2180
619,1206
1981,17
1004,20
1571,208
540,1674
2177,2277
148,2408
1840,1390
189,1723
2435,1413
606,395
1188,1739
1456,88
39,1440
2128,2013
1929,596
939,655
813,1578
551,1839
1255,2164
1240,710
1080,1049
1139,1689
1783,1166
101,219
2348,2323
1857,1438
778,1355
1406,2191
2293,1543
1321,1671
2233,2267
1995,1591
788,1493
2455,473
1212,267
1489,1354
1184,441
292,2456
