IdP,IdL
2719,1734
2720,
2721,2266
2722,4680
2723,
2724,2527
2725,1372
2726,1242
2727,2107
2728,495
2729,3481
2730,2207
2731,1758
2732,3587
2733,4269
2734,
2735,3572
2736,3404
2737,4079
2738,2698
2739,
2740,2980
2741,2034
2742,2090
2743,
2744,424
2745,2828
2746,999
2747,920
2748,285
2749,2142
2750,39
2751,2275
2752,4737
2753,3708
2754,3867
2755,
2756,
2757,2823
2758,1948
2759,2474
2760,
2761,1885
2762,828
2763,
2764,3771
2765,2917
2766,2237
2767,1710
2768,2884
2769,416
2770,3672
2771,3285
2772,1981
2773,914
2774,190
2775,4365
2776,2284
2777,2046
2778,1228
2779,4294
2780,4786
2781,3304
2782,2902
2783,1375
2784,1491
2785,2551
2786,1760
2787,3159
2788,3583
2789,565
2790,4530
2791,4685
2792,3897
2793,2417
2794,
2795,1512
2796,
2797,
2798,3220
2799,
2800,
2801,2353
2802,3301
2803,597
2804,4935
2805,
2806,2783
2807,4092
2808,
2809,4421
2810,290
2811,4703
2812,456
2813,17
2814,
2815,1957
2816,516
2817,451
2818,4459
2819,
2820,4780
2821,671
2822,785
2823,
2824,1502
2825,1637
2826,
2827,2145
2828,
2829,1630
2830,128
2831,3602
2832,4324
2833,2419
2834,2261
2835,1308
2836,4014
2837,4065
2838,3349
2839,1918
2840,2801
2841,746
2842,
2843,
2844,475
2845,3168
2846,1916
2847,803
2848,2925
2849,4542
2850,31
2851,315
2852,996
2853,4916
2854,
2855,120
2856,951
2857,2469
2858,4384
2859,
2860,1252
2861,513
2862,4043
2863,401
2864,255
2865,676
2866,4200
2867,994
2868,3480
2869,4430
2870,
2871,4621
2872,4878
2873,1928
2874,
2875,1537
2876,
2877,
2878,3031
2879,3621
2880,2954
2881,3531
2882,282
2883,2651
2884,879
2885,831
2886,
2887,655
2888,3597
2889,2399
2890,1567
2891,3785
2892,3498
2893,
2894,660
2895,1468
2896,1253
2897,1967
2898,534
2899,947
2900,844
2901,242
2902,4761
2903,3358
2904,1675
2905,
2906,3045
2907,3198
2908,3418
2909,1765
2910,1286
2911,3273
2912,2276
2913,1020
2914,4928
2915,4136
2916,156
2917,2320
2918,3876
2919,
2920,4129
2921,4930
2922,4920
2923,251
2924,1844
2925,1601
2926,127
2927,901
2928,2941
2929,61
2930,1675
2931,4943
2932,
2933,4436
2934,547
2935,2520
2936,2520
2937,4768
2938,849
2939,
2940,2403
2941,1941
2942,2122
2943,1410
2944,285
2945,34
2946,1926
2947,1739
2948,335
2949,3465
2950,
2951,3998
2952,1675
2953,
2954,1795
2955,4814
2956,
2957,
2958,3533
2959,11
2960,634
2961,2771
2962,2272
2963,2903
2964,2819
2965,
2966,3740
2967,2028
2968,3848
2969,3106
2970,638
2971,3670
2972,3434
2973,2401
2974,3993
2975,641
2976,2816
2977,
2978,3799
2979,4024
2980,3223
2981,
2982,2625
2983,
2984,
2985,354
2986,2088
2987,
2988,4021
2989,2238
2990,1759
2991,222
2992,3284
2993,
2994,316
2995,288
2996,4145
2997,3487
2998,3127
2999,
3000,1179
3001,
3002,
3003,850
3004,4369
3005,3243
3006,2657
3007,4220
3008,2438
3009,834
3010,2991
3011,
3012,2664
3013,1771
3014,1098
3015,2000
3016,2385
3017,3312
3018,1178
3019,
3020,4345
3021,923
3022,4035
3023,1910
3024,
3025,
3026,1349
3027,67
3028,4580
3029,3299
3030,2373
3031,3560
3032,4907
3033,4746
3034,4799
3035,1444
3036,794
3037,
3038,2420
3039,1595
3040,849
3041,
3042,1424
3043,1668
3044,1717
3045,2905
3046,
3047,1986
3048,841
3049,2037
3050,4810
3051,3824
3052,4352
3053,2549
3054,3606
3055,3258
3056,4690
3057,3648
3058,3940
3059,3314
3060,2571
3061,2590
3062,4213
3063,687
3064,661
3065,4108
3066,1081
3067,1811
3068,769
3069,2182
3070,
3071,1993
3072,537
3073,3523
3074,2773
3075,2799
3076,3512
3077,197
3078,2441
3079,3260
3080,
3081,2678
3082,3637
3083,2165
3084,3430
3085,
3086,
3087,2996
3088,346
3089,3977
3090,4266
3091,756
3092,2289
3093,3979
3094,2921
3095,1935
3096,4349
3097,1874
3098,1901
3099,3837
3100,1484
3101,2625
3102,3469
3103,
3104,3730
3105,2849
3106,2930
3107,2688
3108,1290
3109,
3110,
3111,
3112,2841
3113,
3114,
3115,3315
3116,
3117,4011
3118,
3119,578
3120,1174
3121,4449
3122,2120
3123,763
3124,
3125,661
3126,2420
3127,
3128,2999
3129,2458
3130,2646
3131,1859
3132,1363
3133,3468
3134,589
3135,4681
3136,1634
3137,2794
3138,4997
3139,875
3140,1805
3141,3815
3142,326
3143,3386
3144,1861
3145,3905
3146,
3147,2203
3148,
3149,
3150,3131
3151,3978
3152,3636
3153,1561
3154,4214
3155,
3156,4016
3157,3691
3158,4888
3159,3140
3160,
3161,779
3162,4109
3163,1588
3164,253
3165,3613
3166,1143
3167,1442
3168,
3169,991
3170,4245
3171,
3172,1978
3173,4288
3174,3974
3175,
3176,4682
3177,3598
3178,1838
3179,945
3180,2574
3181,4070
3182,4812
3183,
3184,1325
3185,
3186,1842
3187,
3188,3147
3189,1008
3190,3293
3191,3348
3192,
3193,4621
3194,942
3195,1828
3196,4840
3197,1332
3198,700
3199,3538
3200,2524
3201,
3202,4341
3203,1241
3204,4850
3205,4833
3206,
3207,3601
3208,3001
3209,
3210,418
3211,
3212,4906
3213,3625
3214,557
3215,3411
3216,3788
3217,
3218,3899
3219,3073
3220,4655
3221,3740
3222,
3223,3988
3224,4949
3225,4172
3226,2576
3227,1631
3228,
3229,
3230,
3231,4180
3232,4359
3233,3115
3234,206
3235,2178
3236,4543
3237,4888
3238,4810
3239,3096
3240,4793
3241,
3242,661
3243,1777
3244,3064
3245,2049
3246,3524
3247,
3248,2681
3249,
3250,307
3251,1880
3252,2022
3253,2445
3254,4532
3255,3872
3256,
3257,4202
3258,3017
3259,
3260,2674
3261,3731
3262,4996
3263,464
3264,4574
3265,249
3266,3708
3267,4185
3268,3997
3269,1054
3270,3137
3271,1457
3272,1799
3273,2681
3274,551
3275,1373
3276,4645
3277,1899
3278,2349
3279,3047
3280,4763
3281,548
3282,4939
3283,3452
3284,4828
3285,1073
3286,843
3287,2767
3288,919
3289,116
3290,4099
3291,3937
3292,2634
3293,336
3294,444
3295,2393
3296,2787
3297,3741
3298,1866
3299,
3300,602
3301,4342
3302,1002
3303,1997
3304,1701
3305,1192
3306,1041
3307,848
3308,1362
3309,609
3310,2029
3311,
3312,2909
3313,1369
3314,113
3315,4421
3316,4104
3317,3059
3318,4265
3319,1878
3320,3562
3321,
3322,989
3323,
3324,
3325,
3326,132
3327,
3328,2012
3329,943
3330,
3331,1274
3332,1726
3333,
3334,4649
3335,2087
3336,1064
3337,321
3338,2554
3339,
3340,
3341,2485
3342,
3343,1699
3344,3568
3345,2816
3346,2325
3347,2830
3348,4055
3349,3034
3350,2662
3351,
3352,815
3353,4095
3354,3768
3355,
3356,729
3357,741
3358,3069
3359,594
3360,320
3361,1605
3362,2830
3363,1678
3364,3230
3365,995
3366,2526
3367,3149
3368,
3369,1736
3370,4770
3371,4625
3372,2234
3373,771
3374,534
3375,2890
3376,205
3377,3421
3378,1616
3379,3932
3380,3576
3381,
3382,4966
3383,2234
3384,945
3385,1325
3386,3790
3387,3782
3388,140
3389,4054
3390,3434
3391,2159
3392,3058
3393,3929
3394,4174
3395,4403
3396,625
3397,1441
3398,163
3399,
3400,3360
3401,2519
3402,4251
3403,208
3404,
3405,1095
3406,4588
3407,3693
3408,3420
3409,1894
3410,
3411,1701
3412,3889
3413,
3414,1203
3415,
3416,3650
3417,3481
3418,1352
3419,
3420,
3421,2446
3422,4319
3423,
3424,1975
3425,131
3426,
3427,4859
3428,4213
3429,849
3430,
3431,3611
3432,961
3433,2764
3434,4388
3435,4554
3436,2287
3437,2525
3438,2492
3439,
3440,4264
3441,1634
3442,
3443,1896
3444,
3445,2326
3446,102
3447,206
3448,1531
3449,1187
3450,2147
3451,1955
3452,1108
3453,3860
3454,
3455,3881
3456,3668
3457,3527
3458,1331
3459,3488
3460,183
3461,1401
3462,3767
3463,1940
3464,4124
3465,2088
3466,1351
3467,3496
3468,3662
3469,
3470,1720
3471,3578
3472,3873
3473,
3474,2215
3475,2148
3476,2342
3477,351
3478,
3479,2348
3480,910
3481,
3482,1773
3483,61
3484,2677
3485,963
3486,1157
3487,1609
3488,522
3489,2486
3490,3467
3491,229
3492,3249
3493,822
3494,15
3495,4789
3496,
3497,4981
3498,2514
3499,3699
3500,925
3501,3156
3502,1025
3503,
3504,649
3505,1863
3506,880
3507,759
3508,1761
3509,975
3510,4683
3511,3740
3512,675
3513,
3514,3189
3515,4574
3516,4654
3517,4401
3518,4662
3519,2977
3520,3440
3521,3528
3522,2297
3523,3467
3524,
3525,3690
3526,3925
3527,
3528,3066
3529,1336
3530,4790
3531,300
3532,326
3533,1228
3534,2638
3535,4272
3536,3743
3537,
3538,1991
3539,
3540,
3541,687
3542,781
3543,1837
3544,621
3545,
3546,3522
3547,644
3548,2024
3549,
3550,4908
3551,1790
3552,1766
3553,
3554,917
3555,3222
3556,4378
3557,2835
3558,3508
3559,1622
3560,4554
3561,3519
3562,3919
3563,2120
3564,3716
3565,2624
3566,
3567,2375
3568,4443
3569,3391
3570,2521
3571,2222
3572,
3573,157
3574,1162
3575,2998
3576,2519
3577,4539
3578,2717
3579,3755
3580,3271
3581,3063
3582,4412
3583,
3584,2312
3585,1029
3586,462
3587,4508
3588,523
3589,1742
3590,3163
3591,2297
3592,1537
3593,
3594,677
3595,3484
3596,
3597,4512
3598,3171
3599,3406
3600,
3601,3525
3602,331
3603,4176
3604,2695
3605,
3606,3948
3607,2307
3608,4277
3609,
3610,2066
3611,2493
3612,1458
3613,1467
3614,1134
3615,3362
3616,3576
3617,2016
3618,
3619,4903
3620,2885
3621,2063
3622,3404
3623,3406
3624,4245
3625,
3626,792
3627,4046
3628,1583
3629,50
3630,660
3631,1613
3632,1377
3633,2479
3634,
3635,352
3636,2569
3637,1518
3638,3583
3639,4622
3640,
3641,3759
3642,4838
3643,3314
3644,293
3645,541
3646,
3647,1454
3648,3513
3649,3128
3650,3122
3651,2583
3652,3687
3653,2417
3654,2799
3655,
3656,4889
3657,4899
3658,3983
3659,1864
3660,
3661,3346
3662,3027
3663,1123
3664,773
3665,4522
3666,
3667,1752
3668,3323
3669,4307
3670,968
3671,909
3672,2461
3673,
3674,3462
3675,
3676,2525
3677,2548
3678,1041
3679,3969
3680,1103
3681,1790
3682,4212
3683,
3684,
3685,2767
3686,4938
3687,3778
3688,4447
3689,441
3690,4503
3691,2301
3692,1916
3693,3757
3694,
3695,2177
3696,4088
3697,
3698,1817
3699,1465
3700,2707
3701,474
3702,
3703,4723
3704,355
3705,850
3706,4984
3707,
3708,221
3709,2823
3710,4708
3711,
3712,2656
3713,2339
3714,
3715,2264
3716,4159
3717,395
3718,
3719,
3720,2358
3721,
3722,1563
3723,3700
3724,2472
3725,
3726,
3727,3740
3728,4372
3729,1779
3730,2682
3731,2916
3732,256
3733,2942
3734,2167
3735,3726
3736,1635
3737,3242
3738,2255
3739,
3740,2843
3741,2054
3742,2486
3743,2871
3744,1238
3745,2691
3746,3589
3747,388
3748,4497
3749,3483
3750,4969
3751,125
3752,4037
3753,
3754,1996
3755,2771
3756,163
3757,736
3758,3964
3759,
3760,1526
3761,2508
3762,333
3763,
3764,3029
3765,4566
3766,4096
3767,2618
3768,4941
3769,4650
3770,3463
3771,2361
3772,2707
3773,4634
3774,3502
3775,4892
3776,2845
3777,3603
3778,4685
3779,2000
3780,3736
3781,1324
3782,1800
3783,4400
3784,3355
3785,1897
3786,3987
3787,3184
3788,
3789,3532
3790,2678
3791,
3792,1217
3793,4505
3794,3739
3795,1475
3796,2943
3797,4545
3798,508
3799,1959
3800,
3801,
3802,4755
3803,1551
3804,605
3805,1721
3806,1826
3807,4725
3808,1795
3809,118
3810,2258
3811,2945
3812,
3813,1663
3814,4966
3815,
3816,145
3817,4698
3818,1040
3819,1263
3820,3862
3821,2232
3822,4326
3823,
3824,
3825,4838
3826,3520
3827,807
3828,
3829,
3830,1886
3831,3707
3832,4134
3833,
3834,2015
3835,
3836,394
3837,
3838,379
3839,1332
3840,2810
3841,
3842,3320
3843,525
3844,
3845,3374
3846,4961
3847,
3848,1995
3849,4424
3850,3379
3851,1364
3852,118
3853,1239
3854,5000
3855,2802
3856,3389
3857,4287
3858,2819
3859,3646
3860,2900
3861,4018
3862,4968
3863,3543
3864,989
3865,3740
3866,4493
3867,4541
3868,3406
3869,1778
3870,3290
3871,4674
3872,4459
3873,918
3874,1451
3875,4729
3876,4702
3877,2186
3878,4815
3879,4665
3880,3841
3881,1717
3882,4421
3883,2725
3884,1733
3885,4856
3886,3111
3887,286
3888,1408
3889,
3890,4631
3891,3210
3892,
3893,1779
3894,2332
3895,
3896,3907
3897,1848
3898,
3899,4433
3900,3883
3901,4324
3902,2357
3903,2938
3904,1578
3905,1031
3906,2109
3907,4309
3908,3444
3909,1336
3910,2969
3911,689
3912,3604
3913,3176
3914,522
3915,2785
3916,
3917,746
3918,1259
3919,2265
3920,2193
3921,3885
3922,239
3923,2764
3924,3609
3925,1409
3926,3053
3927,3875
3928,4537
3929,
3930,4524
3931,
3932,1827
3933,1966
3934,4899
3935,
3936,736
3937,2421
3938,1206
3939,1567
3940,
3941,29
3942,2545
3943,3861
3944,3262
3945,3963
3946,4013
3947,3073
3948,
3949,
3950,
3951,
3952,730
3953,3451
3954,
3955,1867
3956,502
3957,4721
3958,3092
3959,4224
3960,1831
3961,335
3962,2510
3963,
3964,1421
3965,3998
3966,396
3967,2302
3968,4996
3969,2054
3970,252
3971,1841
3972,195
3973,2458
3974,1206
3975,
3976,4013
3977,4219
3978,2353
3979,1318
3980,3596
3981,2161
3982,2090
3983,
3984,4497
3985,4422
3986,651
3987,1973
3988,4329
3989,3637
3990,2948
3991,
3992,4288
3993,621
3994,340
3995,2723
3996,
3997,3119
3998,3237
3999,2694
4000,1219
4001,2330
4002,2904
4003,4222
4004,1759
4005,3387
4006,1515
4007,2918
4008,1923
4009,2266
4010,
4011,692
4012,3972
4013,460
4014,2228
4015,
4016,2245
4017,3451
4018,4144
4019,
4020,2632
4021,1411
4022,4279
4023,2663
4024,4629
4025,552
4026,4301
4027,2881
4028,1771
4029,
4030,
4031,568
4032,
4033,3751
4034,762
4035,4777
4036,4241
4037,642
4038,
4039,973
4040,3879
4041,3217
4042,2349
4043,2408
4044,2093
4045,2928
4046,1684
4047,2680
4048,1689
4049,
4050,3058
4051,2234
4052,230
4053,2825
4054,2841
4055,3870
4056,4934
4057,4973
4058,2964
4059,808
4060,637
4061,1457
4062,498
4063,3982
4064,2138
4065,1529
4066,2519
4067,2804
4068,3256
4069,
4070,
4071,662
4072,
4073,129
4074,1888
4075,4398
4076,4609
4077,3751
4078,
4079,2096
4080,347
4081,1371
4082,1811
4083,3040
4084,2801
4085,
4086,3185
4087,2722
4088,1075
4089,2851
4090,959
4091,2085
4092,798
4093,2256
4094,4495
4095,794
4096,194
4097,
4098,1786
4099,2224
4100,2422
4101,3616
4102,2934
4103,2325
4104,4729
4105,816
4106,2588
4107,3501
4108,1567
4109,
4110,4807
4111,4169
4112,3647
4113,2769
4114,662
4115,
4116,608
4117,4880
4118,3912
4119,4149
4120,1020
4121,3300
4122,4784
4123,766
4124,1969
4125,961
4126,
4127,
4128,4119
4129,4925
4130,3192
4131,604
4132,4561
4133,670
4134,193
4135,3600
4136,3228
4137,2992
4138,4197
4139,185
4140,4001
4141,4731
4142,1033
4143,4717
4144,1494
4145,894
4146,2247
4147,
4148,4471
4149,246
4150,2321
4151,2082
4152,2387
4153,375
4154,1364
4155,4285
4156,3933
4157,2046
4158,2003
4159,3131
4160,1921
4161,290
4162,4650
4163,636
4164,713
4165,4100
4166,2170
4167,4073
4168,4956
4169,3798
4170,3103
4171,2995
4172,148
4173,3159
4174,2352
4175,1599
4176,1554
4177,2363
4178,2279
4179,
4180,3722
4181,1758
4182,2280
4183,284
4184,
4185,1010
4186,4336
4187,
4188,1856
4189,313
4190,2772
4191,2150
4192,4959
4193,3883
4194,2939
4195,1478
4196,
4197,1505
4198,2498
4199,919
4200,
4201,2812
4202,1823
4203,3207
4204,
4205,4642
4206,
4207,3185
4208,840
4209,4596
4210,4998
4211,100
4212,2898
4213,1370
4214,4932
4215,1478
4216,109
4217,3971
4218,3008
4219,3216
4220,3150
4221,2913
4222,4076
4223,2510
4224,2227
4225,
4226,308
4227,620
4228,3463
4229,775
4230,1303
4231,2035
4232,4012
4233,4627
4234,3974
4235,2526
4236,1604
4237,3888
4238,
4239,519
4240,3649
4241,1840
4242,3585
4243,2910
4244,1386
4245,730
4246,829
4247,958
4248,1958
4249,1934
4250,
4251,
4252,1477
4253,873
4254,2600
4255,
4256,1100
4257,
4258,4546
4259,3588
4260,
4261,1102
4262,1584
4263,198
4264,1916
4265,
4266,3557
4267,625
4268,1986
4269,3476
4270,580
4271,4718
4272,1799
4273,3986
4274,4588
4275,2684
4276,
4277,2493
4278,3398
4279,1740
4280,3584
4281,3427
4282,
4283,3333
4284,2890
4285,2457
4286,
4287,1094
4288,4437
4289,3524
4290,3121
4291,3150
4292,3180
4293,4324
4294,3033
4295,1695
4296,773
4297,3434
4298,151
4299,742
4300,3480
4301,172
4302,2409
4303,1183
4304,3374
4305,3050
4306,1028
4307,3764
4308,
4309,3199
4310,617
4311,
4312,3754
4313,4537
4314,
4315,481
4316,723
4317,3557
4318,2468
4319,1066
4320,3218
4321,2915
4322,4823
4323,
4324,
4325,2273
4326,4416
4327,1810
4328,1059
4329,4297
4330,1006
4331,1679
4332,967
4333,2407
4334,816
4335,2980
4336,794
4337,4201
4338,427
4339,3192
4340,
4341,
4342,
4343,525
4344,3163
4345,
4346,1094
4347,
4348,1101
4349,
4350,1525
4351,1583
4352,1764
4353,3961
4354,3352
4355,396
4356,3440
4357,
4358,132
4359,
4360,3394
4361,3478
4362,1873
4363,2961
4364,3056
4365,245
4366,1199
4367,2379
4368,3586
4369,208
4370,2362
4371,3407
4372,582
4373,3989
4374,1775
4375,3168
4376,146
4377,2954
4378,679
4379,
4380,450
4381,1334
4382,4481
4383,3086
4384,912
4385,1276
4386,3474
4387,3521
4388,4912
4389,509
4390,623
4391,4873
4392,
4393,3184
4394,1407
4395,3942
4396,4431
4397,3785
4398,3866
4399,2550
4400,
4401,2941
4402,
4403,
4404,595
4405,3224
4406,1950
4407,2592
4408,279
4409,1820
4410,1444
4411,
4412,2385
4413,
4414,3426
4415,4764
4416,2146
4417,2220
4418,3196
4419,2209
4420,1253
4421,4451
4422,686
4423,4452
4424,3408
4425,
4426,1198
4427,2850
4428,3855
4429,236
4430,1499
4431,3809
4432,1855
4433,306
4434,3070
4435,4769
4436,4470
4437,3768
4438,110
4439,1821
4440,4779
4441,2735
4442,4796
4443,183
4444,1243
4445,2810
4446,2795
4447,33
4448,3062
4449,176
4450,3190
4451,1990
4452,1120
4453,3931
4454,
4455,746
4456,
4457,525
4458,3523
4459,4625
4460,2730
4461,1446
4462,
4463,4438
4464,1291
4465,
4466,3037
4467,1609
4468,1179
4469,2779
4470,
4471,3632
4472,4659
4473,3748
4474,786
4475,
4476,485
4477,1265
4478,4715
4479,945
4480,
4481,846
4482,3519
4483,2084
4484,333
4485,4420
4486,1095
4487,4117
4488,1830
4489,
4490,3153
4491,
4492,1361
4493,2140
4494,2506
4495,3231
4496,305
4497,1941
4498,3185
4499,268
4500,499
4501,2205
4502,4812
4503,432
4504,3204
4505,2374
4506,904
4507,2917
4508,1142
4509,2637
4510,
4511,3353
4512,222
4513,2619
4514,4151
4515,3299
4516,
4517,831
4518,1276
4519,1622
4520,2317
4521,3280
4522,
4523,4627
4524,303
4525,3697
4526,2379
4527,
4528,
4529,50
4530,4072
4531,1272
4532,4497
4533,2873
4534,4866
4535,4701
4536,2047
4537,689
4538,4944
4539,2292
4540,3121
4541,
4542,4252
4543,627
4544,1068
4545,997
4546,1090
4547,315
4548,
4549,
4550,3484
4551,1507
4552,3839
4553,
4554,1607
4555,
4556,2781
4557,4926
4558,2147
4559,2119
4560,728
4561,4574
4562,
4563,4837
4564,
4565,1774
4566,
4567,3113
4568,
4569,4592
4570,1422
4571,3365
4572,930
4573,622
4574,
4575,408
4576,4607
4577,4983
4578,2783
4579,4734
4580,616
4581,2025
4582,
4583,4725
4584,2657
4585,3023
4586,3907
4587,4126
4588,
4589,2758
4590,
4591,1776
4592,862
4593,42
4594,1662
4595,1824
4596,49
4597,4226
4598,4915
4599,973
4600,3529
4601,2392
4602,3806
4603,1118
4604,447
4605,397
4606,364
4607,2932
4608,273
4609,1610
4610,3190
4611,4169
4612,1992
4613,2320
4614,4576
4615,1303
4616,
4617,1443
4618,40
4619,2876
4620,1280
4621,
4622,2366
4623,
4624,1649
4625,4263
4626,
4627,1131
4628,1745
4629,4422
4630,
4631,
4632,2540
4633,
4634,1004
4635,4784
4636,3055
4637,3518
4638,578
4639,2813
4640,2931
4641,
4642,1253
4643,3714
4644,235
4645,4792
4646,
4647,1649
4648,104
4649,3816
4650,1332
4651,4661
4652,667
4653,2187
4654,
4655,
4656,4616
4657,
4658,2359
4659,879
4660,2462
4661,993
4662,2182
4663,4632
4664,2172
4665,2011
4666,2391
4667,3766
4668,14
4669,2868
4670,4921
4671,
4672,3051
4673,4027
4674,3780
4675,1293
4676,4620
4677,
4678,734
4679,1140
4680,73
4681,4785
4682,1668
4683,3764
4684,280
4685,374
4686,3265
4687,8
4688,3544
4689,769
4690,4612
4691,1865
4692,4635
4693,2000
4694,3359
4695,4313
4696,197
4697,2503
4698,1297
4699,1051
4700,235
4701,4230
4702,652
4703,3295
4704,1984
4705,1086
4706,4866
4707,
4708,4819
4709,3057
4710,1374
4711,758
4712,2537
4713,1163
4714,
4715,
4716,1084
4717,2646
4718,3087
4719,3454
4720,793
4721,71
4722,
4723,3795
4724,1613
4725,2312
4726,4867
4727,294
4728,
4729,2500
4730,1360
4731,1068
4732,424
4733,1974
4734,1739
4735,2467
4736,4812
4737,2618
4738,3572
4739,3446
4740,3810
4741,1603
4742,2113
4743,1406
4744,4965
4745,3807
4746,4094
4747,32
4748,1831
4749,4996
4750,2978
4751,468
4752,99
4753,2552
4754,2798
4755,1671
4756,2868
4757,2262
4758,2394
4759,982
4760,2928
4761,3285
4762,3340
4763,4164
4764,4270
4765,841
4766,1036
4767,2522
4768,865
4769,2282
4770,
4771,1875
4772,4762
4773,966
4774,4261
4775,667
4776,
4777,4639
4778,3885
4779,2811
4780,4374
4781,2012
4782,1244
4783,3242
4784,1692
4785,4795
4786,
4787,
4788,4213
4789,2606
4790,3486
4791,824
4792,2415
4793,3504
4794,4896
4795,2896
4796,1060
4797,2828
4798,1789
4799,1920
4800,4038
4801,1285
4802,
4803,4814
4804,
4805,3022
4806,3118
4807,4246
4808,1625
4809,333
4810,344
4811,783
4812,1775
4813,2004
4814,4685
4815,4384
4816,2868
4817,1766
4818,2244
4819,3682
4820,2343
4821,2643
4822,4840
4823,1856
4824,
4825,957
4826,4619
4827,2711
4828,1571
4829,3673
4830,1
4831,3458
4832,4099
4833,
4834,444
4835,
4836,4840
4837,2552
4838,733
4839,
4840,
4841,1323
4842,770
4843,4679
4844,518
4845,2344
4846,1960
4847,
4848,2386
4849,4472
4850,3735
4851,4134
4852,4118
4853,4121
4854,1210
4855,2867
4856,4153
4857,
4858,3560
4859,3764
4860,2927
4861,4390
4862,4434
4863,3587
4864,4903
4865,779
4866,2635
4867,
4868,1147
4869,4491
4870,3677
4871,1132
4872,4899
4873,4003
4874,4450
4875,4044
4876,
4877,3645
4878,
4879,1612
4880,1307
4881,1343
4882,1065
4883,
4884,287
4885,3664
4886,2308
4887,3444
4888,4129
4889,121
4890,2109
4891,
4892,1766
4893,2580
4894,3112
4895,3270
4896,1586
4897,
4898,4441
4899,3280
4900,753
4901,4051
4902,3702
4903,105
4904,4453
4905,511
4906,1812
4907,519
4908,1418
4909,4502
4910,1412
4911,4324
4912,2510
4913,
4914,4433
4915,2100
4916,
4917,4862
4918,2284
4919,1486
4920,4889
4921,399
4922,2663
4923,3405
4924,640
4925,4541
4926,4200
4927,
4928,2712
4929,4868
4930,
4931,2827
4932,
4933,3454
4934,4514
4935,838
4936,
4937,2940
4938,
4939,3817
4940,4521
4941,
4942,4334
4943,3511
4944,4560
4945,1405
4946,
4947,4939
4948,2380
4949,2034
4950,2071
4951,3087
4952,
4953,4126
4954,
4955,4265
4956,4333
4957,4424
4958,2582
4959,2978
4960,
4961,155
4962,1263
4963,4157
4964,91
4965,3501
4966,4295
4967,1818
4968,1642
4969,1222
4970,3925
4971,
4972,
4973,4019
4974,
4975,4770
4976,2805
4977,4199
4978,4196
4979,4612
4980,4493
4981,967
4982,1953
4983,698
4984,2039
4985,
4986,679
4987,3956
4988,1363
4989,1520
4990,
4991,4733
4992,2818
4993,2422
4994,1747
4995,4291
4996,3081
4997,2537
4998,1478
4999,1603
5000,4790
