IdP,IdC
2340,272
3065,788
3927,3323
106,1204
2258,1719
4612,3538
4805,3407
3680,3308
3318,2687
3662,4311
58,4779
80,4086
271,2240
4679,3741
2142,1530
1608,424
2340,2195
2970,2687
3162,3783
2716,393
491,4794
159,1791
1800,4944
386,3261
2901,2059
4722,1939
2945,166
1812,3915
4450,1715
4758,2680
1611,2997
1786,2826
3054,2569
4510,1173
469,2177
2002,1069
756,1272
447,1242
1617,1758
696,219
3194,1195
2791,2196
1871,816
4843,1952
3486,1903
3457,3751
806,3897
3536,379
3077,3656
3974,872
363,2417
2492,3127
2323,1755
261,363
1568,1140
1001,2641
4064,2651
514,1358
3032,3535
814,3692
4105,10
2974,4332
1939,1730
2634,3475
2386,356
2969,3476
1966,3175
4950,4652
2194,2161
2390,3447
4754,796
1338,463
2511,4000
2272,4755
4497,3697
100,859
2724,3275
3782,4510
4057,4824
2277,1749
3569,2311
2144,1465
4325,2485
3237,4314
2795,4549
1294,3386
3744,772
660,924
1698,2015
2462,210
2758,1302
2927,3437
1790,4368
2205,201
146,3114
4977,4648
1360,1789
3780,312
2758,1037
2645,2020
2940,1813
3408,3961
1413,1399
2380,2540
2196,2490
4892,1898
3953,3698
4359,3907
2197,1359
317,4698
1873,1759
2693,294
1255,2682
631,2573
1007,478
307,4606
1899,835
1611,2630
3422,1344
3813,4668
3096,4401
3960,4555
753,4065
2184,3529
2494,1834
4560,4545
2455,3231
3407,1890
2795,2843
2755,4544
609,870
1157,2798
705,4314
1755,1938
4555,971
1303,2329
3404,1330
1985,2183
2821,2553
4679,2114
2557,595
3913,2761
1539,1040
2440,4637
4600,4091
1190,3061
3847,1095
2726,805
2561,4718
4350,1079
1859,3171
2656,1111
4284,4335
227,3704
630,3382
1405,1205
2279,948
2442,937
4021,4213
3112,2857
3421,3380
125,1528
1921,1832
2241,3614
793,4258
1912,4507
3171,2724
306,2498
679,3597
3836,898
4000,418
2988,2750
4870,1979
1245,3388
1942,558
4763,984
1908,1121
4351,3935
1309,3453
4995,3843
1514,2436
4224,2053
3165,3536
4018,4364
3184,3574
1885,379
1077,4015
4332,3126
521,3006
4951,2292
2581,3097
1685,186
2967,1500
4153,3783
1206,4988
1919,3107
4190,2307
1341,16
4825,2142
3174,2890
3628,2611
1060,157
3465,309
4432,4186
341,4481
4904,2491
2813,3298
158,3953
4179,3910
4175,2253
1487,3658
1643,3097
2526,3867
872,3559
1296,4685
297,4977
1895,1300
1007,988
2481,3238
4755,2597
305,4071
4025,870
3724,2148
2332,535
1587,2750
290,4827
4450,3601
1067,2578
4132,445
430,3250
1895,893
910,288
895,2231
1657,2810
3104,792
4513,2682
806,2782
4634,767
2308,1847
1732,1017
1191,2893
3086,3264
2922,2406
4815,1691
2666,981
117,71
3496,1152
3085,127
4136,3661
2615,2358
1417,1351
4867,3952
3150,2518
4480,2656
455,2525
446,2916
1942,3541
1128,763
1972,836
939,3300
1259,1952
609,270
740,2163
2156,3860
1558,3438
56,4043
1772,4356
1381,3114
1607,3709
4218,3482
1870,1951
4979,3840
3842,4576
208,1752
3809,3813
2037,2964
4671,3247
2477,3725
3322,933
2306,2373
2073,3574
4125,2241
1535,4415
2524,1175
2734,43
80,3318
3866,3388
3224,3024
416,790
2219,4644
4956,4286
3260,2871
3962,4583
4636,4091
2877,1882
4569,2775
2209,3167
2187,1497
3485,36
3902,2587
4935,587
4002,2039
709,4518
268,1398
1569,1842
115,927
2867,2456
649,3437
973,2814
328,4076
1275,1866
2966,4044
1281,2678
2972,608
3835,1507
2583,3911
2647,708
783,894
2335,862
2748,4235
4336,121
609,2107
4335,452
2318,1372
4024,1805
2909,2150
2043,2056
1114,443
2100,1230
2996,691
1462,4849
2482,473
463,1203
3133,1761
4986,2566
804,1600
587,4769
930,3003
3006,517
4619,1047
2440,4757
4472,3667
4768,1503
1457,965
277,4451
1761,211
923,4207
228,3633
4054,2063
2221,3600
1962,1977
3619,3871
1383,4409
814,3504
1278,4497
3073,4183
3483,4788
2523,183
4491,2540
4682,2706
2364,3737
2475,1344
1245,4283
1824,751
3435,2185
2638,421
4209,463
4893,3418
1352,4268
3384,309
1607,1552
3046,919
1918,934
3252,141
3551,4433
1017,4895
2761,1115
2382,3183
75,2987
943,3153
2267,3382
1449,2543
2979,35
578,2430
3963,3669
3530,2182
1025,3504
3809,1438
3492,4062
4730,3609
894,450
339,4872
803,3368
2174,2611
1292,1198
4280,818
778,3932
2511,2560
403,4833
3820,429
2849,5
2453,3532
3983,3574
2527,2964
2938,4086
4236,1418
2128,4884
800,2033
1058,468
4812,4264
1699,984
2467,463
1599,667
923,4894
1301,4519
2962,499
4050,4587
4533,4189
864,3903
1536,1487
4031,3872
964,215
4203,825
4801,2464
109,2542
4020,2325
3749,429
4844,2914
2431,2031
3798,4181
319,2162
4101,3133
3043,238
1452,330
230,2131
1219,1654
685,1698
1248,1151
448,2341
2512,3118
1532,4773
2814,525
867,1919
2301,4582
3037,2890
4526,4336
4950,1703
997,1180
1866,4649
2945,3896
1811,1639
775,234
2594,4514
1776,4016
61,174
3487,4247
1477,3230
1637,4428
4304,189
3043,4346
2256,1845
1395,4397
2657,2256
2602,3056
3381,3587
2735,2662
2778,4870
4277,2095
1021,520
397,3727
908,3356
4485,1812
2242,3847
366,2954
4742,1437
2570,4741
3355,3441
2490,2009
4876,1946
2546,2699
450,4963
1867,4077
1701,2351
775,4391
232,2076
751,4800
2569,3709
374,2106
3164,3225
2724,3476
3365,4196
1815,739
2439,4339
37,3104
196,3073
2422,1342
2534,2834
488,4769
4054,1599
848,394
2298,4678
2464,2136
1211,125
2177,4848
1717,1047
1596,4805
1524,3060
4118,4408
85,188
4739,1615
399,1194
145,2470
965,4595
4708,873
1725,78
3191,1496
3233,499
4645,1282
2280,3384
4068,1824
3130,3085
3101,1760
399,2203
440,827
1698,2140
3331,2548
1278,4641
2144,4419
2816,2317
4930,1467
4995,3203
3416,1146
2488,2735
3594,2189
3127,4766
4676,723
1561,3066
905,909
873,4025
1854,3365
3132,4897
1252,908
3780,4898
3819,3232
754,730
1564,2811
111,3829
3024,1355
1072,3573
1074,3583
1092,2681
3302,1742
99,4212
4782,2999
541,4020
4599,2744
461,1008
3400,4026
1850,4626
1938,2967
3968,3919
4201,166
1631,2569
2192,123
329,189
1236,3046
2687,3049
169,960
4858,2453
2970,2848
4894,4623
107,4986
1063,2063
3605,2860
1231,3562
4582,2332
4978,2027
227,480
3437,3695
4521,2654
4991,1493
2899,3982
3571,3399
1865,2653
1417,4120
152,1848
3148,3579
3016,3189
2735,1269
1058,2372
2533,1739
1264,3151
3490,2320
3605,534
4467,494
2911,4474
642,4314
3203,1398
3996,3214
2978,4199
1393,4808
1404,2351
3963,766
4548,3470
3643,4330
17,3659
1976,760
4575,1503
1885,420
4356,3352
2976,1569
3733,2269
3631,497
4927,730
4766,2469
1880,3695
3001,3118
2141,2994
416,2106
2093,4189
550,105
540,1363
3127,3944
2566,3206
1259,3622
1467,3809
697,3268
3703,2794
4850,2113
1136,3511
4021,1658
2511,4033
3240,956
1210,959
3321,3631
354,2233
3631,4375
950,4787
73,4684
1537,267
2427,720
573,111
1835,2605
4501,600
506,1017
908,410
52,4830
4321,452
4030,2612
862,264
1746,3593
1527,3545
2755,1653
2318,2332
2762,3035
4426,522
877,1396
4454,2737
2461,2440
2871,4763
1406,3087
117,661
749,3540
4719,2950
3374,2319
3386,930
334,2579
2343,331
971,3933
4569,3098
1013,3720
1431,898
4168,391
3098,4269
2778,959
1536,4756
4643,4272
3776,2633
6,3698
3641,2846
3243,4643
4014,611
3362,2116
1883,456
1335,1122
2900,3165
1213,2110
3357,455
2900,4419
3086,3980
300,2186
2630,3467
4363,2700
1073,2584
2191,4225
2209,3061
2999,3140
759,3918
2657,3628
4825,912
1560,3037
140,3826
4102,2656
1408,4813
2846,4146
4220,2106
2887,1469
3951,3531
3569,1509
1098,2015
1215,1570
4824,3084
4869,1341
1994,4973
2263,2839
4945,3277
2610,1352
2883,9
4655,3098
4523,1708
1810,4188
27,2893
85,1140
3432,3535
3110,4534
882,641
4712,2481
4885,3433
3524,327
470,3402
2884,4326
25,2974
3924,4980
3362,3090
4051,310
4980,2310
3583,64
4067,2228
3686,2091
3857,4124
4649,3700
2741,2535
4565,749
3861,27
1821,1103
2210,123
4197,976
2484,504
2492,3566
2697,4802
2033,2693
2590,2816
4318,1452
2124,1983
4653,691
1824,4827
4255,3725
1272,413
4052,4140
4664,1022
250,2928
4555,2911
1822,3537
2069,1518
3645,4943
4629,3904
4114,1258
4214,1084
4062,270
3960,3555
1290,1856
1126,3153
326,1376
669,1725
698,1732
2326,2681
3119,830
970,712
2249,1524
2832,43
583,3328
2724,2698
349,601
4643,4932
4432,301
4098,1511
4344,536
3142,1801
4487,4891
803,1717
4999,2384
3010,676
1846,3723
2577,532
1763,3449
2100,256
2665,2750
1204,1
981,1734
3590,4177
437,4525
1715,229
4032,4753
3293,4925
2810,1012
1307,3117
1767,2998
4082,2675
947,1874
534,4170
2732,4032
1511,386
2813,2354
4970,4644
372,2484
4538,3080
4918,22
3807,473
3446,3855
856,2326
1572,4928
3372,1815
214,4250
1512,2224
3427,331
1189,482
3994,3970
3718,4658
4651,4815
3330,68
2595,682
4040,722
3500,3608
1528,2909
2024,2706
4719,4998
4502,207
1132,3751
1,2191
2964,1492
3501,4622
576,4324
1681,4556
526,4929
2481,2465
4777,3762
1947,4262
2153,340
1091,4767
3425,2738
1166,2982
4187,4335
3338,4241
724,1440
273,1217
2365,850
3861,1008
3682,2172
2542,4721
1103,3237
4980,3044
2118,2309
4118,306
3703,4936
90,214
4942,1294
4866,3645
2488,4879
1253,2572
3852,3997
597,1254
3904,3504
1577,3571
1838,4728
2268,842
67,4691
1922,1780
4017,3983
2638,571
3622,4784
2892,4319
713,3773
3066,4689
432,3469
3633,1023
872,3025
3814,2027
2744,3851
2604,2388
4898,4044
385,1828
4991,4627
277,1475
4644,1103
4643,4284
1331,2232
2422,4128
2663,3272
1835,2832
2848,4817
4237,2310
4601,4000
1535,1136
3164,1746
724,2253
4699,3743
1719,2934
3692,263
1710,962
4951,3799
228,1918
2015,1423
1373,4780
4444,3791
3138,4184
180,1821
1839,3070
3888,2995
2057,1797
4324,59
2063,3638
3218,2647
1767,2619
3323,3214
2565,609
4865,2765
1151,1586
872,2503
2685,3921
1545,3974
570,1582
2823,2096
4092,2129
2222,780
1091,3307
540,1254
4093,901
1334,3070
4000,4318
485,1286
3473,2239
4870,2943
1568,3771
2101,4743
2909,3932
2903,1854
4411,4330
4441,2655
3107,3187
3625,881
774,3961
4562,3765
4004,1663
4393,4866
2782,4357
3834,1577
1189,4087
924,2915
1284,2401
3014,1589
4529,2004
3903,3478
2083,338
4458,171
2101,2851
2507,2930
879,4946
4406,194
4462,3919
4090,1690
642,4271
2555,2571
1732,4543
3109,470
2542,1828
693,433
4502,1959
2886,3240
923,1120
2986,4767
153,1856
359,2000
592,3874
4812,3503
1494,440
3798,1891
2027,2320
618,3237
2755,4520
373,1383
3658,3098
3977,4867
2814,181
2679,4411
165,4203
1836,3527
3640,3959
3089,2837
182,519
2211,3764
4919,4383
713,1615
1697,1509
1128,1421
2295,1783
1842,3405
418,1730
4679,1606
841,2128
748,494
378,3626
3248,521
241,4140
4492,831
4284,1170
4013,3526
3938,2167
2561,322
4875,2947
1368,4263
2285,4465
3065,4724
1228,676
4274,3393
522,700
1036,129
525,2468
1676,2509
3933,3764
4535,4061
3416,4619
2351,2428
458,723
1138,1469
601,4013
1313,1388
4464,1540
1713,2414
4301,1781
852,4348
4307,110
3821,1832
3807,1868
1353,3634
2838,4005
1342,3349
2439,2960
3054,224
2165,629
3479,4815
1983,1794
806,2118
4552,3702
2902,3686
2857,795
2083,2075
4123,2161
3759,1433
795,386
761,984
4613,1538
361,4998
1056,2357
4023,1058
4885,548
4394,2200
2331,203
3864,19
1019,3701
617,1138
2231,2434
876,2356
1999,2414
4984,3393
1785,3610
307,1465
2125,3062
1968,2082
3198,3481
1166,3379
430,619
433,18
435,1695
278,4732
3931,4487
3794,2815
3387,1900
3328,3100
736,2346
1792,2439
1276,1981
5,3204
3692,4170
3240,1880
3614,3552
4588,1859
2243,1135
2615,550
4250,3445
3226,1847
1358,4322
1037,1149
1050,4872
4794,3024
2702,689
3388,827
4779,2217
2022,3253
199,4334
4811,1713
2826,130
279,262
1511,1205
3378,934
1040,1293
3594,1075
4462,1957
2895,2470
3194,1204
4217,2336
3382,3841
237,3574
4161,1825
727,4955
3976,1124
2084,8
1163,2910
4341,2289
2025,3619
4282,2115
3881,2435
27,4272
2193,2406
2026,2089
3396,1499
3043,1574
940,4866
4369,2849
2111,1747
4032,683
4850,1653
2880,2977
1673,604
1758,1886
1863,4205
4118,1085
1755,2584
1665,4851
1990,4124
4737,3502
2996,645
261,4963
1007,1548
2673,396
930,1763
3675,3142
4236,1280
3814,1011
4263,2310
4877,3642
3646,4209
2945,4528
2097,2550
577,3851
4708,2662
269,1079
4636,2813
3376,2879
379,13
2128,368
191,1624
2747,1140
4427,272
4421,3629
3596,1996
340,849
985,2164
1423,2892
525,1609
73,4563
2940,3307
3372,3920
2322,1365
2070,3122
2628,2051
3866,3862
4464,2116
1838,1069
1861,3399
4114,1057
3621,2502
3936,835
2021,3462
3358,2768
2002,3884
2869,1457
1128,4036
120,2010
3173,3865
4009,3143
4076,983
4682,717
4943,1822
2876,1846
2736,95
4995,1210
4892,1809
1342,3223
2546,3595
1754,1410
1778,4063
4323,1840
2723,3843
2793,551
397,3555
4649,531
2000,4276
2986,707
3385,148
4561,516
4632,3386
1583,827
2501,4790
3457,2632
3769,4572
4936,4634
1382,3027
2812,2215
2870,3302
3068,2462
3651,2999
4503,407
2661,3816
2105,714
960,4547
4032,4785
1114,1230
4061,717
1783,1407
3290,1184
4425,1288
3851,803
2970,1294
1056,2081
3688,1970
824,3600
2420,4711
3344,3040
2847,218
1737,1525
1995,169
139,2712
616,3190
2680,4357
4270,973
4981,2395
2807,2305
1347,2341
1270,2320
1599,1184
1438,4057
1603,2010
2848,1377
2674,3239
2072,4885
4239,2951
930,3177
145,151
3857,4020
1091,3890
1188,1772
3823,1451
3059,4647
2905,11
3862,459
2678,1267
1634,2117
1032,1593
850,2248
3207,4524
3700,3770
3843,1062
4589,2754
4481,2546
4698,2555
3018,1383
2726,313
4786,2140
408,4597
498,1115
1467,937
911,3204
2149,323
3670,2652
2724,1561
3821,4773
3248,2621
1096,2342
1621,1815
3160,1456
128,3827
4700,326
63,4499
776,4411
3236,2198
4398,4038
4635,222
2752,889
1933,1382
4158,3920
4838,59
4631,4836
1746,1359
2319,1639
1473,3497
4787,448
1473,2868
2880,2293
2774,2738
1703,4983
2880,867
1120,1221
167,428
4193,1320
300,3640
4648,3628
1870,3518
3965,1794
1369,3585
3543,3514
1810,3167
2053,3351
3309,3029
2185,3523
1285,3792
3222,218
3883,44
4518,4948
3172,3582
4739,4460
3064,1041
3024,2050
1788,4842
2273,4670
2480,3493
450,4321
1545,1500
4367,3666
2206,1513
1231,3948
666,4321
3358,1256
135,3531
2838,4553
1486,4822
399,4609
2601,1033
3388,2179
329,1745
3087,2570
860,2223
3021,2443
154,4005
1076,4714
1685,4750
101,4229
424,2873
2966,2507
520,1616
3805,163
4439,3785
4328,486
41,3204
2327,3075
1950,1046
2510,3692
490,4541
1861,2962
2850,4231
2306,249
4069,4052
3228,3012
2849,1681
899,4562
4158,4173
307,1198
2883,3923
2181,2408
365,4388
1915,4600
729,3094
2465,4888
374,256
3663,433
2956,4145
2240,1045
659,1199
4760,738
3551,2750
3364,1437
3401,747
2141,4278
1596,3737
1928,3469
3069,4135
4592,419
682,4613
3694,4734
1064,1398
4143,3243
2273,1257
980,3661
2878,3520
361,1449
4490,3136
3666,4073
2513,3669
3955,3006
3440,3630
2906,513
744,4485
417,1899
104,1613
1068,2147
823,4019
2224,213
3869,4787
1551,2244
2174,747
2739,3060
1356,3273
447,1317
3888,4644
3461,3664
2034,3959
2279,3676
1496,2801
2418,2639
4240,3509
1361,3421
1358,4579
2347,3311
2384,1965
3291,4183
423,2321
4883,1527
4190,2480
4180,3472
4306,781
4393,2993
359,170
3474,1883
4887,613
279,3558
2966,1022
4642,2387
1173,4667
2244,2082
1772,2729
13,3729
2219,1033
2185,4826
3,3664
3344,3727
4588,305
973,4894
1764,299
480,2175
2462,4411
2001,3309
3006,525
1249,3963
4605,1763
191,1116
2827,619
4432,866
3660,2423
2341,1474
726,4315
2299,1866
1170,2642
24,4716
296,2292
3238,4210
361,4164
1569,3622
4488,370
1735,1502
1487,2958
267,1486
2941,78
296,1779
646,3601
2337,4853
470,418
727,3995
1087,1759
1049,99
2844,2819
1378,1206
1098,1459
1921,2588
4875,1707
1157,1669
2982,1588
2738,2858
3167,1701
2869,1179
736,2761
3940,789
3628,4519
4280,2847
2724,3344
449,4382
449,1427
298,4744
1055,4218
1986,4017
1998,829
2916,2254
66,807
1184,2326
3924,4976
35,1457
2550,1469
1391,2166
943,2990
2757,4761
2813,100
4566,372
3029,2881
2122,2760
2616,3361
1596,1444
3615,1334
1761,3962
1169,865
3145,4158
2072,4738
454,889
3119,1715
4097,3831
733,1517
4320,631
742,918
3504,1534
3003,709
2040,2597
1138,1746
1431,4750
3083,2329
3004,1192
2620,3523
2029,940
870,2171
1353,1798
3764,3626
3182,2468
3270,2678
4462,457
4660,4392
912,4628
1984,4911
4911,1091
4815,3015
1126,297
4288,4976
1614,2575
760,4987
4374,3486
3937,1584
2835,4536
1414,4396
2352,2040
1929,4990
2825,2453
3964,2611
4529,4185
4246,1326
244,850
133,2199
2748,2661
3321,4350
446,1378
2434,532
4804,3210
3151,467
4674,2276
2740,2211
4576,566
3773,3530
4290,359
2455,4379
3182,2311
4211,2444
3153,3749
2106,1558
4328,4356
4415,4915
693,867
2054,4732
2898,4030
2621,3049
38,658
1370,2357
4133,2364
1207,3912
228,3735
4066,4068
555,4086
1811,2607
4403,1239
1547,4344
4073,641
3646,2466
708,1875
3857,4148
4509,4607
2078,658
2855,3876
3099,2235
2842,706
1968,2857
2991,167
2121,991
581,1674
3524,2803
2498,2763
639,3018
1644,2006
3674,452
53,2487
4411,175
889,3229
2751,3058
1641,2207
1377,4080
3826,2720
418,2086
4292,1868
1780,2474
4196,1264
2464,1337
1585,2284
1278,772
4245,2050
3035,320
2592,3346
3886,1782
2973,3865
2732,2610
1085,2813
4136,1231
4497,4682
137,284
4606,4024
3865,2115
4848,793
4674,1902
2775,2434
1281,1612
4294,1286
2773,3387
4269,1738
4744,2397
3079,1441
1320,368
182,3260
4735,2052
2625,537
1545,1194
2429,3199
3486,380
1745,30
3116,1242
3301,986
1963,2974
2740,4999
904,4534
2246,4689
830,4757
4194,1613
4837,3010
2482,4300
4451,3924
3604,2824
1263,3097
3372,763
2395,4574
3913,3227
1230,2424
3543,1294
4353,1508
4407,1000
76,4727
1644,478
554,1802
2466,1159
11,1722
1704,4602
93,2047
2773,3952
3041,4802
4300,3628
3861,539
491,2765
2324,1185
4448,4664
3072,581
1350,492
4128,1455
4935,920
1624,691
3556,2439
4983,628
1945,606
4396,4133
4534,4037
4452,1162
2424,228
2669,4433
1142,651
3987,3084
879,743
3905,3247
3102,4747
3712,4223
79,676
2361,2083
4172,1979
1044,2266
2967,2115
308,1450
734,4084
58,3355
243,1062
3434,854
127,1221
3471,3365
3324,4575
2114,2235
4231,1126
2527,4865
1560,688
4538,2745
3740,3661
3165,4839
117,3140
653,1723
1715,2962
168,2754
3699,4189
130,2884
2695,237
3670,1283
846,4400
4356,3486
3755,3108
4166,2428
1004,2458
2208,1405
3073,1064
4119,3626
4800,426
2279,1175
1869,3587
601,1758
2360,34
3344,4852
3497,2035
3722,2296
1832,3748
2792,1875
4284,129
2742,3318
754,4077
4387,928
4753,4278
2647,1446
739,2988
4806,1925
2301,1803
200,127
3128,4141
498,4360
2817,246
3303,976
3866,3299
4719,2682
882,4493
1831,1131
1017,857
1371,831
1637,4581
4894,2822
4373,2416
4199,2860
3795,241
3570,1094
1288,4436
2914,3021
3069,3476
4994,2260
263,72
4101,3146
3515,3408
3991,4059
1735,1362
2270,4389
4358,1619
1411,2942
2956,1980
4043,3272
1258,4997
2508,4220
3439,715
3473,3447
1553,4307
4191,1008
4839,3538
1582,2081
3512,2285
4423,3411
1130,944
1294,115
1871,3154
1838,2357
2332,3872
235,4993
2670,149
3300,3414
3352,516
2382,1979
67,2506
4379,3807
4266,685
4714,1107
4026,2619
1071,1093
4424,4337
2176,1452
2449,1294
1885,1819
704,1212
3857,2470
301,1561
65,186
2991,793
294,3345
4562,3664
278,3467
492,4387
3134,4279
84,4030
1734,4436
113,4799
3540,435
1305,2112
1976,1533
1145,3761
3652,2375
2910,1249
3038,433
4446,3147
3581,374
3831,3755
4516,1405
2355,4028
1666,1719
378,308
3308,2784
4781,559
3519,2743
4529,3752
2867,4525
3721,3458
1645,3046
779,1304
1150,3678
4291,1884
3100,2262
2772,1890
4616,461
3335,995
3880,3596
1969,4857
2033,2394
1606,4395
783,4901
3428,3363
1147,1892
4146,2575
1901,2380
3441,3722
4467,3829
2138,4224
4939,4821
3081,4142
1118,4869
1155,223
4649,3068
2379,2266
4737,1016
2716,4107
4852,1876
1418,752
4610,1311
320,3185
1863,2441
1340,976
2334,4048
2824,4640
1351,2586
3522,4862
3416,546
379,356
4361,2995
1047,3498
260,1371
3020,4572
3009,131
1770,261
1235,3199
4912,4353
4305,987
2195,3309
3410,4746
3119,380
698,1163
4230,3161
4592,2638
2949,2238
4703,2164
4373,2872
587,4639
2362,1900
2591,3074
1769,4259
3585,4251
708,1846
608,1513
3628,4528
609,1226
1970,4313
1883,4309
3517,987
755,3952
697,621
1192,3318
2488,3386
3859,1004
1882,2036
1421,3442
1474,4758
2138,113
4120,3158
1742,1984
2148,4923
4023,4357
404,2358
1947,959
480,682
2452,765
423,3340
3551,4271
3729,550
129,2887
2327,4578
205,3815
2250,4924
2888,3977
1442,3123
1811,280
4313,4777
1996,546
1304,3801
801,2687
1544,3299
206,1049
1089,2398
4926,3404
1376,1504
4246,955
241,405
4282,2658
4960,934
1523,1530
1750,342
3774,2371
1775,2323
4348,4552
1397,974
4809,4673
1411,1775
2996,3963
3086,1275
3921,1386
1821,3143
1567,1725
3968,1432
2748,2432
1328,4197
2937,2129
3113,3025
4919,2110
4269,1869
1355,1009
524,3668
915,3831
186,525
1334,2115
662,2313
4207,4071
2967,2500
3828,799
4670,2845
47,4208
4297,1628
2384,316
4522,2245
1035,3005
989,4617
1171,2499
2034,2939
2294,3821
2055,414
120,2804
4679,2711
59,1567
41,2748
471,2015
3335,238
4085,2590
4506,4918
46,4961
1801,2424
2637,4445
3788,2911
2182,4700
4028,3622
283,3993
4957,2967
1160,3005
2229,1212
1610,1684
609,2066
2507,1568
4559,4594
3087,473
3665,4619
1739,4363
120,155
4578,2430
4995,2267
4957,1427
2445,370
1935,1798
3717,694
15,3652
4419,2597
1600,933
4953,1076
2934,301
4014,2455
547,2163
4109,4784
1323,4510
4868,1401
387,3858
145,1792
3459,4002
3428,2667
1831,2642
3347,468
4312,4919
958,3230
4789,1583
239,1642
235,3572
1027,1142
2865,4473
1261,3489
4902,4527
4171,2969
195,4262
1532,229
3086,994
1169,1070
596,3830
3305,1921
1531,243
1419,3359
2332,208
1287,1480
3732,532
1484,2151
2461,4859
4621,3690
1249,642
441,3253
4060,3791
3520,2468
2861,3733
3197,1565
261,2159
543,138
4302,1941
2620,1279
1977,4887
4226,2321
1155,3558
4456,1136
1514,2094
3970,4188
537,505
2674,1966
2583,112
1687,3157
146,4081
1602,4146
2774,2825
4066,3353
4466,2317
3812,1996
1394,1637
1075,2722
3517,4246
3625,243
679,3933
1058,1975
4687,3813
193,547
3339,2433
903,3917
2359,2670
2906,517
4160,83
4756,4964
2392,4811
69,443
1860,1216
2911,3750
391,2561
3536,1175
335,145
2318,1715
1955,3903
3067,1586
3935,3257
2285,3673
771,2699
2624,2753
406,920
1750,1333
1048,4235
1833,3824
2625,4329
1627,1179
2766,2307
2613,2313
1194,3096
4435,1711
144,2116
3146,3092
931,3120
4760,4952
3423,124
4601,484
686,3223
3054,1716
3820,128
163,2147
519,4462
1539,3335
966,4438
3331,4062
1146,676
344,2486
1650,4583
1101,4714
233,1818
503,4235
2678,2320
1608,1285
89,4492
4659,129
2633,20
4033,1188
4259,4971
2419,2744
4504,3460
2790,1742
4745,2297
2795,1183
2896,1607
352,765
1375,3043
2413,2275
3373,4480
3007,412
4032,3380
2631,3730
1058,1732
2338,4489
1794,4953
4479,2139
2747,2738
2182,1904
4998,2204
4529,4610
4304,2536
4763,103
1235,3800
3798,825
2635,1117
1263,2785
3305,1325
3142,1300
1433,1539
2862,4794
3416,1438
3415,215
1570,3599
3281,3953
4097,3779
2907,4851
4733,1648
1028,2126
1542,3441
2787,3756
933,3844
1763,2013
667,599
4258,1789
1234,1351
2512,808
129,1542
4080,1412
2244,1179
3933,1011
1824,3755
2084,1701
3088,4284
2300,3071
1099,1495
4601,3163
315,193
40,957
904,293
4912,239
149,2217
4320,543
4970,1952
3552,2681
4369,589
1781,505
4833,558
1739,4233
909,4193
293,3469
2634,2864
3958,1895
3063,3232
471,4541
2208,3460
3591,879
2507,1240
307,271
4761,3436
1895,2144
2127,2222
3117,1570
2433,4352
2137,69
87,3428
2127,2787
511,2783
4021,745
3374,2331
53,1795
2900,2312
732,2024
622,1329
3809,4611
4638,1459
1939,955
643,1449
3944,4880
2912,4435
2308,3417
2742,3137
4538,1365
2350,1435
698,511
3482,1890
4950,3491
4257,224
3850,3028
1768,3262
138,2050
3002,4929
1306,3024
3515,331
4714,2193
2666,3673
761,3026
2886,2352
1308,2338
4295,4722
2940,2921
424,29
130,2704
4152,456
789,4457
936,961
259,851
4975,2001
4064,3843
2914,4916
1843,184
1135,3057
127,769
4326,3506
43,2478
3428,1938
4077,1578
3881,2711
4260,1041
1063,975
179,1217
1708,2261
1604,1598
631,4744
3030,2486
1392,4146
4929,3372
3307,2902
3658,4097
2342,2210
3733,3263
1040,279
3558,1223
2918,1366
2621,303
1184,3595
1681,30
4531,4200
2513,4185
886,4009
2901,460
2265,4344
3318,7
912,699
73,2318
1493,2564
4415,135
140,2250
1280,4106
2160,4294
2164,1457
3230,3454
3572,3599
909,4477
4438,2923
2666,3608
411,4080
2855,111
4762,670
4624,1866
1127,2937
4941,3671
4441,3455
3812,418
1521,749
4164,817
1319,1047
2036,926
269,4386
3283,4174
4674,1677
963,3737
4887,2935
2455,2395
2103,1529
3929,3950
1278,3989
3850,256
1177,1393
1019,4182
3085,1498
1366,991
1262,3082
4170,1106
4593,2874
2325,3853
1012,4632
2621,1312
2849,1682
4552,2791
3727,638
3793,2928
1176,3767
1990,3972
3156,3543
3569,1134
447,2670
4746,955
4164,4163
1978,3522
297,437
3899,2314
3843,4528
751,2432
3670,1247
2553,2534
1360,2604
286,4509
683,1072
4630,4150
2042,3192
2928,4924
1285,2996
3161,4387
3236,968
2627,507
4082,3926
2235,2685
1609,3011
195,3607
4167,1342
3115,2436
3667,1174
3180,4216
3629,506
2128,2058
4771,4176
1800,4551
3015,1014
4620,4755
4457,3710
4491,3397
2451,921
4711,3382
1031,3142
1296,4413
3072,2290
4894,4359
4304,735
921,4326
2447,3586
4805,503
39,954
1386,3470
4630,3882
794,873
1424,1710
3392,3205
846,58
3528,2631
2290,2728
1781,4226
948,4589
2206,1156
516,2191
2409,3088
2765,1114
895,1063
1500,1811
2099,396
1870,2749
3768,3330
4386,3228
1307,2050
683,2113
3633,2763
1752,1815
2983,1440
4756,455
644,2191
960,376
2024,2268
4767,4994
906,3374
2584,736
2037,399
106,3964
4568,1576
4915,4947
1116,4639
4545,1542
3610,2119
1654,3283
