IdO,IdM,IdE,date_entretien
854,3908,4467,2018-07-09
357,4733,143,2014-07-09
3782,4342,2517,2022-08-05
542,1427,4881,2016-03-26
88,3750,4061,2024-09-14
4669,327,420,2006-07-26
4467,2616,128,2017-03-05
1317,1973,1549,2003-03-02
961,301,250,2024-12-10
4936,3508,4735,2000-09-07
2587,1741,3117,2018-01-07
989,879,1284,2010-11-09
1539,3578,1766,2022-07-29
4633,79,3041,2014-07-09
344,1439,1594,2011-02-12
3207,3090,1709,2009-02-09
4869,4629,2640,2012-07-28
4333,1755,1106,2004-10-07
3054,1113,4165,2005-04-06
2834,1832,1393,2012-05-17
4982,1905,802,2023-08-04
2075,2189,413,2005-02-12
1644,4696,2660,2009-11-13
370,2146,4707,2020-05-13
2872,2130,3208,2001-10-10
2937,3093,2195,2011-02-07
937,4703,643,2023-07-04
2525,4968,1854,2012-05-17
929,463,392,2012-09-30
626,2858,4490,2017-03-26
3743,4017,4256,2007-10-23
3793,3637,2769,2001-06-23
4744,1975,3698,2016-08-31
1611,613,1808,2003-10-26
1126,2590,3645,2021-08-20
592,467,2965,2017-09-07
927,2253,1415,2018-08-20
4137,1854,3645,2010-03-22
1089,1107,3583,2013-01-15
1194,2240,4263,2016-10-18
839,4990,2617,2007-08-25
3555,1149,692,2013-01-10
2276,2119,2799,2006-10-15
712,3173,3971,2010-10-17
4312,4635,2136,2019-05-17
4601,2994,3807,2017-09-16
10,4676,4185,2007-04-06
2304,1152,2255,2009-01-16
324,3335,4448,2020-02-28
326,678,4983,2016-05-30
2961,4223,1565,2022-06-30
1084,1837,2717,2006-06-30
2135,3011,509,2002-01-28
2816,4932,3076,2013-05-31
3514,3199,3374,2009-11-05
653,2365,1760,2007-06-24
889,3883,401,2019-12-11
1904,549,1128,2001-06-25
2080,266,327,2004-07-07
1644,2190,4910,2021-08-09
1741,376,4463,2012-01-10
396,4567,1386,2015-05-15
81,4536,50,2024-07-12
592,1288,3526,2001-11-19
3183,1609,3385,2022-07-05
4455,4000,1215,2011-06-29
495,777,4522,2010-05-25
4627,1693,3819,2022-08-11
67,1649,2007,2015-12-01
2433,3423,4190,2009-08-01
4793,4387,3986,2002-09-14
3355,247,4420,2017-07-28
566,2979,3785,2000-09-27
3125,660,1941,2000-05-14
528,1002,250,2007-02-10
742,3023,3628,2021-02-14
3437,2990,955,2021-04-24
3904,2677,1617,2021-05-25
1467,2117,3952,2009-12-08
3130,286,2307,2024-07-08
4343,3143,2150,2011-09-24
525,4431,3464,2002-06-06
1030,581,3554,2011-04-13
1348,4264,4098,2010-08-10
2462,266,4691,2017-01-08
2804,2349,4864,2014-04-15
1682,918,3547,2013-11-15
984,3710,4618,2002-04-14
2954,3623,4081,2018-09-19
3281,806,542,2013-07-21
4652,2448,1201,2013-07-03
3442,4664,4525,2003-07-14
1514,4601,1917,2023-06-05
3267,149,4648,2003-02-02
2750,4714,238,2022-09-13
3854,1758,2912,2015-08-14
2202,646,654,2012-03-07
4804,3659,830,2024-04-02
1743,3655,4128,2023-07-21
4378,3029,3438,2024-03-08
2015,3145,1344,2010-01-02
160,1816,4371,2010-09-26
3459,2004,3648,2006-10-13
4964,4760,4448,2008-04-24
4762,3725,2767,2007-02-08
2944,2271,287,2014-06-29
3221,2120,4595,2010-12-03
171,3495,4211,2001-06-30
3835,1517,2668,2017-02-03
1604,1225,1687,2010-04-17
851,1065,4988,2006-12-16
2924,4259,4947,2003-05-01
2484,1368,4624,2008-06-11
952,2705,2071,2012-01-04
1106,3708,4378,2004-04-15
3222,3379,3116,2022-03-22
3667,2398,4232,2018-10-10
3008,833,3972,2003-05-03
4312,170,487,2020-03-08
3645,2197,1292,2000-03-11
4212,4325,1810,2008-04-28
1031,4321,3965,2003-08-02
2638,94,3645,2021-03-25
4151,3046,2145,2009-07-29
2946,1295,255,2015-11-02
4404,4632,3979,2021-11-01
3139,2055,3768,2013-04-11
945,2200,1046,2021-09-10
504,4164,3594,2008-08-24
1218,1093,777,2007-12-31
3526,1869,4195,2011-04-17
3102,2342,1940,2003-05-31
2409,2332,688,2000-09-18
2941,3553,1615,2005-11-21
4917,4512,127,2017-03-05
4553,1573,400,2023-03-22
3361,863,3587,2005-04-16
608,1157,581,2010-07-28
1553,348,1132,2008-02-11
1496,2861,3588,2002-05-13
908,2865,3706,2017-08-11
4903,931,4623,2022-05-16
1911,1544,363,2024-11-08
4384,248,4940,2005-09-03
3834,690,1394,2010-02-11
770,3547,1192,2001-02-05
489,506,3233,2022-08-22
4774,3776,1260,2002-03-24
2168,3520,84,2015-12-26
2849,1998,3989,2001-07-08
3935,2554,1826,2023-02-26
1024,2065,2484,2007-07-02
4031,3453,1347,2015-11-20
2432,3512,4455,2005-06-30
1011,2986,2390,2019-03-08
216,3379,18,2016-11-11
2249,671,4216,2023-05-19
3254,3888,1181,2017-01-20
100,109,2991,2018-08-25
4563,649,4445,2013-11-22
4679,3874,2510,2001-08-28
4780,1571,3504,2010-07-06
1105,1574,3699,2000-07-14
3347,2684,4371,2016-10-16
3192,2001,4997,2012-03-17
4691,4954,461,2010-06-25
4253,3766,772,2019-04-19
2679,3259,754,2021-01-03
4709,4113,1422,2009-01-17
4957,1760,3475,2005-09-15
4220,4326,4949,2004-01-02
1531,500,1431,2020-09-01
865,3012,4704,2016-06-20
430,624,2397,2015-10-25
378,3064,4106,2002-02-27
546,3386,3388,2009-05-11
4811,593,1068,2002-02-27
1437,2384,940,2014-11-08
4430,3106,2886,2008-04-13
4603,4288,4644,2009-08-14
952,3355,4402,2016-10-06
230,2791,4035,2016-09-02
2411,416,4748,2017-05-23
2333,3816,2730,2005-02-18
4533,657,2404,2007-07-25
606,2951,672,2015-10-23
2855,4039,2690,2009-09-08
3106,3116,1761,2004-06-15
45,3824,3402,2022-03-19
3922,1400,4115,2001-09-06
685,4111,3444,2013-03-17
3292,178,1369,2011-06-23
4544,2571,3604,2023-01-31
3322,1547,25,2005-01-03
4074,1227,221,2017-09-26
2129,1147,1952,2007-07-22
4450,746,2550,2022-07-06
3841,10,3214,2007-05-16
1393,975,3251,2022-10-24
200,2464,650,2002-08-13
2996,700,3429,2022-06-17
748,4671,863,2011-09-17
4404,4908,3596,2020-01-03
3386,1921,3602,2021-12-27
1474,2534,2904,2024-01-01
3883,3398,1685,2009-03-05
4650,4911,3874,2010-07-16
2685,4243,332,2021-10-14
3347,4823,3860,2001-01-26
2531,3378,4199,2024-12-27
4945,4932,2309,2012-08-11
3910,3651,3239,2006-10-15
3786,1369,858,2017-05-12
2746,1682,725,2022-10-08
4409,3242,1930,2003-01-23
2228,1839,1600,2002-08-13
2391,4522,4183,2023-07-19
2794,2498,816,2010-02-21
3236,1704,1895,2002-11-30
4045,802,1407,2007-05-27
4240,279,423,2003-04-15
3292,2048,3135,2000-06-19
1799,3098,1624,2009-01-09
4027,4235,4430,2001-09-04
3598,1050,2407,2005-11-17
3587,4298,2768,2017-01-07
4143,3318,4435,2020-05-15
525,695,1561,2019-07-28
3300,4376,2613,2023-10-12
4478,4883,623,2002-02-18
3782,4855,2921,2016-02-03
4309,4481,324,2012-05-19
4845,1206,3144,2024-05-30
2964,3920,1737,2009-07-24
2937,3150,1243,2004-05-27
924,3300,3040,2013-06-01
4476,3524,1156,2003-03-14
1278,43,3659,2014-09-26
2491,1039,2266,2000-08-24
449,1959,789,2007-01-13
3925,4535,2564,2018-09-04
2476,2525,3213,2019-06-16
4509,3378,1894,2006-06-19
4979,4995,4479,2008-06-05
3044,2570,3122,2000-01-15
1752,343,4289,2013-02-11
235,489,4566,2005-09-19
47,290,1145,2011-12-27
2624,1902,2764,2000-10-04
2632,3994,3096,2017-12-01
4242,1932,561,2019-02-11
3430,4359,2481,2000-03-10
4492,4869,4246,2019-02-24
4093,3425,4686,2023-07-31
3328,2010,2600,2000-11-29
364,3182,3320,2008-08-22
4929,4648,1776,2003-02-02
69,1881,4294,2005-10-14
3632,3991,1591,2011-11-16
453,4607,104,2003-01-07
1042,1817,869,2013-02-01
2888,4260,1617,2023-06-15
1698,4415,2970,2008-03-18
186,4773,1876,2004-10-23
4136,4463,1993,2012-06-28
4882,4474,3308,2024-02-03
3748,3975,2023,2009-03-14
4708,1724,1216,2016-06-01
3195,1452,2714,2019-11-17
1395,248,1298,2007-04-11
4438,2243,568,2009-11-26
3444,1714,160,2011-08-22
2928,4918,1141,2016-06-22
4095,1206,2822,2020-04-03
878,4990,91,2014-10-03
4445,2283,2985,2001-10-21
3946,3135,1922,2021-07-23
3266,3134,4406,2009-06-27
2181,1559,607,2020-09-15
4132,3960,3120,2016-01-22
4431,3532,4226,2017-07-22
877,2632,1678,2006-02-11
1571,3380,4028,2015-05-14
3766,4912,4427,2005-08-23
4357,2313,4341,2019-07-12
4228,1471,2288,2021-03-23
1989,3537,3923,2019-12-24
258,4861,3932,2015-04-21
2200,379,587,2018-12-03
198,4380,3417,2010-11-19
3692,34,1919,2008-10-31
1470,3072,564,2014-10-24
2495,1961,1619,2011-01-24
3338,4530,194,2012-01-24
3569,1606,1948,2001-12-09
3963,4891,2260,2017-10-06
1260,135,1276,2009-04-03
2577,4653,2030,2021-07-31
3653,4433,2905,2020-06-25
3427,7,1984,2019-12-13
401,4989,3846,2023-06-26
2396,2777,3127,2007-03-21
1903,792,4504,2015-01-02
4049,3621,3086,2012-04-05
2863,3374,2644,2003-11-18
3324,4012,3051,2017-11-27
1171,2569,723,2008-05-18
1192,3116,4328,2015-07-27
3623,3213,3928,2006-03-08
466,1933,2345,2005-10-22
2875,3393,754,2009-12-11
3422,2564,123,2017-09-11
3201,2664,3881,2004-11-29
4086,548,1192,2004-05-31
3413,3115,1548,2010-04-29
3659,3033,2521,2000-06-04
4634,710,1943,2014-07-31
3316,2700,902,2017-03-30
3671,4023,3479,2005-07-04
595,2765,4683,2015-03-03
742,923,290,2018-08-09
3935,3989,2741,2000-09-26
582,1720,4105,2013-01-25
4851,1237,3341,2022-12-24
1634,4867,656,2020-06-27
929,1264,4828,2023-10-31
891,869,3686,2000-05-24
141,2927,1610,2002-04-11
2236,3727,3451,2003-12-11
2377,3973,4737,2017-04-12
1267,548,350,2002-12-22
4050,4555,3795,2000-12-31
3333,253,883,2023-11-19
2811,481,3578,2009-05-10
14,727,2417,2011-03-26
4388,3147,2898,2008-02-27
2388,1609,812,2000-03-25
2277,2233,1421,2017-08-25
426,3059,4030,2019-01-20
1455,557,3908,2023-02-19
1548,4911,2182,2001-11-19
2738,2455,22,2022-01-06
3691,1049,3776,2017-09-19
3983,4564,2940,2016-03-19
3886,3528,3749,2006-06-26
2407,1581,3355,2012-09-12
1793,1460,1549,2010-10-15
2726,4766,4744,2024-12-08
800,1146,2364,2024-03-30
2732,2965,802,2015-11-06
3112,1339,3716,2019-09-27
615,632,2362,2024-11-14
2129,3579,2610,2019-06-13
3718,1393,1803,2022-11-25
4116,367,4705,2017-02-08
4897,4106,1739,2010-10-23
187,4494,4498,2024-12-07
1196,4032,4735,2023-04-05
4488,1455,81,2013-05-02
1409,4941,3790,2021-09-22
3856,1709,4520,2011-03-28
1143,3834,2212,2010-04-21
2011,2179,560,2003-12-06
139,3350,3761,2020-03-12
173,3138,4154,2024-09-07
4365,3131,1618,2016-04-18
2231,4004,4299,2012-04-30
1537,3811,1491,2024-08-22
3225,2534,1615,2022-09-15
4473,602,3267,2007-06-27
1397,3466,2968,2005-06-14
4673,3148,1148,2007-03-01
3947,4885,2835,2001-03-10
2799,4522,3576,2005-03-28
1763,309,325,2004-05-29
353,2494,4537,2018-05-27
1275,1346,855,2021-04-09
130,1439,3202,2017-08-24
2161,4731,4979,2010-03-24
3554,4072,760,2022-09-21
2714,2215,3986,2000-07-25
984,2218,3271,2019-04-06
4735,2309,1419,2001-03-18
4337,3933,1442,2023-01-20
3166,1301,499,2023-03-27
860,3943,3369,2010-08-04
2128,1679,4829,2004-04-06
3057,3669,2007,2014-04-19
1546,3044,2655,2006-05-20
1387,283,3423,2014-10-13
1216,390,2671,2014-08-14
4400,3869,841,2018-02-08
1009,4124,4465,2003-01-19
4367,4035,3010,2004-01-22
1621,2906,2193,2015-08-04
4601,4097,2431,2020-04-23
2160,109,1028,2005-02-10
3992,2202,3278,2012-08-28
1387,1067,1920,2009-12-15
3772,2002,1249,2008-01-11
415,913,4205,2019-06-14
1749,1917,797,2020-10-05
3275,3890,1701,2020-11-23
2080,2542,3276,2010-03-04
4269,4071,1361,2004-09-20
3308,2634,2943,2007-12-12
1076,4601,3688,2015-03-15
2685,1361,3127,2001-10-13
4679,2856,982,2020-03-01
3332,4396,459,2001-12-22
2082,4109,2754,2011-09-06
1506,3626,2995,2013-02-28
28,4691,4394,2000-01-08
1355,1425,1570,2001-07-15
880,909,3482,2014-05-04
959,1479,2950,2022-05-03
2354,2587,2797,2012-11-13
819,3151,1013,2007-01-05
3773,1315,1142,2017-01-11
452,2983,2281,2003-10-17
4961,305,4005,2014-12-12
1005,4358,337,2007-01-12
1627,2336,2499,2014-11-02
2700,3858,4710,2010-01-06
2637,1966,4031,2005-05-10
688,1878,4181,2016-10-05
3467,3297,720,2024-11-09
4174,2720,1417,2007-07-16
3666,1478,1887,2022-12-15
2029,161,1683,2009-12-18
2210,4794,3809,2019-05-04
4633,1898,1980,2009-09-25
2233,3086,4174,2014-08-02
2700,553,1538,2012-04-11
782,4021,273,2005-11-20
615,1723,2878,2020-10-03
2910,4504,2950,2012-07-16
1488,710,2763,2018-06-26
2503,4700,2317,2018-03-25
2676,4714,2463,2012-06-02
594,4983,1425,2009-08-23
3179,732,2627,2023-05-11
406,1938,209,2014-08-31
3317,3560,723,2021-09-28
4651,2218,1178,2021-01-14
4094,3393,2403,2020-11-22
3759,4313,3559,2020-03-01
2644,4456,4031,2002-09-16
1117,3107,3236,2014-05-19
4708,2594,4298,2009-10-17
1753,3577,2126,2000-02-29
3312,4790,4869,2014-01-10
1726,3334,2559,2004-12-27
1724,608,1080,2019-02-21
1445,1272,1522,2019-08-29
2702,1991,4994,2023-07-14
610,3392,4816,2016-01-25
3211,4879,3882,2002-01-25
367,3718,3892,2000-08-16
449,4036,2836,2012-09-11
3316,3753,4198,2017-01-20
1165,929,4182,2014-01-12
4877,1903,1676,2015-12-19
2346,348,409,2021-08-05
420,2422,2558,2010-06-10
126,2141,3176,2002-03-11
226,837,852,2001-05-31
2242,3931,4034,2006-02-01
965,848,3414,2010-12-03
3329,710,4289,2012-12-02
873,1055,289,2010-07-07
4860,978,3534,2012-11-14
4114,4059,2352,2004-12-27
188,990,4252,2000-06-13
1938,1673,2804,2014-11-25
957,783,1172,2007-11-22
1972,4966,2658,2000-01-16
2062,2331,3243,2004-07-30
2260,3934,3446,2008-10-02
986,568,3416,2019-07-04
1609,2576,3630,2000-02-09
1225,4470,3118,2005-09-12
3324,408,648,2007-07-02
1437,4357,2702,2022-02-02
1516,4920,4019,2020-12-15
765,945,1649,2011-07-12
3234,1031,445,2004-08-20
1572,4543,3144,2023-11-08
2887,3835,749,2001-07-11
3507,4190,3051,2001-10-17
3885,4002,1426,2011-05-14
3439,4625,819,2014-01-18
2499,3676,587,2014-01-03
2018,405,648,2000-01-19
1946,3639,2510,2000-06-26
4325,3432,743,2004-08-19
3942,1394,1012,2009-01-25
1817,2212,4912,2005-02-04
4704,3256,2538,2020-10-10
1384,2312,3724,2008-07-27
2557,61,3529,2020-09-05
4022,1667,3289,2024-02-12
2242,3229,60,2007-05-19
348,4483,1423,2006-09-20
2810,2583,486,2020-10-20
3410,2352,4283,2018-08-06
1565,4560,3971,2007-06-03
1936,3829,4962,2006-06-06
4633,3114,4785,2009-06-27
2887,287,1393,2019-02-11
650,2774,3953,2016-07-28
1017,2102,630,2018-07-23
3240,3163,2725,2007-06-23
1116,1770,4977,2004-04-19
141,4977,3760,2023-01-28
4688,3566,4099,2011-08-02
2465,1153,2194,2002-06-17
3403,2453,3198,2005-05-18
2189,4981,2493,2022-05-23
1287,2874,1511,2007-07-29
1993,2328,3255,2021-04-29
1026,3538,924,2002-01-29
838,2120,238,2008-03-25
4744,604,2098,2016-04-20
226,817,4455,2009-07-31
4476,1784,418,2008-06-09
514,3653,1579,2023-03-11
2638,3561,1194,2021-03-13
2252,4806,129,2005-09-18
2852,1553,1398,2000-10-12
4297,4889,2042,2012-08-09
26,516,1900,2014-07-02
4419,2238,3523,2002-02-24
2168,2529,1196,2018-07-04
1079,2292,164,2021-07-25
1520,3714,1056,2013-05-24
160,1857,4850,2023-11-16
4087,548,1744,2009-04-14
2249,4964,4170,2005-03-02
850,4524,2833,2013-04-12
4417,680,3112,2002-05-28
2712,2638,1271,2001-12-11
4544,4538,4793,2006-04-30
4981,3677,4387,2010-01-22
343,3354,634,2018-01-29
3168,2743,4039,2008-07-13
4098,1649,2402,2017-08-12
4751,2946,3577,2016-09-20
2079,2053,1718,2007-02-17
2976,2076,2597,2018-09-19
4210,1641,1662,2021-06-25
1326,1102,1692,2009-06-02
4838,2305,1553,2016-07-20
2298,4440,516,2020-01-15
1013,4390,2716,2008-07-17
753,1470,2351,2010-07-06
530,1,4329,2009-12-01
1784,1899,3158,2024-01-25
3605,2035,4310,2011-07-10
1548,3536,2466,2007-05-26
4044,246,2366,2024-02-16
3532,2675,1860,2006-08-10
4831,2756,1838,2022-08-16
4591,3766,2733,2006-11-01
3662,4752,1305,2014-05-29
2564,3733,2997,2009-08-05
2758,4248,4463,2013-04-17
4705,40,3041,2016-03-13
3701,3131,1559,2002-07-28
1271,2924,1593,2023-09-22
4991,2118,1166,2014-06-01
3146,639,510,2000-03-11
2674,3005,3422,2008-06-23
1057,3350,989,2019-09-09
251,4123,4722,2015-05-04
1707,2198,2937,2018-12-24
480,3152,2975,2011-02-18
3553,4797,4946,2013-09-21
1714,1038,1985,2010-03-16
4514,2047,1793,2009-07-10
511,4953,4133,2024-04-05
3875,2202,2259,2012-10-09
3348,3121,3201,2010-08-06
2996,4295,2072,2019-11-13
1193,2587,863,2014-01-29
741,4417,4897,2003-11-27
2907,1593,2018,2023-03-23
1062,4458,1840,2022-08-11
3696,4370,1791,2023-09-10
1920,1153,2394,2022-10-28
4993,225,4429,2000-01-12
3748,2644,2119,2011-02-20
1068,2328,3106,2002-01-29
698,1454,4297,2012-12-02
627,266,330,2004-12-12
4557,3459,2360,2006-04-23
886,2236,3170,2009-09-01
1066,2812,594,2014-11-19
3651,1447,2497,2021-03-26
1438,4423,693,2013-08-19
2636,1763,2582,2011-10-23
1059,958,4707,2001-01-15
1278,4576,288,2015-08-26
4006,4102,4411,2021-12-26
3741,723,928,2004-09-29
4411,2150,913,2011-01-11
4866,489,3292,2022-07-14
1582,3191,875,2005-02-03
4496,2242,65,2016-04-22
3547,2403,2370,2021-07-28
3434,2121,327,2006-07-21
3876,1653,484,2010-10-25
3204,3520,281,2015-06-24
3176,1978,179,2020-04-12
2746,934,866,2020-05-26
1157,233,2766,2009-06-11
2390,3212,3818,2015-06-22
432,3058,1886,2014-04-05
149,1273,4895,2021-04-10
4835,4377,567,2005-01-14
106,745,2735,2019-07-18
3452,4075,3711,2022-08-25
1058,2288,3942,2012-03-22
495,4425,1424,2016-06-07
1367,2223,4873,2006-07-29
3471,1564,881,2021-09-16
1795,3002,1248,2023-04-06
1697,1544,2511,2003-06-25
1363,1292,4003,2001-05-21
3084,863,2156,2003-06-18
4461,2093,3843,2011-05-23
4469,3266,190,2000-11-07
333,4731,2334,2017-12-02
2923,4572,4416,2024-03-15
937,3533,2390,2019-02-08
3774,3878,1351,2017-09-18
2926,3190,1443,2000-09-27
2244,481,1566,2009-01-11
145,2494,1138,2004-03-07
281,4828,1870,2015-11-17
2125,1594,1597,2016-06-30
4546,3915,4147,2014-09-03
2702,3310,202,2006-04-28
4842,3477,2372,2012-05-31
3407,4338,3777,2003-08-27
4431,1895,3133,2015-11-29
807,1869,1402,2000-01-28
2069,4882,3411,2010-04-06
1995,1239,2082,2006-01-26
559,4151,1250,2007-09-16
1637,2795,3720,2010-01-31
3370,4498,4448,2006-11-20
1451,2033,612,2020-07-18
506,2919,1482,2018-07-30
765,4033,3271,2003-12-11
16,2202,1779,2019-06-02
516,1908,3636,2005-02-01
2316,1560,2373,2024-07-12
3861,78,4449,2012-09-17
18,916,1098,2014-04-23
1662,993,1352,2011-06-04
4369,3115,1771,2004-10-28
4313,4965,2928,2010-12-20
4004,4343,3021,2021-05-28
3449,800,1286,2016-08-07
2434,3259,1990,2005-04-07
3276,1745,3032,2022-07-25
3197,2596,2341,2000-05-30
3483,703,4623,2003-11-12
4193,182,3006,2024-03-02
3510,4125,4865,2009-06-25
833,1013,1398,2006-08-27
2183,631,2507,2016-08-27
127,3828,4038,2008-03-17
4068,2203,3088,2008-11-12
1377,3371,678,2012-01-27
3610,1953,3599,2014-12-20
1685,3731,3437,2000-07-18
31,595,2370,2013-10-10
4549,3111,2149,2016-02-28
1045,1205,3817,2001-08-22
1452,2871,3797,2022-03-01
64,1930,2027,2017-06-12
1529,3308,2779,2002-04-06
3036,2589,42,2021-12-22
431,3149,3541,2013-04-22
4554,2629,2510,2000-01-22
4932,1202,4767,2012-03-13
2873,474,3914,2024-07-25
1171,2291,4354,2006-05-02
4371,3388,1620,2003-02-11
1946,2470,3543,2000-05-08
3532,2668,3074,2007-01-28
1358,1608,1998,2006-01-24
1204,1614,4764,2021-04-20
2963,223,475,2005-02-24
4309,2,4574,2009-07-20
589,397,4700,2003-06-10
3021,2001,41,2006-01-24
1814,3998,248,2004-10-27
3817,973,1486,2021-03-13
1475,3206,596,2002-01-26
1389,634,2637,2006-02-14
2916,1568,2279,2016-09-19
1727,1404,4862,2005-06-28
4688,1368,602,2008-04-13
3039,4237,3013,2022-11-18
1876,2206,1416,2002-05-15
4698,1942,3419,2012-02-19
178,1102,4360,2017-01-27
410,1246,1583,2002-08-29
776,4738,535,2007-12-04
4491,1937,4660,2004-02-15
42,2620,1723,2011-10-31
2625,2253,3576,2008-11-25
797,4665,365,2023-12-07
2787,3912,3090,2011-05-20
1279,4173,3348,2022-11-01
959,1590,1325,2022-09-04
394,4405,1171,2021-09-17
1485,4881,4064,2019-09-27
3272,4061,1090,2019-10-23
125,1262,1098,2003-01-14
260,634,630,2024-12-06
48,1445,3941,2018-07-15
278,3772,1790,2009-11-20
1917,2676,2228,2023-11-04
4794,3923,949,2007-08-23
3345,3180,1787,2012-12-13
3601,1627,4498,2003-01-03
2055,1550,366,2019-09-24
4096,4652,714,2013-07-01
4186,2847,2874,2004-01-29
2745,4225,1217,2000-12-12
474,1490,3035,2006-09-26
1925,3614,4031,2006-04-16
2208,4322,391,2006-01-27
3335,2708,1589,2001-09-28
2623,4309,4332,2011-03-10
516,3695,3393,2021-04-09
2394,2224,4479,2004-07-01
4502,1118,4797,2008-11-17
1890,2613,1043,2002-06-13
189,3584,2050,2013-04-09
2427,3314,3297,2006-10-16
1677,1883,3746,2006-10-10
478,4871,4404,2003-07-14
1945,3181,818,2021-08-30
1720,530,2848,2003-05-26
3593,3514,1608,2007-04-12
1044,4669,2855,2005-02-15
2738,1507,1270,2021-01-30
4855,1100,2485,2004-01-20
774,2389,4773,2021-01-06
2597,524,2859,2017-01-02
1732,1900,1915,2003-04-27
2418,384,3138,2021-12-11
4485,1239,3117,2013-03-13
268,4888,4495,2011-06-27
38,4175,4678,2020-11-10
2791,524,356,2019-04-19
3707,4719,707,2016-02-18
2041,2091,929,2022-02-15
1119,3225,4069,2013-08-05
1025,636,808,2004-08-27
4742,4790,4485,2021-11-18
1592,4104,3628,2002-03-26
2810,3024,2720,2016-03-29
2524,2963,900,2019-09-08
1222,3698,4556,2023-10-31
1533,2829,3978,2000-07-07
565,2884,2793,2002-10-05
2736,408,870,2020-10-29
1237,1486,1547,2005-07-11
1081,80,3647,2015-11-06
2482,2891,2598,2020-07-03
2117,3459,1158,2013-02-16
1956,3176,3115,2008-02-19
3104,2269,4706,2007-10-20
831,2839,586,2006-09-25
2783,2087,2650,2006-06-03
1199,84,741,2006-06-19
3021,772,1261,2002-08-08
2033,4304,3404,2015-12-30
742,2857,428,2002-11-25
2011,1717,208,2001-09-09
3281,1226,3892,2003-12-30
801,4326,3497,2008-09-13
79,3867,4964,2021-07-25
619,4250,3993,2014-05-16
3490,4432,2592,2020-02-20
2159,904,3796,2003-05-15
2227,1161,4750,2001-08-28
1028,2846,5,2022-11-19
2554,4604,2575,2019-09-19
2888,2392,7,2017-08-07
1221,3282,3659,2002-12-23
2797,2858,3426,2017-07-20
2886,4924,1851,2023-07-30
2870,4591,1516,2018-10-01
2664,3774,2906,2007-10-31
4453,3964,1207,2001-04-10
495,2460,820,2007-08-10
4465,277,1308,2016-08-18
1935,4196,437,2016-08-18
2577,739,3351,2017-11-24
2839,558,872,2005-12-21
2563,152,4282,2012-06-01
4383,1237,1902,2017-02-05
4725,479,1543,2002-08-24
3085,1364,580,2013-10-28
681,2072,2486,2015-10-11
1978,3641,3972,2008-07-30
3566,3561,4037,2009-05-27
1839,4869,469,2017-09-08
4035,3586,3215,2003-07-29
363,2004,3471,2018-12-18
829,431,3172,2005-01-20
2060,1197,1031,2012-12-20
675,4226,255,2010-06-14
2083,92,2126,2001-12-11
2283,3261,1374,2020-03-09
2814,4058,1007,2010-07-25
2670,4221,996,2017-09-09
2661,1324,1955,2003-11-17
2156,2011,902,2022-09-13
569,4184,2137,2022-06-18
4542,988,1976,2008-07-18
4826,1903,4559,2018-11-14
74,3820,3967,2020-05-25
1749,3575,1633,2019-11-17
4648,131,2804,2024-12-04
3821,1393,1590,2018-05-14
2280,226,2654,2008-12-20
1199,2978,2801,2013-10-05
1997,3883,4001,2012-12-17
2318,4168,566,2003-04-20
790,4305,3849,2001-09-14
170,4802,4148,2007-04-21
1688,3036,1345,2005-06-12
1161,31,235,2004-07-26
4658,2873,280,2022-03-28
3485,387,2635,2020-07-28
864,3992,1294,2021-01-02
1273,1481,3693,2016-03-28
3591,3010,4849,2007-10-17
1630,4688,1573,2001-04-30
2455,4720,4350,2001-03-01
879,337,139,2004-04-17
3309,1230,1667,2015-11-22
3374,192,4278,2007-03-11
3928,68,1174,2013-09-27
2141,585,1708,2020-07-09
4029,1880,1376,2003-10-12
3480,2472,3259,2024-08-15
2653,2872,283,2003-02-09
1496,4199,1492,2010-07-02
582,1163,483,2014-06-13
1840,44,3638,2022-10-31
4609,2339,1010,2020-10-24
3650,3130,3734,2015-04-09
954,4304,801,2014-02-24
1747,23,203,2019-06-05
1358,4000,1068,2011-10-17
3044,2766,3601,2024-05-05
2639,3852,3009,2017-11-23
3951,1143,1626,2024-04-28
2920,3528,2937,2020-01-05
2860,970,1701,2015-10-20
1527,2829,2902,2021-11-12
3021,3055,1010,2019-09-03
3752,65,210,2011-10-07
4762,1423,1349,2011-05-19
1869,976,443,2001-10-28
4559,847,587,2018-04-21
4564,4272,4960,2004-07-27
2499,2201,3153,2006-04-26
4526,2316,4408,2016-11-13
3345,3219,3108,2008-02-08
2659,4115,78,2022-04-25
3024,2024,1711,2001-04-11
2959,148,949,2019-01-18
4188,316,4539,2011-05-30
4108,4592,3454,2000-10-19
1685,4970,2522,2018-08-08
121,1187,4367,2017-09-23
3393,4452,2621,2017-12-28
4497,3867,3934,2005-07-31
2119,2386,783,2003-04-08
4401,355,4011,2007-07-28
3435,3590,3609,2020-06-06
3575,4683,2762,2002-11-28
5,595,2986,2023-05-18
1158,2022,4096,2024-10-31
2556,2265,4468,2001-09-06
594,3058,4535,2016-07-16
1845,652,353,2017-03-30
1832,2985,1581,2004-01-09
1109,975,3245,2014-04-22
2559,722,2915,2007-11-03
2588,2972,3923,2009-04-14
703,3572,3738,2022-07-21
947,3197,4347,2008-11-23
1522,2187,668,2016-04-09
2598,115,3779,2011-05-11
3846,2285,2299,2003-06-15
1140,3988,4637,2005-12-26
