IdR,IdM
3563,2704
4716,1754
3211,4644
3440,3341
2070,2914
816,1528
3645,2141
853,3300
4782,4312
4228,1307
2190,2249
1659,466
3764,2728
2044,1974
367,4466
2901,4754
3903,4851
91,1929
1640,2529
2876,2646
2907,166
423,1815
4711,2528
4135,654
3651,705
3199,3289
4985,3963
3449,3916
4191,4267
58,1198
3208,678
2698,1284
4207,3166
4179,761
4077,1684
4087,3751
3743,264
1629,3723
10,3502
1487,2943
2872,2217
4985,3701
172,3620
1890,4749
2743,678
1186,4173
1734,2315
1027,3751
2605,4271
3290,4336
3865,1243
769,2404
2686,839
1894,614
2112,1034
1818,3547
3739,3758
2594,3564
3544,1928
3373,1295
1788,1441
4838,3061
3574,2457
3592,3366
3774,1854
4481,1068
2759,2924
3718,4867
4007,2913
4895,876
2427,2856
2820,2071
2889,4992
2716,2841
2026,375
1787,4459
2437,524
4028,1930
407,2693
235,3844
600,2996
1488,2600
1632,4183
1679,1904
1453,783
3199,3775
1979,934
2512,4765
63,3793
1816,1695
3372,911
1635,3214
704,2819
4119,3773
1190,2997
1688,2754
3639,4156
717,1886
272,430
2060,4947
347,186
3174,1204
1765,4691
3395,3868
4182,4095
2036,3903
3523,1843
165,4756
4728,1739
915,554
2802,2998
838,261
1652,4019
4936,1000
2756,1602
409,1442
3027,2020
986,2862
102,2601
923,3534
4227,1534
3714,4613
4806,921
1994,3061
943,3002
348,4124
1249,4735
1572,3070
2015,1225
2352,1785
4813,2782
2216,1317
3886,2070
3597,571
4241,4581
4766,997
1143,2368
692,3595
911,1339
1036,1753
4802,1958
3512,4178
4156,567
4173,2372
1625,3001
3867,998
1172,4157
181,3199
2568,164
4473,1910
1763,5
3861,1105
4149,4753
4349,3446
4135,1758
941,1637
3347,3585
4056,3693
2899,4033
646,2675
186,4217
3168,707
3948,3062
2947,4949
3413,5000
3583,3253
3634,982
571,1188
491,4990
3632,1045
2543,1748
1799,4634
2222,3909
381,2606
4664,166
510,2346
2677,3330
3763,2443
2652,3913
1128,1464
1137,40
4087,2981
2989,1283
4375,1173
2073,3984
1187,2666
1014,3864
124,4131
568,663
1027,3722
168,3870
4811,3958
871,1896
1625,3999
3824,3086
2099,3669
3433,4167
4030,3600
3413,4366
2132,3792
972,3671
2253,4333
2950,3091
2530,569
2661,4223
399,4280
3760,3039
2698,87
2186,3702
2887,3005
2972,3888
4072,2704
3877,3438
1422,2335
1558,3801
4068,2294
841,1161
20,930
2856,1957
1351,2951
393,723
2795,4774
4128,225
3587,2551
2849,1212
2865,3592
2684,767
2681,4005
4025,4125
3710,2209
426,524
1546,3369
4965,3908
2485,4073
1093,712
4390,1634
1885,1457
799,4960
4607,4077
1975,3201
2833,3039
141,3800
4892,2842
2728,847
1745,2061
3272,2588
4322,3916
568,4786
745,712
4852,2795
603,4324
2029,4413
198,409
801,2943
1617,379
2691,1550
2,2736
2198,234
929,2876
856,607
2635,435
2251,4364
1036,35
4479,258
1319,1898
3991,1592
4250,3433
1024,394
3536,214
3878,4656
4366,1514
2429,3252
3452,1177
4151,1971
3902,1890
2670,542
3882,3876
4290,2538
3745,1636
1722,2347
1685,3808
2068,1746
2691,3035
4928,4764
2924,1658
2142,2702
1058,4362
2774,3616
901,1650
3617,2239
1436,3801
1966,4067
1200,4309
3510,2740
1037,4346
2590,4307
897,1228
316,1457
1960,3123
502,627
2551,3151
4642,4704
3514,4017
1293,4605
4317,3866
1340,4594
893,4229
1532,3091
2817,2374
62,2858
2389,322
4586,2074
2241,3835
908,210
4537,2640
4850,957
1824,2921
890,1886
4769,1994
3531,2771
985,929
967,3723
1011,1900
2599,3640
2848,2129
3810,446
4180,3910
4327,2746
1488,2220
2689,2320
3634,1212
2837,4090
4514,4012
2443,1319
1204,2722
2393,2030
3610,4562
819,3585
596,2803
2389,2781
1694,4080
2735,4375
63,4471
96,2916
4616,4029
3826,3531
4870,3857
3306,4346
2005,3193
2501,1784
1355,1473
2997,4773
1712,3222
2166,3080
3239,4149
1356,3097
250,3312
2873,129
39,2042
2487,1308
666,3143
2578,3443
1463,3091
3249,578
1848,2331
1761,2809
3301,4991
3477,818
2858,1379
3696,4039
3255,210
4454,3172
3175,2934
3221,1272
1897,4249
1209,3262
4897,4803
3141,338
2043,2898
4084,2896
2736,4162
3306,4796
1316,748
1022,1376
1723,4836
662,2576
2894,4826
3904,1029
3647,1049
1332,1036
2198,3317
3777,2159
1115,3459
1893,1445
4270,1182
4370,596
2975,4154
4833,3423
1594,627
4614,1899
3851,51
4457,4252
3847,4710
6,260
1299,2600
3942,484
3148,3173
4016,4724
2988,3815
1288,1578
3818,3002
2409,2653
4053,3391
3388,4333
904,585
4573,823
763,1324
2197,2438
196,4662
669,3739
3225,1928
1272,3595
85,2459
1844,684
1588,485
2792,801
2981,3971
2046,2228
1914,4373
4612,791
1686,1451
2480,3482
3005,4689
2564,1241
1290,4878
943,1675
1559,2691
4558,1048
1982,1566
2435,3658
2279,1222
379,3467
4439,1606
2848,1719
2336,2775
3624,4229
4388,2483
469,1303
3588,1340
1987,3812
4919,3609
2244,264
3318,2105
1414,879
3483,1802
4570,2511
575,3433
3225,521
2744,1816
4135,3752
1250,3189
890,2888
4689,2097
4089,841
1853,4555
4278,2015
1937,4838
1120,2246
3840,333
1918,2329
4814,2913
588,4129
615,1227
3672,1197
4962,2427
486,2916
393,3945
466,3056
4146,3266
877,1024
4039,1782
4440,4167
3373,4342
3895,195
4165,1816
3876,3091
933,1567
3960,3407
3876,578
1952,2118
2771,3547
4173,88
3801,2944
183,934
3175,4011
2872,1498
1294,4696
3523,720
4654,4932
3084,1437
4642,313
2685,3661
3956,4923
1842,4064
3141,4429
4161,4098
2701,2575
4425,909
2421,3414
2256,4440
3109,1136
4239,2364
3931,1017
933,2428
1581,2776
2278,931
2186,4027
3170,142
3625,4030
4665,2345
2579,4882
873,2518
3104,545
3651,2033
1683,1233
1304,1639
772,1700
3110,4436
4958,320
3593,1271
158,1471
69,1653
2634,871
2611,3506
2833,2820
4876,198
4892,4961
1928,3169
4315,1439
2026,1455
3882,4572
829,4789
3976,3374
1598,4341
992,701
1890,423
3324,1407
981,1311
2988,4646
3077,1101
860,1353
4063,1010
201,1924
4544,2921
3583,4236
1502,896
3135,4709
4457,4369
1310,3795
467,2938
4454,2584
4100,2245
3488,238
667,1755
2641,3888
1447,3573
3629,28
1271,1959
4142,516
3709,1291
1096,3377
1802,304
4436,1780
4110,1343
2982,2493
2439,2534
3046,4585
3889,4978
699,2382
1353,4862
2852,398
1221,1370
1515,4720
3417,984
834,507
2988,3809
2879,4829
4707,4890
2814,3419
4781,456
810,2617
2821,3006
4,4830
4421,1618
2722,251
1931,3379
2508,771
387,1887
4906,739
2400,3132
1585,2994
2882,548
4800,3776
3328,1809
463,4710
772,1957
2288,4439
4915,4738
3464,880
1100,2243
702,4011
189,2336
1001,2177
1042,1823
3685,2722
1896,1208
345,1609
4790,507
275,4366
312,4473
2366,3263
2589,27
5000,1828
1282,820
3958,2154
615,4514
163,4896
19,3672
3761,1621
3643,2241
4854,2218
848,4135
2525,2720
2689,3837
1346,2912
1189,1765
599,3381
3119,2139
3380,266
2274,1362
538,2001
701,3594
2310,3463
430,1906
3190,324
4841,2125
2158,2722
1631,1808
1106,107
3002,1749
673,4081
4597,723
1810,144
1900,423
4410,1476
1380,4545
4705,3090
4395,3952
550,1189
2000,3526
4843,2558
4347,4010
3440,171
2071,1616
2316,2704
2040,4900
2373,166
3127,1928
3402,96
1255,2904
957,4555
367,3311
2236,4524
3114,4433
2500,4593
4014,3594
2649,1380
4330,1702
3971,4538
4511,765
4883,1215
4565,948
3688,859
1961,3224
613,953
4534,908
2771,1887
3742,434
2660,3703
4641,1588
3471,2736
316,2555
3117,1162
885,193
342,2709
267,2572
4429,2358
2145,498
2621,826
3475,3497
182,2670
4840,1365
443,2353
3399,2086
3465,4408
524,846
4242,4318
4203,337
1313,3329
3510,3908
2599,65
3106,3105
1547,952
506,2806
2562,3143
1367,4065
113,2129
4097,4914
2038,2087
1867,4268
3497,20
4038,2161
445,4247
4854,1135
3530,4752
8,1821
657,3886
519,3841
709,379
3396,729
1839,1021
2964,3320
3041,3907
1640,973
3072,835
2563,839
395,466
264,1533
2756,2086
55,2149
2333,183
4350,1835
3183,4167
3960,139
3809,4418
2837,3015
3633,1832
4477,938
4958,4623
958,1051
2521,3601
3430,1584
3500,2622
1292,3274
4680,1103
1670,1805
2028,4499
2650,3921
2643,4838
1794,2821
315,3682
2910,1811
3729,2989
1315,826
2708,4125
779,78
4905,2674
4017,778
929,2316
1830,4059
3038,17
766,2532
273,1288
504,978
2389,564
72,835
4671,229
4808,1802
4784,2373
1104,3449
17,259
2086,387
273,2803
4464,4364
4730,4549
1797,611
4277,2735
505,890
3638,2779
3463,818
1709,363
984,4284
2512,2787
1790,1201
2375,3229
2339,1194
4803,185
3388,2905
2988,3834
562,4621
804,177
289,316
1766,360
301,2524
4737,3214
3515,1943
2262,1010
3275,3966
4563,4353
3874,210
3157,1841
1689,1303
3749,1062
1351,4929
4446,2824
2549,140
3099,3209
1288,552
3807,3649
1784,2841
64,1412
4707,317
750,4301
1439,1493
3381,691
4123,868
4802,2825
3485,1761
2622,131
2886,59
1973,4025
3100,183
2237,1573
2270,4829
3414,897
1660,1775
1348,4062
3325,3700
3568,2253
1592,1258
1188,3609
555,2724
2290,1912
72,4979
4082,1169
4816,4659
3277,343
2820,4982
2130,1164
2174,92
52,3942
3731,716
3215,3045
4940,3308
1415,1221
623,4337
847,344
3486,1280
3714,1983
363,4264
4815,3587
637,742
2159,1268
2635,2040
3197,4197
1407,2032
656,2249
4706,1993
4107,624
4238,3530
2038,1675
3775,2965
1514,2903
508,3781
4706,2740
1130,325
968,2980
2279,4889
3327,2990
590,468
4518,3470
46,4273
3590,4587
4859,1997
6,4940
1210,2133
2511,3246
1301,2419
1665,1919
4505,3884
3033,4147
3652,2824
1457,1556
4435,4815
2735,560
755,763
1031,4356
3005,668
4487,3375
3551,1658
841,4524
1780,2818
3964,3771
2,953
4482,2248
3271,4894
858,1108
4889,1121
3547,4307
2884,4336
4808,1114
1106,2210
4672,1433
4923,319
4785,1925
1531,1425
876,3132
1341,3269
2671,3382
3462,3819
2375,4988
3516,1684
4666,4411
4377,4429
2970,438
3815,1522
3243,4518
263,1180
2648,1414
207,525
4830,1057
765,118
1486,3606
1467,1137
640,2681
3225,4419
2792,4529
328,3931
3367,3960
4455,867
4970,4668
1308,3553
2341,155
54,2738
4486,1629
1501,2560
1596,216
1539,3935
1389,1842
332,3803
2005,400
1,891
1858,1211
4394,172
2277,309
2097,1676
1248,4609
4868,4779
1764,4431
4001,676
2932,719
2350,758
3974,349
709,1465
900,3088
1344,4986
1119,845
2175,4470
689,1287
2261,2810
2118,4216
3980,1576
4448,726
2492,3177
1050,363
1239,4968
3339,1167
1712,1193
1232,1919
1462,2896
4462,1428
766,1953
4598,1156
4391,555
883,2974
3240,3475
3337,3712
2028,1183
4537,1479
3783,1963
1868,1792
999,2358
4358,1469
4820,4218
4096,1537
4800,2561
3826,574
3543,1392
2555,4758
319,1502
4650,3452
658,4108
3837,630
3609,282
3058,3876
4110,567
4630,4609
3828,346
2157,709
1903,62
1798,3164
76,1573
2651,2274
1303,1941
4324,4464
3645,1079
36,1371
4850,4374
2387,3898
2295,2269
384,3719
1699,1734
1714,4953
2820,4891
883,2259
1031,430
635,1010
3312,1869
2701,3950
3069,431
2729,2136
3756,3931
2052,1260
1302,1497
3095,2027
4173,1748
356,4902
4274,2727
1299,254
3947,2610
2387,4464
1583,2194
3618,1879
1079,1269
1593,126
3229,4980
1109,3693
962,4759
1405,4395
1424,4762
2995,731
3420,1920
2331,636
525,2528
3538,3615
2109,699
861,2629
1415,2828
1043,3415
1221,4219
2740,1269
2358,4511
3156,3930
4643,1157
444,3338
3976,1122
2644,3673
3518,2781
2170,2349
4304,3255
597,4155
3438,3748
4949,473
1762,491
2131,183
3728,1431
4677,751
1334,3537
3568,1331
3975,2466
226,913
1909,160
4383,364
2888,3383
2133,1363
4524,636
1321,4983
3105,2476
669,2805
3550,1734
4015,1136
2831,1815
1763,4331
3338,2425
1937,1558
3148,3294
4886,932
1977,4905
4411,3394
1393,1018
2148,1532
3183,1812
4114,1785
2486,3488
3054,1423
2197,3741
542,54
947,1199
4522,2971
4726,4307
3919,2566
2031,355
4803,773
2548,2048
676,4277
380,3856
693,3909
1774,4260
2547,3277
3225,3221
34,106
1641,4260
1233,565
4885,3527
1614,3171
4399,3376
2956,1069
4998,1013
2548,4418
493,846
3797,500
4236,3322
1004,2065
3484,27
1012,1052
4386,3477
215,1404
4001,275
2649,259
447,1012
2262,3107
4419,1397
4081,214
21,4203
1826,1574
2360,3511
4864,1281
4123,1284
3619,3244
65,1641
1955,1769
888,4305
4140,901
1381,2004
489,4236
3366,274
3502,4049
3549,3713
865,575
1141,2992
4053,3401
1713,3045
2065,3163
4123,3010
4912,1458
2445,3523
1209,4015
2889,2813
748,3567
4154,3794
4005,1684
1222,4557
480,4961
1364,2710
3958,3678
942,248
4877,3161
2807,3627
4858,3768
1527,2676
1954,2826
1100,2955
3599,191
2025,1675
2083,3479
3375,1833
448,1925
1447,3354
599,3261
28,4419
3963,2719
4991,935
3277,856
3568,914
4800,3317
2807,4826
1699,4178
4488,4592
504,3380
3332,155
3452,360
174,3383
593,4841
3790,4842
4214,4747
3480,4830
956,764
4104,3312
64,2908
787,4134
3831,1657
123,1849
1166,693
2455,411
2765,1561
1613,3915
1238,2155
690,622
2107,2658
1601,3268
3157,4357
1328,3128
1460,1878
1799,4872
4188,696
3965,623
2913,3903
3014,2509
93,3899
3159,4659
4873,3883
2656,1103
2164,2264
2271,1206
1633,1679
4157,2739
1911,4582
2971,2112
3628,3000
1520,953
3118,3351
1153,4666
1227,2682
4372,86
834,1505
1518,1629
2795,3582
3760,53
2535,2259
2604,821
1342,4025
916,2165
2309,2392
1881,3206
4422,1908
2847,1567
2127,454
2469,271
2440,2611
3834,3597
1273,2342
2047,2732
3023,1594
3383,1906
4624,2981
3557,719
3889,4940
2588,2563
1687,4465
2053,3911
454,2152
3650,1591
97,4663
3628,4488
3307,3740
226,1186
405,39
1616,4594
1345,482
3259,2781
3490,4182
2906,1241
2310,3832
3916,1689
1329,4457
1430,2435
1045,4104
3816,4391
3254,4893
3513,2131
4710,2253
4327,592
2539,358
2135,166
4665,1187
3657,2995
2324,2832
3773,328
1228,345
1381,4094
4763,2084
2910,4407
1608,4431
4759,640
4614,1324
1896,1298
1877,2899
556,1178
1962,3381
3585,160
4862,2468
4499,2609
79,4064
4749,772
2927,174
2217,1118
2098,45
561,4986
678,290
1625,2918
1540,1611
3460,1282
1906,3353
2444,2145
1635,2452
2796,4967
4310,55
4549,4550
1032,3466
2650,4937
2768,875
3306,1540
1817,1163
892,2281
1046,338
4424,1065
18,1692
262,390
4458,2075
1710,1406
3575,1715
94,1531
420,71
787,3274
2494,1062
1612,961
3724,700
4898,3224
4083,1981
150,4677
278,4785
2712,1748
4024,586
4372,4781
105,4910
2456,3315
2117,1273
296,3979
1878,4724
1687,393
1050,3371
2052,2949
736,95
3439,4987
3039,507
3348,54
284,523
3928,844
3278,2780
2123,2954
156,2257
2885,1495
3235,4467
1290,596
844,1685
1187,4966
2161,1809
699,3428
4705,2191
4136,643
906,1131
769,1236
4160,2531
731,2318
2880,2235
742,4818
2941,4526
38,2633
2065,3782
4540,2129
3058,4092
4837,1807
1013,3816
4443,4400
74,2092
979,3394
1681,958
4051,1263
2453,2392
2882,1368
1877,4602
722,3729
1958,1754
3606,2518
2427,3277
2702,198
3348,3445
4080,2044
3872,935
2436,699
3508,662
2584,1000
1554,4003
2527,276
3713,3053
241,4897
4250,1207
4645,4408
4014,4754
3576,2570
2702,2197
1430,4371
4374,3938
4059,4274
2379,4294
3258,2902
668,1262
546,1686
3356,4874
4053,1160
3955,1870
2635,3581
255,1238
2426,994
1908,4746
401,3698
1956,2211
1409,1635
723,963
1120,2094
1946,2108
2279,3390
2333,1678
985,1170
2848,1783
1312,2579
1947,865
1389,1134
3985,3659
3722,2283
4835,2000
2857,3288
3629,3730
4903,967
3320,2141
2502,3548
4696,4710
2636,2684
3578,2127
616,1923
1312,1616
1927,3504
4515,234
1176,1802
2731,4343
2625,1796
2467,3286
3870,756
2887,3303
4751,2516
4542,3418
3331,4496
1859,1510
4694,1162
1430,2731
2527,2667
2085,2853
4490,2780
2782,1087
898,4442
3829,2851
1280,1931
1572,936
479,374
4057,1349
1234,2571
4530,4225
1370,1659
191,31
4650,2831
856,3169
2891,3316
738,3152
299,2246
2638,3769
2049,4073
4003,511
4028,3863
3977,1657
2220,2658
716,1256
3187,218
2294,262
1763,3723
2791,3437
1822,3770
1453,249
1968,1365
3676,2898
2602,1227
370,1622
3760,3229
2894,3991
1190,2946
4490,2998
3778,1401
2989,1590
4753,4229
798,1445
79,4012
218,3856
4228,3895
2598,1838
3096,2942
3850,638
1251,319
1617,604
891,4919
3223,3201
2924,1913
4023,2134
804,937
3877,4532
3572,4515
2726,929
1497,1764
3055,3245
2692,3850
3261,4993
3839,2895
937,4735
4464,3612
1483,1237
1200,3649
1826,500
1535,2590
2159,4197
2224,1595
851,4059
3856,3351
4357,1635
728,11
1295,2801
3340,2468
3443,4143
4632,1958
4991,136
1478,3638
4223,1814
1321,1705
4412,2462
1391,1466
1379,1390
4723,4762
1873,1707
4278,2764
1059,3766
3991,4329
3758,3064
1265,4463
3333,629
4157,2711
712,1632
3569,1302
416,470
1742,871
3273,4892
788,164
3775,1181
1846,970
1997,1101
826,4962
2842,892
1053,4392
2147,1829
1697,2602
87,4469
4290,2419
710,2527
3029,4851
2143,1921
2538,1067
980,4664
496,4341
1166,101
1648,2218
400,3590
3396,295
2334,2028
1469,2506
51,2710
3331,405
3217,123
1590,1474
226,743
52,3401
919,2179
3832,463
702,3475
3824,1878
73,3344
1939,2331
665,2450
2010,1279
2723,3691
674,1907
2270,2049
2704,2594
2155,3702
4632,4193
3772,2629
2561,873
933,2937
75,3009
1288,1774
987,1452
3529,1364
709,2249
1703,506
1184,944
4862,2529
4803,354
3612,1873
898,1505
3595,2696
1111,3305
1509,2212
4856,1925
2063,2151
4389,1882
3218,604
1211,1753
1774,3429
959,4789
2625,267
3975,1481
4596,3135
3328,4234
2351,1941
3537,3580
2518,1843
664,954
4703,4505
2048,2694
1328,3291
4669,526
1156,702
3871,2635
2465,4261
4522,3641
3743,1043
2325,771
234,4810
1206,2899
3988,1410
1936,4843
303,2048
1763,2490
4572,4741
2972,2910
2530,2416
4886,1064
2205,1508
2158,822
3831,1169
4070,648
2213,1358
1124,2173
317,4377
1597,4740
1543,3880
2009,1734
2035,4105
1848,628
1600,4815
523,2221
1657,340
501,4461
2497,2671
3577,4354
2211,4102
222,4604
2661,3610
316,4416
4090,3364
3058,587
540,2755
3606,3458
2261,3112
4182,2506
1095,1798
747,3268
4304,56
300,1115
4466,3893
4382,2105
1525,1778
4665,2122
4210,3382
3536,4727
451,1268
3444,187
3220,3135
4084,3720
2064,726
371,4675
1200,2275
965,860
288,12
1055,2418
4146,1781
2132,2327
3029,1986
4353,3789
2343,2212
3394,1315
197,2702
3733,3000
912,4320
930,3151
641,1998
992,2756
385,341
377,1907
1025,3239
4072,1755
2179,2715
3349,2960
2005,2808
517,3812
3869,2535
1190,971
1265,3457
3078,2261
72,3069
1145,4196
998,88
4171,1418
2426,2406
2253,767
2490,4450
1852,3353
2566,4428
4013,1
4540,4684
2500,4284
4415,2942
3134,3522
2979,1469
4860,3802
4576,4391
4590,2053
293,1223
4782,1559
4702,4277
3026,409
4505,395
545,3704
4126,4791
1210,4593
1062,2220
2260,117
4984,915
1527,4326
1690,648
1418,1828
1776,3146
3148,3364
3827,211
4743,4345
4881,4061
4376,2816
2787,1349
1771,2380
4991,1665
2644,4440
2855,3055
454,2537
2728,2963
31,1498
4432,1852
4889,914
2142,4665
2390,1071
2810,793
4063,1343
2657,3116
2273,2191
1930,1872
865,814
1719,2796
1675,756
4118,672
1917,1048
127,4131
3006,305
1582,136
3889,1296
1231,2179
1698,1728
602,996
527,1065
3006,1418
2260,4101
2613,4582
4726,372
4681,335
4009,4015
2100,4667
97,4092
3721,4811
635,3208
1126,1450
194,2487
4628,1237
4407,2425
2659,2217
1892,648
3670,2971
4014,4099
1353,3240
3329,1768
4822,2817
2048,1746
1265,3079
3395,465
53,685
4657,1843
896,2763
3049,1679
207,3004
3960,1360
3476,821
863,2636
2422,3545
3940,53
2184,263
664,4831
4646,706
3079,3176
3435,1787
1225,3948
3562,3873
283,4872
449,3364
2989,1229
4225,4491
2273,112
1910,3212
2958,2461
903,79
4356,1527
28,4794
4148,2543
2500,3115
4634,236
192,987
3309,1398
2680,3194
1039,4797
2530,398
2370,4940
1581,3923
709,2131
1494,1478
1893,347
1807,3054
1978,626
1750,2712
3650,4377
4954,3910
4478,189
4467,467
4255,2302
3983,4406
958,1531
424,1490
2967,2692
2665,3652
921,3577
772,2551
1822,4702
3734,3140
2435,2339
4232,2303
2671,4014
1596,146
3470,1525
2087,1344
3283,3742
280,2322
82,1058
1893,2105
1346,3976
961,3213
1559,1053
582,1370
2012,3207
754,1046
1731,1482
1450,662
1726,1145
686,3722
3392,3472
2272,1898
3587,3476
3056,3792
4174,4433
1936,4958
1009,2900
310,312
197,3538
4756,59
3709,93
2982,4869
3095,3933
2794,1725
1344,3452
4285,1064
4767,639
4918,926
1835,2261
850,3377
3116,1526
469,4435
2899,4585
1928,4512
3998,267
3956,120
755,582
262,3909
1991,3600
2055,4997
1511,2513
3345,776
2326,4976
4510,2198
3328,1233
751,3582
2871,2657
3523,2288
4547,3885
4398,4474
2710,2458
3010,3528
2141,525
1722,3503
4000,765
1100,2567
1547,4310
2049,1906
3581,4928
1220,4870
4912,3675
1574,3407
918,2337
371,2703
648,3649
3018,18
891,2945
4436,3507
1372,3684
4777,4519
2467,4933
4479,573
3564,501
1844,1137
959,3447
2220,139
3309,4222
4499,2721
4954,1252
3738,4935
4594,3560
4643,4642
2674,533
4017,1799
2681,1746
360,1666
4012,4013
4727,2155
763,4981
2234,3181
879,429
1863,1205
792,840
2270,1165
4495,4125
4712,1896
370,4391
892,3317
4551,1090
4394,2802
2658,4100
2911,819
4160,1923
4671,4356
3323,4121
2266,2655
2408,795
4383,4634
2926,3491
4982,4664
2702,4066
2641,2852
2842,312
4495,4627
3211,522
4066,2942
315,4687
3196,1836
4281,2940
4550,3159
2575,1434
4366,3349
3062,392
4904,1894
1727,3380
4338,3803
4377,433
2823,27
1996,4009
4013,28
3156,2706
2953,1499
4516,4697
4771,26
2073,363
2622,4627
4428,4232
1834,2748
2852,4620
3761,2131
1220,3852
1890,3632
483,3785
1986,3624
4344,1093
3451,4088
1623,414
1643,2719
2755,3744
880,1990
3199,2796
4063,2304
1813,2830
789,4618
2771,4597
3743,3633
3546,812
2253,1951
235,3019
3838,629
2742,4942
1393,2895
2502,3786
4111,362
3493,4240
255,4602
3982,1924
2277,388
814,2086
4547,3323
2907,359
4579,1704
2188,3067
4339,2035
4516,406
1099,2947
3196,3756
4948,665
4866,523
199,1748
3126,4271
3124,1030
4402,4682
358,1469
4757,586
2096,4358
4644,3307
4575,4349
3698,4387
248,2603
2043,4341
4004,2671
4649,4164
2737,1746
2327,3234
3243,4758
122,3306
3351,1804
4744,2400
2133,2482
620,529
2944,1846
2577,2879
2124,3192
1907,1119
335,3565
4225,4452
431,4040
2405,259
1766,1732
4245,1351
3572,3845
1679,2706
4012,4696
3610,484
3089,2712
4473,4321
4401,5000
588,4767
400,593
1258,2070
3666,2096
4986,574
708,1807
625,1546
286,767
3189,960
731,4939
152,1612
3,1790
2304,2983
3381,2261
285,2960
356,1757
3165,302
3630,998
3397,3923
2312,3408
3823,235
4125,811
337,1976
2641,3853
4256,4636
3971,4056
1031,2049
4271,2301
4909,1834
1738,3780
2798,3028
2699,2081
1378,4558
2207,1727
755,3083
4029,4168
3416,2383
2137,4763
2479,3963
1000,2221
3301,1251
3654,823
1971,4623
2370,4554
1940,1953
1219,374
4746,2197
4972,3864
2806,169
1843,555
3734,3186
4309,4752
3233,390
426,390
2435,3904
583,27
669,2671
4124,4418
1548,413
1789,3440
3219,1489
3719,1138
2400,2241
1355,2391
636,463
2425,3375
626,4997
4345,3004
203,850
2295,2212
4048,2344
4332,295
1639,3335
4390,1761
4006,1697
3951,196
4097,372
4142,876
2167,4435
3768,1656
285,2346
2336,2911
4629,4355
2120,1591
1017,954
125,1784
1567,2522
821,4101
2767,913
3200,2154
2068,2442
2875,3073
3963,2108
4794,1958
251,3166
2045,2921
1901,353
4088,4718
4018,2468
1237,1425
2470,2689
1994,2398
1216,872
797,1202
542,853
1005,2769
2205,3929
3333,3533
1160,3286
4096,2648
3083,3241
4884,3762
363,4043
772,3268
2594,3719
3005,3605
1956,3876
2097,1620
1377,1305
186,3754
2210,4332
2732,1715
358,1603
3692,2458
3384,1860
3042,114
1062,3736
2170,1845
758,3174
1249,2849
3967,3306
4111,2369
1320,4525
186,406
4341,4354
2226,4579
4013,3728
408,3203
4940,3684
1333,2007
2529,4563
895,2572
1672,70
3573,1278
1622,3700
4971,1362
4389,4398
1840,1147
4698,559
3556,1600
1366,2965
3825,4041
3950,217
1502,214
422,1297
4334,1199
1870,1776
1077,1900
4575,2935
2484,4680
861,3126
4113,670
4227,4743
1020,989
3942,1228
1168,3635
265,3820
4915,343
1818,3580
4778,2215
4217,223
2211,2220
1337,2386
836,452
4497,75
4685,1318
1957,1033
4898,999
4790,3618
3130,794
3999,1082
3183,4417
4301,4328
865,4304
1139,4303
3199,727
891,1002
3387,1780
3384,4691
104,2476
3608,3916
3329,207
1012,2794
2098,4473
3151,2120
1263,101
3998,4380
2794,4771
4184,237
2209,4408
3965,1733
1693,962
1480,3414
2593,1598
541,3519
3665,1810
4542,4745
1322,861
2390,990
255,2028
4401,3814
1971,659
1823,1856
2458,1038
4901,369
4454,1431
4444,4580
1838,1768
3896,3056
3850,1498
3462,4638
1799,3312
1987,1792
151,400
3673,3955
1237,1197
2717,170
3159,3936
4690,2833
1328,3846
835,418
4625,365
3172,3283
1269,4055
276,1968
3641,4934
2583,3130
2538,43
1422,4250
4250,2095
3657,811
2609,326
1344,3837
2733,3618
4987,1079
4077,1089
3193,1042
805,4074
2082,2605
3500,3937
1898,1988
2330,810
2091,3080
978,1691
4418,3196
4960,2126
4590,4098
2507,2363
4650,2918
4491,3143
3535,3445
33,2803
3665,594
146,670
3695,3181
3023,257
687,2136
4268,1010
3577,1049
1632,3900
1365,2674
1934,152
466,1319
2212,3375
699,869
4531,1107
1653,789
4416,4594
2924,999
3696,2090
1058,3783
4146,2799
3025,3632
297,4827
2133,3933
642,2433
3892,1463
2003,4277
2780,1214
4668,4438
4334,3730
4774,51
853,1076
76,4072
3209,1990
2585,3254
353,33
455,3367
1768,1846
3385,3950
4730,4755
986,442
2284,1906
63,2309
386,1007
2343,4471
3405,406
3664,3550
4046,2767
4767,4490
1796,980
2198,4819
2458,3241
818,93
3488,3144
3964,641
2237,3559
496,2377
1870,1597
588,2825
4205,3844
820,4760
3806,2510
917,2393
3753,1968
4514,2544
1111,142
648,4117
3932,4399
561,2499
26,2295
3278,4946
1264,3732
1976,2002
4815,1936
1189,486
24,2922
3315,1935
1816,3604
47,2803
2162,4261
4498,3930
2616,298
1387,4087
3844,949
961,2377
2945,1426
1047,1311
2402,2533
1134,1552
3584,3171
152,1734
4714,1207
4104,350
2636,3719
227,2185
98,1973
3984,4062
4093,3850
168,1380
2101,330
2784,1821
4806,1136
737,2776
2572,3409
982,3850
4967,2862
1535,2923
980,97
1774,2173
796,2402
489,2030
2850,2927
4948,3606
2261,4746
2007,3641
3610,3069
