IdM,IdE
2869,2848
2,3915
3470,3565
3962,2198
2740,4277
1390,90
4527,637
2322,778
3629,2886
2653,4078
603,1556
3974,280
968,1254
3445,2779
4749,654
3358,2572
80,3377
4568,4325
3389,4536
4077,2413
1949,1766
2566,1887
4492,3597
299,4423
1576,355
2298,23
2608,2518
2108,525
775,1465
948,2837
1962,1946
1709,4708
4340,2658
213,1782
285,3011
1297,2158
2403,4974
4318,3320
3650,4175
4911,2717
330,2038
1069,1501
3688,760
3214,4623
3019,2940
4106,1086
2925,1224
3000,4864
3745,930
2088,811
4281,392
3785,35
1340,544
3556,820
2120,784
3992,4883
4853,3469
2145,1133
1306,2397
2894,2918
4120,2391
1901,3529
1104,1252
1334,3060
4986,410
3141,833
4916,2683
3916,4026
1610,3565
1403,536
647,3884
949,4935
3454,2818
1647,750
2223,679
3599,568
944,4973
4049,2064
2770,4457
3645,1517
4530,2703
2150,4872
3401,2279
938,4955
4821,1258
4361,1977
2205,2616
1915,2672
2231,2228
1058,3756
2816,4984
2228,2494
4677,1747
4097,4146
4664,3499
1872,4545
1018,3011
1141,806
1200,1462
3401,2324
684,1023
3118,305
3302,2137
4033,2178
402,3641
3679,2770
2221,1913
4142,1337
1278,575
4940,2136
3819,647
509,2409
3114,3306
3300,4619
617,3712
1397,4433
2491,2567
3948,4216
232,1898
338,2372
4994,1288
14,4807
4606,3473
4590,3431
3923,4449
4344,9
3015,504
3227,4295
2100,291
313,4504
4267,654
3630,1525
2061,1114
3327,433
3727,384
80,3421
2226,462
3453,3772
807,2766
1963,501
4308,2682
32,4738
2688,3550
714,623
694,2362
241,979
156,4206
3707,2975
3223,759
4701,278
2278,4087
2545,1939
426,1692
3203,127
884,1024
1367,2791
4123,120
5000,4779
22,3083
1279,1921
1606,121
1830,1296
2567,3077
3450,4961
2067,3262
1116,2110
4516,2878
2876,1213
388,1083
523,1614
2735,1004
1986,4992
803,1256
303,4666
3166,4808
2820,2984
4809,2090
1346,963
764,3395
3882,1374
3321,4230
196,1280
2464,4715
4544,2367
89,2188
2479,3576
3770,2005
806,579
2380,1622
2726,3788
1751,2112
128,1505
1071,2057
1179,4036
4773,2859
3344,2367
2585,841
3134,3298
4736,1538
642,689
1340,1629
4241,3521
1972,1226
4789,1669
2514,4943
2490,2135
314,2266
2656,373
584,969
3074,4236
4284,1377
4490,4357
1401,3710
1424,4185
700,3258
2335,1580
3921,1830
899,1274
1980,1951
2686,513
959,2297
3889,1880
2058,2835
2084,1922
627,4666
643,2379
4955,2742
4678,1392
1296,4237
1519,2018
3767,3142
1628,912
948,4882
2369,2445
3035,454
4345,3665
4228,2464
3626,1568
4986,1890
3535,3948
491,943
4076,2419
2977,3276
980,598
2114,2107
2450,4008
3711,4496
3770,2628
2076,2353
1866,4004
3615,1094
3693,2469
2789,3173
1648,4889
2595,3839
2682,2714
400,1301
2307,4784
2801,3106
1612,1206
4460,2531
2345,1409
30,1644
1581,4661
3142,1321
3087,89
3823,2653
3096,342
3709,2859
4021,4882
241,3523
838,4718
4600,1242
1882,2373
861,1063
2485,3550
2897,2708
662,246
109,1345
157,1836
838,2456
3276,3696
4289,3143
4070,3883
3339,381
2053,3187
847,85
4780,2712
3147,3452
4806,2436
316,753
1071,1818
3165,2812
4707,1919
2422,3067
1113,4044
1902,3974
3371,1308
1004,4867
1989,4644
4154,3519
3995,348
2322,724
4455,2012
4142,1135
1215,4038
3676,3927
1948,1812
2240,4126
4000,2534
4711,2739
3970,45
3145,4113
473,1000
1171,2759
228,1381
1404,1876
2275,4522
2768,1727
1197,2972
3122,1536
786,1538
4756,3303
3508,3525
283,2268
4,2593
1256,3726
56,1631
3549,1517
3461,766
4626,2302
3322,3465
1717,3003
3585,2888
4999,1893
3935,3853
548,2341
264,2663
4712,3180
4097,4871
3368,1171
3442,88
1041,4811
2993,918
1170,485
684,2376
649,2238
2473,3021
3843,2054
662,3670
3387,2656
4135,1829
535,2030
158,230
72,1812
1156,526
4767,208
3672,3572
2150,1517
3481,3852
77,4385
2642,2984
1739,2462
2998,4770
4715,3326
3361,2324
4199,3035
2950,109
3678,4308
1813,2783
3290,547
992,4071
2306,144
4774,1881
3125,2964
4059,4046
1799,1313
4578,1741
1661,4088
3948,1447
1274,4937
4318,919
2042,869
1103,3001
927,244
1092,2894
4751,4515
2664,2756
1105,383
1102,342
4317,2341
4539,3570
4775,4908
1151,3515
161,2033
149,4028
2384,2673
1837,3259
288,1670
1967,3527
3312,449
3238,3170
1828,482
1371,2140
2297,2507
1907,123
1052,1716
2012,1643
3193,3052
6,2420
156,312
4256,1497
117,1821
2208,616
24,884
2624,1422
168,617
1283,998
937,4408
467,4151
2729,473
4201,882
4904,3266
3128,1135
811,3591
3731,1667
2043,3185
3194,4196
1141,4856
3589,3750
2208,1004
1936,2185
2359,71
1172,1352
4636,1563
2466,1632
4904,3949
2280,2933
4503,857
963,964
4208,4565
2724,4507
4952,3907
3115,866
809,2509
895,1319
2551,1032
178,1220
2598,445
2569,2376
2240,3069
266,808
1854,1324
1817,1309
2241,3717
4450,2617
980,4256
1653,2157
1275,3660
3299,2710
3687,309
2957,3392
322,4497
4770,2148
1198,1404
3700,4470
3736,2268
3157,550
3678,4480
3630,4745
1887,1856
3804,4048
975,197
4912,200
1295,4874
3751,2179
165,1126
4639,333
1268,3664
3858,3690
2575,4229
2564,4885
3428,4969
1556,4347
4678,4480
1188,742
1676,1541
1139,4930
1216,3330
205,4438
1555,983
1028,3695
3297,4825
1178,495
472,1746
1620,1296
2506,877
4090,838
3221,4010
67,1725
2283,2693
1448,731
3266,1621
2900,1530
425,4468
1421,925
2615,1354
626,2907
1161,1641
3131,432
1211,1219
3182,3300
96,4080
4989,4982
2262,4328
2798,4014
106,4929
3952,695
1869,925
3026,4370
3423,4771
2702,801
615,2652
455,3216
3531,555
4520,3425
1285,1734
1808,3407
153,2184
4133,4808
4502,3905
3200,1431
2648,2813
3376,4844
2792,631
275,1804
942,4194
2597,883
2207,886
591,205
1149,25
3256,1602
1148,4714
353,2369
1578,1917
288,1426
4302,5
314,4618
4752,970
2970,603
1437,1246
2159,2876
3225,214
3877,1684
1723,1132
529,3498
275,1407
843,2892
732,4825
1704,1631
2206,169
2531,1094
4920,1472
3180,3345
4265,2806
4852,4773
955,559
42,2158
4576,3160
1150,4602
1677,1353
4834,707
3721,2969
4987,2519
1835,3390
3330,3258
1187,1419
4791,643
4619,713
1523,1624
1375,1342
1490,4482
3881,4854
2530,3288
2826,873
3493,2857
4108,1330
4507,2319
4870,2769
4018,2922
1514,1168
538,4771
185,2363
2257,1336
3267,3771
104,3235
1022,698
1660,3521
1047,939
507,601
114,2505
495,4140
1104,1440
4981,1793
1150,3546
4445,4866
4165,3638
3490,2711
1691,3015
4579,3814
3886,402
1164,225
3667,765
2741,1367
81,4244
814,4059
254,3869
1255,1619
2767,3797
759,2824
4536,1510
2144,4641
496,3811
2114,2400
2127,2510
2435,824
1570,3845
3578,1837
3991,758
4736,4455
4162,377
627,2127
2996,1391
3329,1756
1131,2676
4179,4791
2678,796
4404,818
3638,3426
202,3355
932,967
2713,3497
3937,2131
4350,2845
46,155
4171,3
715,4327
3080,2712
1997,4976
4017,3632
1163,3389
2639,846
4785,2749
1882,4719
3303,1463
2899,3248
2505,4676
3714,91
2501,218
1316,1172
3590,2136
1410,3780
1216,3825
3262,3733
4465,2397
146,2130
1025,1926
3445,1119
4659,3918
3010,3419
1548,2650
4318,2561
495,2190
3187,995
2941,1255
3555,510
2945,977
3965,4418
3052,1112
6,3738
885,2420
4994,3133
4157,1269
4721,4308
3116,3339
4039,4081
1245,2048
4850,4001
917,2710
3734,1286
4609,1408
1741,1552
1360,3886
2030,3929
640,3675
1971,3583
1886,3624
1785,3106
4446,744
2182,2564
4629,3247
1613,3504
140,3331
4082,1729
3257,4770
4169,3366
3375,3207
2591,835
4992,4961
1782,1319
2701,3638
2042,1399
1063,3734
4176,2830
4366,4809
4504,2700
910,757
4886,1784
1230,3250
2572,2279
3437,808
2373,2277
3879,4109
4686,4285
3244,1779
4364,660
1716,1587
1922,2607
4561,1976
1274,4259
3465,805
1084,103
4020,3799
1190,3047
3914,3721
1876,3717
1565,3558
1464,2045
3213,2812
37,2491
243,2137
4491,1568
421,4638
3398,4590
4823,3490
3353,3486
2446,3376
1561,4785
3114,1154
2234,103
2312,3255
214,4474
4872,2840
2302,1240
4081,4564
3664,1061
3206,433
3115,1133
3458,2814
3163,525
2529,3321
3195,523
1320,819
1791,2892
1521,611
728,1444
4449,2625
3231,2982
4123,4087
3125,471
4463,287
3176,4042
3471,2854
2879,2975
1843,3992
566,2886
60,121
3883,3501
1591,3053
3970,2621
3064,3995
2746,3182
1571,1495
2764,2312
4740,3400
4192,997
1224,3720
675,119
387,799
2651,2956
1401,4824
3280,4509
1338,3188
4330,2745
4301,2883
3871,1559
1503,3702
247,1380
1075,512
3530,2532
2406,4977
2362,3031
3537,1222
2745,4840
4655,2148
832,110
3159,3938
1460,2798
195,4349
1508,2747
4005,4229
3419,328
568,1882
1350,3952
2896,1239
1586,1137
2367,4591
2492,3310
4848,1503
4821,555
2575,664
4128,649
4234,2190
1083,4365
167,2026
1288,4760
4810,3646
2951,1603
2619,4591
2343,2776
4860,2954
3764,3111
4081,823
4705,356
1729,216
2704,3690
3680,4533
859,2135
4773,195
4441,2944
1764,2917
333,4681
3564,648
4206,4357
348,1032
4208,4761
3892,822
4433,2919
4150,421
1355,4325
4310,1492
4684,4593
4909,3860
1145,3
4343,4388
4955,3789
3957,1699
1169,359
1926,638
3969,3723
2320,3373
4618,4489
1688,2412
4132,1262
1627,1858
112,1191
523,4816
1886,4223
4724,4264
4803,969
4434,226
262,2211
4890,1022
2350,3771
2279,1591
4530,2644
3959,4881
3711,4017
2311,1414
1884,2865
1485,672
1824,4920
440,3330
3426,546
2124,4432
387,4356
2308,893
3094,3468
3087,3137
4382,2566
4312,2786
1539,4219
3107,4238
1174,3700
1325,1001
687,1015
461,3970
1028,1809
4341,809
4003,3279
3949,4284
3082,2866
3300,3865
560,3529
4728,2567
3992,2237
56,1082
2162,1763
4295,2886
4534,2330
1969,3565
1619,2501
3460,3415
4399,1525
2125,4430
1414,1136
4903,4311
1777,2216
543,477
2191,3036
3520,4221
1117,3949
4911,2382
4842,884
890,2489
2559,1566
118,3414
4172,1359
4012,3994
4670,404
4079,4505
660,2058
3693,2685
1046,638
3143,1456
4255,2602
2858,1601
1190,2875
231,4933
3768,918
3949,3982
2078,2685
2300,2659
2411,4004
4185,4895
4002,606
3790,1668
2595,895
618,1030
6,2962
3332,3884
1067,684
4828,2107
4422,3388
602,781
1711,3844
3232,4968
2936,4901
2026,4659
1474,2546
2376,3503
1191,3781
2082,821
925,3392
4782,1730
4677,2780
374,1266
2319,868
1239,3032
4926,929
2599,699
189,1352
3521,3223
1300,792
1753,3792
2393,2975
4880,561
3151,3929
2488,983
4899,756
2161,4335
548,445
3128,3484
970,2246
2266,2593
3778,1826
386,3158
904,1000
3678,3419
446,3784
3441,594
1073,3531
1654,2486
4912,918
620,869
117,2350
2806,268
2522,4797
2318,3409
1853,3911
4301,160
1672,737
828,2937
1717,100
3024,3415
591,4068
3615,2158
4614,2646
3460,2630
13,2192
1625,1144
2515,3816
4258,685
638,4099
2921,1929
1185,4715
2314,969
3865,4574
1746,992
2847,2743
1126,4162
852,4509
1795,1600
1103,4979
1504,3186
3346,3158
4721,735
677,2561
3009,3975
3959,1929
3314,3188
4939,2807
4104,3098
1596,2199
3362,538
764,2378
2839,4121
36,3828
3099,3114
1593,129
1028,260
3057,1808
2375,4305
4736,3549
3134,4772
2184,1683
2837,234
1996,3133
2835,2558
3472,1229
1557,754
247,4675
1412,3641
3621,2727
4532,472
213,3226
746,3430
29,3801
1593,4898
427,2842
2036,428
4855,645
1871,1970
362,2746
3713,4397
1706,810
1976,4706
101,862
4844,723
4950,1736
317,1732
4609,64
4317,4634
852,1852
1825,139
4952,2026
2060,3590
1759,2919
4893,184
533,1377
4056,2895
2246,1092
4014,4470
1867,2541
2309,37
3451,3614
3692,409
4511,1846
4589,3581
1291,4596
1409,962
2325,3015
2285,4025
4861,2790
3387,3040
1643,3357
2721,4154
397,504
3660,579
2879,1278
660,4267
612,1531
4759,1261
3132,747
2841,1251
2263,611
3501,1080
3486,3977
2091,1495
1948,3360
971,4487
2537,3807
1451,1629
1426,2782
3785,1494
3854,982
4991,833
2258,374
3459,4773
2731,707
1416,3752
2320,2530
1549,3511
4236,571
4110,3359
2111,781
3814,3678
762,2274
2107,1625
3265,665
4435,3073
3599,3282
4954,2692
3267,1198
4567,1568
636,1631
2739,1243
285,4558
4733,2860
3983,3937
2452,4270
628,433
649,3009
78,3088
1358,3027
2678,1263
3658,68
3472,3350
4703,3578
3426,956
3826,1991
2200,154
2988,1371
3446,1709
3216,2800
2343,1279
1239,2986
2477,3516
4636,4645
3469,4004
1896,2928
3687,840
1788,1428
1100,464
2770,4371
1944,3850
285,4268
98,2362
4429,1546
3896,2658
3104,3693
2075,2502
1712,3457
738,789
3768,3721
3142,2605
1382,4961
421,1021
4405,3623
1642,2172
222,236
288,4328
202,1194
4151,2191
4135,4603
3107,4714
3622,1131
3222,3766
2837,4168
4513,4834
1874,4670
2150,4672
3707,1120
2410,3064
1291,4641
4832,1329
4256,4446
959,4479
3144,1954
4713,2779
4089,4838
3812,684
1608,201
2640,3402
1624,3080
3857,4641
4763,3341
153,4971
2786,1499
4392,3223
4849,3909
1784,4182
3648,404
67,2953
1953,2154
3756,2420
238,1031
3651,1573
1977,1880
1604,2157
3672,2553
1214,4075
703,3512
1811,4072
2890,3978
4104,783
1769,1168
105,3359
1431,2390
160,2781
153,3574
57,1215
607,1724
87,1738
3648,4929
2802,3318
3892,607
4978,897
206,3247
828,3132
4586,3195
1201,2294
3262,3162
3659,2064
3792,1322
3315,3709
1958,4350
230,2278
3582,3882
3924,231
2343,3110
390,1085
3486,3428
2301,282
1476,3436
1966,2863
2327,3820
3600,1339
4576,3462
3695,1544
3775,1257
2391,1105
1438,4271
3930,481
3366,3094
4787,4074
3117,4665
3482,3821
4014,3412
3170,4126
2195,1899
3977,4569
1685,2956
1949,3540
4923,2756
412,4831
2782,1318
2393,2199
3026,1128
2129,4245
3237,569
1223,786
3471,645
2991,3097
1313,356
420,2991
4066,2104
4159,4728
413,1162
538,939
2133,2909
3820,3815
2174,2791
3056,298
1686,4779
2448,4568
2026,3327
3421,778
4119,3410
788,4756
374,1871
4686,248
4816,720
4996,4230
1506,3536
2286,4520
148,3178
4750,658
4063,1517
4301,3828
3220,2944
3187,4161
3930,3764
1827,4040
1436,3788
4271,1964
805,2385
1647,1993
629,484
2587,1827
2198,4886
3263,4249
452,1601
3269,1308
2838,2739
4977,2132
2708,4075
224,1566
4922,1703
3943,618
4332,1649
2785,213
3418,4491
4568,2935
1465,3338
2213,4156
1924,951
4638,2710
857,2816
4446,2440
3665,3834
1094,4529
3675,4151
2121,2344
2731,3507
2153,4346
4030,569
2600,4675
1197,2833
4310,69
4994,4623
2304,875
2558,2401
984,4814
3940,1261
2876,1231
792,3810
2032,3197
1246,2728
233,2855
519,1847
2740,164
4134,4916
4278,1362
4296,311
635,4356
4691,660
1745,4400
4395,206
4571,982
861,2318
4938,1587
3223,2915
3548,4739
4621,4257
4533,2628
1505,3418
4913,4348
3536,1153
4304,952
4873,2423
2693,1426
38,27
1992,492
4889,3467
1201,3529
2885,3682
3354,2163
299,672
2068,1932
3591,2710
905,4194
3461,1382
489,3767
4752,2363
178,3239
129,2108
2889,4057
4078,3577
3157,3205
1661,87
611,2536
986,1727
4556,1371
2925,724
3848,4103
4074,2840
4105,613
2533,1311
1470,575
1568,2284
3396,475
3247,479
2543,734
3645,3536
3869,3836
3265,3906
4173,492
771,1255
3573,4989
3470,806
1149,369
1732,4725
330,1614
4494,1670
1970,1943
3074,4590
2528,167
3907,715
2579,4486
3914,2917
3040,846
1192,1483
3808,4250
1410,751
1464,3650
4832,4750
1659,4103
327,4567
231,462
4173,1488
3046,4078
4582,1037
2950,4183
604,829
2781,1616
556,1098
1772,2524
3935,1339
4711,710
979,1354
3139,2355
2332,1582
4558,3442
3996,4830
3526,2485
84,925
2262,4747
510,58
1683,3418
4914,3425
915,1757
5000,2101
2653,4934
9,3302
3118,531
515,2247
1750,3321
1074,1688
4427,1275
1628,2184
3240,3172
2804,2837
2156,1063
914,4187
3109,4435
118,2572
145,851
1219,4926
274,4057
4843,2091
1548,472
843,2174
4287,3470
4022,169
72,1766
878,4825
3020,2193
525,1842
2410,2619
4135,1329
3577,3101
1446,2746
2808,3473
2765,2829
403,855
1421,4981
3189,4462
2768,989
1753,4405
3836,2331
395,4011
1431,4874
3223,3525
2714,2896
4185,3201
3229,4388
3864,1628
3582,2163
1917,513
3745,2067
346,1353
1929,4641
1144,2199
3671,729
2964,1939
3262,4585
534,3949
3192,348
3772,4049
1490,3757
3041,1738
2732,2364
4504,706
4676,4872
2780,3802
4248,361
2277,146
2532,1122
3269,1118
4379,2463
2727,2619
309,3594
3491,3568
4727,3458
1355,3843
1484,636
3793,1344
3188,2569
1462,2659
3215,2721
1223,926
1123,2567
685,2765
1776,4012
579,3989
2194,2932
4970,1020
1857,811
1901,3961
1382,4116
164,2440
220,3028
3871,3442
1141,3324
2208,3709
3318,880
449,4940
3085,250
3736,27
3932,4650
3897,4879
1769,2288
103,4367
800,4980
4155,2739
1307,507
989,3063
3914,4291
1082,2900
1934,886
4459,1741
3066,4452
3290,4001
1029,4424
1368,3659
1508,908
618,734
2096,2602
3199,1394
1803,2177
2015,117
2441,3532
4098,2187
1599,1349
1440,2940
4389,1497
788,2881
4123,1342
1712,3750
207,192
3308,1185
175,2603
2569,3750
496,696
2647,1527
700,132
532,4225
1492,103
2813,4213
2418,4244
2221,1146
3111,70
2003,1013
3006,4356
1703,3561
4396,3408
3822,1423
4168,4395
4156,1531
3236,369
1942,434
2516,4444
2681,2415
687,4089
4567,4850
527,2591
1320,1560
4485,3009
1301,3065
4591,3947
3106,3971
3578,1937
1346,504
3460,1685
2031,1780
599,4739
706,1962
948,3484
4281,553
3694,2292
4035,4384
3224,1999
3374,4686
3082,1676
4655,1063
4566,4855
4686,380
2560,3012
3496,1778
1915,122
474,1455
4944,4481
3598,847
43,473
1773,484
721,1789
3810,4266
592,4633
4012,2740
288,3754
875,156
3944,420
4429,1590
490,2193
346,3708
3180,2585
390,4100
3303,4010
2747,4614
3458,2085
1403,628
4729,4317
4996,3047
4405,667
2488,2401
3017,1622
1508,214
443,1984
2912,4841
4748,2872
397,2776
3840,4786
929,4304
187,4356
3440,4119
3938,1121
3708,4396
2318,2084
4405,4895
2049,2858
1539,2820
798,455
2710,4208
3478,4913
1364,4503
4751,4480
3514,3020
651,3706
2537,2337
4209,1256
215,3149
3685,84
1663,2326
537,1149
3443,4084
355,841
1205,2118
3833,4815
2409,2956
1387,3925
4996,4143
3067,94
4702,3376
4846,1042
4228,95
999,2391
4771,4400
2423,118
4050,3804
2822,1639
123,1964
2178,1643
2991,4380
3308,1444
719,1518
466,363
17,2502
917,1383
117,2742
4990,4521
3571,1994
4370,1233
789,1109
2772,4969
785,4247
4234,174
4005,1593
3286,4837
342,2273
4348,4638
608,3994
2307,251
3161,3406
4871,4585
3845,4272
1071,191
1983,3325
4413,61
1383,2750
4740,2104
3625,1026
2299,2205
408,1287
4330,4148
4350,4855
3273,4612
2124,1145
643,635
2462,750
1428,1350
2162,1125
1644,2928
3790,1088
4677,3360
2034,1363
3824,3083
2219,1282
3186,3421
4897,2947
2750,1177
3914,3578
1722,2993
2111,657
2785,23
1561,786
2855,2979
3025,3127
1166,4282
3931,397
3320,995
2071,175
2051,1797
1160,4989
4636,3286
539,1144
4883,177
4686,496
3249,3531
2196,696
188,3538
2326,4771
4787,199
1552,3160
1598,803
4016,3232
2501,1311
2773,4338
4686,1470
1529,4031
3797,73
2885,3727
3249,4313
9,3596
3653,663
4014,2034
4371,1372
288,4596
2484,3288
739,1987
1723,2749
3381,2798
2260,2753
4856,520
1408,3708
65,2350
4327,192
3813,1931
4807,1444
3488,4381
3815,4126
1371,836
4772,4577
4565,1560
2518,1451
4185,2629
299,109
850,4646
3638,1879
722,3669
4051,737
2462,3201
616,1694
2210,280
1691,4954
3234,648
2111,372
1139,1310
1533,674
2364,4056
210,1155
3887,2168
913,4442
4695,3532
3195,899
1414,3206
3155,3586
1100,1563
4505,2509
612,3284
1517,2502
4311,2388
3674,2867
3721,4976
1402,2201
156,3571
2978,1544
1545,2470
265,640
1230,4875
3553,745
3871,974
1513,3339
2750,1756
3916,1684
4092,4665
143,2465
1150,1800
39,2036
276,1805
289,723
3550,441
3733,1832
3229,548
3318,1174
3816,2484
2088,3955
2396,2838
3255,1514
3780,1904
3558,3855
3906,3408
2925,4600
3492,4479
3438,2242
4547,3891
1311,743
2403,374
516,3546
4109,3501
2779,1124
229,4504
1196,2159
938,3093
938,2657
637,4027
1283,1544
46,3621
1942,3867
4577,2511
2132,608
320,990
128,909
3355,1190
1789,3784
4951,2377
869,213
2139,4595
2323,4928
2837,1505
1422,1603
1394,2463
4449,3802
3808,949
4332,496
4943,3933
2144,1827
3763,2212
3517,833
2955,3348
1939,3625
657,2870
1275,4954
2411,4372
4784,3067
10,483
4491,4282
4488,1498
3326,3665
4865,2696
966,2419
1562,382
2286,744
1069,948
3437,3219
1972,4494
2573,4208
1277,3448
2741,4423
3642,157
4119,1614
2984,151
2111,2055
568,1388
3866,1509
2739,3068
775,232
1677,227
1097,3581
1499,4455
3762,4337
1889,4975
2065,4469
828,927
993,3733
3414,1066
383,2419
1870,3507
2080,1618
2068,2678
3051,499
2759,2267
3306,754
2016,312
4069,1491
2119,3402
3236,1321
518,819
3854,2933
4472,712
2803,4718
2734,664
1878,331
1554,2928
3350,3439
1755,2175
4262,2112
476,1860
583,986
4540,4524
2196,2117
1192,3231
3528,2349
4230,3475
3862,4351
317,1206
926,226
3245,452
2944,2215
4197,4363
2383,2402
1420,609
3895,3347
294,154
3068,4356
391,1254
814,2899
258,1381
50,1772
217,3391
4920,3720
2999,1424
2119,48
4178,437
1360,1304
53,4551
4645,2862
3090,3900
3497,4215
2136,4384
4396,1651
712,156
2549,4787
4922,1580
1746,346
1498,3869
2137,3367
3143,3268
3506,4567
4075,2425
4087,133
4639,3654
2519,4033
3479,1916
206,513
1182,569
4894,2989
3197,2606
1061,2274
3466,3417
140,1895
4480,3168
362,3084
4704,3089
1777,2794
3733,215
3711,4571
4223,4000
532,3261
3663,1097
4119,1727
2599,3294
3405,2984
2072,1893
1377,89
439,4325
921,3951
3175,2314
3442,4528
2557,4310
3195,4130
2520,103
4325,447
1247,1899
996,3423
4730,4435
3566,4917
873,4524
778,748
432,334
2273,4470
3277,4314
2097,2977
2613,451
2328,1211
4855,3618
729,848
3558,1926
373,3380
2406,2758
4022,891
46,2133
2382,2149
2917,1814
1522,133
4074,900
1017,787
2407,1843
4652,4743
4234,1037
3487,3104
633,2028
125,4898
2176,4136
3585,3467
2382,3666
4600,585
4068,1156
2970,95
4224,4202
4564,1959
544,4111
256,3666
4491,934
7,2602
1233,925
2783,519
2109,4647
3673,1852
3844,4182
888,1661
1612,2901
4265,44
2228,539
911,4299
4132,4075
301,4290
982,4025
3374,3788
946,4396
4895,2585
1621,1489
77,4162
2634,1180
4806,397
3445,4558
291,3474
2299,150
3113,940
2876,550
1672,284
1834,2005
4158,1787
1207,4701
3944,2245
2836,546
2323,4470
1756,3625
2376,4879
861,3053
3343,4281
179,3528
4536,1980
4022,4625
933,1085
2222,1819
4513,1426
469,4285
895,2322
3693,4627
789,4734
2698,2776
1022,2342
3664,2666
4292,4101
2954,1795
2238,1711
3948,2327
1542,3295
652,787
1362,3393
4803,3602
1771,4727
2700,3132
4619,2655
2577,2675
1333,836
854,2219
2891,568
2984,3239
2104,4253
1996,908
4123,329
4620,2403
2251,126
204,4761
532,2829
2564,2483
2824,4417
1785,2477
4860,1553
3407,3343
3987,1172
3980,965
1376,4968
2078,600
1305,2813
401,4730
3573,1546
4734,4900
2197,256
3284,507
1483,2265
1557,3701
2504,4933
4238,891
1820,298
3906,791
4886,2175
2882,2113
4307,2818
3964,2410
4792,1244
4500,218
3212,2490
618,329
1845,1422
1554,1039
551,2033
821,850
2004,1136
762,4538
1496,2396
2795,304
4929,4021
1101,1739
448,2960
4533,2502
78,1903
475,1537
2425,4431
3335,3223
3579,415
1796,3893
2457,2865
218,4830
2585,3168
333,3603
3155,2606
1950,2435
2294,3548
211,736
1398,3292
3469,1687
2181,517
1040,3985
365,2553
2760,637
3365,1415
1433,139
2641,1587
1086,4442
4398,1109
3274,4586
3867,2837
1155,3080
2737,2674
4793,355
2760,2621
2120,1375
2553,1451
1788,4073
851,660
2106,2414
4451,3001
4352,3477
4261,4562
1703,323
2121,4940
3250,3089
187,4494
1262,4423
238,727
3328,2056
3157,1243
2245,3166
1075,2262
59,3586
3428,4577
604,773
1143,3294
1788,319
1017,4328
2751,3329
3802,2566
3349,850
3087,4528
2787,1296
1111,3416
4734,3073
3364,2373
1142,2937
3630,173
789,262
504,4310
1100,3489
2434,3892
1446,1748
429,3447
4596,256
366,2483
3043,3012
2098,3137
1413,1448
4880,4417
1686,3977
1783,4703
4456,526
2175,4259
2918,1280
3266,4198
4595,782
4946,500
295,1402
3696,3329
1963,3866
554,1729
2391,4958
3519,2039
2365,4887
4864,2400
2306,764
729,4523
2040,4322
1191,3069
2615,3120
1679,3278
4746,4164
4144,1061
2715,2644
2403,3775
2560,1898
1548,1254
3534,2868
1105,72
406,2578
2270,4540
2875,4206
3162,1429
306,4817
788,746
4556,2654
3526,3087
577,183
4471,598
3377,636
4069,3710
544,3564
576,2008
4871,3447
690,4458
1923,1193
4699,2091
4952,1996
4514,3477
2870,1368
2070,3109
2493,1231
1018,3570
1954,4093
4276,841
4402,1325
1994,3049
3483,1620
4048,4524
4875,3423
1482,734
3551,4234
3821,2346
367,1669
3542,1765
3067,4506
3697,4744
3935,1551
4491,4134
4018,160
367,3469
1232,1391
2269,4360
3429,1535
254,2506
1235,1293
2561,1139
4375,3249
4979,1017
239,1706
3600,2988
901,2464
2684,1284
205,855
3507,1127
4030,710
869,2433
3674,715
3243,3439
2548,1656
1671,1734
529,3142
3934,4057
679,2358
2678,3313
3749,238
2176,2737
3382,2694
979,2635
3197,2944
964,2818
2746,1302
3525,4734
1277,3514
3571,3838
574,3939
4174,1000
2932,3686
2716,4253
787,2084
1262,4281
309,4324
3366,115
3042,4698
4813,2171
3755,955
3290,3549
1543,792
94,1883
4848,472
1220,666
2359,1432
1899,4847
4851,916
52,158
3396,4369
2524,4327
1605,3419
2559,4338
4264,2945
2650,3781
3464,4610
3835,1382
4806,3455
1996,4969
3859,1771
2004,1031
2932,3823
790,3704
1683,2634
783,1716
384,3158
3136,4777
1847,2467
947,4279
2918,2533
484,4167
664,4839
59,3102
1261,1079
3137,1412
2656,2465
4562,1709
2301,4166
590,3126
531,846
2273,1114
3054,767
4813,4324
4577,4839
3103,1305
492,868
2961,2240
1756,3456
3933,866
2268,289
2896,2495
4086,1008
2068,344
1620,382
102,3197
2331,2083
4,3143
3578,1382
3506,535
2536,2775
204,112
3478,2634
886,3287
2868,4552
4626,2141
3054,1784
4166,4497
468,483
4699,3498
1045,4329
1508,2212
1477,4552
2349,4505
3111,1061
2042,4336
1847,680
1874,1540
3717,4658
2270,3815
1850,1000
3566,4485
222,646
855,4528
2676,1939
2811,1910
4475,552
4569,113
3402,3346
4848,4756
3444,4409
2585,3354
2226,1297
4412,174
1927,4547
4020,734
1231,90
735,1956
44,2064
1782,4105
2304,3305
4943,3728
4280,1576
1224,2604
1965,4689
4368,1467
3059,753
1854,3444
4327,4522
3364,3332
