IdO,nom_orga,type_orga,IdT
878,Alliance Services,Club,2181
879,Prestige Solutions,Club,2950
880,Alliance Services,Club,1393
881,Alliance Partners,Guilde,3022
882,Elite Consulting,Guilde,1850
883,Horizon Industries,Club,1631
884,Alliance Solutions,Confrérie,1214
885,Global Industries,Association,30
886,Alliance Partners,Association,778
887,Alliance Solutions,Fraternité,2691
888,Prestige Solutions,Ordre,2478
889,Alliance Group,Association,921
890,Horizon Services,Fraternité,358
891,Horizon Partners,Loge,2503
892,Elite Consulting,Club,1653
893,Alliance Partners,Association,4056
894,Royal Industries,Guilde,4548
895,Global Services,Club,1454
896,Elite Industries,Club,2233
897,Prestige Group,Association,4714
898,Prestige Group,Cercle,679
899,Horizon Solutions,Club,3027
900,Horizon Services,Club,739
901,Prestige Consulting,Association,1750
902,Royal Services,Club,3171
903,Royal Group,Association,1841
904,Alliance Partners,Guilde,3474
905,Elite Industries,Ordre,1872
906,Elite Solutions,Club,1064
907,Global Services,Club,672
908,Prestige Industries,Guilde,130
909,Horizon Industries,Association,768
910,Prestige Consulting,Club,1448
911,Alliance Partners,Club,2699
912,Alliance Consulting,Club,1477
913,Global Industries,Club,2968
914,Global Group,Club,2041
915,Global Partners,Cercle,267
916,Alliance Industries,Club,1242
917,Prestige Group,Guilde,2684
918,Global Industries,Association,2319
919,Alliance Group,Loge,2204
920,Alliance Services,Guilde,2775
921,Global Partners,Guilde,613
922,Royal Industries,Club,4241
923,Prestige Group,Association,319
924,Global Partners,Ordre,2603
925,Prestige Partners,Loge,1972
926,Elite Solutions,Guilde,4927
927,Prestige Services,Club,4231
928,Alliance Partners,Association,4089
929,Alliance Consulting,Association,1748
930,Horizon Partners,Loge,2306
931,Alliance Industries,Guilde,4696
932,Elite Consulting,Club,1034
933,Royal Partners,Club,469
934,Elite Consulting,Club,4435
935,Royal Services,Guilde,817
936,Prestige Solutions,Loge,2582
937,Elite Group,Club,4499
938,Alliance Partners,Club,1971
939,Global Consulting,Loge,4164
940,Alliance Services,Association,2196
941,Horizon Consulting,Loge,2203
942,Horizon Partners,Club,2197
943,Elite Partners,Club,76
944,Alliance Consulting,Ordre,1216
945,Royal Group,Club,1808
946,Royal Consulting,Guilde,399
947,Horizon Solutions,Cercle,3283
948,Prestige Partners,Loge,2273
949,Horizon Services,Club,693
950,Alliance Consulting,Club,4244
951,Prestige Services,Association,856
952,Royal Partners,Guilde,3449
953,Royal Solutions,Club,2484
954,Elite Consulting,Association,1759
955,Prestige Partners,Association,3646
956,Elite Consulting,Club,2073
957,Royal Industries,Cercle,3444
958,Elite Services,Guilde,3591
959,Elite Services,Club,2342
960,Horizon Consulting,Cercle,4732
961,Global Consulting,Guilde,3859
962,Alliance Solutions,Club,1782
963,Horizon Group,Club,4541
964,Royal Services,Association,572
965,Prestige Services,Cercle,2987
966,Global Solutions,Association,2826
967,Prestige Partners,Association,1126
968,Prestige Group,Guilde,3867
969,Royal Consulting,Association,4125
970,Alliance Consulting,Association,3205
971,Royal Group,Cercle,3384
972,Prestige Group,Loge,2859
973,Royal Group,Association,1091
974,Elite Consulting,Ordre,2751
975,Alliance Group,Guilde,3090
976,Horizon Consulting,Loge,4000
977,Royal Group,Club,3336
978,Prestige Solutions,Loge,2725
979,Horizon Services,Cercle,649
980,Prestige Industries,Loge,2291
981,Prestige Services,Guilde,1660
982,Royal Services,Club,2561
983,Royal Solutions,Club,731
984,Global Services,Club,4108
985,Elite Consulting,Club,3
986,Prestige Solutions,Association,4805
987,Royal Solutions,Guilde,1365
988,Prestige Solutions,Club,1057
989,Prestige Services,Club,1462
990,Horizon Industries,Guilde,2532
991,Alliance Industries,Club,4312
992,Prestige Industries,Cercle,3236
993,Alliance Industries,Ordre,1156
994,Global Industries,Ordre,2207
995,Elite Consulting,Guilde,525
996,Global Solutions,Club,4111
997,Horizon Services,Loge,751
998,Horizon Consulting,Guilde,2581
999,Royal Consulting,Club,4256
1000,Horizon Group,Guilde,609
1001,Alliance Industries,Confrérie,334
1002,Alliance Industries,Confrérie,3780
1003,Royal Industries,Club,2934
1004,Elite Consulting,Club,3235
1005,Global Partners,Loge,1894
1006,Global Partners,Loge,2681
1007,Elite Consulting,Guilde,487
1008,Horizon Solutions,Confrérie,4328
1009,Royal Solutions,Club,4228
1010,Prestige Partners,Club,2979
1011,Prestige Industries,Guilde,4957
1012,Prestige Industries,Club,4860
1013,Global Group,Association,490
1014,Elite Industries,Loge,4323
1015,Global Industries,Guilde,3686
1016,Global Consulting,Loge,1728
1017,Horizon Group,Loge,1936
1018,Global Partners,Association,229
1019,Royal Consulting,Loge,4523
1020,Elite Services,Confrérie,49
1021,Prestige Consulting,Cercle,3046
1022,Prestige Consulting,Club,3425
1023,Alliance Consulting,Loge,3415
1024,Alliance Industries,Guilde,4996
1025,Alliance Solutions,Club,3738
1026,Elite Consulting,Association,2463
1027,Alliance Industries,Association,1282
1028,Elite Solutions,Fraternité,2245
1029,Alliance Consulting,Loge,3782
1030,Horizon Consulting,Club,3970
1031,Royal Services,Club,436
1032,Royal Solutions,Guilde,560
1033,Global Consulting,Association,2694
1034,Global Services,Association,4902
1035,Alliance Solutions,Club,1152
1036,Horizon Industries,Guilde,4523
1037,Horizon Consulting,Guilde,4781
1038,Royal Partners,Club,4030
1039,Prestige Industries,Guilde,1868
1040,Royal Partners,Association,3892
1041,Prestige Industries,Club,617
1042,Elite Consulting,Club,3266
1043,Alliance Partners,Club,2868
1044,Prestige Services,Confrérie,416
1045,Alliance Group,Cercle,1725
1046,Prestige Consulting,Guilde,2044
1047,Horizon Services,Loge,3376
1048,Elite Solutions,Association,1913
1049,Elite Partners,Loge,3820
1050,Royal Industries,Guilde,3459
1051,Prestige Consulting,Association,3026
1052,Horizon Industries,Guilde,4924
1053,Royal Group,Club,3904
1054,Elite Services,Guilde,4566
1055,Prestige Consulting,Club,629
1056,Global Services,Guilde,1306
1057,Global Partners,Club,2141
1058,Horizon Consulting,Guilde,3835
1059,Royal Industries,Association,4647
1060,Elite Partners,Loge,3865
1061,Alliance Industries,Club,3493
1062,Alliance Industries,Club,2708
1063,Horizon Solutions,Association,2422
1064,Elite Solutions,Association,4480
1065,Alliance Services,Guilde,960
1066,Horizon Solutions,Association,1014
1067,Prestige Group,Cercle,2013
1068,Prestige Industries,Ordre,3454
1069,Global Services,Cercle,3617
1070,Alliance Group,Guilde,4720
1071,Global Partners,Association,4251
1072,Alliance Solutions,Guilde,2314
1073,Horizon Services,Club,874
1074,Elite Solutions,Club,786
1075,Alliance Solutions,Club,1159
1076,Alliance Consulting,Association,5000
1077,Elite Services,Fraternité,1216
1078,Prestige Services,Club,1332
1079,Royal Industries,Guilde,2932
1080,Global Partners,Loge,1075
1081,Prestige Solutions,Club,2275
1082,Prestige Services,Association,4740
1083,Alliance Solutions,Club,618
1084,Horizon Consulting,Cercle,3644
1085,Alliance Group,Club,1888
1086,Royal Industries,Club,2498
1087,Horizon Industries,Club,4777
1088,Alliance Group,Club,2015
1089,Horizon Group,Association,712
1090,Elite Industries,Cercle,848
1091,Alliance Consulting,Guilde,4619
1092,Prestige Consulting,Club,1896
1093,Global Group,Association,522
1094,Royal Services,Cercle,1729
1095,Prestige Services,Guilde,4155
1096,Alliance Solutions,Club,2117
1097,Royal Partners,Guilde,2103
1098,Global Services,Association,1222
1099,Global Consulting,Club,1132
1100,Horizon Industries,Cercle,1550
1101,Elite Services,Club,3508
1102,Prestige Industries,Association,3814
1103,Royal Solutions,Fraternité,1010
1104,Royal Partners,Club,1964
1105,Horizon Partners,Association,779
1106,Prestige Partners,Association,3950
1107,Elite Industries,Association,1907
1108,Elite Solutions,Guilde,993
1109,Prestige Solutions,Club,4421
1110,Elite Industries,Club,1893
1111,Horizon Solutions,Cercle,3485
1112,Global Partners,Association,1761
1113,Horizon Partners,Association,3891
1114,Prestige Consulting,Loge,885
1115,Alliance Industries,Cercle,2686
1116,Prestige Services,Loge,1028
1117,Prestige Solutions,Loge,94
1118,Royal Solutions,Club,4102
1119,Global Solutions,Association,2837
1120,Horizon Solutions,Club,2620
1121,Horizon Consulting,Club,4830
1122,Horizon Solutions,Cercle,1628
1123,Royal Services,Confrérie,611
1124,Elite Industries,Guilde,2320
1125,Prestige Services,Loge,3783
1126,Global Consulting,Guilde,4858
1127,Alliance Solutions,Cercle,692
1128,Global Services,Association,2504
1129,Horizon Consulting,Guilde,4013
1130,Royal Group,Guilde,4428
1131,Global Consulting,Association,3912
1132,Horizon Solutions,Association,2699
1133,Prestige Industries,Cercle,476
1134,Royal Solutions,Club,2547
1135,Elite Consulting,Club,4313
1136,Prestige Services,Club,4083
1137,Alliance Industries,Confrérie,2206
1138,Global Services,Association,4357
1139,Royal Industries,Cercle,4817
1140,Prestige Industries,Association,1678
1141,Royal Consulting,Association,553
1142,Prestige Industries,Club,848
1143,Prestige Services,Loge,950
1144,Global Services,Guilde,3032
1145,Horizon Group,Club,2869
1146,Elite Consulting,Cercle,244
1147,Elite Consulting,Association,897
1148,Horizon Services,Association,79
1149,Royal Industries,Cercle,4683
1150,Global Group,Ordre,3877
1151,Prestige Solutions,Guilde,2655
1152,Prestige Services,Association,2643
1153,Horizon Industries,Ordre,3322
1154,Global Group,Loge,1505
1155,Alliance Industries,Association,3803
1156,Alliance Partners,Fraternité,4889
1157,Prestige Services,Club,2856
1158,Horizon Industries,Club,3545
1159,Prestige Group,Association,1495
1160,Alliance Partners,Guilde,524
1161,Global Consulting,Association,1143
1162,Prestige Group,Loge,3807
1163,Elite Services,Association,3224
1164,Royal Industries,Cercle,4491
1165,Royal Group,Club,3662
1166,Horizon Partners,Cercle,4903
1167,Elite Services,Club,3445
1168,Global Group,Loge,1673
1169,Alliance Services,Guilde,1188
1170,Global Solutions,Club,2316
1171,Alliance Industries,Guilde,3796
1172,Royal Services,Association,1387
1173,Alliance Consulting,Club,1418
1174,Horizon Consulting,Association,1440
1175,Elite Industries,Confrérie,4746
1176,Alliance Partners,Association,2174
1177,Royal Consulting,Association,2497
1178,Prestige Partners,Association,79
1179,Horizon Industries,Association,2689
1180,Alliance Services,Club,1810
1181,Global Industries,Club,2152
1182,Horizon Industries,Guilde,591
1183,Global Solutions,Club,4389
1184,Global Industries,Guilde,2742
1185,Prestige Services,Club,3021
1186,Prestige Services,Confrérie,4705
1187,Horizon Group,Club,4692
1188,Prestige Industries,Club,222
1189,Global Partners,Cercle,3535
1190,Horizon Services,Guilde,949
1191,Alliance Group,Guilde,3786
1192,Elite Consulting,Club,4677
1193,Alliance Consulting,Club,743
1194,Prestige Consulting,Association,4905
1195,Global Consulting,Ordre,4899
1196,Prestige Consulting,Guilde,536
1197,Prestige Services,Guilde,4082
1198,Prestige Group,Association,2138
1199,Elite Consulting,Club,2278
1200,Horizon Solutions,Association,2219
1201,Prestige Partners,Loge,3342
1202,Alliance Industries,Club,2648
1203,Royal Industries,Guilde,4106
1204,Horizon Group,Association,178
1205,Horizon Industries,Loge,1268
1206,Global Solutions,Club,3098
1207,Elite Solutions,Association,1183
1208,Prestige Partners,Association,4386
1209,Royal Services,Association,851
1210,Elite Services,Association,4425
1211,Royal Services,Loge,1706
1212,Royal Services,Guilde,3631
1213,Horizon Consulting,Cercle,1337
1214,Horizon Solutions,Fraternité,1004
1215,Global Consulting,Association,3198
1216,Elite Solutions,Association,736
1217,Global Industries,Club,2409
1218,Alliance Partners,Association,2643
1219,Elite Partners,Club,4454
1220,Royal Services,Guilde,4867
1221,Prestige Partners,Club,984
1222,Elite Solutions,Ordre,2241
1223,Prestige Solutions,Association,423
1224,Alliance Consulting,Loge,4870
1225,Prestige Consulting,Club,1079
1226,Elite Services,Club,3005
1227,Alliance Consulting,Club,2634
1228,Elite Industries,Club,3585
1229,Royal Consulting,Cercle,4463
1230,Elite Solutions,Association,3775
1231,Global Group,Fraternité,4765
1232,Royal Industries,Loge,2768
1233,Elite Partners,Confrérie,291
1234,Elite Industries,Association,4322
1235,Elite Group,Club,3250
1236,Alliance Consulting,Association,1552
1237,Alliance Services,Association,3502
1238,Elite Consulting,Loge,4269
1239,Alliance Services,Guilde,3547
1240,Alliance Industries,Loge,2403
1241,Horizon Industries,Guilde,4294
1242,Global Solutions,Association,2480
1243,Global Consulting,Cercle,4198
1244,Prestige Group,Association,4843
1245,Alliance Solutions,Club,4583
1246,Horizon Services,Guilde,155
1247,Global Services,Fraternité,1430
1248,Horizon Consulting,Loge,3198
1249,Global Solutions,Association,3504
1250,Elite Consulting,Loge,1876
1251,Royal Solutions,Association,3020
1252,Prestige Partners,Association,1889
1253,Alliance Consulting,Guilde,3660
1254,Royal Solutions,Club,3179
1255,Elite Partners,Confrérie,677
1256,Elite Consulting,Fraternité,433
1257,Royal Solutions,Association,2858
1258,Prestige Services,Confrérie,1708
1259,Royal Consulting,Club,2778
1260,Elite Partners,Association,3231
1261,Elite Partners,Association,3202
1262,Prestige Services,Loge,4739
1263,Prestige Services,Club,1443
1264,Horizon Solutions,Club,4873
1265,Royal Consulting,Association,3762
1266,Global Consulting,Club,3151
1267,Global Industries,Club,1055
1268,Horizon Partners,Loge,436
1269,Global Partners,Guilde,2578
1270,Alliance Consulting,Club,4480
1271,Prestige Services,Club,3884
1272,Prestige Group,Association,4427
1273,Global Services,Confrérie,4085
1274,Royal Group,Ordre,2753
1275,Alliance Industries,Association,334
1276,Royal Group,Club,1008
1277,Elite Industries,Association,1333
1278,Prestige Group,Loge,4685
1279,Royal Services,Loge,821
1280,Prestige Partners,Club,2463
1281,Prestige Consulting,Loge,3352
1282,Global Consulting,Association,2060
1283,Global Consulting,Loge,1331
1284,Elite Consulting,Club,1255
1285,Alliance Industries,Association,1803
1286,Alliance Services,Club,2290
1287,Global Group,Fraternité,2526
1288,Elite Group,Cercle,2311
1289,Royal Services,Loge,467
1290,Prestige Group,Club,4563
1291,Alliance Industries,Association,4448
1292,Alliance Consulting,Guilde,1442
1293,Alliance Partners,Loge,4847
1294,Elite Group,Association,1939
1295,Prestige Solutions,Association,4409
1296,Alliance Group,Loge,3553
1297,Global Consulting,Association,1727
1298,Prestige Group,Cercle,3853
1299,Elite Partners,Loge,2915
1300,Royal Industries,Cercle,555
1301,Horizon Consulting,Association,3441
1302,Elite Solutions,Guilde,4156
1303,Global Partners,Loge,3330
1304,Horizon Industries,Cercle,781
1305,Royal Partners,Loge,3039
1306,Horizon Group,Confrérie,184
1307,Global Group,Club,398
1308,Prestige Industries,Guilde,4770
1309,Global Partners,Club,4172
1310,Global Partners,Club,608
1311,Horizon Partners,Loge,3253
1312,Alliance Group,Association,198
1313,Elite Consulting,Cercle,3779
1314,Horizon Solutions,Club,4905
1315,Horizon Services,Club,18
1316,Alliance Partners,Confrérie,2461
1317,Global Services,Loge,2016
1318,Global Industries,Club,3454
1319,Alliance Group,Guilde,1028
1320,Elite Consulting,Guilde,390
1321,Royal Partners,Loge,1306
1322,Alliance Partners,Confrérie,4059
1323,Elite Industries,Club,178
1324,Prestige Services,Club,2615
1325,Royal Consulting,Club,3654
1326,Horizon Services,Club,4588
1327,Prestige Industries,Club,4131
1328,Global Industries,Guilde,1395
1329,Elite Group,Association,3809
1330,Global Group,Guilde,3323
1331,Royal Industries,Fraternité,2861
1332,Royal Services,Cercle,2199
1333,Horizon Partners,Association,3586
1334,Elite Solutions,Association,2484
1335,Elite Partners,Guilde,102
1336,Horizon Partners,Guilde,3312
1337,Prestige Partners,Association,1230
1338,Elite Consulting,Association,2640
1339,Elite Partners,Cercle,4103
1340,Alliance Solutions,Fraternité,3296
1341,Global Consulting,Club,4669
1342,Global Solutions,Club,4512
1343,Horizon Solutions,Association,4554
1344,Global Services,Club,3625
1345,Alliance Partners,Guilde,612
1346,Elite Partners,Guilde,4837
1347,Prestige Industries,Association,2478
1348,Global Partners,Guilde,1922
1349,Global Services,Club,58
1350,Horizon Consulting,Cercle,4230
1351,Prestige Services,Cercle,2753
1352,Horizon Consulting,Association,601
1353,Global Industries,Loge,776
1354,Elite Industries,Club,551
1355,Elite Group,Association,3231
1356,Global Partners,Association,3069
1357,Horizon Industries,Guilde,2485
1358,Global Services,Ordre,3623
1359,Royal Services,Club,2981
1360,Horizon Industries,Loge,235
1361,Global Industries,Association,821
1362,Royal Services,Guilde,1465
1363,Elite Partners,Association,1753
1364,Alliance Solutions,Loge,3270
1365,Horizon Consulting,Club,3362
1366,Royal Industries,Loge,4099
1367,Alliance Consulting,Club,4047
1368,Global Solutions,Guilde,4433
1369,Prestige Group,Association,3667
1370,Elite Solutions,Association,4736
1371,Elite Solutions,Club,2742
1372,Prestige Group,Guilde,1838
1373,Elite Solutions,Ordre,3919
1374,Elite Group,Association,2977
1375,Global Services,Guilde,225
1376,Alliance Services,Guilde,2705
1377,Global Services,Ordre,1480
1378,Global Consulting,Club,398
1379,Prestige Services,Association,1344
1380,Elite Services,Fraternité,3054
1381,Horizon Solutions,Association,3339
1382,Prestige Consulting,Association,1844
1383,Global Industries,Association,1792
1384,Horizon Partners,Club,2314
1385,Elite Group,Loge,4726
1386,Alliance Industries,Club,3667
1387,Prestige Partners,Association,2042
1388,Royal Consulting,Club,4020
1389,Horizon Services,Fraternité,1977
1390,Global Consulting,Club,1175
1391,Elite Group,Loge,4419
1392,Royal Group,Association,1355
1393,Global Services,Loge,2634
1394,Horizon Industries,Association,922
1395,Global Consulting,Club,2859
1396,Alliance Services,Association,704
1397,Alliance Industries,Guilde,600
1398,Alliance Industries,Association,227
1399,Alliance Solutions,Association,942
1400,Royal Solutions,Association,4333
1401,Global Partners,Club,2717
1402,Prestige Solutions,Club,3411
1403,Royal Group,Fraternité,2367
1404,Horizon Consulting,Loge,1171
1405,Global Consulting,Guilde,1301
1406,Elite Industries,Confrérie,2034
1407,Alliance Partners,Loge,3014
1408,Prestige Services,Ordre,4506
1409,Alliance Services,Association,361
1410,Alliance Consulting,Confrérie,3157
1411,Horizon Solutions,Association,3291
1412,Royal Industries,Club,2779
1413,Global Services,Association,1621
1414,Horizon Group,Association,2514
1415,Prestige Consulting,Confrérie,1003
1416,Royal Consulting,Confrérie,1154
1417,Global Partners,Association,3950
1418,Prestige Group,Club,4142
1419,Global Consulting,Fraternité,1748
1420,Prestige Solutions,Guilde,3653
1421,Elite Group,Club,845
1422,Horizon Solutions,Association,2259
1423,Prestige Group,Club,2238
1424,Elite Industries,Association,3716
1425,Global Group,Cercle,639
1426,Elite Partners,Club,854
1427,Elite Group,Club,3743
1428,Horizon Partners,Guilde,805
1429,Elite Solutions,Association,2264
1430,Horizon Solutions,Club,1811
1431,Alliance Consulting,Cercle,4586
1432,Royal Consulting,Club,2185
1433,Elite Services,Club,89
1434,Horizon Industries,Association,4120
1435,Alliance Solutions,Association,4144
1436,Global Industries,Association,4018
1437,Global Industries,Fraternité,4933
1438,Elite Industries,Association,2827
1439,Alliance Solutions,Cercle,4882
1440,Prestige Services,Club,1046
1441,Global Services,Club,4118
1442,Global Partners,Confrérie,2471
1443,Royal Services,Cercle,935
1444,Horizon Group,Association,3323
1445,Horizon Partners,Association,2385
1446,Elite Group,Association,647
1447,Royal Group,Association,2549
1448,Global Industries,Club,1312
1449,Global Industries,Club,3454
1450,Prestige Solutions,Guilde,4024
1451,Alliance Group,Association,1548
1452,Elite Consulting,Club,2486
1453,Horizon Services,Association,655
1454,Elite Industries,Loge,4415
1455,Alliance Group,Club,2882
1456,Royal Group,Loge,1287
1457,Prestige Solutions,Club,2530
1458,Prestige Industries,Club,4284
1459,Alliance Solutions,Association,3416
1460,Royal Group,Fraternité,4811
1461,Elite Group,Association,60
1462,Prestige Partners,Club,2009
1463,Prestige Group,Loge,3632
1464,Royal Group,Ordre,3447
1465,Alliance Industries,Guilde,716
1466,Alliance Group,Guilde,2113
1467,Alliance Consulting,Club,1919
1468,Horizon Consulting,Club,3993
1469,Global Consulting,Club,3365
1470,Royal Services,Guilde,1397
1471,Global Partners,Club,3503
1472,Royal Industries,Club,1877
1473,Alliance Industries,Club,3595
1474,Elite Group,Loge,1732
1475,Prestige Solutions,Confrérie,3900
1476,Prestige Partners,Association,4401
1477,Horizon Industries,Club,2109
1478,Horizon Services,Cercle,4771
1479,Horizon Solutions,Ordre,4703
1480,Elite Industries,Guilde,3448
1481,Horizon Services,Association,310
1482,Prestige Industries,Confrérie,1328
1483,Global Services,Association,946
1484,Global Partners,Club,1124
1485,Global Industries,Ordre,286
1486,Alliance Services,Association,3202
1487,Elite Group,Guilde,477
1488,Alliance Partners,Association,880
1489,Alliance Solutions,Loge,4965
1490,Horizon Services,Club,2716
1491,Elite Industries,Association,3108
1492,Royal Solutions,Guilde,3758
1493,Prestige Services,Loge,3453
1494,Elite Consulting,Club,4667
1495,Royal Partners,Guilde,2069
1496,Elite Services,Club,3984
1497,Horizon Consulting,Ordre,4592
1498,Royal Industries,Club,3614
1499,Royal Consulting,Guilde,4314
1500,Alliance Solutions,Association,1196
1501,Royal Group,Cercle,308
1502,Horizon Partners,Club,4455
1503,Prestige Partners,Association,3094
1504,Horizon Consulting,Association,904
1505,Prestige Partners,Club,4062
1506,Horizon Group,Club,3488
1507,Elite Partners,Confrérie,2845
1508,Global Partners,Club,1918
1509,Horizon Services,Association,1649
1510,Royal Solutions,Loge,4291
1511,Global Partners,Club,2312
1512,Global Partners,Guilde,854
1513,Horizon Services,Cercle,4673
1514,Royal Industries,Guilde,959
1515,Royal Group,Club,173
1516,Alliance Solutions,Association,3138
1517,Alliance Consulting,Loge,1499
1518,Global Partners,Loge,4233
1519,Global Industries,Guilde,4537
1520,Alliance Solutions,Cercle,4979
1521,Royal Solutions,Club,710
1522,Prestige Industries,Ordre,4099
1523,Alliance Partners,Association,2971
1524,Global Partners,Cercle,2737
1525,Alliance Industries,Club,1212
1526,Global Consulting,Guilde,520
1527,Alliance Partners,Club,2921
1528,Alliance Partners,Club,3186
1529,Global Industries,Loge,4280
1530,Horizon Consulting,Association,1515
1531,Global Industries,Loge,290
1532,Royal Solutions,Guilde,4721
1533,Horizon Consulting,Association,4672
1534,Global Consulting,Loge,13
1535,Alliance Services,Guilde,2851
1536,Elite Partners,Guilde,2999
1537,Horizon Services,Association,1623
1538,Global Industries,Club,2846
1539,Horizon Solutions,Cercle,2168
1540,Alliance Partners,Club,4837
1541,Global Industries,Association,3238
1542,Elite Consulting,Guilde,1730
1543,Horizon Solutions,Guilde,1045
1544,Royal Group,Cercle,4221
1545,Alliance Services,Association,4816
1546,Global Industries,Club,2028
1547,Horizon Services,Club,3529
1548,Global Consulting,Guilde,4770
1549,Global Industries,Loge,3371
1550,Elite Partners,Club,4930
1551,Elite Solutions,Association,4877
1552,Elite Industries,Club,4493
1553,Global Consulting,Club,852
1554,Royal Partners,Guilde,3689
1555,Global Group,Club,2785
1556,Elite Group,Club,144
1557,Horizon Consulting,Ordre,3978
1558,Prestige Partners,Association,2196
1559,Elite Group,Cercle,453
1560,Prestige Group,Guilde,3090
1561,Royal Group,Association,1846
1562,Global Group,Loge,2408
1563,Royal Solutions,Guilde,457
1564,Elite Group,Guilde,676
1565,Prestige Partners,Guilde,4059
1566,Elite Group,Cercle,1407
1567,Horizon Consulting,Club,4725
1568,Elite Services,Association,4566
1569,Global Partners,Club,3593
1570,Global Industries,Association,2138
1571,Global Group,Association,326
1572,Alliance Services,Confrérie,4914
1573,Alliance Services,Loge,2360
1574,Global Solutions,Club,3453
1575,Horizon Partners,Club,4317
1576,Alliance Solutions,Association,4150
1577,Global Consulting,Guilde,3727
1578,Elite Consulting,Club,4390
1579,Global Services,Cercle,835
1580,Elite Partners,Loge,783
1581,Global Industries,Association,677
1582,Prestige Services,Loge,3385
1583,Elite Industries,Association,1074
1584,Alliance Consulting,Association,1470
1585,Global Services,Club,3742
1586,Elite Services,Club,4788
1587,Horizon Solutions,Association,600
1588,Global Partners,Loge,3115
1589,Global Services,Association,4457
1590,Elite Consulting,Association,1985
1591,Global Industries,Guilde,4803
1592,Elite Group,Club,2006
1593,Alliance Consulting,Cercle,1208
1594,Global Consulting,Association,4011
1595,Global Solutions,Cercle,3766
1596,Global Partners,Loge,82
1597,Alliance Solutions,Ordre,1505
1598,Horizon Group,Guilde,3565
1599,Royal Consulting,Guilde,3052
1600,Royal Services,Guilde,4746
1601,Prestige Group,Club,2178
1602,Alliance Solutions,Guilde,794
1603,Alliance Consulting,Confrérie,388
1604,Prestige Consulting,Fraternité,1425
1605,Royal Solutions,Guilde,3982
1606,Prestige Solutions,Confrérie,273
1607,Alliance Solutions,Association,1194
1608,Prestige Consulting,Association,504
1609,Horizon Partners,Club,42
1610,Global Services,Confrérie,2727
1611,Horizon Group,Guilde,884
1612,Royal Group,Guilde,3764
1613,Alliance Group,Club,1235
1614,Elite Group,Association,4352
1615,Horizon Group,Club,618
1616,Alliance Group,Cercle,1584
1617,Elite Partners,Loge,780
1618,Royal Partners,Club,4603
1619,Elite Industries,Guilde,2607
1620,Prestige Group,Guilde,789
1621,Elite Solutions,Club,3253
1622,Global Group,Club,2156
1623,Alliance Solutions,Association,4836
1624,Horizon Services,Loge,2731
1625,Global Solutions,Club,3789
1626,Horizon Solutions,Guilde,1484
1627,Royal Solutions,Association,1350
1628,Global Partners,Confrérie,4871
1629,Global Solutions,Association,1854
1630,Horizon Industries,Fraternité,3993
1631,Prestige Services,Club,4700
1632,Global Group,Confrérie,318
1633,Elite Consulting,Guilde,3392
1634,Prestige Solutions,Guilde,4093
1635,Prestige Industries,Club,4968
1636,Horizon Services,Club,1967
1637,Global Partners,Association,3150
1638,Prestige Services,Association,1519
1639,Global Industries,Club,3195
1640,Global Services,Loge,616
1641,Elite Partners,Guilde,1472
1642,Royal Services,Guilde,2840
1643,Prestige Services,Loge,1035
1644,Royal Partners,Loge,2975
1645,Global Group,Guilde,364
1646,Horizon Industries,Association,1138
1647,Prestige Partners,Guilde,1324
1648,Elite Solutions,Guilde,1847
1649,Alliance Services,Association,2405
1650,Global Group,Club,2292
1651,Alliance Services,Guilde,4635
1652,Horizon Consulting,Club,2441
1653,Global Partners,Confrérie,2643
1654,Royal Group,Association,1159
1655,Horizon Partners,Guilde,4440
1656,Elite Consulting,Association,3649
1657,Alliance Industries,Association,1721
1658,Elite Solutions,Association,3759
1659,Alliance Partners,Club,1413
1660,Royal Services,Association,3243
1661,Elite Partners,Club,2513
1662,Elite Industries,Club,435
1663,Alliance Consulting,Association,4312
1664,Elite Partners,Club,4092
1665,Elite Services,Guilde,2355
1666,Global Solutions,Club,2742
1667,Horizon Partners,Guilde,4942
1668,Prestige Solutions,Guilde,669
1669,Horizon Consulting,Loge,2770
1670,Global Partners,Club,2044
1671,Alliance Services,Association,3569
1672,Horizon Solutions,Loge,521
1673,Global Services,Guilde,2132
1674,Elite Partners,Club,2251
1675,Prestige Services,Cercle,3175
1676,Global Consulting,Guilde,736
1677,Horizon Services,Association,4757
1678,Alliance Group,Confrérie,3592
1679,Horizon Consulting,Loge,3546
1680,Global Solutions,Club,2632
1681,Global Solutions,Club,3091
1682,Prestige Solutions,Cercle,1431
1683,Prestige Partners,Confrérie,4614
1684,Prestige Consulting,Association,1963
1685,Alliance Group,Association,4358
1686,Alliance Industries,Cercle,3618
1687,Alliance Services,Guilde,2501
1688,Royal Group,Cercle,3358
1689,Royal Partners,Club,3343
1690,Royal Consulting,Cercle,1947
1691,Global Group,Club,2220
1692,Royal Consulting,Cercle,175
1693,Global Solutions,Club,2975
1694,Elite Industries,Guilde,3772
1695,Royal Solutions,Loge,2386
1696,Prestige Services,Club,2610
1697,Global Partners,Confrérie,2607
1698,Alliance Group,Club,3865
1699,Global Solutions,Loge,1154
1700,Global Services,Association,3836
1701,Global Solutions,Club,3834
1702,Elite Consulting,Ordre,3509
1703,Elite Group,Club,3436
1704,Global Services,Guilde,2740
1705,Horizon Group,Guilde,4782
1706,Alliance Partners,Club,1011
