IdT,nom_territoire
1446,Bretagne-46
1447,Limousin-66
1448,Provence-99
1449,Bretagne-67
1450,Lorraine-54
1451,Provence-05
1452,Normandie-25
1453,Picardie-71
1454,Limousin-76
1455,Bretagne-65
1456,Provence-84
1457,Auvergne-50
1458,Limousin-48
1459,Limousin-43
1460,Normandie-40
1461,Picardie-11
1462,Champagne-86
1463,Picardie-83
1464,Bourgogne-88
1465,Alsace-92
1466,Limousin-17
1467,Bourgogne-59
1468,Bretagne-07
1469,Picardie-76
1470,Bretagne-24
1471,Normandie-29
1472,Provence-48
1473,Bourgogne-43
1474,Provence-44
1475,Champagne-43
1476,Bourgogne-03
1477,Alsace-37
1478,Champagne-66
1479,Alsace-38
1480,Bretagne-08
1481,Provence-42
1482,Normandie-54
1483,Alsace-09
1484,Alsace-54
1485,Lorraine-91
1486,Champagne-63
1487,Bourgogne-34
1488,Auvergne-55
1489,Bourgogne-44
1490,Champagne-57
1491,Alsace-55
1492,Lorraine-73
1493,Champagne-14
1494,Limousin-51
1495,Auvergne-87
1496,Auvergne-04
1497,Bretagne-29
1498,Picardie-68
1499,Picardie-78
1500,Bourgogne-45
1501,Limousin-45
1502,Normandie-77
1503,Alsace-83
1504,Bretagne-69
1505,Bretagne-88
1506,Picardie-34
1507,Normandie-80
1508,Normandie-74
1509,Lorraine-32
1510,Alsace-82
1511,Champagne-16
1512,Auvergne-70
1513,Alsace-42
1514,Provence-57
1515,Champagne-73
1516,Auvergne-85
1517,Provence-03
1518,Provence-96
1519,Lorraine-11
1520,Bretagne-56
1521,Limousin-31
1522,Alsace-07
1523,Bourgogne-64
1524,Bourgogne-85
1525,Bourgogne-01
1526,Limousin-75
1527,Normandie-20
1528,Picardie-68
1529,Bourgogne-40
1530,Bretagne-26
1531,Lorraine-37
1532,Lorraine-73
1533,Normandie-56
1534,Lorraine-86
1535,Auvergne-26
1536,Picardie-83
1537,Champagne-39
1538,Limousin-52
1539,Bourgogne-55
1540,Provence-46
1541,Alsace-50
1542,Auvergne-79
1543,Auvergne-74
1544,Champagne-70
1545,Lorraine-92
1546,Bretagne-45
1547,Normandie-82
1548,Alsace-91
1549,Alsace-15
1550,Alsace-81
1551,Limousin-61
1552,Picardie-86
1553,Auvergne-34
1554,Limousin-16
1555,Bourgogne-75
1556,Picardie-21
1557,Provence-77
1558,Limousin-93
1559,Normandie-14
1560,Provence-75
1561,Provence-46
1562,Limousin-31
1563,Champagne-57
1564,Picardie-75
1565,Limousin-26
1566,Limousin-16
1567,Provence-90
1568,Alsace-89
1569,Champagne-69
1570,Auvergne-61
1571,Auvergne-54
1572,Normandie-30
1573,Auvergne-27
1574,Limousin-06
1575,Auvergne-54
1576,Champagne-74
1577,Limousin-51
1578,Bretagne-26
1579,Auvergne-96
1580,Normandie-82
1581,Lorraine-25
1582,Picardie-92
1583,Normandie-26
1584,Picardie-51
1585,Champagne-02
1586,Champagne-55
1587,Picardie-44
1588,Champagne-39
1589,Bretagne-40
1590,Limousin-35
1591,Bretagne-62
1592,Champagne-86
1593,Provence-27
1594,Picardie-27
1595,Bourgogne-16
1596,Alsace-92
1597,Bourgogne-77
1598,Auvergne-82
1599,Provence-17
1600,Bourgogne-65
1601,Normandie-24
1602,Auvergne-42
1603,Bourgogne-21
1604,Picardie-08
1605,Limousin-90
1606,Champagne-89
1607,Picardie-81
1608,Picardie-43
1609,Bretagne-45
1610,Bretagne-14
1611,Provence-76
1612,Alsace-46
1613,Bretagne-81
1614,Normandie-90
1615,Alsace-44
1616,Picardie-85
1617,Bourgogne-82
1618,Alsace-44
1619,Picardie-35
1620,Alsace-77
1621,Auvergne-85
1622,Picardie-85
1623,Provence-16
1624,Bourgogne-78
1625,Normandie-81
1626,Champagne-15
1627,Bretagne-06
1628,Picardie-29
1629,Auvergne-68
1630,Provence-88
1631,Bretagne-67
1632,Lorraine-14
1633,Normandie-44
1634,Picardie-11
1635,Normandie-16
1636,Bretagne-66
1637,Picardie-87
1638,Lorraine-01
1639,Provence-87
1640,Provence-77
1641,Provence-30
1642,Provence-54
1643,Limousin-11
1644,Champagne-71
1645,Picardie-02
1646,Normandie-19
1647,Limousin-56
1648,Provence-63
1649,Bretagne-44
1650,Bretagne-38
1651,Auvergne-47
1652,Bretagne-68
1653,Alsace-27
1654,Picardie-92
1655,Alsace-50
1656,Alsace-13
1657,Provence-36
1658,Limousin-98
1659,Alsace-76
1660,Alsace-95
1661,Auvergne-97
1662,Bretagne-03
1663,Alsace-48
1664,Limousin-09
1665,Provence-62
1666,Alsace-40
1667,Lorraine-45
1668,Lorraine-96
1669,Provence-42
1670,Champagne-67
1671,Bourgogne-22
1672,Lorraine-44
1673,Bourgogne-30
1674,Auvergne-43
1675,Bourgogne-50
1676,Provence-19
1677,Limousin-55
1678,Provence-46
1679,Lorraine-37
1680,Bourgogne-48
1681,Picardie-25
1682,Champagne-49
1683,Picardie-83
1684,Alsace-39
1685,Limousin-63
1686,Lorraine-68
1687,Bourgogne-55
1688,Bourgogne-03
1689,Champagne-42
1690,Alsace-01
1691,Provence-32
1692,Normandie-85
1693,Bourgogne-28
1694,Bretagne-52
1695,Limousin-36
1696,Bretagne-81
1697,Picardie-27
1698,Picardie-78
1699,Bretagne-47
1700,Alsace-06
1701,Provence-47
1702,Alsace-92
1703,Normandie-04
1704,Lorraine-33
1705,Champagne-70
1706,Lorraine-39
1707,Alsace-33
1708,Provence-33
1709,Alsace-84
1710,Bretagne-96
1711,Limousin-89
1712,Bourgogne-42
1713,Bourgogne-51
1714,Champagne-89
1715,Lorraine-28
1716,Limousin-02
1717,Provence-81
1718,Auvergne-79
1719,Picardie-62
1720,Bourgogne-49
1721,Lorraine-38
1722,Bretagne-36
1723,Provence-01
1724,Bretagne-60
1725,Auvergne-24
1726,Bourgogne-82
1727,Normandie-08
1728,Normandie-11
1729,Limousin-43
1730,Limousin-67
1731,Champagne-44
1732,Champagne-04
1733,Champagne-83
1734,Champagne-68
1735,Provence-35
1736,Picardie-60
1737,Bretagne-28
1738,Limousin-75
1739,Provence-77
1740,Champagne-92
1741,Bretagne-40
1742,Alsace-72
1743,Provence-75
1744,Lorraine-37
1745,Bretagne-17
1746,Bourgogne-64
1747,Alsace-94
1748,Normandie-60
1749,Bretagne-19
1750,Alsace-44
1751,Auvergne-78
1752,Alsace-33
1753,Picardie-93
1754,Picardie-43
1755,Champagne-24
1756,Normandie-92
1757,Bretagne-70
1758,Normandie-33
1759,Lorraine-70
1760,Auvergne-61
1761,Lorraine-75
1762,Limousin-07
1763,Normandie-89
1764,Provence-21
1765,Auvergne-40
1766,Limousin-80
1767,Picardie-22
1768,Limousin-94
1769,Auvergne-12
1770,Champagne-88
1771,Normandie-93
1772,Lorraine-79
1773,Champagne-99
1774,Lorraine-70
1775,Provence-97
1776,Normandie-15
1777,Auvergne-59
1778,Normandie-41
1779,Limousin-22
1780,Alsace-80
1781,Picardie-21
1782,Normandie-46
1783,Auvergne-10
1784,Normandie-72
1785,Alsace-26
1786,Lorraine-95
1787,Auvergne-83
1788,Champagne-85
1789,Auvergne-36
1790,Limousin-21
1791,Limousin-39
1792,Provence-66
1793,Auvergne-42
1794,Limousin-64
1795,Normandie-31
1796,Limousin-40
1797,Champagne-75
1798,Auvergne-02
1799,Picardie-40
1800,Provence-18
1801,Champagne-01
1802,Normandie-28
1803,Champagne-10
1804,Alsace-85
1805,Alsace-39
1806,Auvergne-58
1807,Provence-36
1808,Champagne-86
1809,Alsace-01
1810,Auvergne-53
1811,Bourgogne-54
1812,Lorraine-54
1813,Lorraine-70
1814,Auvergne-25
1815,Bretagne-08
1816,Normandie-46
1817,Provence-69
1818,Alsace-05
1819,Auvergne-65
1820,Normandie-30
1821,Champagne-14
1822,Limousin-36
1823,Limousin-25
1824,Picardie-12
1825,Alsace-26
1826,Bretagne-88
1827,Picardie-47
1828,Picardie-50
1829,Limousin-15
1830,Champagne-05
1831,Lorraine-64
1832,Limousin-09
1833,Bretagne-41
1834,Lorraine-29
1835,Picardie-87
1836,Alsace-95
1837,Alsace-83
1838,Alsace-31
1839,Limousin-32
1840,Bretagne-73
1841,Limousin-06
1842,Provence-14
1843,Champagne-30
1844,Normandie-54
1845,Limousin-91
1846,Picardie-09
1847,Provence-68
1848,Auvergne-38
1849,Picardie-50
1850,Provence-81
1851,Bretagne-32
1852,Limousin-03
1853,Alsace-03
1854,Auvergne-40
1855,Bourgogne-36
1856,Limousin-93
1857,Limousin-46
1858,Limousin-68
1859,Normandie-60
1860,Alsace-36
1861,Normandie-26
1862,Limousin-56
1863,Champagne-87
1864,Lorraine-71
1865,Picardie-70
1866,Limousin-36
1867,Lorraine-50
1868,Auvergne-61
1869,Picardie-24
1870,Provence-39
1871,Picardie-89
1872,Limousin-84
1873,Bretagne-35
1874,Champagne-23
1875,Normandie-06
1876,Limousin-23
1877,Picardie-85
1878,Limousin-52
1879,Bourgogne-38
1880,Normandie-36
1881,Auvergne-91
1882,Alsace-02
1883,Picardie-58
1884,Provence-63
1885,Alsace-44
1886,Alsace-07
1887,Lorraine-52
1888,Bourgogne-29
1889,Lorraine-22
1890,Picardie-68
1891,Normandie-19
1892,Limousin-82
1893,Picardie-03
1894,Normandie-03
1895,Bourgogne-74
1896,Limousin-92
1897,Auvergne-33
1898,Provence-22
1899,Picardie-25
1900,Normandie-41
1901,Limousin-44
1902,Provence-75
1903,Normandie-60
1904,Picardie-22
1905,Limousin-29
1906,Limousin-17
1907,Alsace-62
1908,Auvergne-02
1909,Limousin-13
1910,Lorraine-29
1911,Provence-24
1912,Picardie-28
1913,Normandie-26
1914,Normandie-91
1915,Lorraine-55
1916,Normandie-16
1917,Bretagne-02
1918,Limousin-34
1919,Champagne-62
1920,Bretagne-81
1921,Limousin-72
1922,Alsace-29
1923,Lorraine-57
1924,Limousin-78
1925,Bourgogne-65
1926,Bourgogne-40
1927,Auvergne-41
1928,Limousin-72
1929,Normandie-02
1930,Provence-82
1931,Normandie-20
1932,Picardie-88
1933,Provence-10
1934,Bretagne-13
1935,Provence-98
1936,Bourgogne-17
1937,Picardie-42
1938,Auvergne-44
1939,Picardie-04
1940,Alsace-41
1941,Bourgogne-39
1942,Champagne-56
1943,Provence-79
1944,Lorraine-95
1945,Limousin-59
1946,Auvergne-99
1947,Bourgogne-93
1948,Auvergne-50
1949,Champagne-89
1950,Lorraine-18
1951,Lorraine-87
1952,Bretagne-81
1953,Provence-71
1954,Limousin-04
1955,Provence-99
1956,Bourgogne-28
1957,Alsace-33
1958,Bretagne-68
1959,Bretagne-46
1960,Provence-73
1961,Provence-91
1962,Alsace-40
1963,Bretagne-16
1964,Provence-31
1965,Auvergne-39
1966,Champagne-63
1967,Lorraine-69
1968,Provence-79
1969,Provence-05
1970,Bourgogne-19
1971,Picardie-66
1972,Bretagne-77
1973,Auvergne-20
1974,Provence-40
1975,Limousin-88
1976,Limousin-52
1977,Bretagne-19
1978,Alsace-17
1979,Bretagne-48
1980,Alsace-48
1981,Bourgogne-34
1982,Provence-62
1983,Lorraine-93
1984,Bourgogne-48
1985,Lorraine-58
1986,Provence-99
1987,Picardie-42
1988,Bretagne-58
1989,Bretagne-38
1990,Auvergne-65
1991,Limousin-25
1992,Auvergne-03
1993,Provence-65
1994,Normandie-55
1995,Limousin-50
1996,Champagne-10
1997,Lorraine-72
1998,Lorraine-03
1999,Champagne-09
2000,Champagne-03
2001,Limousin-66
2002,Bourgogne-96
2003,Bretagne-99
2004,Normandie-19
2005,Normandie-24
2006,Lorraine-70
2007,Provence-35
2008,Champagne-82
2009,Lorraine-03
2010,Limousin-10
2011,Provence-70
2012,Limousin-47
2013,Limousin-38
2014,Alsace-10
2015,Normandie-36
2016,Normandie-13
2017,Limousin-24
2018,Picardie-85
2019,Lorraine-92
2020,Alsace-49
2021,Alsace-95
2022,Picardie-95
2023,Normandie-27
2024,Alsace-73
2025,Bourgogne-55
2026,Alsace-35
2027,Bourgogne-68
2028,Provence-67
2029,Bretagne-86
2030,Auvergne-74
2031,Champagne-18
2032,Alsace-31
2033,Champagne-97
2034,Alsace-89
2035,Lorraine-91
2036,Provence-76
2037,Champagne-18
2038,Provence-34
2039,Lorraine-54
2040,Provence-02
2041,Alsace-27
2042,Normandie-67
2043,Limousin-62
2044,Auvergne-98
2045,Lorraine-17
2046,Provence-82
2047,Bourgogne-63
2048,Normandie-60
2049,Normandie-98
2050,Bretagne-70
2051,Limousin-03
2052,Bretagne-38
2053,Bourgogne-48
2054,Bretagne-98
2055,Bourgogne-90
2056,Bourgogne-90
2057,Bourgogne-59
2058,Bourgogne-64
2059,Picardie-39
2060,Limousin-74
2061,Provence-75
2062,Alsace-38
2063,Champagne-16
2064,Bretagne-52
2065,Picardie-94
2066,Limousin-54
2067,Lorraine-17
2068,Bretagne-74
2069,Lorraine-60
2070,Champagne-89
2071,Champagne-35
2072,Limousin-19
2073,Bourgogne-10
2074,Champagne-79
2075,Bretagne-09
2076,Bretagne-53
2077,Provence-59
2078,Normandie-07
2079,Picardie-92
2080,Provence-93
2081,Provence-41
2082,Picardie-10
2083,Bretagne-58
2084,Provence-58
2085,Lorraine-58
2086,Alsace-14
2087,Auvergne-99
2088,Alsace-94
2089,Picardie-15
2090,Lorraine-21
2091,Bourgogne-59
2092,Lorraine-49
2093,Normandie-78
2094,Bourgogne-85
2095,Picardie-62
2096,Picardie-83
2097,Bourgogne-09
2098,Picardie-51
2099,Champagne-43
2100,Lorraine-84
2101,Bretagne-92
2102,Normandie-04
2103,Provence-32
2104,Bretagne-41
2105,Picardie-56
2106,Lorraine-37
2107,Champagne-62
2108,Picardie-68
2109,Champagne-45
2110,Provence-01
2111,Normandie-97
2112,Champagne-66
2113,Normandie-76
2114,Normandie-91
2115,Bourgogne-19
2116,Normandie-89
2117,Bourgogne-81
2118,Alsace-67
2119,Bretagne-70
2120,Limousin-66
2121,Bourgogne-38
2122,Picardie-90
2123,Lorraine-45
2124,Auvergne-19
2125,Alsace-28
2126,Provence-70
2127,Champagne-63
2128,Bretagne-01
2129,Picardie-57
2130,Picardie-26
2131,Lorraine-40
2132,Provence-05
2133,Limousin-21
2134,Bretagne-63
2135,Alsace-68
2136,Auvergne-03
2137,Limousin-35
2138,Picardie-20
2139,Picardie-86
2140,Bretagne-21
2141,Auvergne-94
2142,Auvergne-44
2143,Bourgogne-66
2144,Provence-37
2145,Champagne-18
2146,Bretagne-72
2147,Champagne-68
2148,Provence-26
2149,Bretagne-53
2150,Bretagne-78
2151,Picardie-22
2152,Bourgogne-95
2153,Provence-77
2154,Champagne-62
2155,Limousin-78
2156,Normandie-10
2157,Champagne-78
2158,Bretagne-29
2159,Limousin-17
2160,Picardie-29
2161,Picardie-10
2162,Alsace-63
2163,Lorraine-96
2164,Alsace-26
2165,Limousin-14
2166,Picardie-95
2167,Champagne-89
2168,Picardie-71
2169,Limousin-48
2170,Auvergne-56
2171,Normandie-01
2172,Bretagne-11
2173,Lorraine-05
2174,Limousin-18
2175,Lorraine-11
2176,Bretagne-11
2177,Bourgogne-54
2178,Lorraine-43
2179,Provence-25
2180,Limousin-54
2181,Provence-37
2182,Lorraine-36
2183,Limousin-08
2184,Champagne-50
2185,Champagne-58
2186,Normandie-85
2187,Auvergne-48
2188,Bourgogne-06
2189,Alsace-86
2190,Bretagne-71
2191,Picardie-44
2192,Alsace-87
2193,Alsace-19
2194,Bretagne-90
2195,Provence-45
2196,Auvergne-59
2197,Bourgogne-24
2198,Lorraine-66
2199,Bourgogne-42
2200,Bretagne-01
2201,Alsace-20
2202,Limousin-08
2203,Auvergne-32
2204,Alsace-35
2205,Normandie-78
2206,Champagne-12
2207,Bourgogne-65
2208,Limousin-23
2209,Champagne-29
2210,Bretagne-18
2211,Auvergne-94
2212,Bretagne-71
2213,Bretagne-81
2214,Picardie-16
2215,Champagne-78
2216,Provence-75
2217,Limousin-10
2218,Bourgogne-19
2219,Normandie-64
2220,Champagne-86
2221,Bourgogne-76
2222,Lorraine-94
2223,Alsace-34
2224,Bretagne-20
2225,Alsace-27
2226,Alsace-03
2227,Normandie-54
2228,Provence-70
2229,Limousin-91
2230,Alsace-71
2231,Bretagne-17
2232,Alsace-13
2233,Limousin-54
2234,Limousin-44
2235,Auvergne-24
2236,Normandie-90
2237,Champagne-57
2238,Limousin-09
2239,Lorraine-11
2240,Auvergne-28
2241,Champagne-79
2242,Limousin-08
2243,Champagne-02
2244,Picardie-34
2245,Auvergne-59
2246,Alsace-25
2247,Normandie-65
2248,Alsace-93
2249,Auvergne-42
2250,Normandie-88
2251,Limousin-84
2252,Normandie-08
2253,Picardie-16
2254,Bretagne-96
2255,Auvergne-59
2256,Provence-80
2257,Picardie-53
2258,Normandie-74
2259,Alsace-99
2260,Bourgogne-76
2261,Normandie-50
2262,Lorraine-49
2263,Limousin-02
2264,Champagne-13
2265,Picardie-07
2266,Champagne-41
2267,Provence-81
2268,Normandie-01
2269,Alsace-82
2270,Lorraine-33
2271,Champagne-80
2272,Normandie-97
2273,Bourgogne-21
2274,Provence-57
2275,Provence-59
2276,Picardie-48
2277,Champagne-86
2278,Champagne-79
2279,Normandie-55
2280,Bourgogne-41
2281,Limousin-88
2282,Normandie-20
2283,Alsace-18
2284,Auvergne-58
2285,Limousin-02
2286,Bourgogne-71
2287,Limousin-21
2288,Limousin-62
2289,Bretagne-70
2290,Provence-98
2291,Bourgogne-08
2292,Normandie-04
2293,Auvergne-96
2294,Champagne-26
2295,Bretagne-51
2296,Alsace-36
2297,Normandie-42
2298,Limousin-32
2299,Normandie-82
2300,Lorraine-29
2301,Bretagne-11
2302,Normandie-08
2303,Bretagne-59
2304,Normandie-27
2305,Champagne-36
2306,Normandie-35
2307,Auvergne-85
2308,Bretagne-39
2309,Picardie-52
2310,Bretagne-08
2311,Alsace-19
2312,Auvergne-48
2313,Bourgogne-78
2314,Auvergne-59
2315,Picardie-87
2316,Provence-50
2317,Champagne-99
2318,Picardie-64
2319,Bretagne-61
2320,Lorraine-11
2321,Picardie-39
2322,Normandie-44
2323,Picardie-29
2324,Picardie-30
2325,Lorraine-80
2326,Bretagne-62
2327,Champagne-53
2328,Bretagne-98
2329,Provence-29
2330,Champagne-75
2331,Bretagne-23
2332,Picardie-88
2333,Alsace-06
2334,Lorraine-48
2335,Bretagne-85
2336,Provence-76
2337,Bretagne-43
2338,Picardie-56
2339,Auvergne-21
2340,Limousin-34
2341,Provence-84
2342,Provence-51
2343,Provence-67
2344,Champagne-15
2345,Provence-35
2346,Bretagne-79
2347,Alsace-14
2348,Bourgogne-35
2349,Champagne-33
2350,Normandie-89
2351,Alsace-79
2352,Limousin-73
2353,Bretagne-94
2354,Normandie-75
2355,Provence-89
2356,Normandie-51
2357,Lorraine-45
2358,Normandie-46
2359,Champagne-01
2360,Limousin-38
2361,Provence-28
2362,Champagne-75
2363,Lorraine-02
2364,Normandie-18
2365,Bretagne-76
2366,Alsace-57
2367,Bretagne-10
2368,Picardie-83
2369,Bretagne-38
2370,Lorraine-80
2371,Bretagne-02
2372,Bourgogne-02
2373,Bourgogne-22
2374,Limousin-27
2375,Champagne-98
2376,Normandie-01
2377,Limousin-13
2378,Lorraine-29
2379,Champagne-15
2380,Champagne-95
2381,Limousin-21
2382,Picardie-90
2383,Lorraine-62
2384,Lorraine-73
2385,Provence-29
2386,Provence-82
2387,Auvergne-16
2388,Auvergne-06
2389,Limousin-98
2390,Normandie-94
2391,Limousin-29
2392,Bretagne-39
2393,Champagne-86
2394,Bourgogne-16
2395,Alsace-67
2396,Limousin-13
2397,Normandie-59
2398,Provence-91
2399,Normandie-04
2400,Normandie-22
2401,Bretagne-80
2402,Champagne-13
2403,Provence-49
2404,Alsace-93
2405,Normandie-46
2406,Champagne-44
2407,Auvergne-58
2408,Limousin-04
2409,Bretagne-24
2410,Limousin-66
2411,Auvergne-66
2412,Auvergne-43
2413,Alsace-42
2414,Lorraine-64
2415,Champagne-70
2416,Auvergne-94
2417,Picardie-19
2418,Provence-81
2419,Picardie-15
2420,Picardie-43
2421,Bretagne-45
2422,Champagne-65
2423,Lorraine-09
2424,Bourgogne-68
2425,Bourgogne-67
2426,Lorraine-93
2427,Champagne-21
2428,Provence-29
2429,Normandie-82
2430,Provence-48
2431,Champagne-19
2432,Bretagne-89
2433,Normandie-51
2434,Champagne-19
2435,Bretagne-32
2436,Bourgogne-77
2437,Lorraine-63
2438,Champagne-40
2439,Bretagne-81
2440,Bretagne-92
2441,Lorraine-09
2442,Champagne-84
2443,Provence-27
2444,Bretagne-75
2445,Bourgogne-33
2446,Champagne-36
2447,Champagne-83
2448,Bretagne-42
2449,Provence-83
2450,Auvergne-23
2451,Auvergne-29
2452,Alsace-06
2453,Alsace-14
2454,Picardie-77
2455,Normandie-49
2456,Bourgogne-83
2457,Auvergne-64
2458,Normandie-79
2459,Normandie-99
2460,Lorraine-51
2461,Limousin-26
2462,Limousin-01
2463,Limousin-50
2464,Bretagne-90
2465,Lorraine-12
2466,Limousin-84
2467,Champagne-49
2468,Picardie-79
2469,Bourgogne-28
2470,Provence-94
2471,Champagne-30
2472,Normandie-21
2473,Auvergne-42
2474,Lorraine-56
2475,Auvergne-01
2476,Bourgogne-81
2477,Champagne-53
2478,Bourgogne-09
2479,Limousin-59
2480,Alsace-23
2481,Bretagne-34
2482,Champagne-36
2483,Normandie-58
2484,Limousin-86
2485,Champagne-64
2486,Auvergne-98
2487,Provence-24
2488,Limousin-68
2489,Alsace-84
2490,Bretagne-16
2491,Lorraine-67
2492,Normandie-51
2493,Alsace-76
2494,Normandie-57
2495,Auvergne-86
2496,Bretagne-41
2497,Champagne-37
2498,Provence-59
2499,Provence-74
2500,Normandie-76
2501,Normandie-79
2502,Auvergne-75
2503,Bourgogne-39
2504,Alsace-26
2505,Provence-81
2506,Picardie-86
2507,Provence-48
2508,Limousin-15
2509,Limousin-15
2510,Lorraine-64
2511,Champagne-25
2512,Auvergne-56
2513,Bretagne-89
2514,Auvergne-97
2515,Provence-75
2516,Alsace-64
2517,Auvergne-29
2518,Bourgogne-53
2519,Alsace-39
2520,Champagne-84
2521,Auvergne-60
2522,Lorraine-15
2523,Bourgogne-51
2524,Champagne-27
2525,Alsace-81
2526,Limousin-41
2527,Limousin-97
2528,Auvergne-64
2529,Normandie-35
2530,Normandie-96
2531,Provence-72
2532,Normandie-12
2533,Alsace-08
2534,Champagne-70
2535,Lorraine-46
2536,Champagne-61
2537,Picardie-53
2538,Limousin-94
2539,Lorraine-05
2540,Bourgogne-06
2541,Lorraine-65
2542,Champagne-83
2543,Provence-43
2544,Champagne-63
2545,Bourgogne-43
2546,Normandie-91
2547,Champagne-75
2548,Auvergne-07
2549,Bourgogne-22
2550,Picardie-07
2551,Picardie-12
2552,Alsace-14
2553,Alsace-85
2554,Bourgogne-07
2555,Champagne-67
2556,Normandie-72
2557,Normandie-71
2558,Normandie-10
2559,Picardie-96
2560,Bretagne-01
2561,Alsace-01
2562,Bretagne-13
2563,Provence-32
2564,Alsace-37
2565,Alsace-25
2566,Champagne-61
2567,Auvergne-75
2568,Picardie-99
2569,Lorraine-42
2570,Normandie-50
2571,Picardie-44
2572,Auvergne-52
2573,Auvergne-23
2574,Picardie-09
2575,Normandie-15
2576,Bretagne-92
2577,Provence-44
2578,Provence-88
2579,Alsace-41
2580,Lorraine-90
2581,Normandie-14
2582,Alsace-23
2583,Normandie-66
2584,Limousin-55
2585,Picardie-89
2586,Auvergne-26
2587,Alsace-97
2588,Limousin-49
2589,Auvergne-47
2590,Normandie-06
2591,Limousin-84
2592,Provence-46
2593,Auvergne-46
2594,Bourgogne-65
2595,Bourgogne-93
2596,Auvergne-54
2597,Lorraine-72
2598,Auvergne-55
2599,Picardie-48
2600,Auvergne-90
2601,Picardie-46
2602,Alsace-85
2603,Lorraine-17
2604,Provence-80
2605,Limousin-33
2606,Picardie-84
2607,Lorraine-02
2608,Alsace-10
2609,Normandie-17
2610,Champagne-75
2611,Lorraine-21
2612,Bourgogne-85
2613,Normandie-52
2614,Bourgogne-96
2615,Provence-64
2616,Normandie-47
2617,Normandie-74
2618,Limousin-55
2619,Alsace-64
2620,Picardie-57
2621,Provence-62
2622,Lorraine-72
2623,Bretagne-24
2624,Provence-52
2625,Lorraine-82
2626,Alsace-42
2627,Champagne-61
2628,Limousin-08
2629,Provence-57
2630,Lorraine-55
2631,Auvergne-48
2632,Bourgogne-54
2633,Auvergne-35
2634,Bourgogne-68
2635,Auvergne-89
2636,Lorraine-07
2637,Auvergne-39
2638,Champagne-18
2639,Alsace-37
2640,Bretagne-62
2641,Limousin-01
2642,Limousin-13
2643,Lorraine-29
2644,Bourgogne-73
2645,Auvergne-57
2646,Limousin-63
2647,Bretagne-77
2648,Picardie-71
2649,Auvergne-25
2650,Auvergne-22
2651,Provence-80
2652,Alsace-89
2653,Normandie-98
2654,Alsace-66
2655,Normandie-13
2656,Champagne-35
2657,Bourgogne-23
2658,Limousin-15
2659,Normandie-20
2660,Bretagne-37
2661,Provence-45
2662,Champagne-15
2663,Bourgogne-05
2664,Bretagne-25
2665,Bretagne-18
2666,Champagne-22
2667,Limousin-25
2668,Champagne-36
2669,Bourgogne-91
2670,Provence-56
2671,Auvergne-44
2672,Champagne-67
2673,Lorraine-97
2674,Picardie-38
2675,Normandie-12
2676,Lorraine-37
2677,Picardie-26
2678,Limousin-48
2679,Champagne-26
2680,Alsace-12
2681,Limousin-43
2682,Lorraine-93
2683,Picardie-23
2684,Champagne-39
2685,Lorraine-49
2686,Limousin-64
2687,Bretagne-59
2688,Bourgogne-53
2689,Auvergne-53
2690,Limousin-21
2691,Bretagne-47
2692,Auvergne-21
2693,Lorraine-98
2694,Provence-10
2695,Normandie-24
2696,Picardie-15
2697,Provence-17
2698,Bretagne-63
2699,Lorraine-37
2700,Bourgogne-78
2701,Champagne-72
2702,Bourgogne-39
2703,Bretagne-49
2704,Champagne-31
2705,Bourgogne-79
2706,Bourgogne-79
2707,Alsace-15
2708,Provence-07
2709,Bourgogne-87
2710,Provence-49
2711,Alsace-83
2712,Provence-61
2713,Alsace-92
2714,Champagne-53
2715,Limousin-86
2716,Champagne-65
2717,Auvergne-71
2718,Alsace-87
2719,Provence-88
2720,Lorraine-63
2721,Provence-34
2722,Champagne-65
2723,Bretagne-95
2724,Bretagne-39
2725,Alsace-28
2726,Champagne-33
2727,Bourgogne-14
2728,Bretagne-49
2729,Bourgogne-53
2730,Picardie-75
2731,Auvergne-20
2732,Auvergne-66
2733,Bourgogne-14
2734,Lorraine-64
2735,Bretagne-36
2736,Auvergne-80
2737,Alsace-14
2738,Picardie-17
2739,Alsace-83
2740,Alsace-46
2741,Bourgogne-84
2742,Picardie-14
2743,Champagne-78
2744,Auvergne-45
2745,Alsace-03
2746,Bourgogne-97
2747,Bretagne-05
2748,Limousin-49
2749,Lorraine-46
2750,Provence-47
2751,Picardie-72
2752,Limousin-90
2753,Normandie-79
2754,Lorraine-59
2755,Limousin-63
2756,Lorraine-26
2757,Auvergne-97
2758,Bourgogne-85
2759,Picardie-05
2760,Lorraine-87
2761,Normandie-59
2762,Auvergne-30
2763,Normandie-11
2764,Bourgogne-61
2765,Lorraine-10
2766,Bourgogne-25
2767,Limousin-63
2768,Lorraine-45
2769,Bretagne-36
2770,Limousin-37
2771,Bourgogne-72
2772,Bretagne-63
2773,Picardie-66
2774,Picardie-16
2775,Normandie-40
2776,Limousin-57
2777,Champagne-19
2778,Champagne-51
2779,Picardie-83
2780,Alsace-70
2781,Limousin-66
2782,Champagne-20
2783,Picardie-80
2784,Normandie-46
2785,Champagne-63
2786,Alsace-26
2787,Alsace-95
2788,Lorraine-62
2789,Lorraine-40
2790,Bretagne-33
2791,Provence-47
2792,Auvergne-49
2793,Lorraine-59
2794,Bretagne-17
2795,Normandie-54
