IdM,IdE
4398,3997
4837,2441
1330,2333
1784,2714
1784,843
734,3934
828,1634
818,4927
2565,4007
4407,309
815,1584
3881,534
2438,2595
3703,1899
452,3085
754,2878
2652,753
2202,3847
2474,2278
4387,817
3582,2548
3044,1835
2148,672
4655,888
1641,2495
1044,549
155,3759
1916,1458
1325,4955
335,4018
995,3852
2425,2516
2084,4763
4253,698
1357,249
3677,1710
144,4682
278,1055
4869,1007
1174,4628
610,218
4619,4309
982,996
1720,2236
373,4141
1878,2406
2251,3302
1773,3296
453,265
1648,4683
3533,2663
3612,2150
1837,338
126,1319
2573,3954
4907,3373
518,1748
3714,2009
1731,3734
4926,707
2289,866
1288,4015
3034,2026
1567,1772
392,3474
1961,4222
2667,450
213,2906
3122,1962
3177,3412
3819,4428
3308,3057
2983,1956
3019,4122
3668,728
3975,3729
570,2995
791,4868
3743,3697
1903,1865
3202,4172
1904,4804
4361,217
3217,1978
709,3296
3615,4317
4689,2158
3457,831
1123,3722
4120,2381
1557,4972
2216,3119
2748,4922
1552,3568
2537,429
4086,1333
973,4942
2721,2800
3045,2656
4696,4689
1926,2425
518,811
4151,582
4401,2002
1672,3455
3585,2655
1034,4968
4934,1533
1201,4316
4953,4482
1227,3573
3772,1476
1519,2647
1606,1769
2489,3926
3935,1799
554,4886
4351,56
3873,409
110,4949
1883,168
207,4976
2880,4413
3107,3663
282,257
4924,4499
1048,1779
4086,2722
2623,4364
3308,3748
1686,1363
420,1932
342,1548
2812,3142
4965,2179
1255,1188
853,1163
2735,4845
4235,2332
2258,86
754,1920
849,2915
799,4803
441,2541
4667,79
2760,2680
1614,4910
4533,4900
632,3393
2869,623
2754,3122
4091,4615
2963,151
3601,129
1995,276
3241,987
4683,2089
1977,3369
3066,4600
536,2005
4976,3944
3301,3048
1675,394
4349,72
69,3508
2580,3841
4277,2495
4451,448
526,3090
4403,928
3277,3772
3408,2908
4473,1351
4388,3595
4326,617
3515,1571
3949,2970
4632,4816
2752,219
1668,977
2857,2372
2066,4925
4349,3858
1968,4609
1552,34
1369,2100
999,4041
1254,3655
1718,3676
617,334
1123,1890
1468,4534
2787,4489
2449,474
1957,3326
32,2284
927,1923
3563,3621
1759,3841
953,1138
948,3422
1887,2166
4720,1131
1531,465
1806,2389
358,2342
134,1390
3413,2745
4482,19
61,2123
4138,701
4043,1049
540,4757
2560,4902
1790,431
4400,4968
3514,3539
79,4539
4185,3405
4632,2670
4193,3807
1708,3063
4811,3839
945,2933
2563,2786
3870,1947
2168,2629
1311,1023
2290,872
1099,934
1789,758
317,308
2137,2662
1832,4243
2945,2892
1586,2548
2489,4818
1077,1574
2489,2082
915,1998
1772,656
844,2629
2431,2867
719,4960
2730,636
3716,2384
2245,450
1479,2182
1630,1760
46,2498
1960,1897
4617,2772
2456,3035
654,513
2811,3118
4132,1534
4221,1722
4844,132
1561,4961
3467,2016
1061,1014
1521,1263
3516,3183
4862,1670
2470,2691
1527,1322
3277,1057
221,4941
3472,3194
2097,3897
1566,1174
3089,2023
3809,3997
2994,350
679,4262
1933,1535
3801,1532
4342,3678
3535,2829
1603,4583
4087,4603
4191,4349
2447,1909
4345,2064
3500,900
490,1393
4076,2418
2024,4599
599,371
4412,22
4247,3972
1227,2252
3711,2873
420,4310
414,941
3553,4398
1827,3626
3983,1372
4482,4006
4701,2943
2459,411
4644,1706
4498,3262
3753,3960
511,879
2133,2405
2640,4784
498,4337
3698,3276
2191,4341
3083,527
4484,3624
2003,4108
3818,4389
4228,1269
2845,1498
1316,1361
4004,4978
901,730
2755,3471
2729,1599
2736,2231
1613,2506
3667,1480
240,567
2348,2552
978,4993
4420,1157
1023,612
139,1167
146,3902
4887,4748
4941,2737
2159,4576
3462,2416
1996,4203
2641,1290
4102,2423
985,4574
2385,3239
4481,4009
2843,3887
3229,3896
3735,4230
580,737
4510,3079
4586,3474
2110,2868
437,1288
1895,1589
2175,4984
3335,1453
3485,74
2768,3711
4221,422
3716,3304
729,1
4597,3022
3914,4314
955,3495
2398,4544
1159,725
85,4401
1231,1223
3771,721
4182,379
2949,1574
1165,1736
1132,1716
2998,4392
4723,2351
1826,2959
3400,2055
2033,4609
4190,4797
679,4994
2139,642
4767,2134
2347,4785
686,4230
2555,142
1977,4053
264,1894
3904,4038
391,2327
2010,4752
124,2728
1711,1
1092,622
1483,323
4310,1492
3295,4421
3815,3914
2021,1066
4583,2301
1372,3235
4475,4032
1256,2952
3019,3224
578,402
2975,1241
128,229
2450,3714
3941,2705
2983,3783
893,1305
1614,4966
395,1210
3038,2350
3486,2119
4686,678
1023,1908
1292,256
3651,2424
142,1176
1856,1652
1101,2195
2123,969
4844,2830
1616,3074
3280,2111
1243,2952
2357,4121
1259,445
2626,4845
4832,3890
1988,4637
1831,3013
186,4725
2955,4116
1697,2048
5,4265
1753,2932
3253,1227
2367,4999
720,1408
872,3494
1968,4441
407,1496
1434,805
921,3018
4213,1927
4306,3734
1546,552
1146,491
1854,3007
4479,4839
453,2761
315,747
2096,3566
4985,3623
551,4308
4223,762
264,2880
3062,63
4182,315
2884,476
3577,2064
5,695
990,481
3211,4573
3470,3133
3770,4170
2214,3204
1368,1639
3051,602
3176,2836
2713,2707
2612,1800
1087,2159
4885,1688
3020,3093
2488,3291
2579,4061
3542,2152
2876,2203
4390,303
155,3840
2438,2945
1125,1980
1655,4824
1573,1732
3563,3834
509,390
2378,2339
1847,1792
4652,3094
4271,468
1788,1979
1979,917
4913,4908
3124,2847
4661,299
739,2764
2380,3741
2850,419
693,3941
4277,3002
2908,2241
3498,76
3510,2483
2669,440
2275,830
2640,1823
1421,3359
627,4635
1164,2295
1368,4768
4155,4760
750,788
4013,4469
3590,4546
1235,1497
997,3741
3946,4259
2372,1186
2235,376
440,1331
2511,529
4934,95
4018,509
48,1906
1239,4700
3148,4120
7,1304
4019,101
4403,2267
388,2971
2815,3060
3005,3565
230,2725
2768,2263
3533,1378
1488,1055
51,677
3579,3746
1620,185
1799,3724
3435,426
3294,1369
2730,377
1268,3894
1303,3419
2090,3158
1256,2772
3231,3571
729,3821
2272,623
4013,2558
4860,956
2178,2971
4898,704
911,3622
4713,1689
21,3821
4308,807
3160,3810
4031,4108
984,2896
508,4799
2997,219
2003,953
2897,2326
2032,2619
4778,1366
568,2979
3320,2232
143,1311
385,469
3529,1384
628,3552
1093,1621
1732,1476
315,4708
1512,2028
1846,2162
2153,868
1701,2624
2546,3834
1095,4411
294,4397
3130,574
900,3456
2797,3011
3963,1211
437,2990
1775,1375
1349,1834
4321,500
3386,2608
3122,664
1885,4616
250,575
3591,203
3839,4286
4740,229
1177,4163
2356,4606
2296,2126
613,1815
1525,4223
1834,2507
485,1526
1530,4382
4917,2853
540,4349
3952,1831
2429,3102
3406,2715
1228,3449
4082,3161
4830,1048
1277,2907
701,3672
1653,2099
1518,2469
4198,971
2960,652
1023,536
4742,2584
4313,3891
4565,446
3074,4216
801,2206
4970,4904
4062,1619
474,2601
3957,985
1872,4280
3437,2527
3877,2523
4482,3347
1046,4585
4682,4982
276,1069
4600,2467
1119,2598
1553,3817
2239,4735
2791,2847
253,4305
4088,2635
428,2766
4079,2500
1116,1414
317,3786
702,4191
2902,4222
3927,2180
3405,1698
3844,4680
1974,3358
4539,2988
3969,3831
2831,1509
2091,4919
227,4507
2696,263
1099,2529
4880,2099
1529,3683
1247,357
1803,3492
119,2614
3270,204
918,1355
4414,1286
3220,2005
3045,1528
4356,4174
4277,3704
2445,2162
4201,3414
4527,1701
2796,2337
195,4690
3087,4189
2064,177
900,88
1159,2495
1500,3888
1845,327
2680,4765
2348,3161
4080,2660
1838,1114
2188,4751
1453,3699
3215,136
1226,1359
4602,2815
4098,424
2169,1303
4279,1387
386,1290
3848,935
1462,3266
1245,4213
2316,4278
3998,2032
1747,3761
2624,2452
4184,1813
2711,4314
4939,1893
1225,1279
3789,655
1311,883
3618,2681
1816,2410
1573,4440
1848,2727
3102,2990
790,9
4362,4778
479,2092
25,1687
3339,696
64,3798
3166,847
4357,2533
2377,178
1745,350
1037,194
524,1884
1410,4419
287,1823
3437,2288
1410,833
1404,2205
862,474
1094,1441
878,263
3231,4877
1297,4997
4195,1098
3723,127
3561,4967
4933,372
1742,4243
133,3758
2505,1415
854,4793
4531,2594
2982,966
2899,4283
2958,3402
4520,2511
3162,2162
3963,105
198,3508
2479,1032
3451,4551
576,944
3802,3913
2406,2553
1688,3690
1488,1188
1711,3710
2611,2885
3350,1203
2751,640
1641,2450
1132,1736
739,4558
1745,1197
1013,4169
3463,4990
4834,3523
3581,979
2505,3772
1541,1688
2125,3728
2714,497
2334,1727
4346,4822
4196,4229
2868,4188
3582,2718
4026,138
4259,1517
4444,2119
3050,2105
3824,3976
4828,1000
4647,2202
1070,4399
4983,920
1613,2963
4666,1851
1041,1160
1226,171
2885,1002
3496,2523
2909,749
3916,1512
1830,925
3710,4722
2715,4029
3412,4856
2331,3668
446,594
3308,3330
2475,3867
4549,2208
3988,4098
4605,1331
1209,4304
3554,1555
3551,3573
4875,3777
422,3371
2680,1451
1533,3136
2553,1467
1654,4844
4480,4632
2473,645
3967,621
834,2739
3511,4828
486,2049
567,616
4826,699
2164,1773
1706,1679
72,1742
1962,3416
2412,1899
3003,4336
2934,2499
4463,2097
3758,2267
2930,3081
2070,3469
4904,2886
3944,1750
858,2732
1692,4938
2580,1665
2002,2515
1591,4657
510,4333
3077,273
2059,4925
4407,1253
3967,933
3733,246
808,1720
2630,2377
3775,3227
973,2698
2897,112
3486,1519
3719,2912
1359,220
4386,3374
2281,3405
3940,2330
2744,2622
2463,1981
4198,4627
1070,2656
2691,3836
4762,1817
4403,474
3708,2350
2654,781
1202,4265
3337,741
4633,2199
4664,3567
2714,551
4355,4476
4143,3319
3242,3364
4624,2624
4854,1742
59,78
43,3722
2719,1731
3024,4925
3102,1268
3415,1704
246,2878
2304,4441
2377,4531
1820,4430
551,2976
853,37
3189,1903
4751,2097
3016,926
4565,4117
55,2892
4374,1349
4299,4871
3717,4432
1376,3789
2602,2237
625,4425
1866,1334
2119,224
8,1762
1768,100
2606,3618
4080,2332
77,1956
4898,2656
83,4005
4744,2039
1239,2948
2124,3480
2156,3519
3480,1234
4767,4786
3612,3909
396,4955
1177,1444
1760,3953
2992,228
2663,2337
754,72
2522,1023
4833,605
4513,153
4854,4571
2570,4789
3124,1451
184,4915
2847,543
2327,2454
1230,1172
3649,4408
494,3671
3256,2756
4829,4455
827,1386
4092,3116
4056,2498
1708,474
4293,3397
4732,4604
802,1803
4801,4596
1551,1687
268,1079
344,3121
906,3251
4114,1355
1819,1285
4257,3630
3228,3409
3066,4838
779,127
615,369
2996,1100
2257,3383
829,2994
3028,4776
83,4274
2593,4903
1976,4881
1262,1813
467,2497
1641,1293
2554,4336
4617,4042
2988,3878
3727,4350
2108,616
1161,3003
2811,1274
3233,3010
2851,14
2720,2594
3340,713
1500,512
98,2072
3549,4223
4548,2911
594,95
1382,2084
310,875
4967,2255
2357,26
899,2508
774,869
2371,2723
3205,3922
4587,4889
2424,3019
1201,3365
1234,1835
207,4518
1130,2987
1265,2493
3071,1306
4864,178
2530,3418
2180,4488
3430,4142
3513,4317
20,67
1433,22
2438,3881
3188,3638
2205,1059
157,2748
4907,2423
1375,1651
1274,2066
180,3545
4641,3074
4650,4081
4169,4157
1450,1719
1768,483
4031,4150
689,3076
3158,3589
3864,4240
1114,3067
4813,3245
3077,4626
4498,4837
1673,4132
622,4631
1525,1040
1485,1147
1409,1202
1219,4119
2463,4697
4158,1215
3162,590
1254,4312
4075,1257
4166,3774
4770,4129
1347,388
2705,399
143,1338
4030,3739
3932,945
3471,2968
2361,2238
653,396
4128,1006
2396,822
668,377
1295,666
1721,2995
1878,222
220,2838
1361,2399
1231,2989
4740,3362
894,3252
3723,1379
3829,4981
1422,404
3717,1000
78,2062
2440,734
1797,3396
655,3407
3531,1911
2550,1940
4756,1863
4322,4410
1788,1269
4803,550
1278,4792
1026,82
4388,829
4712,2363
2190,3815
2207,4299
1774,3190
4130,3333
314,428
3204,862
1012,1657
4128,2637
1164,3951
4350,2091
150,325
4598,543
1878,3478
642,3503
586,2057
4330,3053
4482,462
2056,1827
2751,2696
1473,2856
4625,4315
1572,1823
4230,3421
421,2306
4482,4137
2673,4709
3869,2766
2870,4572
1180,1742
1368,4925
183,3340
4403,1710
2223,2122
3170,3497
3919,4954
491,1598
2582,213
1922,3130
4268,3309
4353,4422
4085,2995
275,1474
2674,944
114,1838
3879,1802
4616,624
4848,521
4936,1070
2023,1823
3618,3683
1376,2787
3366,2772
1716,1616
2932,875
1617,3505
139,2367
4962,3370
3258,3242
3451,2836
1156,2290
1420,1198
4356,956
676,23
4543,2206
2650,187
1038,260
1830,1354
3088,551
3020,1736
1525,4352
4826,3340
2052,2613
1661,129
1061,2362
2638,2990
3503,4271
912,1689
4879,4548
925,3186
2754,3413
803,2910
538,897
3056,3159
3976,3503
836,4236
4813,2558
661,4751
1028,349
4114,850
3820,3272
926,3058
4583,2184
612,3107
3119,1561
1444,1326
1222,1644
4297,3132
1893,1051
2033,4454
611,4998
3613,3021
245,261
2864,4149
3129,1366
1549,3555
2821,4362
3191,316
882,2066
2647,1606
2403,4272
2584,1604
1874,3798
2198,2280
1878,2706
2272,2585
4370,395
1961,3
4565,3290
1152,2603
589,532
382,927
3191,545
3566,4376
2370,296
707,2280
2643,4333
1712,2562
2415,3274
1021,4797
4389,4585
3579,2172
4677,2926
1394,2141
146,4899
4179,3021
2279,1911
2854,3701
1444,945
516,4765
1293,955
1007,2682
3795,1911
2021,2367
1183,1887
1499,3502
4617,1712
619,3879
483,89
1046,3375
2582,3061
4033,3852
562,384
2691,4922
1731,637
4241,4926
1722,2398
1273,970
2220,2459
1489,666
2970,1813
299,2734
3236,2786
1595,4987
1575,3410
3390,569
968,3712
1199,2617
519,1661
105,3659
3841,3602
723,3874
2300,1076
1416,40
673,852
2918,2118
257,3851
498,2730
2757,554
4631,1412
4834,1879
1421,1627
155,1711
436,307
1435,821
890,4351
2237,3136
190,543
4836,4985
592,2333
2169,1397
4358,2189
2096,759
4870,2539
2643,116
2993,1804
1290,231
4317,3213
4080,4349
2835,2260
3496,766
1409,3047
1840,1065
3716,4263
676,2488
2340,1438
1135,2621
3913,966
2027,3891
1071,1752
2634,1205
4524,4990
2762,4332
1685,1176
2622,2318
4074,66
4497,2745
4245,3811
2002,3034
3904,4035
119,2124
4958,4933
3906,206
3581,1970
4008,89
3793,4529
195,3675
36,169
2601,801
873,4840
2450,4528
3042,2639
1602,2892
362,4793
375,970
2153,4854
856,4152
1030,4606
3299,1846
4429,962
3089,4863
1786,1310
4565,1653
4493,4229
1274,3870
1420,769
3987,1051
61,736
2330,1339
2331,2437
2773,1319
2269,4637
3584,2611
4803,1722
97,2094
1799,3177
1479,974
3940,1243
2107,1965
1176,4127
1274,2424
2912,2462
3932,2126
4691,4225
2550,2279
4490,61
3959,4655
3566,2914
4859,394
493,2497
2596,3005
1105,241
2978,4980
553,238
2621,2429
653,1429
111,4903
3457,205
4122,3071
496,909
3568,4397
3319,4139
655,3402
4372,3585
2746,3995
1679,681
3840,4993
2567,4009
4546,4956
2512,3429
4975,1992
1009,903
2003,3375
3956,3390
4595,4142
2960,4284
2576,805
2686,3869
1947,3093
1102,1414
871,1476
1096,2246
2537,3140
1239,3618
3962,3234
1972,805
825,4246
112,2917
2028,4267
334,4306
2034,2014
269,4620
4218,3028
3230,4802
2987,3429
2743,3553
3280,3770
122,4634
2635,1102
241,3276
1624,1444
1143,1323
1676,3808
4412,973
4394,3275
686,1593
1260,177
2499,2212
3725,635
1010,2909
724,2625
931,2861
2189,2876
966,3561
1342,2612
1665,4030
4532,4335
1214,2461
1618,3922
521,2557
2223,360
4074,3557
712,3170
1330,4151
1839,49
1348,2476
3259,969
4857,1802
394,3470
518,4375
2170,1140
421,399
2838,358
371,1651
706,718
899,443
2081,2859
4305,2029
2982,3028
1151,1357
2701,1095
1655,3622
3563,994
4513,4540
1351,833
2952,1921
3503,1134
1210,2337
1643,3789
939,4029
3565,172
3298,4932
467,3944
1977,2762
3809,1813
1937,2162
2501,3603
2038,2200
1800,1560
312,1543
4225,2488
1725,3513
3999,1940
3727,3232
1001,3696
1691,2170
3077,4405
233,4794
4453,3970
4497,4985
2519,215
4652,1878
548,3375
1499,2217
310,2838
3477,2995
348,1096
424,2132
2606,2138
2705,4734
99,817
557,4946
4529,3920
2986,4182
2873,398
1626,2432
51,1274
2731,1916
2196,1260
2568,3852
977,430
2230,1571
2532,318
1723,3855
4179,332
944,2117
3457,308
3177,895
3794,1474
1305,3839
1957,3972
2551,3917
3848,2786
1779,4264
1719,3199
2998,3304
3333,1626
3091,1054
1918,1229
1463,3041
676,2738
1331,4787
892,4322
3596,3074
2064,4802
1982,1189
1114,449
2145,3203
2588,683
889,3753
793,3757
2186,4104
281,4743
924,1861
1975,4755
3448,2375
3790,1028
2221,4381
2865,1715
1545,3892
4981,3757
4733,1973
1720,4706
4108,4
1094,1555
351,2189
1163,374
764,1345
4006,312
3534,2188
1959,508
206,2023
1635,2436
3331,1302
4666,3214
4759,827
854,3000
1475,4887
1533,661
1123,1953
1280,505
927,3448
4578,1899
2511,4742
269,2969
571,2745
3804,3233
4744,1411
532,4680
1035,4365
4259,4824
4038,2082
3650,108
2264,21
3799,4393
233,4585
71,38
4521,971
2052,1327
1189,2178
4420,2301
122,1380
1219,345
4385,3721
1703,2326
4484,1416
3674,4413
1475,1195
2624,2205
1586,2978
4725,3747
4651,2856
3876,572
4866,1553
3538,4573
2779,3158
3104,4807
4319,913
1139,130
1618,2805
2415,1173
2536,4504
668,654
2034,1849
2933,4049
210,1074
2263,1228
2234,4449
2781,4511
3115,2339
2407,899
189,3858
724,3289
4030,441
3421,566
4369,778
77,1072
4093,121
3804,3192
2010,144
2696,1570
4960,3007
2496,268
3309,3565
4601,169
420,513
170,840
4707,4489
1395,4118
4956,2543
2753,2575
3176,2708
853,1742
3767,1551
1022,1016
4702,2948
1087,3948
2445,4852
287,4293
2015,2912
4014,872
1513,4695
3548,29
3830,863
794,2614
5,344
2386,183
258,2180
1718,1852
4725,898
1726,1909
3025,802
4660,3082
97,2896
4212,4871
3998,2917
709,747
4404,1283
2890,1974
4856,3393
1875,1459
4032,4964
1868,2707
301,4207
1161,4136
1750,157
2751,1033
4247,4107
2793,4490
4168,1259
3397,683
2258,2218
1947,4637
3292,3028
2452,1250
4556,1120
3892,3791
3240,1647
3814,4402
3801,2842
981,4740
1080,688
4164,1153
4600,2755
948,2679
369,1793
4770,2954
4472,2782
1714,1196
172,873
3692,3322
4623,3034
4747,1413
2484,3367
4218,1355
2058,221
191,2215
3035,2080
3148,4452
854,4116
3541,2435
4873,3070
2455,4347
1169,4271
3287,4829
661,1170
109,2421
932,2427
3791,2715
1324,3496
2058,72
683,1698
1989,3134
4578,4178
327,2321
993,3698
607,2033
4432,4369
1660,3638
2135,1460
1153,1381
1959,2811
3565,3830
4371,2583
2718,1091
1777,2877
1299,1091
2946,703
178,3489
2733,1866
139,3130
1033,1341
2919,1340
2092,4535
1989,1657
41,2521
2541,476
1481,1914
2341,4020
718,934
1691,3725
3958,2284
93,2231
490,2637
146,290
1930,3527
2571,992
4900,2670
92,3940
2233,3911
154,4315
4439,3777
3328,4593
2480,3522
2473,4736
2586,2636
4564,1360
135,4616
1118,389
3779,1873
226,2038
4545,2790
3934,2462
3228,3856
1186,1978
341,981
2280,225
3952,4591
1249,3340
4602,4243
2144,461
3345,3440
4386,4871
3479,12
699,1278
1420,4858
4123,2634
796,1546
2290,3430
2274,4951
2144,3874
911,4866
2570,4814
2907,3259
2685,440
962,2751
4652,3940
4287,53
1907,4911
3672,2456
4349,3399
35,3193
3658,1203
1332,1076
4839,4277
2055,1551
2256,2111
2537,1593
3010,3567
4588,1506
496,1084
4474,4738
1351,1262
885,4516
2283,3120
2333,3760
1600,157
2067,4049
3562,1668
566,1009
4856,4593
2537,3235
1069,4970
3006,2601
1606,2295
1359,1018
3900,1856
1708,242
3953,3900
2526,4413
3579,4796
3,693
2332,2190
2999,2920
1301,3196
1557,1860
4519,2420
4339,778
2937,4155
4781,1584
3373,1598
978,3586
4641,2430
3577,4176
4196,309
846,1081
1390,4828
105,21
3207,4047
4105,2905
534,941
1897,1
1004,3440
1789,4383
1146,10
2449,2345
559,1076
341,4218
2138,1223
4128,732
4129,1462
4544,3750
1120,4860
39,4469
4819,4551
1805,4829
2473,1236
4559,4040
4504,2896
388,345
1723,2462
1733,1280
358,3313
3282,4360
1842,2111
1125,3673
945,4786
3335,4858
4756,213
3993,4765
3783,2441
2207,3518
589,4164
2807,3080
1778,3473
2370,3309
3647,4650
988,675
1132,394
136,1935
1078,4491
3809,567
1855,914
1658,2047
739,4284
2718,1512
2194,4859
2728,1632
2504,1190
3568,4127
189,3478
2559,2764
4794,2421
698,4124
916,155
355,4745
4503,4923
3578,4356
1311,1134
3139,4932
4297,1284
995,2286
4573,2243
179,3525
4024,1479
703,440
4396,2687
643,213
2922,2020
1550,3819
1045,517
4410,4599
1063,4168
3443,2673
1389,1011
3581,1470
4600,3613
31,3720
2301,4009
4420,4767
1815,2500
2013,4573
3455,3604
1300,3289
3909,1545
935,2187
4101,4382
4332,1453
2862,693
1569,218
467,3006
1721,640
3981,2631
92,2871
3304,4229
1199,4306
4165,3345
355,473
4827,2004
399,4918
1941,4133
1283,2419
4359,889
3754,3453
1371,3751
4920,425
4812,4321
4777,1999
2546,1342
3289,2030
3269,4075
827,2624
2103,4753
2273,3604
4026,2199
1418,2600
1415,2623
2850,4658
3262,488
4412,3500
3810,2434
1045,354
2270,4540
939,4947
4340,165
4630,235
1653,105
3871,3344
1822,3834
231,639
3700,4031
3350,2300
35,2398
38,2951
3477,1553
512,1929
1676,1617
176,4973
881,435
4631,3709
4715,3182
2443,2098
2642,339
2811,1821
804,2766
3662,1216
353,2162
4041,1575
4655,3832
4769,2828
47,1591
3330,924
3924,403
1741,513
4826,4469
4217,1595
3080,3412
2118,3128
3862,2983
420,4400
2936,3997
4341,1461
2644,117
3982,1614
2711,4360
1208,2452
3484,3884
3743,3515
1648,3241
3589,4964
3175,2133
2295,1340
3127,4143
4046,4421
887,2787
1313,4105
4596,3746
2111,4643
3002,1463
3582,1071
1948,377
2376,467
1818,2662
4464,3073
2145,2850
2618,2445
1986,588
1361,667
739,150
3265,4842
4091,4507
2506,23
330,4156
2510,279
10,4946
4622,1358
4956,1253
1053,1354
756,3746
653,3269
1286,2164
1785,4420
4126,864
1579,363
930,1674
2394,1280
2416,4978
1155,1971
4970,408
543,4710
4991,3043
4934,848
2287,428
3331,4716
2645,404
3003,874
929,1579
1095,2178
1431,4368
280,1838
4806,3701
3708,2315
846,3244
1001,4022
3268,4397
2662,4226
1592,2688
3125,2598
2336,2967
4198,4598
2469,559
3670,2192
3324,449
4916,1729
2094,1176
3018,3731
1882,62
1472,4849
1668,3870
4527,158
3866,2857
507,4745
2618,352
4887,3762
4972,777
133,925
808,1739
4498,414
2500,3439
4856,1161
4165,2887
4421,4469
1931,1416
2153,875
3990,2102
3227,593
1029,3638
3079,2160
2439,4391
1425,1066
2678,345
596,1018
2438,3819
2359,3117
1152,3948
2550,307
3922,3316
1563,1828
1350,1457
3980,3801
3234,5000
3768,4163
4049,3668
2590,4954
1155,3261
1002,334
177,3706
3749,3853
196,3297
162,2745
2687,2427
3501,4389
3664,4975
4474,4343
392,4917
599,3669
4410,1413
4844,2230
1652,4594
2829,1667
2451,4743
2287,1446
3881,2490
4323,4115
47,3526
3799,210
2874,319
4827,3114
1414,632
4876,4372
2490,3939
2487,3624
2008,3040
3164,3993
3475,1625
124,1517
4913,2116
3997,3840
2283,67
4604,1228
3344,4738
1218,3053
4538,2198
2123,4688
2794,857
4346,1004
363,4753
2576,3308
4781,3665
2848,819
4904,4646
3925,4718
2875,2040
268,4300
1059,3617
593,1609
213,4192
1227,3239
899,1149
2966,4484
2761,4162
2719,3085
1512,1439
716,3914
590,275
170,1695
4743,1673
2618,3190
2141,1156
1014,1981
2785,1540
1118,3772
1499,4666
158,1624
4569,601
148,3991
2917,4208
1756,257
2966,1199
1226,770
1188,3803
3318,631
623,3118
4348,3081
794,2927
240,4130
4919,3568
1094,3451
2054,527
2646,1913
4789,4889
2219,3400
1818,965
4328,4507
2693,4456
2572,2224
282,4452
4967,2414
154,3468
1490,4186
2547,2471
3620,1969
1378,3660
2214,1033
1362,4138
1063,4523
864,3353
2836,74
1190,4887
4890,3527
352,2228
3044,4247
4023,729
1683,4174
1015,3350
4976,1577
1017,286
208,102
4855,2846
1868,4700
993,663
2115,2864
2015,3730
951,260
1003,4158
2028,2021
2738,4995
4651,781
3086,2091
3853,1288
586,3869
1335,4112
4579,3361
4523,3143
1306,2155
2160,3274
4616,4167
4776,1950
4640,2453
3969,405
2477,1105
1066,1409
963,3125
1033,415
4044,4497
1648,3419
3710,178
1506,2841
1252,40
301,4348
3208,4362
1211,3528
4138,1229
1113,1787
3866,3177
827,2707
276,300
4486,4131
1069,1407
1304,2237
2328,4903
1493,4839
2027,415
2308,4017
4955,1070
3763,3295
2746,3402
2965,3198
406,3263
2572,4482
3386,3011
510,1442
3120,4710
3358,2737
401,1499
2171,318
2324,1840
3592,1306
4982,2088
899,3294
3350,2033
40,823
1655,2028
4563,3902
2733,420
1677,475
429,3367
3966,1935
2149,1520
819,1509
1425,1995
3552,4149
133,102
54,576
4763,2187
3755,4896
1938,3237
4288,884
361,823
1366,2666
1782,3231
254,1737
4421,3399
790,931
2254,2807
2080,1537
3242,3589
4042,1612
1232,2593
2254,4274
2118,3041
4753,2111
4695,1845
2878,1956
1883,3551
3384,2812
3779,4226
521,2539
1197,4025
655,4145
2259,277
1090,3111
4791,3317
4210,3092
2295,1699
3267,2262
3456,1585
2619,3305
1965,3813
2998,1374
3542,4053
968,2086
1759,4749
1402,2560
1398,2482
3737,2000
1930,3591
2822,4294
82,3043
389,3647
81,1272
2274,4662
213,4954
4525,2655
3748,2059
4267,4722
1992,3173
1994,1597
656,1407
4147,3028
1510,2154
3117,3164
1340,3917
543,3852
1780,974
4708,898
2095,1613
1907,2778
960,2238
3737,986
2325,3583
1782,2519
621,811
2938,533
2947,3679
1593,3614
1095,4006
3555,1620
1112,1916
999,1644
3957,3613
2945,1439
1660,697
2390,2400
1210,3886
428,4099
1635,1955
486,1178
4443,536
3639,3996
1694,2737
2710,3778
4204,1624
1634,3700
4242,2906
3826,1845
2630,2854
26,3142
2274,3019
1010,187
3360,2402
585,391
4048,2029
728,524
2677,701
4437,786
2654,1174
222,4390
2532,875
4391,3777
180,4194
3925,4102
2055,2600
3276,3756
2586,452
2808,2040
1071,2237
2043,1152
24,34
2363,2805
536,1642
4398,389
98,2109
4865,3299
4547,3766
4826,4586
4163,1787
4486,3124
4255,4094
2512,4099
3337,3916
2277,4483
3590,218
698,2246
1009,3944
188,2625
1836,1379
3311,4360
4070,4368
4070,2011
1936,4311
475,4773
797,1043
1830,252
1341,2579
3596,3039
4920,1366
4917,1373
4241,4319
701,962
3098,3221
3129,3042
3268,3552
4853,2346
905,3974
4442,773
2181,411
2991,3464
3496,251
68,3487
4324,4110
1696,1278
4772,2073
4382,2336
2534,491
2698,4428
3544,4258
1025,1605
2426,445
4766,343
669,1787
386,382
3244,270
1533,1556
1713,1907
315,2576
2760,2653
2320,1646
3257,4930
2943,624
3450,2973
4019,4729
511,4203
2764,951
4060,2240
2576,1128
3430,290
3516,2454
1792,1640
851,297
1620,2138
2389,2399
4270,2990
55,1050
2014,2005
423,1382
707,180
4457,4668
4850,2875
1952,689
3246,2444
4900,4727
1042,2690
2021,291
2432,795
1386,3093
2645,4293
1881,3507
2429,1016
1418,4839
3683,2257
159,4948
4654,153
