IdP,IdC
1601,3149
2540,2062
1220,3784
1225,2576
2606,3772
1501,957
2075,639
3219,469
769,2090
2622,4485
1271,2594
624,3157
3730,4536
2125,518
4415,2920
914,305
3917,1319
125,803
1116,152
2337,1947
1428,752
1332,4087
4861,3093
879,2461
1466,2958
4379,256
632,2595
2035,3042
2641,4620
3718,4990
3251,3867
1551,2068
118,2687
849,2084
3488,1222
1390,485
3502,4219
3211,1338
4861,3904
24,1564
1485,4716
462,3162
4503,101
2746,3689
2172,4564
4589,4029
190,4355
4712,1356
3141,473
3802,2793
1864,2591
919,153
1689,1751
2891,2920
3529,3124
4860,4784
1281,343
4595,1923
3681,1780
3187,3699
1261,4934
3372,3299
1205,541
4096,1071
2129,589
3406,3066
2584,4216
2892,2107
660,949
500,1631
2149,2400
4477,1191
635,601
108,141
1640,728
967,4565
3733,1896
150,1851
1669,3661
755,2952
4003,1372
919,2560
1603,1757
4744,4927
560,3706
2694,714
4937,4575
1451,3972
260,942
774,2873
4619,4802
384,1640
4301,3959
3642,3265
785,1160
4375,510
4238,3584
3917,292
1309,2050
2944,2353
1519,2705
3904,4422
3045,1327
2954,1653
2552,2801
3882,2466
1012,1865
1774,4310
1232,2249
2778,1160
1752,1505
2887,1921
3270,2092
1853,4658
3847,4004
4357,4903
4088,1361
1444,2030
741,3604
1746,4908
1608,1145
2492,2549
4922,1335
2635,4910
4960,4441
1339,4696
3943,3119
2462,820
4911,1475
3003,2592
2886,73
1150,237
4534,4237
4894,2440
1815,3231
1214,4759
1827,887
2176,4098
591,3923
1498,2011
3155,4696
4143,3555
2551,2563
2895,4340
1377,2808
3509,3319
3894,4210
2658,1959
3556,1952
1289,450
4086,1688
4187,1626
3197,1934
3516,990
4071,3836
37,1119
4612,202
188,1214
1400,3824
2083,1317
505,3403
632,846
2319,4435
1772,4027
1324,890
2259,3703
4640,1481
1596,4436
1435,4080
3519,1746
4781,309
4835,4615
121,3571
668,838
944,2740
2208,1961
793,2261
1097,1385
4943,3608
1502,4066
3472,3733
3298,3324
3045,3601
2942,4714
3749,2720
4149,3482
1072,4044
1943,650
404,1375
2705,4848
1178,1455
1330,165
3230,409
1226,4908
1576,818
1874,4481
4926,4130
2747,2559
3706,3246
1822,2155
1289,150
2472,4053
2664,4297
2889,3373
1740,2123
1851,1633
2126,1823
3767,4471
3115,3312
42,4727
1167,4961
459,2085
1433,2084
2912,3066
1103,4509
1362,1624
4121,2229
4878,4897
622,3815
3161,1142
54,2171
2455,3217
3344,1629
2737,3701
4326,4709
268,4412
535,1125
991,2968
2296,1689
4357,4368
167,4462
1479,2546
2050,795
607,2063
4410,2006
4801,4185
1634,52
1817,4896
1085,3229
1929,2887
197,4629
1493,375
4293,2387
2116,3276
1703,4635
1512,4106
2595,71
945,3588
3822,1531
4145,1236
4773,4541
4095,4970
4504,2295
4239,3882
744,1688
2124,1528
2996,430
2705,4474
838,4241
1442,1911
2502,313
4086,1692
719,2262
3326,4354
4232,555
392,4364
19,2291
4786,2181
2492,4000
4164,2459
532,2650
3375,215
229,267
1690,489
1524,1329
2540,2750
4056,4049
2885,3177
244,986
1065,3296
2462,3393
1413,95
521,3364
1758,91
4093,1985
4672,3666
1928,866
2040,4195
4694,4261
1242,2335
4343,2426
1598,4201
3498,3466
4657,792
228,3090
2394,1006
318,1926
3359,2830
572,3997
4480,3954
3574,3262
931,3237
488,4168
2823,4457
2220,756
889,2678
1817,1898
2067,3702
3629,3547
2479,4028
841,3087
4955,474
2056,4766
1133,2809
894,1758
1878,3002
169,334
346,1052
3346,1836
3747,840
2475,1912
4587,4566
162,2026
4369,1167
1636,2547
3453,4924
2374,4169
3450,1939
3499,3030
503,2333
941,163
4469,4
2143,2363
2531,1055
3737,442
2784,3644
2386,3525
1684,770
3790,1706
4846,1198
4518,1327
4128,706
931,4976
4981,4765
4679,4024
4170,1547
3758,862
4457,83
738,2808
4790,2226
325,3932
793,4842
1694,4212
4732,3034
3443,531
659,1242
3172,2857
4625,3947
59,775
3289,1398
2230,1455
2706,3359
2355,4612
2436,2227
2037,3983
4866,1157
1726,1204
3008,287
2076,727
74,1204
4567,3901
3617,3454
4614,482
1405,2680
349,722
260,1969
519,53
3751,132
598,2955
229,1525
2401,4812
1189,666
3465,4805
56,1090
2698,3722
177,3417
843,4018
3134,353
4373,665
55,3013
880,999
2863,1847
3277,3258
2929,2994
2093,4186
918,4047
2053,835
1445,4353
399,4052
1839,4079
3987,4678
1717,356
592,2748
2155,3043
1724,413
361,3269
658,2055
1691,3822
3436,760
3161,760
1602,4940
2764,1120
1743,1248
280,3577
810,302
4678,2716
889,227
4581,155
1967,3958
585,2019
703,3303
3048,1805
2165,964
2174,3645
2649,4
240,2858
4471,3844
1793,3954
746,3614
1161,988
128,4047
3086,2165
3619,4560
160,4946
117,2598
4982,181
1657,4652
3929,2825
2495,4857
4506,3693
2593,3392
4468,117
214,3273
3749,3339
3138,790
2105,837
856,507
1727,4115
748,520
2145,3758
1639,3763
4795,1431
317,2228
3598,762
3774,4926
4999,3701
871,1453
1570,2103
2353,2137
968,1045
2226,3738
2229,3596
1335,3552
2561,3686
806,442
4153,2257
85,3792
2158,4703
4443,2760
2498,206
2935,4539
1608,2423
1693,3446
2100,4162
2571,1237
87,33
4519,3210
4628,3981
3440,951
3570,2968
1303,1892
2529,4786
175,3172
352,4174
461,1640
991,3770
2883,2619
3410,772
2283,487
3248,2419
1786,1726
1256,2481
719,1867
689,2062
367,3967
2381,2767
1559,4887
3889,510
4873,4506
19,1891
4166,647
4512,971
263,4529
4957,983
3613,2916
2625,755
1052,2040
3133,786
1272,4331
813,1291
4920,3567
2534,578
2781,4369
2906,4889
3429,1597
4147,1215
780,1748
1519,4277
3065,1313
3762,2572
2859,1307
1142,2301
4413,3608
2427,113
4206,4747
4592,61
4068,3176
1115,3713
3283,140
2247,4304
3250,1418
2718,4556
4958,3870
3487,3482
3890,3934
4969,2332
3748,3142
3219,2494
887,4005
2318,4088
789,118
59,1508
1550,3778
932,912
3227,633
3541,285
3177,332
2931,2872
4199,2210
1090,1881
1543,2549
1014,3679
1334,4009
663,1429
3534,959
1567,1326
185,2526
3762,1672
4737,3713
2787,1215
1149,2470
1299,1709
4957,1410
53,4946
1386,2043
82,1212
1054,4336
3682,1340
4046,1909
3355,1229
4313,1281
3633,2937
1784,4740
4070,2261
1174,2689
3511,4489
4406,1050
3060,4223
2503,3632
1734,3534
883,4442
4172,3611
752,2625
60,1602
4202,564
3730,2306
1460,2147
2763,3691
3438,4441
3201,2605
4569,3516
2568,1577
4170,3752
193,1703
321,419
1658,2817
241,2207
4706,2671
2358,2073
2596,3199
1715,4974
1393,1817
4174,2709
552,1424
4390,3366
520,1290
940,1133
2615,3657
1167,2538
4492,2913
3410,4040
2347,4220
1503,1638
1700,2464
1056,4034
4779,3648
1033,1298
4739,754
2111,1988
3973,1202
2365,1745
119,236
2118,2259
271,4982
1567,4953
4002,1764
2656,3762
2649,4927
2602,2067
4447,41
1670,4840
2817,3382
2339,3091
1367,4714
3020,1616
3153,2784
1915,4564
1729,917
272,2634
3564,2236
1210,380
1148,4229
4222,2566
3017,4999
4439,841
4805,4060
2319,2194
440,1125
1607,4864
2180,1241
126,2882
4680,4310
1825,1119
2393,2398
4424,1873
2769,4870
3196,3997
2399,2094
4287,867
2281,917
4855,2985
2414,2353
3301,1043
3845,1519
4427,187
2652,2118
1080,4857
3825,4477
742,481
595,1439
1918,4534
3779,3427
3468,4581
2443,1403
1069,2493
4369,4545
3209,1934
494,289
2156,2721
3637,3925
1383,580
4728,3160
1127,1700
4537,3632
4833,2515
1653,2350
461,4426
2849,1814
4168,4255
2029,1219
1944,4867
762,1177
3427,1088
3639,1236
2500,806
4295,145
3991,2494
4000,2168
2259,535
2376,644
916,3991
4123,2887
5000,4738
1296,1247
3992,617
2833,269
705,3594
4492,4376
3043,1643
3691,2564
1016,4282
4889,2320
3967,1223
4235,2306
1669,730
4632,2415
564,1274
3829,4823
2724,4455
4748,794
1670,3796
4530,1365
643,4710
826,2228
2976,3255
4487,403
2720,4880
582,1458
93,3065
348,1415
10,242
249,3714
1359,3549
3413,2284
2363,2893
2616,3072
2221,4749
732,2290
360,1799
4800,251
4231,1759
362,1277
192,2994
3955,3205
4023,746
4356,707
3528,2068
1643,4842
1517,3849
1348,3978
4286,4092
1312,4559
2002,4009
4745,455
4588,3001
1733,2653
119,2480
4400,644
4818,894
2012,2369
4629,4382
3069,3241
3817,2221
3587,2464
4099,1921
3991,151
3592,1398
627,4046
4342,4217
4139,2590
1866,443
4117,4091
556,4515
1257,1355
1986,2841
1730,2787
3192,4874
2802,914
2701,2146
1078,2955
4345,3791
4159,316
2950,1448
2953,3524
1408,3418
546,3423
4683,3354
1760,1005
4061,189
1231,4565
3108,1801
1092,1718
2269,3924
1150,3438
2632,2965
159,1513
815,4084
3853,3293
4006,2046
2040,4119
4705,232
1249,2386
4638,1405
126,2148
689,3525
4223,4885
4863,1634
2281,876
4749,2614
4633,2499
1808,4980
4767,3836
4335,2028
131,2704
1193,1014
3214,1490
3928,3542
364,1887
461,3141
4360,4509
803,2047
1199,3342
3467,3522
2258,4921
3129,4398
2889,867
4601,2769
353,435
3566,304
2216,4041
2470,905
564,801
1590,2981
3743,1240
4387,1615
3496,3793
3249,1452
1778,1892
3045,308
2447,1516
70,4883
4782,2284
4508,62
2113,360
3754,4893
1494,2678
3411,3440
2655,129
2127,4221
3037,3567
4073,2555
1791,2208
1014,2777
4279,1759
3173,3084
2976,4403
1601,4504
367,830
1937,547
2989,527
10,1199
1584,1317
4346,3916
4107,4145
1102,3630
2179,2491
1105,3431
4851,83
1394,4985
3361,2406
4449,2081
4576,4853
3092,3440
714,1656
3048,4861
928,2568
2585,1248
141,3933
3477,1138
4458,391
2497,2262
1558,2836
4112,4231
479,3034
2887,3418
2784,385
2813,4530
3390,3234
1071,3709
2578,2809
254,755
2959,3849
4677,160
1139,2289
1921,2772
927,1537
4141,4968
3598,48
3226,2568
24,3333
2424,990
244,3362
3337,31
1232,1787
2305,4099
4818,3935
3259,2288
1958,2364
1375,4073
3193,3973
3692,4006
3722,3183
105,1519
146,3160
4623,2829
2078,371
2475,1256
1009,844
3619,568
694,1720
2458,1522
2493,1955
3253,56
3388,558
231,1576
3173,4200
2013,4565
1510,250
638,4526
2714,1713
3086,2241
1610,242
2643,4522
88,1942
3868,889
1330,2013
3096,2849
3645,3063
1650,4051
2920,2427
4170,4306
2353,3302
1451,4544
2789,2123
1375,2354
2819,2075
1454,110
4294,4317
1165,3403
1829,3954
688,665
4682,4111
4725,1136
568,3753
1699,4595
3920,4674
2027,819
3201,4164
897,2891
4937,145
3248,2132
4817,1837
82,4285
1186,4785
325,502
3264,4053
3659,770
244,2163
4435,3120
3662,4884
3487,3031
2921,1323
275,423
701,530
3200,194
888,3134
1694,313
2296,2534
4124,629
3840,2949
4958,3827
1321,3916
803,2265
794,1184
396,584
4383,1392
2492,2360
2946,4252
3167,1277
3907,1657
4616,2555
2255,4831
3588,1064
2173,2616
3366,4749
404,4275
361,3679
329,1559
1459,1503
2067,1
2021,3345
2827,1171
908,2773
4356,4193
4442,2073
3405,118
1420,419
38,1622
2241,705
2744,3717
4744,4185
3871,2753
3798,1993
257,1804
758,397
3191,2695
1591,2606
1082,931
4556,1371
3149,3417
4407,4530
2377,4648
3613,4202
1358,2108
4204,4132
1577,956
4225,4858
361,3717
340,808
3741,4311
2740,841
465,645
747,1241
2245,1636
1262,2577
654,168
3139,1280
2635,3845
4156,1189
1442,4465
3386,1452
4776,3821
1169,2221
1598,1532
3601,302
4395,1710
4475,3604
2944,2785
53,2196
3166,1178
116,4477
418,618
3336,4445
1907,2168
1237,3024
1211,606
933,2194
4709,4137
3124,4725
905,392
4925,324
3694,2899
3968,2355
1318,951
1704,3747
3928,4653
3405,897
3927,4078
1983,570
1578,4601
2124,1034
685,496
2783,114
3016,1633
10,3093
2162,3657
1499,2021
3685,2987
3830,3339
2501,3779
4412,4121
4528,2147
4387,649
2932,183
2864,2615
3061,3668
2708,2903
809,802
4393,2927
3427,3134
2877,536
2103,2955
2218,4503
2321,436
3078,3391
4442,4673
3321,3564
1273,2950
1034,2165
367,3659
2455,594
1895,3191
1531,758
2597,125
4590,2052
405,2384
3854,3542
3101,4589
4875,3938
2289,2393
3988,2434
937,919
4144,3021
1631,243
4272,2805
2713,4912
4392,4521
3402,3804
2894,3956
604,4053
1090,3710
4643,1519
2943,1193
2161,654
4433,698
95,4376
1287,4489
382,4980
759,3250
4576,1860
690,2116
3511,1406
1551,658
1088,878
332,985
1673,3700
2777,2720
598,919
3904,720
835,3527
4702,1481
3083,3226
1978,2507
1782,1158
4661,4935
1738,1170
4599,2602
129,881
4384,4650
1853,4643
1977,3322
3725,1458
2302,2503
3655,623
2591,4880
754,1808
4927,4785
636,2052
4180,3769
1713,1428
414,4550
2816,3342
1190,2022
90,3650
4972,3013
628,3777
2418,1263
836,244
3731,2094
4667,340
1409,3312
2266,3346
2221,1557
4881,2076
4368,511
1806,2114
3091,2916
356,1432
1884,3096
3332,2074
1343,3846
1370,2421
667,2871
1298,1608
3846,4949
1182,3648
4013,920
4665,4282
2599,1363
4322,3190
2612,845
2986,201
2069,4672
2776,77
2971,7
3319,3268
3109,4519
4701,2011
4134,3637
3761,1037
3680,3474
1276,1047
3444,1910
3728,2696
4795,3423
4247,2042
4413,4658
848,4681
4719,1525
1261,856
794,4221
451,3379
4472,4168
4936,851
4888,2827
1756,1689
4421,2840
397,4019
691,4380
5,566
3736,1013
2681,3900
4344,159
1743,3053
1017,1143
4432,2962
4619,4863
4487,2043
1994,4898
4509,826
2635,332
108,1762
2366,4222
4569,1542
4837,890
1596,2689
4679,3650
4852,541
4777,2510
3320,4236
3164,493
271,3013
317,1043
2038,588
3726,4559
4655,4390
1565,890
4209,4039
1327,2873
1067,3404
1791,4526
1329,4948
1234,5
152,2524
2004,838
1173,2886
1892,882
716,4670
1790,779
1366,15
1247,2908
3897,1615
2975,3964
2660,3258
949,2126
4658,1000
1731,651
1555,1682
2545,3563
1181,2555
963,4929
186,1360
2477,3536
3512,4918
778,4888
658,2232
4353,4469
3568,3330
3354,1943
961,1819
253,4045
1369,3157
2745,1563
3563,1563
4954,3930
4921,401
3008,2459
2731,1924
1728,3108
2069,2409
1368,909
819,4683
2544,999
2048,2585
675,1015
3005,3334
4949,2965
64,1095
3321,685
2779,4961
3723,4962
3168,2721
1633,789
3245,4700
1056,3635
3864,325
186,3849
334,2795
3375,4315
4302,2409
935,1807
2082,276
91,1071
4,3559
1558,2448
2804,1186
1249,2932
3227,1933
110,4908
4481,1608
4819,2685
2863,1877
4965,3943
1085,1342
3980,521
1694,4399
2419,1740
856,2533
4451,742
2496,159
4770,1151
3255,4528
3528,205
4849,4024
3259,1981
1323,2345
4585,1329
1730,4223
2626,3403
3011,2187
2771,1418
2825,4557
4736,195
2941,3475
3616,4554
2486,2241
4788,1337
1921,3145
1552,1263
1060,2005
3864,719
3464,1758
78,2956
575,123
4744,4781
3827,521
1310,1893
655,1900
263,4196
3195,4308
910,1659
690,38
2864,1741
2507,3695
722,4838
536,2834
2992,4370
3572,2510
2487,3054
565,931
1657,680
1903,4569
725,3124
4282,1133
4048,4869
3840,3143
2288,1010
3163,4420
367,1845
4802,3147
2286,3249
987,1049
1540,2441
1417,169
350,2589
4805,269
2772,1131
4929,4956
1740,321
2981,849
608,383
610,1467
1642,516
4415,835
803,4296
3648,981
263,191
3134,4876
681,367
4322,3828
4872,1673
1239,2014
1938,2856
401,2981
1646,1989
1366,2464
3519,89
3721,1804
4265,2995
882,4543
4418,2036
1814,3944
729,4458
3765,4162
4700,1911
3076,970
732,820
2179,3508
3403,4003
1967,4041
4621,2465
2357,1808
765,3170
1772,2372
2582,1959
2680,3466
4016,4512
918,3280
2366,1597
4795,3150
2695,261
2632,4482
3490,3050
4592,2834
4801,559
3850,4224
690,2430
4829,3599
3725,160
4873,4169
2813,1133
1027,1622
2417,3067
2115,4046
3188,1601
2855,1576
1475,196
3119,1367
412,633
354,1565
4021,3212
141,2959
461,3844
4433,3026
186,33
3922,4672
4660,3950
2750,2677
909,1457
485,2898
179,2822
1029,3755
3200,2115
3420,2945
2536,3113
2665,180
1985,3891
658,4585
1387,1503
100,836
3654,1442
2246,404
1375,4143
3399,4713
3936,3064
415,883
483,1351
1711,973
2914,903
1054,1745
2950,545
4580,1645
3417,4477
2754,1033
1974,3251
601,3114
1022,3379
885,4292
4173,2181
4704,1205
797,580
937,2814
3936,299
1554,4817
2321,3717
3030,2809
2522,2556
1332,181
1074,4665
697,654
1097,1234
3684,3373
2723,3672
1384,1128
2244,1755
1303,3734
2503,2971
4498,3988
1220,3200
3177,1014
4532,3039
3922,599
2756,653
949,2112
1964,1387
657,4454
54,1634
1557,887
2395,176
4507,1318
2093,2825
3936,3908
2223,2789
1254,3112
128,331
1388,354
3484,2686
3521,684
3075,530
720,2607
2531,4855
3230,395
2098,3865
2803,4211
456,310
1634,1599
3419,1131
2431,4092
3035,49
116,2723
1550,1647
1357,687
3403,1861
3118,2306
2969,902
4605,2351
2036,2804
4893,1837
3337,382
699,3669
2655,1961
1653,2947
2980,2755
1186,4479
1160,3874
4418,2254
182,148
2254,4260
2330,1573
3453,4126
78,1879
3321,268
2475,407
2857,477
2016,4003
1823,2172
122,4101
3425,2502
848,3615
1705,106
2099,1751
3755,4852
2263,4367
1396,930
2300,3087
2301,4202
3283,4999
1126,3734
3792,2932
1754,2407
2535,1202
4639,2054
2425,1068
524,3315
182,1517
1289,1033
3028,3700
321,2519
302,675
4671,1044
2943,1865
3493,2515
3073,1080
828,1353
3869,3293
327,681
3542,3192
1784,4915
2776,1332
1371,2370
61,2160
4134,58
2194,125
2143,583
2531,3337
4578,3423
4924,734
2134,4724
678,1418
3915,4480
1053,1852
2596,1203
319,2770
1154,4010
2042,1912
4991,2668
1723,3242
4619,2184
3924,3351
2441,3412
1849,2724
3153,3633
2754,4214
587,2153
3354,1009
229,2337
4673,2337
2478,3652
2291,4948
2015,1148
2407,1956
1109,4001
4274,3683
1842,3453
1430,3169
3331,2430
153,555
525,3698
2038,1490
3143,1770
4673,1882
331,3060
2544,4561
753,4829
2819,4499
4166,2703
3482,4181
3351,2005
4471,519
4639,1620
3348,2443
3707,980
1255,4726
3913,1679
1540,1421
2037,3284
354,3553
4604,2521
2515,2371
4358,4975
3684,3066
1885,343
4822,1984
2033,2585
327,3373
2083,1749
3462,2595
4164,377
4947,466
3913,226
3710,2680
1177,4466
3672,64
1689,3492
3763,626
110,2507
1226,2123
1667,1483
2564,140
964,4414
3736,3808
4225,570
451,1146
3800,4622
440,2961
672,1708
3331,2621
1608,1312
2520,1269
3964,869
2132,56
2262,4705
1491,4368
33,2271
4509,3584
3093,3765
2700,1984
4676,3230
1237,4656
1630,4464
4819,1727
1046,1956
4236,638
2337,39
4460,1283
4342,1392
827,2696
4156,4962
2054,2972
217,4398
4546,3130
968,3281
770,3559
3994,1816
3123,2910
4713,874
2982,133
1014,306
2223,562
1791,565
1745,1916
274,3718
1942,60
1960,4335
24,1337
1620,3037
3460,411
4258,2814
3127,173
2966,2223
4423,479
1020,2527
2253,4647
3059,977
4918,3883
2208,504
2947,2535
697,3655
3919,2777
4714,4115
4526,647
2219,347
838,2493
496,577
459,4927
3560,227
3970,1633
3932,3480
3329,1909
2985,1535
2058,1041
2876,2177
429,2498
3240,541
1921,4880
4228,4623
3203,4314
1883,1028
2807,3551
1584,619
2575,4471
1368,1020
658,459
4931,2853
3146,1310
3315,1048
2728,3582
784,4126
3473,3030
3928,389
3937,1504
80,665
4302,1666
1417,3286
2462,1948
1394,2453
3388,2884
3390,1428
4273,2908
1236,2830
4689,3293
4660,280
4531,2669
485,4023
3415,3687
1275,1995
1513,2085
4281,2374
3987,212
1768,3942
2485,77
630,3785
3056,1265
1064,4801
4824,3673
3138,4150
742,1674
2796,3999
1763,4187
2218,1096
258,1672
4409,1053
1140,4388
535,3727
1231,3241
2666,1243
935,72
4895,4921
1266,2307
2735,490
2841,21
4198,4700
2744,530
4922,1637
37,705
1167,2880
2482,3653
2435,53
4160,4998
4082,3630
2380,1383
2386,4407
1951,4071
34,1390
2276,1375
101,3759
4211,4404
3247,1980
460,1587
4538,353
4982,1917
2363,1859
2251,1766
4793,1182
2972,4140
3406,943
3623,4536
2738,1651
2390,906
4968,4716
4627,3297
621,2309
995,2203
3392,770
3901,4433
487,455
4264,3269
720,779
3892,2753
54,2244
1073,2258
1084,285
1083,1681
4338,569
1357,434
2362,1894
1515,643
2629,4139
2630,2855
3217,3360
3275,3417
4767,1398
4087,4533
862,978
2005,565
4913,1834
1660,2020
3778,4099
4940,477
4317,2602
4073,4045
3776,4620
717,4170
4425,3626
3159,255
1175,1385
3233,4151
4212,3373
1945,1608
4468,4012
4072,3417
3418,885
1440,1784
3770,4607
2965,4701
3246,1314
658,770
2157,4333
3652,4661
20,3372
1400,4903
4356,804
1672,181
4301,215
3723,3590
3962,1015
1344,2299
957,639
195,3617
1544,3911
2421,670
3672,2380
4202,178
2812,3918
140,3309
2048,4117
3888,3437
771,1422
463,767
3086,4296
310,3861
3887,2093
2435,3682
2920,3867
570,1408
4675,1642
819,1889
3909,4046
45,236
4898,248
1230,4494
3836,2679
69,3942
4562,4975
4348,902
461,394
4257,2351
2695,2115
561,3733
4412,304
2979,2600
1886,710
1662,2283
1475,458
3394,2587
3730,653
27,3033
3055,1044
1471,2442
4732,1725
4640,231
3056,1873
832,3426
2352,4356
2419,2721
1872,1330
86,3318
3605,1167
869,595
1718,2994
2187,3783
3857,2121
3410,3331
3484,2323
3579,2839
2451,1567
3305,185
2826,3213
297,2365
4890,3994
3135,4259
4546,2987
3575,4898
3780,1383
297,3317
1022,2109
1922,733
1230,4190
647,3761
2690,1795
3563,4226
4306,3679
4846,287
1869,1092
626,1493
728,2564
4845,4517
2037,4872
2361,4557
3706,4609
4750,364
4373,3219
2049,878
503,953
3874,445
2241,3350
2911,2993
3319,2377
2820,1924
979,4908
4402,1050
1146,4418
3641,1484
1657,3140
1691,2142
946,4318
3820,4156
3113,926
180,927
4627,1591
4802,67
723,2215
905,3186
2733,843
384,2417
1722,1257
391,1701
1465,4991
4910,4297
3081,2498
360,1264
2089,916
3879,1736
3110,1682
2428,4580
943,3157
2988,3704
1796,1353
2171,2756
1382,2304
1,3287
3967,4425
3362,92
3809,4601
1892,3608
2421,3026
322,4051
4266,2173
2521,3580
3511,425
4931,83
506,2950
2656,732
3117,1519
496,2979
3080,3549
942,2141
2405,1494
397,2852
3762,4533
351,2528
303,452
803,2603
674,395
3914,4222
1829,1320
4416,4163
2019,3720
4780,2257
1022,1766
3021,4191
2845,225
1675,842
28,328
3657,2440
992,2579
110,2746
1297,20
4935,1283
3922,1538
1653,2912
2544,2725
4538,4669
269,2800
2719,2075
4968,2408
2050,695
4086,659
4098,4295
4789,4900
4189,3908
1212,222
283,54
1011,231
3875,2958
3566,3354
2534,13
118,3607
4421,391
3915,4617
2267,4684
3551,318
1096,3709
54,1850
2558,4645
4040,1275
788,1456
3152,120
342,4968
1092,4628
4815,4975
4920,3460
3784,4849
4233,4120
2813,3941
4804,2439
1069,640
161,2387
709,1739
4223,4808
3624,4287
2715,3999
230,4878
1569,3952
299,4624
4024,783
3912,1984
1842,4342
2187,1612
2348,3374
4374,4892
73,740
2673,2646
3506,4907
4105,4374
1660,215
1106,4573
3987,2408
1444,582
4100,4539
4338,1218
4241,1084
4059,398
656,351
624,714
2580,898
2605,3944
246,4653
612,1280
3107,1312
3607,676
4285,4093
3719,234
2570,1360
358,269
419,3629
2521,3702
3127,3496
3395,1076
1520,1189
4093,1209
2171,3989
3757,2809
364,2399
271,36
470,723
3085,1491
3627,4802
4688,2241
1609,1368
3691,2993
2617,1930
3977,3861
3811,1515
1671,754
3387,3649
14,4311
3372,279
1157,1861
3789,4493
2067,2126
3976,4138
2213,1328
936,259
3517,33
4527,914
4094,38
1595,1133
2037,1737
3080,154
684,4298
3154,593
1007,3088
307,1506
540,4631
4500,2140
392,2625
1075,833
2779,352
3905,3520
431,1800
1658,2717
1973,4284
4737,815
1000,2273
3845,24
66,3017
2179,816
2282,2722
1454,263
2596,1694
4771,250
1329,32
2728,2840
4372,3213
3223,445
4102,4131
4298,3214
2840,2558
1259,2029
1259,3397
3547,3954
4156,2564
3070,3311
3955,1250
286,1466
1438,783
1568,174
1213,2453
847,953
4802,2185
1959,2450
614,293
948,4593
1978,1847
1081,311
978,103
3981,1690
1602,1508
1880,4545
4209,2273
647,2788
4875,4561
355,3114
1103,3016
3650,932
1934,4594
890,4084
1753,4945
2032,1249
4475,4720
2620,2032
3111,3668
1623,261
1331,4322
3845,1639
1252,2788
2196,2673
4895,2832
815,3863
3233,4842
1007,292
2577,797
3843,1119
1794,2413
992,2667
400,860
548,4539
2556,38
3626,3938
189,4448
839,1743
2602,1979
2756,554
905,675
3466,620
3207,4049
3122,33
4182,2145
2049,263
3805,2494
2515,1117
355,760
2181,3029
693,3285
446,3302
2229,188
2291,2315
2341,4853
257,3631
4717,4428
2270,3841
3244,858
3045,4439
285,280
438,724
98,1865
3850,1478
52,2644
4579,1543
1353,4860
1727,4378
1282,340
72,844
3619,692
2977,1175
1032,2761
3824,358
3261,1409
4415,2177
1763,1309
1089,277
3809,2563
529,485
4450,1138
1437,4938
4249,4154
1036,3423
1002,1967
1123,763
3601,2576
3062,3939
2528,1269
1157,4523
2541,4235
4293,4183
129,3796
30,2978
476,3054
1272,706
3318,3168
3281,3947
2983,4263
2843,522
1962,3735
676,1329
1630,1636
1055,3051
1715,3060
1091,1434
2825,3421
430,3880
2155,3746
583,694
145,4894
4125,3308
4090,1192
876,711
2168,3219
2169,1651
178,2373
4802,2503
323,4013
59,1760
897,978
1605,1639
4823,2158
4739,567
9,4884
2000,4558
3652,3690
4056,4640
1282,4311
3176,4041
1711,2997
866,2437
1553,4059
1243,4307
1353,2850
855,1052
1523,2228
4676,1836
2869,4413
3354,2843
3518,111
914,3686
986,642
4863,32
149,1023
4941,111
697,253
288,3461
4273,1234
623,3581
2921,565
3512,3061
417,3859
1932,2725
4087,2694
4345,896
3985,1776
226,3332
3164,3105
2067,4482
3255,652
3795,1887
1441,2299
4777,1105
3628,119
1370,3409
1439,612
1448,2933
3039,3063
169,2086
4698,3317
4543,1704
2408,3731
3406,794
2594,1863
178,2720
94,4454
1831,4953
4079,3426
3872,3916
3365,2717
4873,3426
398,3885
266,4139
2707,1585
2820,2684
324,1376
1940,2886
686,2008
3490,3718
3174,1984
2012,3895
1434,503
3896,1463
1267,4835
1945,3145
2862,1530
1869,1357
126,3531
4513,2813
3171,2611
118,2746
3290,2945
3383,3256
1839,2779
1816,1608
1233,3575
3755,2473
2069,4863
868,1334
4399,1539
734,4667
2263,1231
536,3098
1281,2465
3415,1050
4483,2613
3784,2247
503,4613
1980,4289
3571,2038
2384,2581
3682,3410
730,2024
2937,3953
4678,4244
2648,1339
4996,2487
1747,878
4193,4635
1719,1483
3728,33
3006,179
4891,2299
3411,3544
7,2991
2709,4998
1781,1485
1468,1990
4663,2791
2124,956
3837,412
1469,376
3308,174
3847,4620
3023,3257
3430,400
3265,643
2897,2502
4436,1103
4245,215
2684,2579
38,1691
860,2007
2386,1717
4860,4302
1151,1055
1059,4547
2047,2760
913,4779
3483,1569
265,1737
1028,1217
2449,2618
2003,4975
2202,1023
3179,4673
542,884
3540,3552
2092,3297
1031,1195
1695,462
315,451
850,1966
4505,694
1630,416
1644,620
3226,2364
634,758
1669,1626
4521,3053
1101,948
4374,3891
2680,1112
3008,1390
2631,68
1676,1224
2237,2637
4896,2859
892,2852
4262,1959
1431,892
1118,4342
1254,4960
2508,3702
