IdR,IdP
2074,620
1767,810
3458,2537
2658,875
1855,571
763,575
1107,1549
2513,3227
2086,4337
3615,4938
3682,1914
3178,913
1992,4264
4687,2978
3975,2091
3,2458
4106,4037
3397,1890
3078,1933
350,357
1275,3563
4966,4922
3282,3513
2384,3944
1118,3324
1604,4580
270,4298
2367,3331
1884,1017
2639,2331
2953,4972
1965,82
3073,2810
416,2048
4812,2253
4399,1722
2516,971
4308,851
3073,3813
4023,1014
4340,3570
4327,1257
2076,3361
3886,4772
3278,877
94,1886
228,4377
1999,3657
4620,4894
4206,2064
4133,3252
3599,4122
771,1515
4153,1757
1545,1998
3445,2897
3546,13
378,1106
2512,663
380,4375
2477,1855
3054,23
1827,4720
3452,3487
3373,3742
2522,4013
2423,4938
1662,3043
747,2238
1715,138
631,4586
600,4924
3338,604
162,1350
4155,2972
4060,1622
3579,4999
2897,2457
3932,3945
1620,3745
1737,2083
4286,4176
194,1450
3207,1420
2464,4371
4738,2267
806,2845
661,4653
2121,4791
4708,1690
725,2614
1662,941
4222,1950
2933,926
4363,4737
1293,3658
1283,847
4762,179
3000,1498
3806,847
1985,4422
3366,4295
2890,1002
2915,1719
1327,564
2919,4000
3533,3809
3135,4477
2212,922
3751,3209
1678,561
3664,1985
257,2140
4170,3176
4686,1615
2743,2361
1051,4369
2462,4338
3838,4194
890,2371
324,3924
1404,2173
258,4699
474,2823
1532,3088
1516,1911
389,3672
4921,4600
2678,4839
2455,4347
1757,4283
791,4324
4235,2838
1298,4671
3449,4877
215,718
2555,1020
3522,2852
4769,2258
127,1552
1424,1798
1883,2184
1274,790
2282,1808
2096,1793
3587,4655
3479,4253
4867,3822
4549,3926
4539,2458
4026,3846
338,4326
2760,3166
2428,3732
1416,1651
980,2
2028,2447
2269,4084
3517,3513
2069,4198
3679,3665
2964,3486
3506,2530
3459,3943
2175,3807
4978,4794
2765,1413
4730,2893
2257,2267
4882,3970
2893,2459
3507,2749
160,4816
814,2890
506,2349
3704,1889
1730,3770
4012,4188
1667,383
4101,2472
4968,2938
1372,910
2644,4533
504,2386
2872,988
4083,1583
2926,3749
4789,4353
4192,2972
3213,4818
2294,2797
2619,2850
1366,2991
64,3426
2916,4804
3007,3036
4297,1787
4683,335
1370,3643
4502,173
677,2451
3795,3916
534,3847
763,2304
1018,3163
79,2483
1739,3804
198,956
1835,4169
2944,2034
4931,1041
2340,4098
983,3322
1005,1669
284,706
1926,2752
441,3425
1245,2814
280,2386
4080,303
4917,2295
4901,3679
1516,3547
4968,3910
4578,3658
1154,1530
650,68
4239,4772
3189,2102
622,4032
4269,2205
2940,2814
1598,4175
1500,4802
2968,4634
3395,702
4044,4993
4210,3815
3573,4181
3808,2311
2390,3459
1241,2037
3126,2576
3034,4455
2407,4597
75,2811
3291,882
3552,610
101,4761
3186,564
4583,1727
2214,2484
173,587
2167,3503
2752,2273
3297,3784
4433,1314
3743,1584
3311,4438
2158,1276
927,2070
4629,4457
1035,367
3145,2969
2775,4372
569,769
3109,3013
250,4656
2512,4132
4035,384
350,1661
3707,3654
4432,4698
3762,4555
4117,150
853,4545
3101,3080
3064,823
3975,1228
2907,4044
3834,2421
3238,4437
2369,1158
4072,2119
531,2450
4378,2537
1201,923
4341,4526
3254,3562
4944,730
3247,3454
1361,2675
3601,2982
2650,816
1516,1343
28,802
2559,1545
4663,254
2252,2279
576,3378
4060,2800
298,3388
183,589
1284,1608
4622,3477
633,2353
3686,4012
4252,30
1056,1066
3092,1884
4129,640
1540,653
14,1936
1195,3187
1764,2582
1412,4168
1634,3633
486,1441
3526,4626
3016,4415
1743,3978
4949,1697
2627,4278
2157,1188
4811,3664
4475,2991
959,3702
3511,2857
3353,1120
3954,3044
2866,4152
3501,2746
4533,3279
4670,513
2752,279
2669,4101
3697,2041
4332,3622
1842,2969
2060,1615
2218,4064
2216,1857
3971,1655
3304,4380
4276,4490
2871,4112
4422,237
2561,2754
874,4492
325,2435
1626,3044
64,4010
2546,4223
1714,582
1428,334
2931,958
358,2965
2973,3059
2711,480
3868,1463
3400,4311
4188,143
2272,3108
2391,2123
3219,1811
3203,3473
2797,4221
3139,1875
2448,1033
486,4084
1908,2718
3721,610
327,3231
546,4226
3218,4272
3332,2172
4778,1159
3159,1174
3004,1308
2404,2504
2670,2043
1003,1213
4160,1336
4438,3937
3418,2286
713,2527
3024,4381
285,2862
4032,3072
2985,3744
3947,1199
4674,2590
110,1106
1665,2785
1750,4875
3794,1040
3810,2266
3444,669
1225,4503
4819,965
1172,1526
4447,1016
1174,3614
2570,977
4060,2503
277,1327
2347,4799
4339,1867
2208,1194
4090,4724
4768,3106
370,1077
546,1910
2554,1109
2364,3854
4441,519
3995,2156
3479,194
2662,3362
538,2498
1509,535
972,4672
3334,4533
2034,4982
3409,572
52,1021
1083,957
3733,1260
3275,604
3921,2386
1984,2530
2670,1902
3909,2371
2023,3396
4421,4970
4215,4586
2967,364
2419,3622
3269,2169
4358,3307
2778,1228
1198,4094
3340,2456
70,3931
1346,4424
635,1101
2291,1655
586,4731
4672,2524
1387,1519
535,2978
489,3612
3406,484
1461,4765
3986,1425
4763,4771
406,4569
938,790
4341,3881
1372,2271
364,3303
1483,910
3291,278
4867,2088
628,2338
1841,1821
1528,102
3902,929
4882,1955
4109,647
1421,1594
4513,2737
3436,2466
1899,3469
3009,4261
1860,656
197,2467
2412,3347
2955,3350
2406,2493
4114,4772
1541,4169
1342,3557
3497,4527
3336,193
885,3173
719,2052
901,4692
3897,4748
1111,1201
2579,1329
1857,3405
4519,3583
1756,3436
237,2553
4262,2704
2167,4576
4245,3448
4078,399
1457,4531
1875,3771
897,2501
911,637
3309,1995
73,4348
446,183
4131,1377
467,4070
1977,2737
3689,832
3990,4960
4999,2287
3363,660
484,4029
3263,1465
2391,2164
2633,4970
2050,1718
2980,4320
1324,2533
3701,2467
154,2018
4928,956
3714,2866
3482,2685
1556,4381
1375,249
1804,2242
3115,2066
4267,4078
438,3748
3080,3357
2543,1931
953,3308
2405,572
3483,1272
3748,946
4686,1628
4260,472
4931,599
1713,1987
639,4461
4221,1769
4441,4522
3424,2432
4079,612
4640,1967
1124,4117
3118,931
1558,1189
4329,3775
1338,1993
3589,4044
2861,3621
4963,1752
1659,4264
2417,3603
3798,426
97,4332
4459,745
4678,3371
2232,984
1068,332
4477,202
4145,2403
2213,3728
1125,423
2925,1843
597,2708
3343,1079
3526,2064
4731,717
4633,2862
1966,565
1974,1044
3690,42
1556,2392
4360,1385
4505,1449
1152,4430
2157,3412
2722,3106
3132,1286
1472,3169
1452,1383
1126,1642
2318,4124
596,2840
4743,1337
3845,363
4980,4655
959,3556
4700,3532
14,2295
912,1520
3161,2678
4434,2778
4314,3882
4543,1765
4500,98
4519,1475
3025,3019
706,1560
4165,927
4288,4337
502,3614
1844,597
3412,1904
1272,113
4405,3814
952,2771
3593,3583
4688,4476
3885,4525
1896,985
3301,1131
2443,1765
2233,3164
1674,941
1189,358
3778,3195
4936,3175
3118,2195
4427,2741
4698,4757
2527,3461
129,3653
67,1114
1272,503
3817,1992
492,507
2637,1497
1811,2330
4834,2052
2942,3228
2610,4556
3160,2031
3941,2348
2321,621
4031,1078
4135,2900
2769,2785
2196,2928
4490,3674
1005,4784
1833,4396
4658,72
4419,4045
1964,680
4827,4076
4658,3063
3639,1673
3969,3885
255,4611
4632,1996
2104,3506
2311,477
3417,2888
775,4808
3252,1531
1071,1987
3521,4796
3778,3516
813,2806
4216,114
3362,4651
243,4684
944,4238
4036,4961
1609,2479
1040,2314
4636,1299
2638,332
2154,3829
3074,910
271,3757
1409,4499
3614,2770
4319,4314
2166,3913
2831,2770
457,2011
3451,2151
4955,863
2843,2892
1075,3359
500,1483
3667,3201
3210,3155
23,2737
2045,2616
1808,2591
4640,3997
1868,3801
4466,1257
2536,1464
1056,3569
1814,168
3671,3378
1215,290
1833,3699
199,4297
2660,2764
775,4258
2364,4662
1312,2329
692,4554
1431,1
2858,2842
3332,1764
4079,2837
275,2626
2563,1270
4094,3262
694,133
1615,80
1953,1876
4488,4741
573,4613
3474,281
648,1316
1427,2436
2166,1197
1193,2728
1865,2754
1118,3412
2911,2614
1327,1903
4871,4170
2049,351
3823,4785
3137,4420
2955,3770
4078,2919
3285,2547
4226,3542
1905,887
2650,3170
3888,3540
3593,3080
2329,45
756,4820
2808,2711
1003,4639
1840,4705
2613,2520
3881,3143
2106,3546
3499,4692
2636,503
1677,2229
236,4936
2888,1816
1244,3917
1737,1211
3306,3937
2174,830
3602,4036
4493,126
4242,3549
1802,4179
347,2274
1137,2302
2706,4405
1946,2432
4521,2727
3453,2903
4549,3445
3325,1252
4936,364
4975,4256
1952,2157
3684,3144
2532,817
4035,3367
3620,1222
2985,4980
1371,4299
2773,1304
4352,2100
2092,1616
3146,2267
2466,1605
4902,3362
942,2816
894,4747
3511,566
36,232
1121,2079
1701,803
2057,2361
3147,2328
4943,981
3910,1119
1619,2967
4805,671
1654,40
1723,3853
1349,2062
365,495
1346,405
142,2700
3393,3788
2641,2514
2276,3536
952,368
1100,4221
3382,4064
3122,91
2091,836
4003,2289
4072,4477
69,1596
4859,4061
438,331
3501,1456
637,2175
2405,4566
2030,2244
161,1708
2445,4727
1749,3669
3445,1609
4272,4702
3285,2421
3033,754
1955,4715
3399,528
1030,4874
4144,3686
3222,4122
3686,1594
3020,4175
4886,1297
917,4513
3216,3612
4247,1349
487,4384
1678,3949
3241,3689
39,3937
2475,2815
2477,4148
987,3923
4018,2423
3891,2092
4869,2594
4115,3410
4462,284
707,458
707,3348
1328,2942
3326,3075
4757,718
2392,477
486,2383
3644,3872
1461,4471
1828,2761
184,3764
3466,635
4165,4233
975,1990
2112,4118
348,3101
765,4867
1258,174
2362,4630
3867,1044
2275,4139
1462,4858
2387,4458
1236,2372
3832,1969
478,3752
3005,2729
4721,470
160,3197
2314,158
4706,2676
4096,1162
3586,1149
4508,3772
1307,542
1940,799
1445,4219
3287,3576
831,4402
2760,3019
4338,3810
4339,1615
2049,670
4141,1018
587,4733
158,347
4722,4707
1287,3359
1292,2505
255,4679
1654,4362
2058,2352
2029,4987
2772,2522
4501,1464
1541,3527
1096,2574
996,2832
23,3291
4112,1929
4777,353
1174,1003
4492,3051
4741,4009
2168,2178
2802,1571
3354,4956
2922,271
4234,3816
2442,1766
316,4753
1594,2662
2654,3808
3993,3624
1326,3580
1066,3368
4569,3529
3669,606
374,223
3459,915
2231,1301
664,1327
4308,4745
4635,2933
4383,4619
3574,3661
205,21
2387,316
3314,2121
4350,2527
4644,3519
1436,1233
3731,853
3177,4019
4055,2911
2923,2021
3102,1186
125,1528
2664,3566
3035,3618
4554,3891
973,1038
341,2589
2234,4357
2183,349
1861,4362
4815,2065
4780,559
2360,908
4709,2517
3046,1756
574,65
4958,2785
2357,2713
3060,194
4532,533
371,4899
2822,552
4542,4228
1585,2836
3182,619
2318,2261
3964,1114
1421,4281
1284,2657
3703,3264
2139,4622
439,454
3345,517
1461,3794
1826,4337
4337,3136
3899,2755
4344,3483
701,3034
1955,680
4949,298
2087,2556
4422,1741
4063,2066
133,1391
4745,4261
4276,4070
2491,462
3095,3799
3115,1403
3271,2060
3052,577
317,3573
1238,2973
4495,2713
3269,4290
2321,1360
3991,3160
197,1317
4099,1775
4707,3941
1439,875
1038,3736
3477,1441
4954,2412
1156,3527
228,3340
3834,1550
574,2698
1235,2033
3545,4923
672,3282
464,3306
573,438
583,1193
26,4534
2169,3302
1492,648
4127,3242
2451,1108
963,1542
4364,156
2793,2925
1611,573
1665,688
4737,132
3846,1147
4012,27
98,105
260,2275
3335,3767
4746,1734
199,2462
2900,926
2267,4784
4264,3228
4946,4908
2080,4065
3287,4824
2221,3244
4900,2222
2304,251
4160,4747
1508,4279
1515,2414
2613,1294
1366,1200
960,2256
1772,2754
3022,894
3316,766
174,4691
1128,1070
2024,673
1908,16
2517,1798
1992,196
3957,471
120,4580
3063,2927
3802,3435
1923,1670
1484,4213
4096,843
1736,4831
3185,1741
2884,1623
283,4892
4507,923
3485,2965
913,3591
3951,2197
4344,2414
2977,3006
127,475
4181,1189
376,2619
3712,1810
813,3206
4354,2458
2807,4456
1755,637
238,1229
1589,3664
1236,3023
4956,4437
4332,3719
3434,1342
977,603
3412,1944
9,3989
2165,3319
3775,1552
4221,306
1032,1925
2942,3171
2269,4396
2455,3857
2335,2705
4394,312
2997,2477
1144,2780
3760,774
3190,4509
3613,1059
882,4779
1271,4172
2968,3153
3682,3417
2928,4854
1524,45
116,2239
3446,2777
2921,4166
2556,2637
4965,3088
827,1617
3902,3962
2838,117
751,764
2143,2754
2786,1831
2988,2560
1214,4809
1150,898
3128,2451
1837,2141
1757,2921
4175,2852
4864,3851
4481,1555
1998,4283
4213,4473
21,1245
4282,1338
2871,4156
1809,1687
1220,2038
4761,3260
1313,4965
12,9
1474,4747
793,3132
1627,291
284,663
2328,4792
2960,4239
212,2043
60,4028
3460,2718
335,3026
3914,3245
1823,2911
4303,3410
3181,3562
789,2125
3467,4309
1359,2415
1776,69
3985,2536
932,4229
1631,2167
1116,1393
3159,310
511,800
2094,3070
2988,3634
1874,2662
2427,2352
77,34
1431,1085
257,3847
3001,1550
3772,4550
674,350
2428,3153
2022,1632
3433,772
1209,2249
1207,4508
356,2292
94,4765
4458,3072
854,156
446,1891
3735,1444
826,1122
2005,1967
2849,3968
266,4296
2348,1217
4335,3069
1234,2758
1543,1086
3463,1400
401,1874
4242,4809
4310,171
526,4798
3022,1649
2664,4628
2840,1657
2258,2742
4441,1396
420,4611
633,2762
1387,2289
980,1536
2413,4147
344,4222
2541,387
3430,4755
3592,3552
4061,1856
2590,2140
3171,4253
3818,4127
963,1595
3525,4334
2349,4878
2186,3025
2259,3576
1804,3026
4908,4482
2960,2176
3469,2951
2076,972
3667,313
161,3750
842,1535
79,643
2377,2165
690,124
4564,56
2897,409
3749,3976
2308,3206
4277,4684
4358,2047
3506,3250
4394,3986
3682,4181
1405,4485
4247,3247
3082,3494
1184,2067
3968,4422
154,1934
208,3631
1680,3761
2250,4336
3136,4707
1509,3418
4066,1897
2390,1650
970,1623
3928,429
4165,1392
1643,633
1367,2927
3535,1324
4157,1251
3651,4174
3549,4323
3434,2683
4172,2790
2959,2595
3956,1923
1202,206
3222,654
1055,4782
3936,4020
4200,4567
1375,282
3742,910
4140,313
4221,4503
2890,3614
384,1119
763,2796
4400,3853
3513,232
2063,331
387,1309
3933,4155
3080,582
2312,2181
2797,1120
2630,3876
3987,993
1530,4686
2795,2397
2608,3106
3014,3981
1906,2286
3520,3006
2140,2090
3320,409
739,2463
4533,4885
2805,3473
1928,89
3262,4760
937,1054
2053,161
3698,605
2152,73
2653,940
3971,3246
1275,2951
1598,4643
311,2601
4420,1125
1881,725
3416,386
3903,506
191,3895
4380,3634
2483,734
2006,4004
4780,3556
2119,1201
3396,2599
1321,168
2760,2508
2312,704
117,2315
3656,2271
3639,2379
1905,152
3008,3831
1049,4896
4263,4424
2092,3036
4435,2141
4993,366
4544,310
446,2954
1551,2955
3675,4470
4481,3851
3204,1417
2450,2049
1910,4167
2549,3152
4352,4952
3619,1308
3094,325
4684,1650
4768,3351
3604,3717
1284,209
386,407
3093,2032
1604,1633
4694,2814
594,2761
2945,3828
1860,2879
350,4809
4333,1853
2159,154
3540,4842
4519,2268
2381,355
1772,2429
3507,2291
4300,3376
4226,4243
4163,4209
1390,3627
954,337
3342,2077
1246,1625
1629,3824
3478,639
4690,2192
703,4958
4432,272
4827,4087
2578,4043
492,2984
3847,1079
3676,2276
757,4243
2945,702
2074,4946
2848,3271
2573,1782
2922,4542
4906,3904
628,3838
3483,4040
4889,2868
3491,4274
2887,4563
1140,3318
4805,3916
1118,2948
2501,4068
1771,4987
3073,4414
245,3835
4384,313
110,2924
3192,1075
3293,4272
3948,1936
82,2163
1268,205
769,2625
1422,472
229,4444
4433,2648
2749,3643
2400,3290
1100,1537
699,1178
3554,51
2041,3050
160,4295
4979,3752
3572,3735
1307,3649
959,399
627,113
2912,4483
2230,3865
403,1420
4453,2818
425,4095
3279,4679
116,1853
1593,1920
3145,44
1378,470
4890,2957
3151,2980
4898,3324
4400,1485
1775,3020
568,2648
1331,614
3576,2476
446,2712
545,3784
3562,224
1865,4422
3888,3054
4970,2688
4658,908
1458,3793
1947,1668
3876,417
1298,1848
3355,427
3249,1453
2745,1627
1944,699
967,1519
1052,3458
982,2300
2710,2323
4264,552
2328,4791
2541,3309
3876,4822
2589,2556
39,1095
3739,4742
3399,4215
4171,1920
3721,243
3286,1722
3243,4964
2014,4471
4672,3632
1604,1460
476,2448
3029,1820
1557,2726
4037,4555
4449,2269
1044,1858
553,4256
2969,1892
2423,2411
1281,4767
4971,3375
1161,4639
360,4718
1575,3822
987,3483
160,4020
236,3130
618,2736
3702,2986
3766,1375
182,3671
1225,3975
3256,1533
1529,1068
51,4035
2201,4186
2779,3278
2261,4804
1669,1438
3256,325
990,3294
926,3176
4255,765
4604,3582
2713,3405
4816,2551
769,2642
1862,2905
83,941
3503,1538
2403,2063
1960,1509
4620,1141
211,1948
4011,1680
3731,3600
3803,4811
2901,2236
826,690
2363,783
4698,1179
4228,1410
3473,2811
1637,481
1107,969
3402,4689
1934,983
2641,2161
1589,228
2421,3113
1138,929
3781,2906
617,2754
1090,2207
2338,4910
2971,4385
1314,3205
773,3457
4208,4550
2366,2841
1263,3438
608,2363
1803,4729
471,767
3673,1265
707,1764
1225,4190
1466,2185
422,2226
1994,726
1998,3774
498,3793
1869,2239
1798,143
1732,670
3860,3126
4756,230
551,1550
3635,682
1305,4937
1061,2974
3498,937
2281,2663
823,764
2349,3726
4590,1176
607,4833
2744,942
4671,402
1472,3486
4004,1286
3955,1686
4371,3218
3171,59
402,2738
3358,2521
1536,2120
3819,3290
1198,4390
432,4126
165,2062
4480,1699
4626,4912
2686,4600
4142,2436
4759,4337
1500,818
1202,3814
2134,69
4927,4462
3105,2196
4593,3759
3836,4072
307,1374
2571,2795
3537,595
333,3930
4269,478
3516,3935
4041,4201
940,87
3814,2900
4655,513
2898,973
4516,3787
3937,763
3984,4720
1363,4170
4467,295
1606,831
2865,2605
3072,3960
134,3486
3077,2536
1634,1424
1730,810
4470,701
1800,3105
924,3016
2702,4395
4220,3591
3859,3040
1884,790
492,258
3346,4520
1993,3309
2792,4666
4603,256
1464,2441
1447,4344
999,314
267,431
739,476
4849,25
410,854
3893,3470
3193,1239
2305,651
2385,4947
1562,67
1140,4423
3219,3260
1103,2031
16,3647
3406,1851
4028,3380
1494,2781
2136,4191
699,2983
807,1283
1640,4470
4163,152
2796,1609
4087,2776
834,1394
2436,1840
2439,4542
2411,1417
1485,4302
1625,3892
2336,2156
3965,4694
4664,265
2976,3828
2657,4312
3446,2563
2784,2830
1321,1
2373,2289
4004,3893
4868,4119
55,3443
1304,4974
3511,3855
2707,29
4789,1093
1993,132
2637,1356
4902,189
1924,877
3041,1348
3220,1325
3364,3136
2666,1001
1052,26
903,1566
3655,79
3744,3080
4139,3781
4663,2538
3372,2687
734,445
3896,3538
2674,4354
3364,442
1447,4871
792,1549
3401,2889
4582,1222
1481,3512
2483,4406
3677,3177
2059,151
2449,3228
2757,1041
1940,783
1859,828
2244,2045
3977,679
99,1002
2862,3009
2930,3309
994,2501
2405,2609
349,1722
1670,410
869,3729
3898,3432
2369,2854
435,4559
1069,2356
2055,4465
1309,374
3177,1880
3521,707
1187,87
4852,836
3821,4947
449,4577
4757,4813
2021,1897
4721,588
27,2969
1426,2103
2736,3141
3602,2568
1188,476
3421,4606
4910,3307
1451,96
1136,3606
3472,454
4988,3985
2468,2918
4038,3246
2102,3110
932,3569
2524,2963
4800,469
1141,3258
3455,837
1079,1011
579,1826
3492,344
2586,4255
1157,962
1009,4775
4586,4883
3383,3200
4094,860
2526,3800
2819,3667
4462,4477
3690,1266
4360,95
63,2092
520,2921
936,4263
1666,2471
3292,4647
2581,4270
115,251
1940,1846
1792,2031
746,2219
4049,2268
1754,2562
133,2365
224,1989
1626,3032
1078,3544
471,3428
2249,1017
2522,1203
717,2254
1170,3680
2448,1660
4632,4147
4008,1932
2259,96
3362,4905
3600,169
2482,475
883,3255
1014,1063
1076,1043
279,4762
1054,723
1943,3672
4217,2116
4486,4663
3969,728
2294,3345
286,4786
2901,4658
1077,4982
685,2241
2702,4785
3593,1188
4906,4111
4958,1245
3286,1862
412,2150
4143,3291
4496,37
2849,1996
2974,2026
3744,2737
2628,4742
1915,123
2047,2554
3163,344
395,4015
534,4402
3435,112
985,1435
3362,1012
403,1128
3874,497
503,2326
4819,3321
898,1061
4338,4202
4729,2632
3564,2839
4367,3378
4298,3482
3635,1791
2695,1240
2464,329
3825,4280
3891,1993
181,4449
4026,3280
64,622
491,983
4263,1254
3090,338
2692,1568
705,1934
2455,706
2321,3923
470,4301
821,2759
1940,2666
1573,1780
1013,675
1607,267
950,1621
631,1422
421,2656
433,4458
3774,494
4619,4823
2300,2875
4248,490
629,4677
4395,4119
1326,1536
1527,1378
2041,1809
957,3102
3516,2368
936,2920
3444,2901
3690,770
326,21
2529,1977
3796,1070
932,2396
1333,2074
3404,1069
3583,1253
2152,2202
4397,441
3217,2597
4694,4370
3711,2762
4822,2186
3097,4710
1322,886
2359,1206
2758,3463
1387,3963
2095,1727
3069,3361
3203,2994
4451,3117
111,4822
3788,4995
4324,3445
4178,18
4428,1380
2329,521
1440,416
3,3804
2385,1639
4549,3775
2490,2444
1464,2582
4834,3100
1547,3045
95,4151
1882,286
846,2257
1985,118
1105,3015
4241,66
3845,3560
4486,1292
4129,2992
3094,1773
3640,1098
552,3225
762,4794
1843,2619
1783,1998
3232,4603
2783,4882
1884,4730
1057,2375
4854,2110
2046,3847
3557,1851
1761,2108
1856,1507
905,4758
3754,512
2924,3087
870,4509
1531,2210
4290,3021
41,4017
4526,3126
3667,3858
3091,615
3183,1535
4006,2120
3363,3780
1132,4515
1613,960
2529,1718
4661,1242
397,3727
1713,1555
1340,4039
4193,1045
816,2590
2348,4596
2430,1712
813,4139
497,3550
2282,4815
2083,3338
1500,3749
818,3686
3312,1339
2016,4228
4103,2929
606,4625
540,3218
2876,645
2462,1061
958,1221
1023,2025
1497,2857
3148,457
3828,2418
2595,4746
3364,3171
3230,2892
961,2205
1757,4087
2760,2275
2621,1373
1506,4043
1639,4994
2953,2231
1660,2746
4125,2500
2611,4830
473,4360
1050,686
360,2429
1351,893
4325,2513
481,699
1060,2205
1384,1125
1223,2522
4497,3186
3332,1929
1963,1591
23,4345
1570,4835
4452,3131
3698,4761
2065,1156
3346,1540
1542,3357
160,3669
1022,796
1327,3392
2780,2349
3428,1194
2508,950
4676,4709
4860,4283
2310,3449
2573,2273
4143,540
3616,4802
3345,1997
1851,293
3712,971
4021,2130
4704,3705
1322,4108
1087,4173
2432,647
4501,473
676,1437
2313,1824
329,2721
2762,2640
1794,9
3518,2100
1732,2404
2085,4921
3680,911
2940,686
3947,2330
3932,2214
3604,3501
560,3101
1438,992
3544,1952
2914,2591
1117,1899
1068,2439
858,3303
3703,939
4213,1320
2014,4761
1769,3824
2082,3761
4125,3248
4149,3497
1905,4917
2521,1200
3248,2640
1656,4583
3573,2434
422,3650
3470,1259
4495,337
1599,4284
497,3060
4863,2575
4601,286
2125,1497
2232,4844
4136,169
4548,2243
306,765
1641,1270
3715,4311
2667,120
1085,3276
776,3815
2484,2268
909,1279
2970,417
727,2750
1276,107
1718,2862
4785,3244
1903,2221
2374,4139
1706,2488
4930,2056
1129,2699
2659,1292
3515,3339
1243,2267
3616,1030
3404,3294
4029,2066
2309,621
4909,3507
3220,4182
2282,2224
1442,2311
1402,819
2386,4489
1460,3092
269,4633
1587,1694
4781,2447
1600,2705
4732,2309
3445,1354
4192,1635
766,694
268,3447
2549,4585
3261,4866
3245,4399
471,604
273,4325
4912,676
3115,4214
2288,2654
1312,4046
2804,1127
3671,4700
838,1488
1705,3594
2762,2356
4725,4812
3276,1887
3482,2786
1267,3883
1591,414
649,2501
1036,3941
4845,4139
2007,1248
3853,2343
4023,3043
3253,1479
4550,2920
3942,1730
977,2486
627,999
1650,4163
4579,1372
4692,550
2737,385
4119,4295
911,416
4043,669
771,1608
3756,4331
4102,4273
3849,967
2421,3986
154,4519
633,2511
659,873
4374,3072
3103,3416
3886,1137
2213,3151
4670,2834
2838,3255
506,1312
1391,2842
2851,3942
3809,4174
3829,614
575,1662
1675,1596
1110,2939
4136,508
3383,725
1848,3313
4034,4487
1174,4043
3347,1569
850,3120
1996,2158
2817,4637
3802,1257
4140,926
3026,653
4731,1676
4323,1119
1144,1353
2390,1337
1828,3699
3520,4081
1458,2824
944,930
2839,4888
1999,4483
1370,1102
3753,728
4012,1880
3481,3788
152,3602
3131,4608
689,1016
1876,2318
4574,2871
1596,4637
4397,1415
705,4971
4828,4341
3865,3439
1642,769
1545,987
4785,2710
1492,3694
468,4937
1539,1005
4453,2779
1586,2086
3149,4032
3288,1916
1163,4884
3593,4713
1745,2018
1016,3591
54,3039
338,4318
1743,1448
1313,3771
1508,2295
3687,3130
3340,2377
3423,3973
3449,3804
255,3675
2645,3296
913,260
1181,3856
201,4129
4540,4563
1943,2492
2960,3020
3788,2308
1939,4147
3044,4416
2126,70
4375,4559
2308,4814
4267,4389
476,1572
2343,4238
619,4925
1218,26
2376,681
2426,399
2074,3437
3074,1324
1850,3567
1452,2899
544,331
4156,4654
1571,4433
1657,1254
4977,1240
3593,1248
1711,534
4965,3909
3040,1298
4623,384
847,3949
1229,2093
2223,182
4360,517
2147,4961
2804,3757
4287,2887
1839,743
3045,4757
1680,4109
4586,4497
34,3940
2601,3617
3691,2924
1762,963
1381,4675
2075,1385
1991,4324
706,1995
3243,3596
3116,731
1157,2912
328,3343
482,4121
1747,4962
3833,4042
2391,1062
4218,519
195,733
2874,2008
4647,3325
2278,4791
775,1972
4448,1881
4985,4290
4532,4963
4877,3500
2516,873
4873,460
2,1427
1144,3023
1757,622
3571,2491
2937,4778
2617,662
4871,1644
2027,3560
4147,1884
3091,1724
4663,4447
977,186
3854,338
4416,3282
4506,265
122,2717
3594,295
2437,1121
4384,780
3063,2323
3470,1774
51,2009
3191,4453
4687,2502
1745,4419
1511,3345
2911,1839
1332,2427
967,2078
2686,3148
4597,2600
2251,2388
2220,809
2015,238
366,1454
3699,723
4763,2506
3155,238
2163,2375
2173,2607
1300,2757
1497,4024
1620,3494
2320,2097
4704,1786
3195,574
3657,2108
1547,777
1799,143
133,4450
873,1381
4140,1397
3011,2740
898,3937
704,4646
1407,4460
4526,1000
1956,261
2515,1927
2673,1292
3312,1929
4661,1399
286,2399
3573,1099
1978,4155
2997,2471
4837,4756
4075,996
3401,3380
4896,138
3590,11
4473,993
142,2423
3420,96
3651,3386
4545,4917
4948,2183
3805,3157
2538,1594
3049,4429
3943,444
3640,3950
1041,1831
4388,1266
1586,3779
1070,3309
3760,448
2301,1023
242,4011
4538,3869
149,875
3618,296
2385,956
3817,3429
3517,1583
2899,2531
1401,416
2098,639
4343,3065
2476,679
1755,4392
2450,3652
2395,4504
4627,3938
3603,733
662,1624
3045,537
2900,2251
4578,589
2703,1693
3403,2932
4069,3616
1915,322
1877,4902
3995,4819
4228,4158
3906,4865
1230,2410
1436,1939
830,4454
1315,2259
4995,213
1370,150
3645,3021
1311,3867
4701,1535
3456,1177
1148,2204
893,2489
1453,2348
184,812
4238,638
2519,1809
2187,3491
3577,3044
4092,255
3041,3873
2002,3938
785,2636
1819,4836
3027,1329
2720,3593
4229,4810
1936,1763
3827,4898
1134,4503
1157,3700
1955,1320
2990,167
4809,3977
3364,3
2396,4282
3058,1754
1460,2817
2547,3996
2368,774
607,4600
3901,4081
2027,1452
3265,3377
1389,878
3299,3830
2099,3356
482,3656
1668,4086
4640,93
1020,4263
3050,1873
2444,820
