IdG,IdR
2581,4840
2582,2142
2583,3003
2584,236
2585,1783
2586,820
2587,1120
2588,2562
2589,3895
2590,3665
2591,4137
2592,113
2593,2620
2594,4508
2595,1731
2596,2546
2597,1316
2598,2896
2599,3140
2600,2094
2601,4646
2602,4147
2603,3344
2604,2454
2605,1208
2606,3871
2607,298
2608,2761
2609,897
2610,2970
2611,4225
2612,4974
2613,1819
2614,2712
2615,4603
2616,4511
2617,2517
2618,1976
2619,3326
2620,1343
2621,3653
2622,3631
2623,213
2624,870
2625,4353
2626,3673
2627,2926
2628,1994
2629,2377
2630,2798
2631,1412
2632,347
2633,2873
2634,3270
2635,3481
2636,2507
2637,862
2638,956
2639,2334
2640,2849
2641,1003
2642,4616
2643,3401
2644,3388
2645,3471
2646,2234
2647,3486
2648,3849
2649,4077
2650,466
2651,4411
2652,1553
2653,2673
2654,1010
2655,2120
2656,4079
2657,1277
2658,2506
2659,4054
2660,4575
2661,3708
2662,4790
2663,1515
2664,1617
2665,1525
2666,3284
2667,1108
2668,3968
2669,93
2670,3194
2671,4780
2672,693
2673,3345
2674,2422
2675,2146
2676,4231
2677,3295
2678,3374
2679,3578
2680,1750
2681,1762
2682,3765
2683,2315
2684,4551
2685,2866
2686,2319
2687,1105
2688,3719
2689,1518
2690,3567
2691,1457
2692,973
2693,2705
2694,2154
2695,780
2696,2992
2697,1768
2698,4365
2699,2989
2700,2447
2701,3344
2702,3076
2703,94
2704,2436
2705,4063
2706,3444
2707,4515
2708,3564
2709,527
2710,1527
2711,1603
2712,2344
2713,4857
2714,2671
2715,3743
2716,2147
2717,1144
2718,2795
2719,3629
2720,3466
2721,3272
2722,4550
2723,4894
2724,2631
2725,1454
2726,1238
2727,2333
2728,1086
2729,2475
2730,2597
2731,3929
2732,1110
2733,2129
2734,2787
2735,279
2736,3602
2737,3117
2738,4031
2739,4063
2740,4871
2741,3956
2742,4754
2743,1502
2744,963
2745,1313
2746,2977
2747,3783
2748,365
2749,3829
2750,4507
2751,2764
2752,3734
2753,1002
2754,4011
2755,2648
2756,3937
2757,1208
2758,3619
2759,2867
2760,1346
2761,4829
2762,1690
2763,3462
2764,2876
2765,1090
2766,2136
2767,1152
2768,1772
2769,3719
2770,1339
2771,4236
2772,4356
2773,223
2774,2733
2775,130
2776,311
2777,1310
2778,2814
2779,169
2780,3324
2781,848
2782,4484
2783,4385
2784,1089
2785,2872
2786,4885
2787,3761
2788,4540
2789,2647
2790,1474
2791,3352
2792,3385
2793,4607
2794,3093
2795,385
2796,4852
2797,2881
2798,917
2799,1310
2800,2181
2801,3525
2802,470
2803,3111
2804,3127
2805,834
2806,4684
2807,2793
2808,647
2809,264
2810,728
2811,3602
2812,1584
2813,1462
2814,1448
2815,3321
2816,4209
2817,2108
2818,1718
2819,429
2820,1575
2821,675
2822,3074
2823,88
2824,2436
2825,4334
2826,3016
2827,4919
2828,1874
2829,3266
2830,662
2831,4294
2832,2225
2833,3081
2834,1352
2835,73
2836,4164
2837,2210
2838,1495
2839,1764
2840,4843
2841,2787
2842,4341
2843,4032
2844,4356
2845,4414
2846,1645
2847,2172
2848,4436
2849,3583
2850,2046
2851,3682
2852,455
2853,4383
2854,475
2855,3782
2856,1015
2857,3280
2858,3166
2859,2907
2860,4955
2861,369
2862,4024
2863,4626
2864,1349
2865,4647
2866,3391
2867,1202
2868,516
2869,4313
2870,1555
2871,2555
2872,356
2873,968
2874,3165
2875,2411
2876,2635
2877,1946
2878,1308
2879,2264
2880,65
2881,1001
2882,3572
2883,2094
2884,3260
2885,4742
2886,3031
2887,439
2888,4609
2889,3483
2890,2769
2891,3677
2892,4960
2893,1724
2894,3648
2895,2653
2896,32
2897,3673
2898,1272
2899,4705
2900,2704
2901,2335
2902,1970
2903,2085
2904,4762
2905,3720
2906,2152
2907,573
2908,2279
2909,4546
2910,3418
2911,4520
2912,28
2913,3486
2914,3437
2915,4240
2916,4263
2917,2270
2918,1848
2919,1283
2920,1851
2921,3406
2922,3716
2923,977
2924,2017
2925,2105
2926,3977
2927,2410
2928,2836
2929,2709
2930,510
2931,3504
2932,3389
2933,1642
2934,458
2935,2778
2936,3994
2937,3818
2938,3219
2939,2691
2940,4961
2941,780
2942,1384
2943,2536
2944,1795
2945,757
2946,1280
2947,4392
2948,2987
2949,335
2950,2927
2951,3835
2952,2014
2953,2101
2954,4504
2955,2884
2956,2351
2957,1703
2958,2587
2959,4165
2960,2163
2961,1117
2962,1939
2963,3449
2964,2534
2965,3265
2966,1643
2967,1526
2968,76
2969,2211
2970,2844
2971,968
2972,3961
2973,1071
2974,4837
2975,195
2976,1355
2977,2364
2978,1223
2979,1647
2980,505
2981,4586
2982,4460
2983,2836
2984,2170
2985,1312
2986,2101
2987,1380
2988,3596
2989,2942
2990,2020
2991,557
2992,2083
2993,1870
2994,977
2995,4589
2996,726
2997,899
2998,1580
2999,1781
3000,1595
3001,4595
3002,4660
3003,1986
3004,3207
3005,3263
3006,608
3007,4694
3008,4016
3009,3841
3010,990
3011,1961
3012,2647
3013,775
3014,3274
3015,1386
3016,3718
3017,3362
3018,2850
3019,800
3020,1338
3021,2768
3022,376
3023,3324
3024,2697
3025,1617
3026,287
3027,286
3028,1931
3029,3712
3030,4406
3031,4356
3032,2567
3033,1447
3034,2777
3035,3616
3036,696
3037,3309
3038,1915
3039,4143
3040,1911
3041,3520
3042,2737
3043,2176
3044,1540
3045,2118
3046,2228
3047,4219
3048,1514
3049,3548
3050,4032
3051,2771
3052,4745
3053,4758
3054,4488
3055,2512
3056,3448
3057,2901
3058,2035
3059,2157
3060,2043
3061,781
3062,498
3063,4934
3064,751
3065,1430
3066,3570
3067,3507
3068,554
3069,2053
3070,579
3071,4601
3072,3124
3073,2493
3074,2505
3075,552
3076,90
3077,591
3078,4376
3079,4801
3080,3284
3081,2922
3082,4454
3083,431
3084,4407
3085,4269
3086,4227
3087,2892
3088,1422
3089,1008
3090,3670
3091,2964
3092,3973
3093,3375
3094,2001
3095,392
3096,3768
3097,3768
3098,4298
3099,2367
3100,4755
3101,1624
3102,2662
3103,4312
3104,633
3105,1172
3106,1734
3107,4256
3108,511
3109,214
3110,383
3111,1086
3112,898
3113,1996
3114,2396
3115,3199
3116,4146
3117,2084
3118,2448
3119,527
3120,4109
3121,117
3122,2219
3123,4706
3124,3735
3125,4121
3126,4389
3127,2530
3128,3528
3129,3837
3130,3112
3131,659
3132,1557
3133,314
3134,885
3135,3573
3136,4232
3137,1639
3138,4947
3139,219
3140,2757
3141,321
3142,1378
3143,4642
3144,2318
3145,620
3146,2920
3147,2267
3148,4493
3149,978
3150,3531
3151,1823
3152,2375
3153,1150
3154,4700
3155,842
3156,3676
3157,2233
3158,4311
3159,3224
3160,1735
3161,2328
3162,3485
3163,4963
3164,1412
3165,457
3166,1937
3167,43
3168,2646
3169,2173
3170,1816
3171,2913
3172,2261
3173,1062
3174,2769
3175,1994
3176,2191
3177,540
3178,4993
3179,2215
3180,990
3181,4418
3182,1848
3183,4177
3184,2202
3185,1999
3186,4429
3187,4767
3188,1969
3189,4271
3190,4129
3191,1314
3192,3660
3193,2616
3194,3351
3195,4064
3196,1765
3197,4057
3198,3253
3199,2762
3200,3482
3201,1956
3202,636
3203,2601
3204,806
3205,2759
3206,1208
3207,3180
3208,2048
3209,122
3210,3741
3211,1413
3212,3976
3213,2621
3214,1807
3215,4270
3216,3566
3217,3370
3218,3752
3219,2692
3220,2533
3221,751
3222,4496
3223,1862
3224,61
3225,1152
3226,956
3227,2180
3228,1725
3229,4306
3230,3212
3231,512
3232,3783
3233,4012
3234,4423
3235,2347
3236,365
3237,4001
3238,1531
3239,4271
3240,3921
3241,650
3242,4210
3243,3406
3244,3341
3245,1147
3246,1413
3247,1097
3248,3170
3249,728
3250,908
3251,1950
3252,4257
3253,3235
3254,189
3255,1282
3256,1444
3257,424
3258,2423
3259,2562
3260,1909
3261,1111
3262,4122
3263,2015
3264,3950
3265,1206
3266,431
3267,4996
3268,4560
3269,3816
3270,4843
3271,3329
3272,3592
3273,4316
3274,1182
3275,1720
3276,3815
3277,357
3278,656
3279,2341
3280,4408
3281,551
3282,2976
3283,1426
3284,1076
3285,67
3286,4836
3287,1334
3288,266
3289,3014
3290,3562
3291,2597
3292,2983
3293,2251
3294,3193
3295,3020
3296,1179
3297,4615
3298,2311
3299,1240
3300,3618
3301,4248
3302,2555
3303,3918
3304,4946
3305,1971
3306,2810
3307,837
3308,559
3309,2796
3310,2298
3311,1520
3312,66
3313,248
3314,4126
3315,309
3316,3102
3317,4634
3318,2186
3319,3092
3320,3581
3321,2357
3322,2961
3323,885
3324,1365
3325,1745
3326,3958
3327,2454
3328,503
3329,1692
3330,2583
3331,2921
3332,1042
3333,1989
3334,4903
3335,2545
3336,1669
3337,3380
3338,399
3339,340
3340,1043
3341,2222
3342,2398
3343,4847
3344,2153
3345,4042
3346,4919
3347,4528
3348,3828
3349,2955
3350,537
3351,1852
3352,1581
3353,1786
3354,4363
3355,3295
3356,816
3357,1537
3358,3293
3359,158
3360,2723
3361,2338
3362,276
3363,244
3364,74
3365,1003
3366,44
3367,4446
3368,3037
3369,3012
3370,715
3371,211
3372,2708
3373,1702
3374,989
3375,2690
3376,3337
3377,214
3378,2748
3379,182
3380,3892
3381,1536
3382,2020
3383,2590
3384,3587
3385,2795
3386,3836
3387,3330
3388,1581
3389,40
3390,4766
3391,2828
3392,1384
3393,284
3394,1158
3395,125
3396,2805
3397,2121
3398,3006
3399,844
3400,2714
3401,3747
3402,4704
3403,1173
3404,211
3405,1934
3406,3222
3407,1291
3408,1682
3409,4163
3410,214
3411,3371
3412,2038
3413,3059
3414,2645
3415,288
3416,1102
3417,1356
3418,3363
3419,1560
3420,2916
3421,4243
3422,2280
3423,266
3424,1350
3425,1386
3426,4489
3427,1653
3428,3822
3429,3956
3430,128
3431,1173
3432,1110
3433,4144
3434,4495
3435,4799
3436,1350
3437,3177
3438,2840
3439,3872
3440,2994
3441,1925
3442,3069
3443,161
3444,2001
3445,2636
3446,3570
3447,3372
3448,3407
3449,4703
3450,374
3451,1379
3452,388
3453,3354
3454,221
3455,3154
3456,3750
3457,2134
3458,785
3459,686
3460,2781
3461,2468
3462,4379
3463,1750
3464,3118
3465,4562
3466,1579
3467,1441
3468,127
3469,3927
3470,4351
3471,4996
3472,3584
3473,3550
3474,4291
3475,2240
3476,1566
3477,3959
3478,848
3479,1399
3480,1540
3481,4797
3482,2154
3483,3275
3484,1570
3485,2234
3486,2278
3487,4602
3488,3317
3489,2118
3490,531
3491,4855
3492,4161
3493,3750
3494,3458
3495,2863
3496,346
3497,511
3498,2792
3499,546
3500,1446
3501,1864
3502,3739
3503,4739
3504,4108
3505,3817
3506,827
3507,1085
3508,2882
3509,3846
3510,2047
3511,3629
3512,405
3513,4659
3514,1002
3515,1979
3516,1575
3517,1780
3518,1665
3519,563
3520,2178
3521,992
3522,399
3523,1103
3524,4419
3525,1574
3526,2417
3527,4241
3528,1667
3529,4279
3530,547
3531,412
3532,3466
3533,4336
3534,4287
3535,2745
3536,563
3537,858
3538,3511
3539,4289
3540,1670
3541,2248
3542,4517
3543,550
3544,1146
3545,2570
3546,4419
3547,249
3548,1432
3549,3889
3550,2998
3551,608
3552,4062
3553,1631
3554,3898
3555,2936
3556,3586
3557,1036
3558,918
3559,4707
3560,1063
3561,2154
3562,2717
3563,3928
3564,2000
3565,3091
3566,290
3567,3010
3568,3797
3569,4402
3570,482
3571,686
3572,3374
3573,4465
3574,3584
3575,57
3576,4066
3577,3800
3578,3013
3579,4088
3580,3307
3581,4172
3582,4378
3583,542
3584,531
3585,445
3586,27
3587,1866
3588,1619
3589,1119
3590,3887
3591,4235
3592,21
3593,4797
3594,3503
3595,4370
3596,4141
3597,4818
3598,4554
3599,4979
3600,4019
3601,4567
3602,2835
3603,939
3604,4927
3605,3647
3606,1625
3607,838
3608,2508
3609,1473
3610,3303
3611,2102
3612,1881
3613,4740
3614,451
3615,4208
3616,3747
3617,3953
3618,3501
3619,1569
3620,368
3621,1942
3622,1610
3623,2650
3624,2197
3625,4254
3626,824
3627,979
3628,3803
3629,1885
3630,2918
3631,138
3632,4729
3633,1617
3634,1695
3635,712
3636,4670
3637,303
3638,1567
3639,2256
3640,4021
3641,3240
3642,3555
3643,2232
3644,1549
3645,4493
3646,1810
3647,4337
3648,1395
3649,28
3650,3069
3651,3951
3652,4286
3653,669
3654,3327
3655,445
3656,3215
3657,2265
3658,4536
3659,1426
3660,2110
3661,2071
3662,1485
3663,1453
3664,4291
3665,2951
3666,129
3667,2798
3668,1785
3669,2030
3670,4955
3671,1864
3672,3755
3673,4434
3674,1192
3675,2762
3676,2294
3677,521
3678,2050
3679,1402
3680,1267
3681,4221
3682,2303
3683,3926
3684,1020
3685,3561
3686,568
3687,4953
3688,2937
3689,2147
3690,2858
3691,17
3692,4095
3693,4378
3694,1876
3695,3708
3696,2118
3697,4587
3698,4751
3699,2236
3700,4143
3701,3046
3702,1265
3703,2051
3704,3305
3705,1107
3706,646
3707,4030
3708,1907
3709,2465
3710,497
3711,925
3712,3769
3713,1780
3714,3744
3715,2471
3716,3994
3717,4965
3718,3090
3719,3115
3720,4835
3721,1541
3722,4744
3723,1828
3724,3135
3725,4463
3726,3222
3727,3534
3728,180
3729,1371
3730,3426
3731,3180
3732,4179
3733,3782
3734,972
3735,3575
3736,2584
3737,3286
3738,3152
3739,3752
3740,4395
3741,1087
3742,1760
3743,1626
3744,1278
3745,316
3746,1802
3747,3346
3748,1010
3749,2250
3750,1186
3751,585
3752,3848
3753,4849
3754,2384
3755,4458
3756,1864
3757,2985
3758,4820
3759,4755
3760,4988
3761,2912
3762,2683
3763,2226
3764,3124
3765,633
3766,1134
3767,3711
3768,4958
3769,819
3770,3187
3771,893
3772,943
3773,1064
3774,215
3775,4484
3776,3260
3777,1474
3778,3008
3779,2481
3780,3933
3781,2589
3782,2171
3783,2787
3784,25
3785,4889
3786,3240
3787,949
3788,3965
3789,1543
3790,2891
3791,4177
3792,2754
3793,4695
3794,1103
3795,3045
3796,3365
3797,1585
3798,464
3799,3188
3800,653
3801,959
3802,2328
3803,2400
3804,3130
3805,2740
3806,393
3807,2934
3808,4003
3809,502
3810,2948
3811,4092
3812,263
3813,1685
3814,1146
3815,4564
3816,1992
3817,2085
3818,177
3819,2363
3820,2414
3821,3267
3822,4883
3823,1873
3824,3291
3825,4783
3826,3020
3827,3063
3828,4717
3829,4697
3830,394
3831,729
3832,1074
3833,1633
3834,62
3835,4707
3836,2215
3837,1078
3838,71
3839,4460
3840,4736
3841,1596
3842,3508
3843,3428
3844,3260
3845,1891
3846,2130
3847,1871
3848,2119
3849,1102
3850,4586
3851,1361
3852,3177
3853,3281
3854,4784
3855,755
3856,3274
3857,3422
3858,865
3859,2028
3860,1388
3861,3598
3862,1386
3863,943
3864,4601
3865,1784
3866,1972
3867,3297
3868,4050
3869,2666
3870,4228
3871,4117
3872,1459
3873,227
3874,685
3875,1549
3876,3950
3877,1556
3878,227
3879,3240
3880,1447
3881,3599
3882,3142
3883,4765
3884,1031
3885,4618
3886,921
3887,1634
3888,3523
3889,4212
3890,2652
3891,1854
3892,2956
3893,4751
3894,3078
3895,197
3896,4288
3897,4320
3898,1586
3899,2565
3900,2709
3901,3549
3902,216
3903,4409
3904,3124
3905,1988
3906,2410
3907,1050
3908,2488
3909,4219
3910,1878
3911,4464
3912,531
3913,447
3914,4169
3915,4914
3916,4083
3917,3346
3918,2019
3919,505
3920,703
3921,1346
3922,1631
3923,3664
3924,438
3925,140
3926,3194
3927,4834
3928,2246
3929,4365
3930,1479
3931,956
3932,2415
3933,2299
3934,854
3935,3920
3936,2376
3937,4945
3938,4550
3939,3754
3940,3665
3941,802
3942,4145
3943,3259
3944,1232
3945,2497
3946,1764
3947,322
3948,1521
3949,2207
3950,777
3951,2520
3952,1665
3953,1590
3954,4108
3955,2744
3956,3497
3957,1059
3958,4069
3959,3216
3960,1715
3961,978
3962,3445
3963,3590
3964,2343
3965,2371
3966,3241
3967,3848
3968,2288
3969,2956
3970,3142
3971,941
3972,4997
3973,1428
3974,1258
3975,3464
3976,554
3977,4306
3978,3732
3979,585
3980,562
3981,3286
3982,1910
3983,4210
3984,2663
3985,2323
3986,4592
3987,4915
3988,1971
3989,847
3990,1473
3991,4856
3992,245
3993,1477
3994,142
3995,2833
3996,4364
3997,2598
3998,3861
3999,1174
4000,101
4001,3380
4002,2462
4003,4263
4004,1433
4005,1407
4006,2487
4007,1762
4008,1125
4009,2077
4010,4577
4011,3613
4012,2568
4013,180
4014,4900
4015,1412
4016,4075
4017,2689
4018,62
4019,1677
4020,405
4021,2603
4022,2384
4023,4724
4024,524
4025,1292
4026,4189
4027,646
4028,2648
4029,1203
4030,3880
4031,3010
4032,3066
4033,2694
4034,3851
4035,2198
4036,93
4037,2346
4038,4559
4039,2383
4040,1052
4041,4913
4042,3797
4043,1031
4044,1593
4045,283
4046,1086
4047,1375
4048,4924
4049,2542
4050,1156
4051,3121
4052,418
4053,2987
4054,1765
4055,2442
4056,2754
4057,3939
4058,1464
4059,1166
4060,2258
4061,2688
4062,2781
4063,4905
4064,2078
4065,3328
4066,783
4067,1625
4068,301
4069,3198
4070,4852
4071,2179
4072,3748
4073,4871
4074,3864
4075,3251
4076,106
4077,3104
4078,4587
4079,3129
4080,4294
4081,2895
4082,1140
4083,3860
4084,4477
4085,4018
4086,2244
4087,496
4088,2535
4089,2529
4090,2083
4091,4028
4092,109
4093,3106
4094,753
4095,3209
4096,1023
4097,2609
4098,4999
4099,3071
4100,4843
4101,4710
4102,3487
4103,873
4104,1894
4105,4482
4106,4278
4107,326
4108,3107
4109,1181
4110,2580
4111,4718
4112,2597
4113,331
4114,296
4115,3816
4116,2717
4117,2409
4118,3844
4119,1998
4120,4652
4121,2366
4122,3790
4123,2558
4124,4832
4125,4578
4126,579
4127,1755
4128,259
4129,175
4130,4007
4131,3330
4132,764
4133,3725
4134,4713
4135,4394
4136,1097
4137,4171
4138,2494
4139,1715
4140,4501
4141,2277
4142,3749
4143,3390
4144,1404
4145,592
4146,3484
4147,635
4148,4872
4149,1024
4150,3082
4151,1123
4152,726
4153,1253
4154,932
4155,178
4156,4487
4157,2227
4158,4628
4159,1006
4160,4217
4161,3945
4162,4539
4163,458
4164,2056
4165,4306
4166,3127
4167,308
4168,2444
4169,2295
4170,4125
4171,2401
4172,3212
4173,1286
4174,519
4175,1066
4176,1887
4177,4172
4178,4145
4179,80
4180,1972
4181,3948
4182,1068
4183,4336
4184,4329
4185,825
4186,4894
4187,4804
4188,1
4189,4117
4190,3193
4191,3794
4192,4328
4193,3524
4194,2846
4195,3450
4196,1790
4197,687
4198,4785
4199,2101
4200,2054
4201,4071
4202,979
4203,1058
4204,266
4205,4446
4206,3309
4207,3810
4208,1410
4209,3036
4210,3333
4211,4176
4212,886
4213,2980
4214,4490
4215,1388
4216,2127
4217,3342
4218,4860
4219,3693
4220,4513
4221,4251
4222,2316
4223,4990
4224,620
4225,1817
4226,4632
4227,4958
4228,1415
4229,1417
4230,1876
4231,1431
4232,345
4233,4851
4234,1014
4235,4357
4236,1244
4237,1585
4238,43
4239,1907
4240,1050
4241,1007
4242,2027
4243,105
4244,2764
4245,2204
4246,4471
4247,3081
4248,3069
4249,4551
4250,1178
4251,1499
4252,1856
4253,1154
4254,963
4255,1160
4256,205
4257,293
4258,1739
4259,154
4260,2028
4261,2
4262,2304
4263,2129
4264,3893
4265,3164
4266,3370
4267,948
4268,3972
4269,3778
4270,1377
4271,798
4272,404
4273,191
4274,2660
4275,2929
4276,3883
4277,778
4278,455
4279,627
4280,3717
4281,1466
4282,184
4283,218
4284,830
4285,3863
4286,4521
4287,1319
4288,2127
4289,1818
4290,167
4291,4383
4292,4110
4293,3063
4294,524
4295,821
4296,326
4297,1206
4298,1795
4299,3932
4300,4091
4301,2070
4302,3957
4303,2094
4304,4451
4305,2167
4306,2250
4307,3430
4308,790
4309,2499
4310,4610
4311,3809
4312,3034
4313,374
4314,3810
4315,1091
4316,685
4317,3645
4318,3543
4319,2192
4320,718
4321,3445
4322,4484
4323,3582
4324,4005
4325,569
4326,2916
4327,2973
4328,641
4329,2595
4330,181
4331,4326
4332,3141
4333,2709
4334,1355
4335,4478
4336,2016
4337,4129
4338,1293
4339,4128
4340,2823
4341,18
4342,3246
4343,1942
4344,2891
4345,710
4346,3303
4347,1873
4348,4140
4349,4941
4350,2130
4351,863
4352,3323
4353,4419
4354,706
4355,4057
4356,154
4357,4362
4358,829
4359,4637
4360,4973
4361,2103
4362,817
4363,1607
4364,311
4365,1807
4366,2158
4367,2327
4368,2208
4369,606
4370,3230
4371,1122
4372,496
4373,3165
4374,3941
4375,4203
4376,738
4377,592
4378,3515
4379,1675
4380,1896
4381,4124
4382,1906
4383,472
4384,2949
4385,4210
4386,4367
4387,1682
4388,3640
4389,843
4390,1913
4391,1409
4392,2271
4393,246
4394,1390
4395,1472
4396,3329
4397,4149
4398,3035
4399,3400
4400,361
4401,924
4402,5000
4403,4808
4404,1114
4405,1492
4406,4481
4407,3710
4408,3270
4409,3976
4410,4521
4411,375
4412,1054
4413,2355
4414,1472
4415,947
4416,3829
4417,3965
4418,4338
4419,3210
4420,2595
4421,3450
4422,3941
4423,2686
4424,4040
4425,4784
4426,4260
4427,2219
4428,1325
4429,1479
4430,2829
4431,2002
4432,4097
4433,4760
4434,2640
4435,1881
4436,1779
4437,3495
4438,2609
4439,2854
4440,1098
4441,2973
4442,1871
4443,832
4444,1092
4445,3075
4446,1841
4447,3483
4448,1899
4449,4047
4450,422
4451,50
4452,2566
4453,2461
4454,4048
4455,776
4456,4372
4457,917
4458,4293
4459,750
4460,637
4461,4896
4462,4962
4463,1495
4464,663
4465,4673
4466,1047
4467,1799
4468,2335
4469,2709
4470,3717
4471,625
4472,1357
4473,3528
4474,81
4475,3575
4476,3525
4477,4638
4478,2615
4479,750
4480,1894
4481,3973
4482,158
4483,3120
4484,429
4485,1614
4486,3549
4487,4330
4488,4055
4489,422
4490,62
4491,710
4492,2477
4493,2528
4494,4616
4495,2770
4496,3306
4497,235
4498,152
4499,4156
4500,2606
4501,2936
4502,251
4503,405
4504,4421
4505,4616
4506,477
4507,2106
4508,3391
4509,2736
4510,3487
4511,1668
4512,1900
4513,3414
4514,3610
4515,3764
4516,1934
4517,4792
4518,517
4519,1861
4520,194
4521,1348
4522,766
4523,3416
4524,219
4525,4392
4526,1633
4527,141
4528,4316
4529,573
4530,2753
4531,3957
4532,2319
4533,3656
4534,2039
4535,1183
4536,4070
4537,4199
4538,4388
4539,3649
4540,1181
4541,3931
4542,102
4543,2561
4544,3437
4545,3888
4546,924
4547,1237
4548,2350
4549,4188
4550,4719
4551,4500
4552,4391
4553,218
4554,433
4555,3154
4556,1473
4557,1267
4558,4799
4559,1943
4560,3409
4561,893
4562,4242
4563,4995
4564,3286
4565,826
4566,4470
4567,1431
4568,3128
4569,4801
4570,1612
4571,1402
4572,4322
4573,4616
4574,3292
4575,3299
4576,1390
4577,2005
4578,1107
4579,1737
4580,2797
4581,238
4582,2269
4583,1578
4584,2834
4585,546
4586,4242
4587,1792
4588,1292
4589,1497
4590,3559
4591,360
4592,4384
4593,3777
4594,21
4595,417
4596,2814
4597,783
4598,363
4599,2305
4600,4106
4601,3576
4602,4295
4603,1952
4604,1737
4605,1842
4606,3274
4607,1027
4608,4773
4609,3679
4610,3737
4611,4597
4612,154
4613,4657
4614,913
4615,95
4616,1275
4617,4327
4618,1966
4619,1972
4620,210
4621,4832
4622,1116
4623,3665
4624,3809
4625,1929
4626,3834
4627,2444
4628,997
4629,2533
4630,4564
4631,251
4632,3278
4633,2046
4634,1938
4635,4052
4636,2912
4637,4302
4638,3696
4639,663
4640,1854
4641,747
4642,2050
4643,1279
4644,2523
4645,4143
4646,1949
4647,3910
4648,2575
4649,2892
4650,3580
4651,3622
4652,2337
4653,1769
4654,3717
4655,3603
4656,4551
4657,2133
4658,2895
4659,1148
4660,4270
4661,1895
4662,1193
4663,1190
4664,3884
4665,3973
4666,164
4667,750
4668,2958
4669,4127
4670,4359
4671,792
4672,1030
4673,1763
4674,4214
4675,2602
4676,3980
4677,2103
4678,1747
4679,2591
4680,3253
4681,2660
4682,3984
4683,1570
4684,461
4685,3879
4686,3723
4687,2811
4688,2015
4689,503
4690,2307
4691,3032
4692,2701
4693,2774
4694,4775
4695,4823
4696,1884
4697,4347
4698,858
4699,1105
4700,798
4701,2476
4702,2914
4703,1487
4704,734
4705,249
4706,1231
4707,1035
4708,1934
4709,2132
4710,3842
4711,655
4712,789
4713,4526
4714,3340
4715,1071
4716,940
4717,741
4718,76
4719,1345
4720,3585
4721,1257
4722,1749
4723,1747
4724,2610
4725,2275
4726,4179
4727,3591
4728,2847
4729,4841
4730,4873
4731,230
4732,1153
4733,1790
4734,4385
4735,4681
4736,4607
4737,1085
4738,2184
4739,3355
4740,1159
4741,83
4742,941
4743,3709
4744,237
4745,2711
4746,3886
4747,381
4748,889
4749,3709
4750,2206
4751,4031
4752,4824
4753,979
4754,3983
4755,4890
4756,3525
4757,2256
4758,858
4759,3088
4760,2463
4761,2774
4762,4122
4763,4702
4764,1698
4765,2351
4766,1200
4767,3842
4768,21
4769,3981
4770,2722
4771,362
4772,4217
4773,2936
4774,367
4775,3362
4776,4784
4777,2781
4778,2535
4779,3118
4780,4000
4781,3110
4782,4239
4783,117
4784,4580
4785,3169
4786,3704
4787,3033
4788,3614
4789,675
4790,2735
4791,3550
4792,4827
4793,1452
4794,2011
4795,2672
4796,2782
4797,1615
4798,1590
4799,1444
4800,1569
4801,305
4802,444
4803,237
4804,882
4805,3795
4806,1240
4807,3569
4808,2765
4809,1362
4810,4519
4811,904
4812,3772
4813,691
4814,4078
4815,2927
4816,3620
4817,4505
4818,3947
4819,2027
4820,798
4821,762
4822,2178
4823,1149
4824,4177
4825,2670
4826,2593
4827,2402
4828,1658
4829,4900
4830,2353
4831,4247
4832,22
4833,2877
4834,4823
4835,2446
4836,3000
4837,84
4838,1730
4839,3058
4840,2563
4841,2811
4842,4067
4843,4957
4844,2353
4845,2002
4846,3106
4847,468
4848,2998
4849,3827
4850,4020
4851,2490
4852,1372
4853,3947
4854,2054
4855,814
4856,3108
4857,932
4858,4636
4859,629
4860,1630
4861,649
4862,4669
4863,4562
4864,1116
4865,3782
4866,1847
4867,4619
4868,358
4869,262
4870,3255
4871,2468
4872,733
4873,2709
4874,4756
4875,1729
4876,1553
4877,1888
4878,2964
4879,1297
4880,3967
4881,69
4882,1454
4883,219
4884,553
4885,3988
4886,4202
4887,1374
4888,3800
4889,1751
4890,3982
4891,578
4892,2920
4893,2409
4894,4553
4895,4672
4896,859
4897,748
4898,4551
4899,154
4900,2893
4901,3179
4902,2484
4903,457
4904,4978
4905,220
4906,3754
4907,3344
4908,2714
4909,1918
4910,3632
4911,3094
4912,2132
4913,3140
4914,2491
4915,3910
4916,4207
4917,4001
4918,4592
4919,3106
4920,3097
4921,4148
4922,2755
4923,1421
4924,315
4925,2869
4926,752
4927,2016
4928,3031
4929,858
4930,2648
4931,1952
4932,1256
4933,3011
4934,3681
4935,3582
4936,2398
4937,1283
4938,1680
4939,2948
4940,874
4941,59
4942,460
4943,2232
4944,4556
4945,1841
4946,4279
4947,1688
4948,2656
4949,1111
4950,3729
4951,379
4952,2292
4953,3181
4954,1859
4955,42
4956,4559
4957,2124
4958,1536
4959,426
4960,2486
4961,4541
4962,4351
4963,1752
4964,2814
4965,4065
4966,3047
4967,2043
4968,2348
4969,1508
4970,4798
4971,920
4972,3646
4973,1120
4974,3529
4975,688
4976,3563
4977,2943
4978,611
4979,2900
4980,2686
4981,4145
4982,326
4983,3519
4984,3016
4985,1889
4986,889
4987,1269
