idS,idI
992,1409
1949,762
2485,976
1123,2184
2450,618
2402,2426
1729,2161
2457,444
2494,2069
608,1392
2370,1804
619,601
429,657
600,241
591,1077
31,1519
859,2195
2216,2445
2483,1105
1441,1825
1402,2299
1475,1788
2094,1534
2465,1891
1118,2491
443,1070
442,1905
1112,906
982,2130
1293,48
461,2419
1643,1756
432,286
1569,670
354,745
467,2098
92,307
92,750
215,1709
2218,1822
959,247
307,116
511,1578
1622,1614
1852,1289
1694,1305
334,1455
251,1356
674,1347
2458,942
628,2323
10,625
683,2318
2088,315
157,1127
836,1424
1161,1128
35,2114
2397,79
1246,1439
1682,941
1671,1915
2398,1019
344,1662
440,1254
2183,1627
581,1324
1236,1986
30,1195
2180,2419
614,833
1534,1576
2485,1302
896,1149
301,47
2127,1924
1484,883
2019,2132
327,1747
865,2402
1740,618
1051,1438
806,424
2436,2294
213,780
2194,2456
2441,451
2313,2195
74,1431
987,1292
1873,13
2087,2436
2365,2246
422,1364
555,1336
2228,2308
1023,1509
1802,1831
1856,1620
1491,1403
565,2264
963,454
1493,1302
1579,1289
1361,542
2150,1047
42,450
1603,2386
396,1780
639,2283
834,2439
2001,737
2245,2383
2143,1447
518,2388
1443,1687
559,1027
186,780
922,566
734,446
1098,60
696,1765
2315,1897
146,1880
44,141
1465,2323
1206,1662
492,288
1652,2309
1387,774
1714,1989
659,2195
305,1675
178,926
634,192
1084,841
1649,202
785,438
2443,253
775,1335
980,137
1898,447
8,1765
521,254
206,493
2323,1692
643,1886
2364,136
107,382
441,2127
1178,506
1124,2194
695,1222
1451,894
355,1167
2118,1787
1548,888
1786,2018
1095,784
1182,1737
2060,35
1044,773
2181,1051
1328,1653
2161,1711
660,2081
243,1078
2005,1372
1896,283
1484,2457
807,143
51,1290
2063,2389
2211,303
1475,127
582,696
159,2291
2299,170
1419,214
1545,1498
144,208
149,1996
825,2331
23,2155
197,1075
1543,719
235,1291
805,2011
2257,595
303,314
1315,1281
2044,1232
13,471
654,2092
2056,601
945,1572
2315,2338
514,1380
690,2195
1002,956
1128,1914
746,996
1182,2204
1246,1595
1518,1403
1411,532
1245,1213
1645,647
928,2005
700,1565
2217,1491
1882,339
293,354
1253,192
1788,1643
1844,1339
2068,493
18,1155
1673,1265
2011,724
1754,1248
519,1248
1775,2478
412,1702
1231,601
649,504
732,1115
434,1841
1829,1615
660,2089
1590,2202
606,451
1890,1797
1510,270
2233,841
1237,98
1647,1288
254,89
2,1906
867,2053
259,1795
2070,732
1330,363
2427,220
2306,1636
1425,2175
509,1040
2388,933
1965,859
1871,2070
1480,546
743,2064
2486,440
2006,1260
2082,915
710,330
1777,499
297,46
700,1441
1915,228
1815,648
1893,1286
2293,142
1412,642
1498,168
1926,988
816,136
2231,452
1772,1730
687,2467
1547,20
2368,576
1144,27
1615,2062
1080,1491
1254,1397
698,946
1819,525
1329,2275
2335,767
1833,1531
212,1939
627,651
1134,1971
299,330
1962,265
501,2190
382,1917
2089,598
1909,94
993,624
1513,236
2362,568
795,642
421,33
747,1114
2335,747
1437,177
2497,766
681,529
2446,1341
2255,2468
769,498
926,2445
2145,1052
350,635
2238,2218
2449,2408
290,2231
684,929
150,926
686,169
1456,2222
2204,2202
802,1375
1543,1793
722,242
1299,2170
361,880
1878,295
653,953
2368,2115
102,1027
2496,1262
1430,867
288,2278
936,1602
207,2109
961,2289
999,2263
1580,1822
899,175
962,1303
450,1175
1552,1362
1462,647
756,2359
1982,171
1779,19
458,1891
1290,1035
2071,732
1822,1101
1588,2426
375,354
1759,1655
1381,968
1856,759
579,2004
325,1470
492,449
2381,1300
2393,1332
980,1224
951,150
2310,1903
630,1936
265,981
77,736
363,1034
2297,38
2190,392
433,1878
208,837
630,137
815,937
2471,321
1481,2215
2028,1740
1018,2377
1532,1747
1629,2289
840,1378
240,1344
2027,109
1315,981
1932,339
2188,1219
2336,1830
989,1390
1967,802
71,2195
858,326
1766,1476
1275,579
1298,1731
1677,318
277,1574
550,1665
1871,2094
2202,1580
636,807
203,269
517,2099
2395,1641
1986,627
1571,935
1876,763
1822,1527
1384,1548
1575,1987
1814,1264
1678,131
1582,1255
745,2087
1379,1455
1501,1954
1271,2280
2139,1866
2294,305
2279,948
1602,1328
1676,912
1676,1001
873,2174
72,2436
1327,750
1163,1621
1659,1744
1987,283
2197,1606
1721,795
786,1018
253,277
270,614
639,1706
1011,524
618,1934
550,1259
2189,1756
1684,1179
680,413
1798,2335
2045,543
1556,2356
1378,1976
2024,1211
1828,532
1790,929
963,776
747,1255
1680,1496
2482,1447
2289,988
1945,1655
1188,1235
1719,2312
735,288
950,2446
86,1137
2438,1691
1577,2186
556,733
1838,1823
188,1940
1667,280
1057,1490
690,2042
2444,575
246,2410
2050,1949
1639,553
377,1589
626,658
1958,1079
2144,2348
412,1258
1627,360
1344,324
1297,1252
1754,68
45,1815
1676,238
1422,423
482,623
1662,2322
812,1897
2158,1959
1382,811
43,1402
1583,95
1277,642
2321,1202
1168,1767
217,2374
218,350
303,959
1750,2136
125,1629
2287,81
1,1697
1449,2241
1542,786
870,1610
2003,890
87,969
1703,824
67,273
1556,2181
774,1581
888,198
1334,2150
821,502
1980,1311
932,1853
319,2304
1231,1735
506,1908
108,362
445,2190
488,518
844,2175
1147,1700
319,1290
91,1466
1239,2445
2128,1773
1254,1544
830,1453
2050,91
150,822
131,1902
1543,794
2158,2107
874,316
1072,1980
1215,1684
19,1474
2101,1875
1330,100
1568,1134
1956,536
104,1491
1632,573
1010,1569
526,2273
1002,1561
1703,484
1472,1636
2212,228
2372,654
685,917
1620,1674
842,341
516,1524
1463,1217
963,925
189,108
472,255
2419,1548
1794,2498
2021,95
1561,206
948,1307
264,584
520,728
1590,1166
177,1174
1747,954
711,734
1136,656
2289,2417
2453,2115
2089,566
1900,2037
2183,642
1998,1030
1960,2208
1996,857
1765,316
1996,75
431,397
1615,2006
2001,743
2444,1538
1586,152
1076,1974
193,1369
1319,1391
321,1415
929,1085
1963,2405
2219,2459
1705,1976
137,261
255,695
2444,1622
568,1684
1253,2341
1085,324
1555,352
1557,1174
1220,302
374,1849
1474,406
1398,1856
881,2394
166,289
912,1683
927,178
2456,2436
408,1217
476,2102
1665,197
2321,1468
763,1445
1593,339
2213,1037
516,2346
671,777
78,1630
678,80
2062,1279
204,1388
1110,1869
642,1589
2437,2240
1040,73
2007,1098
986,398
836,1489
2310,1227
1762,962
2052,239
1435,1744
1391,1438
2498,1355
1658,1652
681,2072
348,1863
1406,624
1839,738
1381,1782
2066,302
791,451
375,547
376,2248
1266,420
571,2115
2038,1800
2473,757
2478,637
872,1541
39,355
233,800
1416,1488
2454,1297
2492,432
246,2401
598,266
492,407
2407,701
1789,808
2464,884
1868,1486
622,1077
1461,1446
755,742
234,1103
2485,1562
1146,2213
2279,87
968,2494
333,561
1067,53
2222,1824
2047,71
2133,2177
2191,2006
1379,1790
1986,2172
1641,1518
1434,1431
2456,52
1295,1921
919,138
1179,387
376,2084
2107,1448
993,357
906,626
1889,758
909,1191
411,472
83,2127
1503,1449
2282,2121
2100,446
509,2330
1699,1159
2230,959
107,2307
1862,2216
913,2198
2277,416
2011,24
1362,107
203,2136
1365,220
1308,2493
1979,571
1223,2357
1228,71
1261,1709
1591,2368
893,517
364,1770
1747,214
277,705
903,2430
728,559
1901,323
2175,1801
1032,343
711,287
1320,1319
2148,2415
184,1646
477,2262
895,2187
2152,940
1236,450
2279,166
1781,2222
921,798
1738,1028
937,1527
1634,2223
1594,795
2251,1750
1565,1400
459,1871
2003,137
795,967
1534,222
880,2399
1495,1018
522,30
1987,1998
1446,168
358,1286
1303,1494
1987,932
944,219
2298,2387
1904,650
1955,1890
1725,1326
405,1779
893,2295
1507,2053
1406,2083
1036,89
758,1527
951,1988
1323,223
2102,833
789,1361
18,817
2129,207
1881,1079
143,245
808,1142
1623,1398
1910,376
2494,1414
1566,2345
1834,210
255,1954
2291,843
1484,46
527,2202
1999,1605
1044,1337
2117,250
368,2095
1701,943
1369,210
1061,280
1370,368
302,1765
1513,1652
1251,2354
766,1955
411,147
908,550
836,2459
1627,508
1318,108
1107,41
2303,2397
1970,288
1171,1650
1408,1025
502,1702
1176,768
353,1841
936,2205
1874,880
1475,2027
1549,2465
794,1564
863,2388
49,532
55,113
650,2480
1327,2070
368,2390
16,1612
159,2425
394,786
1252,2126
1806,2260
2204,1898
835,2428
358,16
353,200
234,933
1473,2216
423,1799
2062,151
1809,2373
51,2268
333,490
177,2056
2127,252
98,111
1557,481
1264,448
2038,453
1630,432
1428,33
692,402
533,334
1722,32
2048,2151
1708,1662
1514,412
1589,1476
389,705
627,1210
694,2052
1006,880
1580,381
1786,975
1738,1272
400,359
2376,2025
1090,1884
34,1114
954,1283
1709,384
1513,1640
25,2373
467,2406
2095,467
1373,1833
1618,973
2214,1087
2120,1139
1420,1211
672,1866
840,662
1804,236
97,2214
3,840
1390,1262
706,1003
562,196
1529,1443
660,769
502,582
158,2326
1069,1983
204,1080
254,446
1883,1040
40,237
961,1107
582,128
698,463
2116,1149
1577,1862
2049,2240
1835,1385
137,1718
1064,1966
1480,1799
1158,320
1705,774
1551,872
1770,1502
1304,1276
1381,874
1256,755
177,767
1332,1326
1827,155
1329,853
2221,1068
169,460
1146,839
1991,800
1578,755
353,594
1472,609
2320,953
27,366
1163,2037
1238,952
681,207
1036,2328
1911,2330
98,1455
1837,940
296,81
2207,2223
1214,1889
200,1596
2090,1240
1966,785
2497,732
640,621
1759,1609
2177,1543
2130,291
1727,2319
1778,76
2269,1145
1281,216
1907,626
440,1389
1619,315
1111,1396
493,2498
1374,338
419,1767
255,253
2451,130
1124,2158
1611,402
2018,1558
2097,1675
946,1125
1572,1445
1906,1263
2339,949
1199,1429
1194,659
1749,988
2141,561
1966,693
251,1676
1521,2364
1196,2199
1612,484
177,981
563,421
760,2052
415,1675
1438,826
882,1577
1916,1736
1069,1603
1151,1622
1553,2151
1522,2500
1974,2181
2007,766
109,773
1350,2174
2250,1838
2037,2105
2401,1337
1817,887
2429,363
667,465
2248,2281
285,1604
1367,1135
1053,2360
864,2344
1243,1734
2276,649
1208,813
1755,850
1117,1155
190,2431
2066,2161
1232,196
1483,613
2216,2033
254,946
1597,370
889,439
2053,50
1506,608
2160,1015
625,168
2094,633
1487,1690
1012,1790
2202,2073
868,1814
184,1779
1198,111
1403,1858
1577,150
2337,2033
1505,2375
426,1161
1440,461
39,2500
2405,1165
649,678
69,2247
996,1160
540,1170
788,1427
710,2440
35,1597
1382,1927
2190,2421
1684,857
1898,1344
1486,1960
2028,97
268,1127
2316,580
1999,222
1026,1083
1422,1278
503,2422
1207,11
436,1521
1100,2290
1075,2382
1621,394
1270,1905
109,1995
142,2159
205,888
912,1687
920,1877
2484,1272
308,887
2334,407
2164,1825
1227,626
2403,2109
1112,2155
88,1402
422,1068
2124,1476
242,596
2273,1920
1695,263
8,2275
614,92
1987,2248
2144,280
1714,586
619,253
1288,1595
621,575
1175,1861
1121,1105
185,331
1079,718
2459,979
157,1847
2333,2266
836,2086
2148,1561
2291,1516
1780,1993
340,1526
992,1103
1939,1511
628,2161
1499,1945
334,641
978,2191
163,1044
916,472
1965,1828
746,1001
548,651
1914,1077
686,549
1227,45
63,2139
405,2034
2346,1894
325,1571
722,25
315,2460
664,1020
1208,561
1703,1228
243,167
2471,949
1611,2367
1362,2290
1897,2470
780,2336
1541,2166
785,2394
1481,1243
1957,1376
1334,1963
1189,689
1789,1404
1278,1090
1447,2154
61,393
975,1392
675,751
1532,454
77,2485
959,932
2363,1809
2432,2138
2026,951
2298,564
2204,1466
701,980
425,136
1760,2420
10,187
2349,2395
1710,785
1662,1862
1113,217
1965,1024
1088,1508
413,841
2239,367
1052,1544
841,1234
710,1062
1858,2349
93,1356
1554,1594
140,1773
1488,124
92,2153
1235,2500
1473,1728
2000,2332
343,2332
2333,2338
262,934
846,253
1413,1393
1273,2313
370,2311
1198,292
247,113
40,253
1941,984
1512,344
1313,1902
2146,360
320,631
1130,568
46,1050
1895,755
2407,1020
1413,1451
1986,2263
421,2040
1435,1890
1098,1781
1942,537
1186,539
717,2213
1708,2463
2107,1016
622,1119
44,1560
488,1230
1278,1916
1990,401
1707,1480
343,2274
1184,253
139,260
221,693
2046,275
726,1852
1585,1046
1766,1373
964,1309
1189,1014
1558,434
2297,1562
117,177
2438,156
1219,385
1051,2420
1437,1750
373,1210
1720,1727
886,2203
644,1006
958,1683
340,262
1856,792
1957,1141
1227,2144
485,924
777,2397
2351,1710
1600,1517
1090,666
225,716
1790,1237
357,2259
1225,1474
451,1219
1868,1615
1275,1418
1185,2388
1953,2131
1473,1551
416,1079
2413,1037
2381,601
445,1987
2120,1651
416,1823
1518,70
1872,508
1511,1428
232,646
1754,643
1846,1118
1082,1127
911,37
206,782
91,1634
397,1766
1467,234
1101,1293
1261,2103
1904,1807
1716,1177
1301,1838
1304,502
445,1569
455,2390
965,896
2013,1797
2152,383
1494,306
531,1810
34,2414
1402,195
2423,2056
107,2236
1291,2294
1334,1547
16,1936
785,973
314,93
756,1493
846,690
553,1963
1721,1697
1570,1406
134,274
1277,1083
1279,1612
1929,785
2428,2086
321,999
20,1166
1702,1218
1214,627
569,468
1634,762
671,886
237,1080
94,2295
2452,1633
1078,728
356,1506
1359,1198
956,578
1668,1843
1307,2341
1325,463
750,586
1140,127
176,1351
1734,978
1312,1604
28,1064
1086,1248
367,2389
905,1756
1828,450
520,1186
1302,1752
1944,969
1453,1669
1414,1830
1977,791
2378,2460
2185,468
1814,1424
300,1776
2147,2372
2038,2257
1453,524
2333,2495
1633,1158
2059,535
1407,939
1566,15
1242,1260
176,1690
846,1858
1982,163
1305,2194
1660,1901
2076,1247
771,757
1808,134
2335,586
2345,1966
589,1222
1327,1988
1284,1715
758,1824
52,738
400,764
2252,803
722,204
180,1817
890,1379
1160,19
483,2289
1757,2121
2172,302
1602,771
1608,1794
41,465
1342,2310
1677,2090
1378,544
2180,1276
1362,2070
592,336
1501,2023
1937,1390
1885,999
1572,1052
451,133
1531,1007
372,1909
874,994
2388,899
998,105
1443,1518
1464,101
124,2250
85,1222
1183,687
777,1259
2494,2255
1593,1794
185,2282
2141,971
1938,314
1637,820
1541,1202
2405,1642
1731,1869
2031,358
1039,989
779,2406
2095,1523
775,1138
836,446
556,2281
693,192
269,872
363,1757
434,1322
1721,244
553,84
371,974
1243,10
328,1678
2319,1479
206,1317
2167,1581
1808,306
1337,324
989,475
1920,1267
1823,1979
666,153
386,327
988,1922
2285,1267
2171,92
406,11
1850,1527
2300,1570
1601,1121
1459,2266
2001,1026
661,1069
2112,461
2055,7
721,932
32,1088
94,2021
456,305
1470,2348
2214,1518
1848,1486
1946,615
933,189
1704,567
693,307
2219,1331
1503,2365
655,1466
58,1225
1586,2142
1935,1579
19,1809
243,1327
2071,1369
271,2000
835,75
523,2106
1628,834
1404,1268
141,315
1802,1827
1259,1966
1863,240
346,837
1855,1866
1254,2211
1232,2132
2155,1220
1190,1160
591,1990
1497,1999
2028,1650
1130,76
1950,1316
773,1900
345,2201
1069,1173
827,45
1019,2189
1672,539
1684,1227
809,2096
285,1396
1421,1492
1527,784
1188,752
1747,340
1763,1708
1729,400
2026,2436
2050,1554
2348,1382
1634,2102
2194,2316
234,2005
2103,1605
1114,1782
506,2142
438,1987
916,1204
784,1810
472,310
381,2434
980,2158
1788,1273
578,2424
236,1695
980,330
1319,1280
64,490
2407,71
2212,1529
852,2100
339,345
1191,1228
1051,130
731,1881
2011,582
1667,467
386,1719
820,636
1569,345
1111,2452
862,417
2005,670
1352,11
1356,68
1112,1988
2209,1396
1561,1387
1025,582
2192,187
199,1751
1869,2099
371,1155
1470,144
431,1052
1627,2272
595,431
1435,101
1810,2122
60,2226
1352,1780
821,368
1842,436
1879,2451
785,24
1780,273
2243,1619
1126,450
371,2301
639,2231
1256,478
1625,1233
410,2422
390,2435
272,1533
1480,2472
768,950
197,1036
2257,1666
1291,2423
2357,309
1523,2240
327,743
1113,2339
1838,2255
1704,663
1564,920
1647,109
1910,1660
2452,2296
2269,2024
1589,967
2190,352
1121,169
1794,925
2115,374
1007,2069
1015,432
561,833
447,486
1964,59
283,1002
59,2378
294,1497
720,2079
889,168
1307,986
580,2069
904,34
404,167
1102,769
554,215
1551,549
332,1793
1897,1527
1375,1520
1350,309
273,387
1901,1821
1176,1524
1307,312
1787,1747
775,847
2405,353
375,725
343,1972
1261,953
750,184
809,537
2320,1746
2105,169
2119,1439
859,2244
1081,2167
2399,1908
1473,391
1080,1496
100,1914
2465,2205
1359,1658
243,2429
548,273
520,121
14,148
604,1073
1875,1837
2040,2009
1437,1986
2231,1734
2318,1221
1079,170
1511,2184
1651,1306
998,2089
2117,874
684,862
828,903
1060,1192
671,2427
2089,2023
2014,1035
155,1918
1899,1389
907,1454
2345,2283
1111,1326
114,2403
1916,782
2222,2265
2259,1365
1994,1885
255,2417
999,495
647,232
336,110
630,2382
59,910
797,7
2485,1458
2353,2361
1518,1893
95,1965
1920,841
545,831
836,197
1295,836
1409,878
96,1623
1214,1056
2016,483
2294,1503
2452,510
1929,1805
81,1645
709,515
2442,332
226,2253
906,1702
394,2106
1242,417
1071,943
2150,886
2352,1796
628,475
656,1009
1735,787
110,867
1671,1287
2354,658
1013,1415
1724,874
722,1451
2088,413
2251,2477
514,58
258,139
1745,603
2378,1973
1162,587
1674,1507
2446,466
2182,2330
1328,883
1241,618
1521,601
473,469
1875,1275
1158,720
1519,2224
384,401
1006,2276
210,2269
41,219
2406,1890
956,806
614,1049
2484,1927
2288,524
621,1501
1297,2053
1291,463
2035,552
327,403
1985,1177
2159,1289
2141,2275
2118,732
591,36
6,1139
2489,1705
119,703
2366,2107
755,1452
1485,271
16,605
1238,1366
1277,712
1458,947
1265,2068
1930,1556
1211,2245
644,1176
1245,2130
1810,1634
378,37
438,400
2275,2130
1587,1684
585,681
480,1417
2068,2431
1061,127
1446,2033
962,320
544,1044
763,2256
1990,1848
1669,1577
1887,2122
1870,1696
2229,608
645,1214
496,1777
19,389
1468,2310
10,307
957,479
1635,1347
1022,943
712,622
1019,2391
2109,1517
1950,1412
1959,2183
269,1503
1844,515
2216,1749
2095,159
732,1076
1427,1627
541,1980
290,2422
1600,894
1254,1578
739,1187
763,59
439,1044
1433,2095
1815,2441
820,353
798,866
186,1245
811,1832
819,1870
1232,2171
361,1119
2064,858
1031,987
1943,1038
391,959
313,244
924,407
2059,2349
2194,2225
1720,2011
2415,729
601,1200
1223,1207
2056,1764
543,216
2321,762
148,8
1403,622
460,250
409,1863
215,1303
1450,16
788,1697
401,2043
1957,2006
600,1824
1579,798
1904,1372
1840,2223
1154,1628
10,810
1510,389
895,430
299,1215
1730,1131
1483,2464
1815,1295
192,1571
18,493
916,2427
525,1838
958,1668
1323,2394
1043,1532
1932,295
1709,12
29,1857
1734,94
180,1366
1539,87
2172,935
2251,392
608,38
237,1610
2008,1152
2455,1892
2302,659
848,1006
64,1267
57,1786
1510,1104
1050,2442
1217,1727
2080,291
1605,896
89,2154
994,1776
458,446
964,2257
136,2447
1713,2280
818,1504
1520,948
634,1486
230,1824
641,1934
1291,2044
1041,2277
1929,1249
2160,1948
1989,356
1208,637
1495,710
1765,1884
1460,739
480,1702
1060,1679
155,1908
419,334
319,307
2447,1863
298,2395
1449,2254
1175,269
1198,2060
1520,1140
1156,1743
2035,2056
78,1282
1064,1166
702,1108
976,1228
713,2468
973,190
1566,2387
1695,2395
2369,488
1819,1981
1630,241
2155,263
397,1851
1342,374
477,404
2289,2197
128,1920
896,2149
2389,1768
1338,485
1918,367
1446,2076
1245,1359
1958,1345
2356,105
258,788
962,647
234,806
207,1023
1305,2074
309,1749
339,1394
2495,176
792,1803
2331,2433
1403,734
2217,794
348,1287
2259,476
2077,475
526,859
657,1014
2373,367
1566,1346
2112,1808
209,1825
23,1633
2476,918
2472,629
830,1981
1129,2171
617,2290
41,1478
838,1027
1285,180
976,901
2199,125
1018,1703
2442,2190
1737,342
963,742
1888,1223
447,623
2253,1724
1704,100
1303,1074
985,1475
460,419
575,2458
2436,237
2058,1011
1028,2314
1584,1914
2055,2404
1760,1960
1909,362
1450,899
762,710
185,115
1268,135
1509,2242
1517,112
2061,1623
2173,2254
176,1544
879,188
1521,148
201,2301
2387,2465
1261,1266
942,2012
894,1732
1563,1169
458,576
1407,1603
2254,2205
1530,676
1802,1865
1620,648
57,462
1645,232
1180,1995
1014,2412
1915,1860
936,1188
1137,1292
744,1742
1720,685
1037,736
1335,295
1108,2030
2030,210
434,1770
1426,958
591,10
2173,339
1819,1213
2252,1875
1411,820
1758,32
2481,1330
1202,1512
2248,1062
214,1671
2364,340
2271,334
1096,2163
1714,1434
280,286
249,402
908,2101
869,2345
87,1376
337,278
1607,1236
1169,740
1494,2417
1412,2278
281,1119
2476,1068
1235,1660
2046,239
717,274
906,1241
454,641
591,1823
948,548
2291,2480
1116,2017
434,2003
597,2037
1707,1566
1902,2254
2420,1537
2035,2045
683,1787
787,764
2326,822
2086,10
1767,2198
1895,123
124,1700
1176,802
732,2298
2092,2128
2271,1248
550,1675
3,258
1596,1718
610,2251
2412,1997
963,222
218,792
1546,876
1467,2106
948,458
1691,1973
383,1443
2344,1378
186,2232
1002,57
2057,1172
1029,2102
1082,444
1498,1582
530,2456
649,1102
38,459
2062,1523
1908,907
2397,1386
548,366
2030,1097
1902,125
1985,2247
1755,1623
907,720
712,777
2010,211
1394,1302
1627,62
710,2110
920,828
207,2425
2370,524
268,99
1082,1002
605,2105
1726,64
1460,343
685,334
594,1489
815,331
27,1578
25,1377
843,766
428,1221
2227,874
2339,2175
261,1096
1396,1205
1576,1282
2020,2340
321,1188
1330,2413
1724,446
1215,2236
2280,1247
552,2320
797,183
268,79
2462,771
2411,1603
2326,212
130,2397
364,1650
1440,980
1153,132
896,1480
273,2009
2074,598
2373,1920
900,484
1561,1456
743,359
1256,333
649,703
542,690
541,1810
504,1248
1413,1239
1251,915
36,2438
2056,1659
764,185
384,672
2347,1622
462,640
355,2172
1798,1209
2149,1933
2471,1427
860,21
1105,583
1776,1017
642,1049
10,1028
846,765
791,621
1586,115
305,1414
2295,1726
2193,2432
1072,1039
1114,591
1361,1999
2167,861
417,1189
1328,826
1294,14
867,852
425,2001
2329,1067
1106,1599
836,347
427,742
1040,1646
1371,1345
682,605
803,2046
758,2382
2409,2440
2290,1668
2153,1338
375,105
1808,767
1146,1776
30,1584
189,1803
1369,1887
1929,209
52,958
430,578
2356,916
1183,1433
920,72
1924,1093
348,770
249,60
2388,152
1202,164
1511,993
776,962
1505,2151
1144,793
980,1580
783,72
117,547
2072,946
2450,1697
1802,1149
2117,893
360,2473
1661,506
2092,95
1022,784
2106,575
2261,1057
234,979
2233,348
1796,313
654,612
783,181
1068,577
1897,1051
1197,319
2135,1568
1091,24
121,1756
1702,1739
2010,993
2341,2243
1785,1572
1516,1754
1841,1832
1841,2218
2368,711
2218,2271
416,1930
1211,2050
563,1159
2223,244
453,1952
2257,102
1900,2113
178,2220
1244,1703
860,893
380,99
1041,115
2048,1334
2120,694
1598,14
1950,1932
314,395
1642,2144
2365,1969
2066,1980
2470,2183
706,2066
246,402
282,1605
1435,1947
623,87
969,1962
1159,1498
2261,405
252,1489
2232,20
1575,2345
881,2203
1291,2144
1199,924
1319,1700
1601,1562
1366,1221
1312,933
2163,997
2238,1670
113,1480
836,1905
1414,84
351,476
1792,1001
322,2058
1709,1220
2471,16
1841,2163
663,580
699,1209
284,892
1350,1283
1088,1631
1651,2175
61,455
2256,15
1153,19
1227,585
412,978
2474,102
1512,33
2066,2003
2190,111
2280,613
2276,1181
2213,2019
1235,1237
370,2166
2426,89
1284,2342
1969,61
858,342
1705,990
702,269
928,1135
1631,1466
1483,762
1427,606
380,1556
1042,1695
2303,1175
1861,2151
855,1757
554,162
2386,935
82,1345
1973,503
2313,955
412,455
86,389
2147,1539
