IdR,IdM
1307,1429
4450,4703
1859,1423
2373,3424
1406,4426
3266,1685
3353,1148
4386,2690
1456,40
376,1723
2301,4289
2838,3256
1383,4700
4620,3466
1153,3915
1319,3437
613,4748
2637,4761
1603,4827
1600,479
933,617
316,795
521,2769
3299,1109
601,937
3242,1430
1582,920
2023,736
1944,4877
3712,2297
4611,3022
1975,3009
1100,774
2466,1209
487,3133
216,697
3363,579
2224,759
204,1298
4586,2870
4393,736
67,1005
2154,3948
4089,3171
4967,1275
2282,3473
841,2328
1807,3474
1493,2667
4767,1518
750,4436
4862,249
1549,3172
2372,2137
4790,2390
3664,1762
182,3084
2986,560
2806,4741
4253,4976
4952,1852
56,3861
4269,391
1283,679
4566,4676
3279,2852
1143,3336
629,3408
2054,3628
2603,2623
245,1945
2142,2727
1370,680
3396,2710
1985,461
2357,224
1800,3673
11,4410
475,3240
1560,3944
2085,1145
4143,1606
255,4219
2705,375
1150,1214
3315,4820
2503,2439
1469,1106
1263,38
4713,2355
2177,2977
1739,3794
4570,4459
292,1515
1509,4500
2271,4662
267,2487
2960,2332
3575,4408
3194,4531
4084,1177
4470,3017
514,1547
4244,673
1426,3069
2870,3060
959,3206
1901,617
1770,3165
612,2957
3494,3921
2068,4149
2628,2797
867,3873
1537,4266
2254,1408
747,2134
1895,1432
1880,3733
1055,4898
4468,1547
2900,3702
2002,1173
3391,45
3861,2189
679,3494
4350,1509
3942,4559
1010,2236
2920,545
2063,3393
3534,2116
1377,958
515,1114
3411,2735
513,1705
957,381
993,3153
135,2891
1357,315
4338,3238
4436,1051
2978,1609
1891,3967
1254,1802
2135,2083
1682,619
693,2200
1716,2334
68,2604
4145,1441
1816,2270
752,2673
528,3349
1753,41
224,2062
4606,3091
3114,222
2625,3260
1121,4030
2908,258
2223,4845
1202,2262
3721,3629
925,2756
1737,3041
131,2077
712,4012
2934,1750
4247,2554
3348,2022
770,4952
4736,1543
1330,4065
2568,584
1201,454
3917,4506
3514,2195
2242,2703
3632,302
1626,796
4754,3431
2279,2905
4216,2374
1481,820
4944,1063
3951,888
1322,1786
1350,311
1612,2456
3121,3835
442,578
4546,4548
1365,650
410,633
4405,3973
2161,3372
2394,311
92,3735
218,2534
531,3633
4511,806
3035,3559
686,435
4185,900
1741,2753
181,3345
391,4000
1113,115
3013,518
2771,3333
1500,1060
1811,283
370,880
4561,4841
2483,2239
4432,1624
4780,1953
4086,2163
2807,193
3664,1742
1851,4183
2377,4064
4652,445
1648,1771
2590,2228
1947,2624
3454,533
399,1528
1173,2448
666,35
230,4206
3843,761
2442,4397
3723,4126
3689,1886
4553,2201
1847,1360
3805,3536
3318,2603
4922,1446
4003,2264
4864,4854
1807,3278
4456,575
169,1754
4297,1134
1710,1576
3297,1787
2009,4763
1961,1602
3624,3768
3702,439
450,3683
652,4808
2029,1948
3865,5
2371,3826
471,2640
1782,1087
3252,1795
4401,2403
2102,1361
4785,1937
4505,3480
2092,1637
3026,166
2921,794
3341,4944
1527,1185
1636,3085
4465,478
4232,2093
600,1510
1534,4133
4234,4903
3737,2625
1473,684
2234,1640
2344,347
3876,2030
4655,1530
4424,4590
248,4653
2216,4284
3612,4932
2347,4487
2416,4852
4144,3905
1703,754
30,3375
3247,4580
3938,3356
2401,170
4346,2924
1148,2457
3772,2896
2657,1925
2579,3163
137,2550
2028,1836
2764,4343
275,1054
1605,3884
3551,1697
2863,1674
1672,3034
1586,4348
1688,1895
1454,4591
645,3433
2889,3562
1323,4786
2822,2580
4481,391
1868,2556
4381,4121
3984,269
3009,4421
1308,1675
2586,926
2329,266
4510,4461
1818,4951
504,798
2041,3078
1782,1810
502,486
1891,504
206,2586
2034,4899
1378,4936
2181,458
3247,4700
1787,2640
2678,4155
2069,297
2755,2249
3678,3167
4059,520
3313,3112
517,2640
2304,4894
1259,4449
4451,1729
3405,3991
4478,2033
1077,3469
4882,2010
912,4025
2348,3522
4692,1326
3178,1279
1349,3332
417,595
4587,3291
4054,1624
1703,3988
2919,4244
90,1545
568,3064
3775,354
3160,2429
3032,177
4512,2351
1873,328
1215,664
3996,2913
3498,182
2267,3776
3249,1584
601,4084
2007,2343
3678,4749
4012,3948
1583,3186
876,4051
589,3770
4100,3952
1901,1614
4214,4148
148,4635
1316,1958
4052,2887
2998,1067
2516,965
1432,1934
3387,4518
4535,4450
4563,4090
2758,1677
3604,2507
3938,2117
1415,1779
3239,3001
2471,1682
1673,493
2484,2879
1294,1926
4330,1480
4352,457
2496,752
1463,4056
1751,3512
3279,2526
438,3713
3700,2061
3285,3463
2916,3964
1169,3225
4727,3578
4843,3164
4368,3009
2911,3927
577,3878
1650,2441
3514,2073
2973,4203
3376,1928
4572,2576
424,670
3517,114
4655,1098
1490,733
4596,302
2822,116
79,1159
1624,2347
751,2661
3663,2334
3053,2171
3784,1586
1319,1975
2435,1707
2770,4905
220,3336
2031,4510
2017,1293
552,4667
3812,3023
1644,974
1412,3946
2820,2489
3836,762
966,217
4477,2335
4384,4913
3105,4637
4400,4250
983,3624
3837,1399
2789,129
1472,1530
403,4060
4574,546
1851,61
1040,1147
4146,4616
2242,4778
2908,978
2978,3039
1619,3817
4329,1265
4690,3517
4712,3022
2376,1789
1354,2200
3101,2769
5,53
4781,1682
1667,2863
140,3445
1460,1435
41,4216
2448,4375
3067,1898
1034,1804
3959,437
3535,2323
1316,4606
1319,1220
3896,2940
2424,3102
4891,3105
4798,934
4028,1051
2341,99
44,1392
3680,2974
4143,3035
4611,3043
3869,1601
822,4749
493,3335
4987,4257
2264,474
1730,1073
3580,1923
4441,1975
1733,4859
4483,2385
2724,3484
3874,1499
1454,764
331,4526
4065,316
2815,1160
3180,3146
2849,4376
2015,3146
4574,4687
1207,647
3949,1916
1455,1467
1791,1600
4542,390
1945,3339
3859,2
4814,1205
1917,736
4465,2885
4364,3362
1304,998
2341,4602
2524,1275
3231,2258
2675,1308
4794,2606
2164,1304
3539,3645
2920,4069
3602,3745
1015,1836
1717,3140
57,2885
537,3355
2759,1804
3977,2887
3250,4860
2071,2472
3473,524
1267,2615
2536,1272
4093,455
1987,709
4286,2291
874,3248
2887,3792
4959,2692
2187,3397
4659,3516
308,3723
1334,372
4844,751
3015,1139
1272,129
4432,3775
2823,3147
800,2008
4384,680
1866,2533
2587,817
312,3097
250,2068
4223,3253
2512,2515
3406,3929
183,3055
2749,3697
1748,4124
299,4445
1805,3716
2044,1252
2143,80
1748,209
37,1820
3869,337
4495,348
4436,3674
475,1020
1116,2151
3339,4036
3177,2041
4569,853
187,1874
3636,1954
773,2872
129,636
902,676
4894,1089
1688,2924
1432,4514
1113,1208
2541,3504
4418,4742
352,2057
3802,4368
1483,3237
4988,3491
2959,1420
1497,1599
2343,1292
90,3052
2028,3811
2766,4163
774,4058
2239,2480
4415,189
4160,2281
434,868
493,3812
495,134
2145,3057
1693,2382
3573,3493
400,2848
2286,3777
3186,3677
3177,1734
4731,3836
4566,2827
3030,2218
4993,2976
99,2250
4176,1121
3456,482
387,3675
4266,1553
3109,4368
4589,2466
3973,2389
2244,4726
2643,245
556,3324
342,2252
907,207
1449,4596
2117,1013
4359,1990
1861,138
3158,4482
2490,3709
3426,4897
1441,1391
2944,1709
3539,4374
3242,3174
4712,4525
2462,4522
2405,1726
3365,4310
1913,3795
4988,1615
3163,2273
812,3298
520,2708
2775,1813
1477,967
985,808
3865,1924
1887,1241
3871,4653
871,734
936,3523
1563,4504
3727,4709
2519,3939
2066,3934
2336,4784
3023,1415
4115,1580
4937,181
3020,3880
992,4664
3418,4992
2016,2480
1539,1122
3184,2766
4156,63
4860,2155
4179,4623
1438,824
1523,2807
1365,3055
3257,1684
1474,1200
4666,35
2365,2791
253,3735
3227,890
2014,4178
1848,4998
3562,3985
2919,3861
3870,629
2927,2898
1543,4508
3295,3061
1233,3125
3196,4579
4821,3223
762,3180
2810,1463
3390,796
4422,198
1643,4001
91,1034
3921,2570
2091,4573
2148,2898
1373,3934
224,3307
3463,1521
3459,3017
3841,1888
4976,2810
4609,1687
882,3999
4083,4835
2825,2587
2675,2680
1152,4440
1009,1737
3424,2281
4138,20
2553,508
1203,753
4022,1140
4010,1093
1161,2232
3168,2186
2360,261
2668,1435
3910,1399
1389,843
2016,4239
3019,3008
3712,3540
4140,2955
2058,1487
1125,1400
2974,433
2251,2312
30,1734
3482,4683
2101,246
2618,555
4423,3731
593,3132
1311,784
1827,4479
4226,1870
2430,893
668,447
3344,1645
4230,2358
3218,3378
54,415
4027,3348
2089,1099
1284,4852
3149,1562
1194,1775
1330,4535
3120,3262
193,4670
1438,35
1487,950
3157,1717
2403,3479
2074,3414
1784,107
4831,3343
4093,2713
355,3341
795,4511
3345,1528
1269,2972
4898,4540
2858,550
3167,901
2053,1095
1666,588
4191,4785
3219,705
587,2467
3246,1740
4840,1682
4035,3261
1164,2791
2934,3522
83,4520
4336,1567
177,147
995,3495
586,4774
1356,679
173,3290
1179,3509
3756,2301
213,586
1320,1066
1537,2371
1836,1712
2765,3464
4118,3435
1265,2226
3478,2478
236,3301
1126,2881
4473,3446
2560,898
2720,319
3613,1225
4069,667
766,4278
3542,1010
2861,1048
4272,1968
1851,2770
4558,3333
3771,4968
806,4762
4159,570
3627,4377
4823,189
1628,1883
2700,1045
2828,322
806,504
4259,4205
1321,4718
3080,3776
2700,3299
2503,524
3027,90
1579,4526
294,2794
3970,4112
1563,1989
432,1183
1481,4766
4923,2109
3034,441
2085,2442
4575,3209
523,4746
209,4127
3675,3255
4981,2259
2266,1850
1952,52
2052,4296
2709,2468
2465,883
4239,1640
942,4615
1850,4425
193,1490
1095,4730
1901,2518
1986,2617
4708,1474
4743,2805
3037,4168
404,2699
225,1931
1485,3322
68,164
1717,1565
3253,1320
4079,988
538,4514
4870,4625
1,3205
4158,1537
3368,500
3895,836
838,4439
2776,2355
107,2718
3196,4521
1501,1270
4306,4130
463,2343
969,262
2905,1186
2876,3986
3053,4629
1033,3996
4382,4323
3836,4196
83,2273
2155,2905
2143,1255
3731,3536
2335,1521
1107,4588
1411,3456
2365,4851
2383,4263
4809,1969
1193,4515
408,4259
3885,552
1038,2126
101,4748
4946,4199
1368,2780
4389,3473
2676,4522
4481,2434
3402,750
2010,1414
550,391
4859,88
1891,641
1394,17
3086,1546
1420,4994
2408,4047
2368,3209
1942,2085
466,3955
2246,164
2769,4895
3825,3615
670,4920
791,2581
2854,2603
2955,2222
814,4306
44,4679
1617,3163
95,4898
1906,2350
1886,2643
841,3069
4249,547
1037,3247
2782,1756
84,2924
2675,131
3276,3862
669,3892
1153,4607
1080,2313
3741,508
1641,535
1544,202
1173,411
1535,2299
3176,4475
4799,676
603,3990
4883,4964
4864,2575
4414,513
3363,2136
532,4695
4043,127
2582,1697
3541,441
341,4391
3042,1128
2406,15
3697,4456
2611,2848
2149,3290
2509,4200
3450,1168
1999,909
3235,900
3501,2568
4362,1695
611,4301
967,872
1033,3384
1552,1991
846,4864
1784,1922
538,1957
4389,394
2006,83
4702,3770
812,1618
2613,1659
74,4446
784,4479
4638,242
1842,909
422,4361
4958,4839
3330,279
825,3935
4621,2504
2437,4839
4026,1557
4479,4290
3980,4163
2692,2676
3613,697
2946,1148
2656,4158
1546,2701
1546,1864
1211,3848
4236,1025
1262,2802
575,1738
2286,1096
3110,3495
401,1392
4598,2592
3078,1916
2906,240
2631,4105
4650,4410
1521,2633
677,4185
616,3659
3830,3831
87,4132
3305,4892
2628,2397
1659,4085
4791,2097
1150,121
852,929
4535,4781
3069,3548
2539,3551
1369,3107
1760,1365
4766,951
4328,4769
3471,2339
778,2193
1309,3785
3712,1108
645,1591
3325,4006
4319,3080
3538,4519
4315,2409
2733,2795
590,3506
1902,3814
82,1409
2505,4789
3139,3821
685,4787
1952,1303
2362,1442
1854,842
4080,2897
3011,8
4289,3699
459,1427
2633,3064
1368,874
1358,1490
381,4680
62,1015
1292,3580
245,745
3867,940
164,117
4608,4917
570,4877
2529,1691
4282,1710
897,4418
2757,2794
649,1871
1931,3898
1143,4618
4861,1958
693,1338
1839,3630
1037,1504
1177,1712
3649,1181
4747,3861
4785,3744
4237,3577
4320,3672
181,1921
3467,2905
23,873
3986,4651
3479,3450
3293,2305
1381,4033
1380,122
3017,4375
1557,1507
4335,272
4822,2800
2694,650
2830,1021
4644,3316
4814,3386
4917,454
359,1106
2834,553
786,4634
1627,1068
430,1135
3875,393
3289,2640
4764,406
1514,3031
817,2508
2817,4959
4892,4661
1432,4212
3821,829
2304,4094
3264,3057
3741,3349
3821,282
748,850
1135,2805
2311,2364
4712,2640
4691,629
2081,3709
2891,2837
4904,1296
1344,4620
302,1581
3839,2605
2947,4616
3439,547
487,1893
4364,4658
1108,2904
1543,3651
4162,4873
4596,2665
2821,4646
3340,3001
4496,3714
802,4289
1454,3500
4406,3055
4893,3429
1322,2775
804,4154
236,1127
2430,2297
2787,2678
2252,4709
3245,796
2818,4135
3324,884
2952,1087
3756,692
984,4528
1672,1420
4500,2135
2096,1719
4695,1287
4453,3037
756,4979
57,2613
884,931
2502,3647
719,4205
316,135
3312,4928
4112,3576
1886,4898
4255,179
1768,4045
4010,3639
4963,4498
1744,2501
1315,4613
1158,2765
11,1370
1307,4259
4980,950
3412,171
2443,2205
2380,289
1522,2987
431,3020
4897,164
1595,3948
872,355
2690,3481
267,2138
134,1421
4785,4662
2845,997
2100,3960
1748,3035
840,2354
2119,1753
2078,4462
2878,1599
1436,4276
429,4350
3766,502
704,3017
3376,3511
1600,384
2722,2998
4252,2259
3368,3281
2566,2178
2956,2815
2968,2173
2743,673
1614,3312
4229,3182
1845,4908
2368,4222
3957,3911
3327,4148
2697,3219
1098,3242
4293,1718
3259,1048
239,4908
1400,2182
4492,1594
6,4769
983,4176
3530,4482
1633,3300
3971,866
3680,2584
1629,1888
116,1261
4027,3077
2360,1707
4970,2177
4654,1530
4518,981
3611,4748
2967,985
4083,448
3259,1749
200,3848
457,3880
339,4335
471,4055
2119,3930
4204,647
4739,1234
3315,3795
4324,2299
2573,2311
3484,884
1720,4401
4825,2422
1198,1679
2146,4646
422,350
3629,4824
823,569
2309,3024
4778,1816
126,1493
2495,2015
4129,1168
4131,1152
4951,2463
1397,1403
4496,3813
2409,299
58,1647
3025,3602
1979,4900
3060,4907
1667,3382
2207,522
3467,4207
1049,3616
2819,1885
347,3297
1429,4809
1408,621
2880,3075
416,4633
4376,4944
1812,4028
2909,1820
3014,2892
2055,818
3973,2433
1329,2097
2381,19
4045,4174
4858,3602
2115,2849
938,101
4957,1363
2626,1813
1056,2182
2229,2698
3489,300
4410,31
1328,3994
4680,3696
1374,515
4510,2522
1624,4453
3130,145
1750,3566
454,2083
2121,1627
2109,2413
424,4356
2374,1211
4184,3232
1807,2684
2405,3555
709,1034
4116,2497
3358,4677
580,4934
3859,3921
41,4686
147,1755
1271,1277
2789,1143
841,4427
109,2659
3860,4888
2547,4758
1648,86
4742,27
2643,354
3950,2007
2761,2186
1709,2226
1494,1062
3425,1231
3699,3299
2297,836
3876,1328
4972,2138
1845,2906
741,2715
434,4566
2688,1408
1743,2254
24,509
2009,1720
3286,875
327,231
1446,60
4159,1078
3272,1012
275,4867
295,710
3638,4235
4757,526
4957,3692
1137,2432
4530,3932
3159,647
3368,266
29,203
1262,3124
3872,3160
368,228
2738,3335
1640,1818
1712,2058
688,3030
2464,1938
4509,1115
2471,909
4732,2138
1934,3447
2042,3284
2802,390
134,2652
4122,4067
2688,1468
2603,2671
414,592
4622,3969
1318,756
4192,158
1487,284
1903,1271
2238,1405
431,2883
1262,2360
101,4628
3609,2403
2055,1310
2666,2183
3755,3637
1479,2299
703,3042
2398,4641
4856,898
1389,981
465,2445
4538,1634
4894,164
3968,2857
4531,48
3103,2996
3943,1613
3035,3897
745,3312
4017,4169
1487,4414
4463,3498
1529,2900
1134,3767
624,2576
1540,4566
3831,2957
1499,3971
730,1067
2491,4267
4268,4505
2252,342
4180,67
2769,4357
4872,1843
2291,3969
2432,4512
368,3671
4180,1832
273,596
890,3205
3235,3456
4961,3034
533,3989
3931,2924
1664,1557
2419,4379
4587,4344
1972,872
871,3167
2893,285
2408,1530
411,1457
1331,2392
2714,2788
1461,4400
2273,4927
4379,162
3700,3021
374,2711
4983,4975
1731,584
4365,4745
4903,964
4964,4701
2717,4051
3713,3245
3614,4470
4298,1274
3053,722
2601,3160
722,4536
2794,4710
4802,2830
1567,1635
3337,67
4996,1345
4273,4306
3998,3327
3859,607
4922,2732
3060,4858
943,1433
3144,4275
1120,724
3547,4328
3002,2455
451,4070
1946,372
4207,2148
1252,4950
647,2166
3931,1822
1747,4100
814,4849
187,42
2015,1388
2651,2737
4203,596
937,2439
4949,285
2247,3627
1220,2088
3985,2929
959,892
4158,3612
141,1516
1801,2242
1802,4619
4244,4359
2219,2963
1044,1607
1761,956
1388,1505
3204,1485
2193,43
2032,2291
4229,3481
3333,1685
2087,2922
3337,2670
3953,689
4530,4418
481,2023
1917,2251
1506,1985
2386,1810
2415,153
3318,1178
4826,849
1797,1217
2314,4433
4659,4238
614,2046
2578,2413
1072,1878
2112,4672
3449,2445
976,3701
2999,728
3350,1961
4402,4028
849,1039
1750,3004
4436,2052
2713,2590
4711,1230
4756,68
792,2638
92,3082
3885,4980
3893,2538
4299,4747
3494,277
1195,3829
3006,2511
1352,2462
940,1122
1436,2329
1239,995
4030,592
499,569
413,1137
1984,2636
481,1447
4710,3280
2218,3237
3956,3917
450,2308
384,3439
3764,1553
4960,283
1479,2234
3271,304
4286,850
1633,2346
1968,1861
1588,4861
4229,2447
3997,472
3406,2385
4981,2066
2522,2422
252,1070
1625,4114
1535,4731
558,694
3148,1050
4417,2448
3820,2288
3976,4718
1856,4014
3881,2188
2341,2699
4481,576
4913,3674
347,954
1068,1978
167,1660
3439,4284
1842,445
3159,2409
4523,3517
4978,1430
2848,2598
4398,2381
3146,4010
743,94
3273,4445
3647,494
4950,46
947,1645
1801,2837
2608,4769
1188,629
4728,4067
2566,3050
282,3276
3807,3909
3030,4297
4518,2237
3376,1884
1922,3152
3447,2625
950,2718
1352,1837
4606,1861
1174,3325
3658,1654
389,808
3285,1821
3974,1938
4513,792
2518,2211
333,2712
4238,115
2982,1574
1696,3246
669,3583
2251,1127
4561,3039
723,262
3225,3550
892,3366
2990,3660
1164,1402
2640,1234
3367,1918
4085,1497
4192,1978
2415,4304
4694,3915
1110,1541
2,3494
2578,2505
887,4650
1701,1727
4831,857
3498,1876
114,3889
3103,3980
1594,4524
928,603
4785,284
3721,4599
1793,1330
2802,4867
4510,2363
3168,3528
1604,1485
1789,3563
2113,1607
1341,4510
3580,4880
744,1820
1130,3558
1826,1851
247,1980
2626,3452
4792,893
1544,4271
4704,1412
3375,3052
4671,1355
1038,2981
4358,3161
4822,148
4994,2465
2430,4629
3784,3340
2251,3973
4744,137
604,547
3828,375
1137,495
599,3924
4216,4613
2755,135
4636,670
1037,3947
3724,3652
596,3246
1477,924
4931,1516
4240,4741
4084,2531
657,2077
4391,2851
658,2541
4876,1716
1836,373
1735,3514
3112,672
3933,1201
3442,482
4087,3288
529,264
331,4226
1977,3184
4604,4520
4831,681
684,580
1143,622
4388,1489
3244,1104
277,2759
4880,260
3578,2804
2394,1490
1527,646
1164,2120
375,807
3857,4978
970,1391
503,3808
1891,3218
402,1358
3186,1699
389,2958
4068,3759
4103,2916
3029,2932
3797,2072
2485,4014
2703,977
202,2431
4789,158
1135,2253
1503,4697
432,2271
2937,878
3968,2181
986,2814
1420,3513
3525,382
4623,3973
4960,86
2037,2368
3998,2744
4625,4493
1805,1289
2622,4393
3336,4490
3269,4954
373,3232
2668,413
437,2102
1605,2781
594,2705
668,4119
4946,823
791,2226
3009,2587
4368,1889
4751,3319
4769,1048
987,3658
58,4310
4591,2795
1023,1785
4711,3279
685,639
4588,558
3111,3127
3527,2316
3931,381
2507,1645
4901,694
4545,2683
4408,1856
546,3276
4337,4247
3123,4346
4034,3276
1878,4739
3750,522
4324,408
788,1761
4029,256
4562,159
1673,1933
674,3082
2927,242
2360,550
2009,2704
621,4920
4490,970
763,4178
4172,24
561,3996
2653,493
310,1220
774,2792
2068,4216
3811,187
4538,1493
4920,3979
4238,3493
1671,4289
1402,3658
2691,3381
3959,692
4536,3047
1238,4939
3817,3890
4932,1664
1815,4101
1645,416
1819,2759
2332,4115
3629,4583
3393,4091
2309,1669
2529,1862
4979,1051
2625,3920
910,1144
3407,2023
3434,2494
1777,3200
3110,4475
333,952
2013,3190
2911,1613
3620,3170
1934,1692
777,1247
1428,2806
2101,2797
4683,2208
3782,773
4287,3829
2129,2619
4610,2391
2567,3369
525,645
1774,2937
3935,1723
905,2281
4299,4635
732,4388
4084,2850
1612,1802
1813,3901
2981,4565
1882,3873
3751,4228
4867,111
4796,3198
4643,3916
4381,2678
1030,1289
3821,283
3802,2707
1598,2231
322,4148
2379,4535
113,1854
3901,2024
1059,4537
13,3360
3984,2614
4650,4327
1321,1473
4947,2915
4664,2833
3938,1212
3830,4609
4115,1971
4848,2468
2098,3812
3469,128
2574,3914
3983,4884
2411,563
4675,2225
3482,3443
1496,4127
1354,2654
3449,564
901,4563
2713,3626
2678,123
1053,1371
1865,1036
257,4488
2290,1081
3325,3626
3682,442
540,3529
1742,1685
4937,3610
4672,2360
2467,4508
4405,3722
4424,4874
4472,973
1298,3141
4656,1703
1900,3409
2200,4637
4078,4177
3842,2670
1490,4155
3594,4040
4142,2383
1614,1071
3303,4773
1959,1586
4970,2744
791,4232
173,783
4196,2771
4027,4699
408,1858
4701,2713
2955,4209
3876,4514
4770,244
2219,3543
496,4770
2602,3993
4004,128
1795,285
2308,4758
2421,3460
4287,3808
2449,1016
162,1184
2942,411
471,1054
1581,4597
497,2317
4060,2590
3025,1529
2360,2060
129,3026
4507,4913
2722,939
472,1676
4226,3224
4508,2340
846,4409
1495,2426
3489,2904
3565,4717
511,274
4714,4527
4202,895
669,768
1775,2204
869,1155
174,4438
4878,4887
4685,4522
106,4461
3692,3105
3120,1027
2383,136
1595,2582
1307,4756
1281,603
2477,731
3391,2362
4683,868
4681,223
722,2633
4930,759
2289,1320
1293,3693
113,3080
806,2893
2972,4424
2790,1055
3241,1228
4904,3049
1209,1107
2933,1504
4267,231
1363,640
472,844
1321,4240
4876,808
2133,4731
1177,4711
1222,2365
1148,2863
4271,4271
2875,1703
2370,1907
539,763
33,3450
4036,2575
2902,3097
2932,3196
1327,2742
311,2714
3055,1591
4018,2346
36,3278
2641,3741
1497,1794
4523,371
2186,11
4132,1226
1385,687
650,1948
3974,3655
3813,2620
3671,147
2074,2417
974,1923
4367,1866
4089,1554
4098,708
3085,3436
1239,2681
1515,1428
2718,1934
4314,4189
288,4780
4044,2960
876,3111
1618,1206
4188,2458
1375,840
309,3576
744,1517
485,2779
4562,2909
200,2393
3698,3529
100,157
788,4992
2939,714
1762,3695
613,3852
2260,2689
622,3949
607,804
3291,2791
3037,483
1081,4649
149,2333
4624,792
323,218
1843,1341
3164,1243
252,1315
3387,2821
1037,3090
1326,3321
252,1535
2901,4115
4854,1218
3948,3840
1427,1943
3315,4035
1053,1695
3849,1119
2644,1441
1837,4213
138,1214
4575,3045
2778,3999
3976,844
4322,1980
3229,459
4655,4874
1285,2519
3394,3773
2944,260
1821,3008
1580,1989
3791,1679
651,759
1135,4737
4174,1536
4997,2984
3242,4064
1991,1300
941,1408
4564,3548
4020,3499
1691,330
2095,4080
2955,713
1684,3341
3754,1550
3762,2417
4616,4058
25,1408
2538,347
2105,3304
885,1163
689,2860
1978,196
2237,843
3959,1145
2258,1130
4509,2403
3936,4416
3824,3198
842,175
287,2694
3565,615
2316,1375
1398,386
564,2313
1019,900
3027,3696
933,1222
4506,1874
66,338
4396,2901
3755,1118
3600,4480
3805,268
4421,402
3919,2957
1425,4734
86,97
4328,2164
1347,3400
2335,4700
4773,4448
3448,4338
848,946
1754,2463
4164,4367
1287,2269
4736,77
1613,3932
4919,3949
4950,101
1871,1090
3839,4593
463,3731
1367,4827
836,4217
4015,183
4312,1168
4346,3554
1178,60
238,2452
1430,2443
3008,855
801,3932
1410,3617
1377,694
4593,4794
3175,3650
3679,116
1939,4536
2247,2409
3789,4485
2484,4681
442,3827
4231,1046
4188,4463
4059,2826
86,1751
2078,4479
3465,2820
3965,2255
1262,3223
3390,3189
596,4736
4970,813
1246,1892
1482,2631
1648,4684
4767,4626
3893,4844
4185,2407
1004,4659
797,3976
4999,4106
1002,3102
2044,4175
740,1647
3706,3601
3970,2721
4873,780
4103,3302
700,58
2256,4037
3336,334
325,2666
2808,3504
413,1094
699,4199
1404,3449
4085,1496
3165,2939
182,3111
5000,4661
3640,2279
2770,4820
455,4095
565,4374
791,385
1543,4716
4833,784
363,2562
4466,725
406,4664
3200,21
3345,3211
2170,1820
1174,3820
2479,4595
4353,1406
3058,28
103,194
4152,2438
4547,1598
2814,2572
2745,46
446,3694
3083,229
2652,2293
2692,178
1925,4116
2970,3411
2038,720
4069,4517
56,1674
472,2777
4528,4599
683,1561
2582,1821
3769,3917
3588,2767
4409,4986
2541,4921
832,1065
1558,3846
4164,1757
3295,381
1501,1820
355,3328
4094,2984
2421,971
2168,4585
1652,308
2811,3001
3423,174
2086,1442
3847,3979
3812,751
3650,476
3110,821
727,4576
2574,3395
1954,4770
4363,4585
1785,2705
374,4319
134,3215
81,1049
2849,3849
610,4587
4094,1461
2971,3107
3919,567
3216,2452
4667,3006
4228,3318
2826,1097
2136,1897
3454,13
1891,4143
1712,4101
2932,4648
3830,2081
2551,1877
4216,1962
819,4487
3957,1399
4448,4632
3215,5000
3419,1243
4110,1149
1845,2908
4155,4155
2386,315
357,1149
1345,2735
844,1509
1735,1313
108,3933
4219,1643
4959,4639
4235,2240
187,782
3436,3183
3671,730
1007,4868
415,3922
4454,15
2221,555
4616,3256
1626,3963
907,4717
3221,564
821,960
570,796
1544,2738
4031,1249
4837,4756
653,4435
2747,3906
971,3164
3214,1861
1836,3551
522,1961
3157,1488
1877,4491
2553,2523
1865,3401
770,1124
2521,3280
872,4877
430,2271
4841,1207
4820,793
2032,1065
1324,1125
3727,4221
1981,1004
456,3167
1803,4469
872,617
3207,2951
3105,2289
4057,3369
1347,1354
1124,1140
2844,4637
2734,1056
4892,2451
4817,3706
2135,1683
4519,2
1218,4042
132,2466
4885,2726
3701,1681
165,4055
2663,4110
3710,285
705,1058
4283,1706
3608,951
703,4285
1854,1743
1414,2935
2138,4440
4629,2831
2539,4783
4273,2530
4736,3815
510,106
810,1471
387,2685
3917,3282
4958,2132
2436,1666
1083,1491
4370,2949
4845,1153
892,3073
1583,4353
2497,735
2051,2971
2507,3160
3597,466
2559,4980
1385,3329
2923,187
2505,2382
540,3281
570,4252
1371,367
4294,645
4944,2292
3299,4622
588,2022
4597,968
3124,172
1661,2639
2411,2243
4580,5
1954,3049
1515,2575
4455,4630
1404,1828
4233,2542
4292,2083
100,1408
2939,4519
4800,2649
1649,4279
2102,382
2053,1463
3910,1892
2180,100
2326,1958
394,2406
1674,3979
2912,4881
2794,1696
763,1945
4356,2072
1091,2842
4519,1629
4582,4918
1167,3705
731,2844
1686,4595
3458,4796
2462,2117
1543,777
3913,3098
1706,1927
1696,2741
4600,1976
2830,601
1377,399
799,4440
3383,3851
3711,702
2015,2775
3740,1346
4399,316
2000,4358
525,1448
4749,1603
2500,303
3452,4569
3121,1716
216,3871
3850,2070
1737,1745
3478,3960
3581,4722
560,4888
1893,1748
3099,2938
991,2294
4095,3420
2997,2384
3832,853
1439,3056
4085,1092
2356,2257
4441,3670
3151,1428
3043,4689
1919,2194
1149,4995
3695,4198
1233,2256
356,2083
2240,3477
2965,4159
2207,2040
4912,3788
1326,812
2014,168
2848,4401
4009,2655
749,4493
1120,651
1685,2367
543,988
877,1360
1937,3577
3582,4880
3516,1150
4957,4281
