IdE,certificat_entretien,CodeMembre
1152,2007-04-19,58857
1153,2024-04-22,28443
1154,2013-04-15,96801
1155,2008-01-22,68083
1156,2019-10-04,936
1157,2021-07-31,19973
1158,2012-04-26,47538
1159,2012-11-16,5955
1160,2015-04-01,27627
1161,2018-10-12,19837
1162,2017-12-04,42306
1163,2023-03-25,43170
1164,2012-11-18,40688
1165,2006-02-15,30863
1166,2022-11-18,70785
1167,2023-03-01,73214
1168,2021-04-01,87725
1169,2024-11-16,47253
1170,2017-11-28,52131
1171,2001-03-18,68691
1172,2019-03-21,12844
1173,2013-04-22,63457
1174,2013-03-21,88085
1175,2012-08-15,62719
1176,2019-02-26,56949
1177,2024-11-17,91304
1178,2024-11-30,85657
1179,2017-04-16,37961
1180,2023-10-31,45877
1181,2020-06-24,81398
1182,2015-02-27,38829
1183,2017-11-01,10715
1184,2018-11-20,99328
1185,2010-04-01,82425
1186,2000-01-19,21065
1187,2021-11-22,17786
1188,2008-04-02,78148
1189,2008-02-21,16015
1190,2024-11-16,50595
1191,2014-05-01,29805
1192,2014-04-27,82892
1193,2006-02-17,43458
1194,2009-05-04,57137
1195,2023-03-23,73708
1196,2020-06-16,78595
1197,2015-04-10,61458
1198,2017-02-03,98937
1199,2022-12-02,22762
1200,2007-03-29,30847
1201,2005-04-01,47323
1202,2002-05-13,215
1203,2014-04-19,4339
1204,2014-09-18,20197
1205,2023-04-11,40234
1206,2003-04-17,85538
1207,2012-11-14,20297
1208,2016-08-25,51516
1209,2021-08-29,11189
1210,2022-03-13,46749
1211,2014-03-06,62029
1212,2014-10-26,14725
1213,2004-04-12,83016
1214,2004-04-25,87688
1215,2023-04-30,49501
1216,2021-04-03,48842
1217,2021-03-07,91274
1218,2022-04-23,26711
1219,2020-10-19,80035
1220,2024-03-14,82752
1221,2018-11-03,6142
1222,2004-08-31,92940
1223,2013-11-29,96504
1224,2022-04-07,27522
1225,2016-04-14,97222
1226,2023-07-08,45172
1227,2010-04-12,93590
1228,2014-11-01,91873
1229,2008-01-11,65492
1230,2006-11-13,34462
1231,2006-04-26,62233
1232,2024-05-12,59293
1233,2022-01-30,11166
1234,2013-07-16,4918
1235,2022-11-27,88012
1236,2012-01-31,72397
1237,2022-11-24,18746
1238,2020-10-28,17346
1239,2020-04-25,87344
1240,2022-03-30,40946
1241,2003-03-10,19722
1242,2011-09-01,40747
1243,2006-06-01,90501
1244,2014-05-04,86424
1245,2019-01-18,23100
1246,2021-04-14,43646
1247,2021-11-13,86613
1248,2021-05-04,8321
1249,2022-05-02,9689
1250,2010-07-07,66757
1251,2022-10-31,13574
1252,2005-09-01,43535
1253,2014-02-07,66365
1254,2015-04-19,31985
1255,2020-04-17,61633
1256,2008-07-16,24095
1257,2002-09-27,33869
1258,2009-03-27,53435
1259,2008-12-13,27432
1260,2017-11-21,8677
1261,2020-10-28,7923
1262,2014-10-01,44970
1263,2020-06-25,85429
1264,2021-12-25,77341
1265,2003-01-23,81645
1266,2021-11-21,56102
1267,2017-12-21,47566
1268,2012-06-21,46082
1269,2008-09-12,68708
1270,2018-12-23,54879
1271,2023-01-30,21485
1272,2024-10-31,8718
1273,2020-09-29,59950
1274,2024-09-04,4160
1275,2020-07-03,46323
1276,2023-09-03,45567
1277,2024-10-13,10656
1278,2015-04-04,52907
1279,2019-10-27,29386
1280,2014-03-25,37513
1281,2014-03-11,4365
1282,2018-10-31,12774
1283,2002-07-31,17135
1284,2021-11-27,18308
1285,2024-10-19,27467
1286,2019-12-20,84022
1287,2024-11-21,98095
1288,2019-07-10,24292
1289,2024-07-21,57074
1290,2021-12-08,65361
1291,2009-03-22,76335
1292,2024-12-07,46072
1293,2020-11-22,62487
1294,2023-03-21,22379
1295,2018-06-16,53081
1296,2018-12-18,19289
1297,2006-09-25,21905
1298,2018-11-19,2345
1299,2022-11-08,55885
1300,2017-10-17,3942
1301,2020-04-01,96375
1302,2014-04-20,56354
1303,2021-05-01,73181
1304,2024-12-09,49762
1305,2013-06-14,63862
1306,2016-04-22,19013
1307,2017-09-26,61613
1308,2024-11-11,80446
1309,2012-05-25,35440
1310,2013-04-09,40988
1311,2022-03-13,23491
1312,2010-02-03,35053
1313,2018-05-01,1915
1314,2007-03-23,2095
1315,2020-07-08,14556
1316,2019-01-14,12746
1317,2016-12-09,38741
1318,2019-12-01,99459
1319,2023-03-18,2969
1320,2007-10-05,94701
1321,2009-03-05,25251
1322,2007-05-08,93135
1323,2016-11-19,67586
1324,2012-09-23,21807
1325,2018-07-25,18533
1326,2024-04-29,14551
1327,2008-05-18,33932
1328,2011-03-08,69791
1329,2017-11-02,48502
1330,2011-08-26,52821
1331,2020-12-10,52694
1332,2020-11-08,37559
1333,2015-03-16,26451
1334,2013-11-02,32688
1335,2022-04-05,91976
1336,2024-06-03,25491
1337,2017-10-30,47790
1338,2023-12-12,82729
1339,2014-03-10,5059
1340,2012-01-25,90275
1341,2023-12-13,64485
1342,2019-10-14,89737
1343,2008-08-01,88387
1344,2014-11-03,10362
1345,2012-03-25,46425
1346,2024-11-10,1050
1347,2013-11-11,5201
1348,2016-10-26,54900
1349,2021-09-17,51829
1350,2001-09-11,96898
1351,2014-11-08,1642
1352,2017-04-23,52596
1353,2017-11-16,22851
1354,2020-01-11,68123
1355,2024-10-29,82118
1356,2022-12-04,25164
1357,2020-05-18,17753
1358,2010-12-10,64542
1359,2011-04-30,78459
1360,2007-04-02,98723
1361,2006-08-03,18174
1362,2016-11-24,96728
1363,2017-10-08,34742
1364,2002-04-14,90510
1365,2017-12-18,1426
1366,2011-04-20,22388
1367,2019-03-27,49521
1368,2015-01-02,75513
1369,2024-11-15,23388
1370,2020-04-10,75474
1371,2000-04-20,13162
1372,2015-10-21,33810
1373,2005-07-17,31591
1374,2023-01-14,7478
1375,2020-01-14,49202
1376,2012-02-04,65973
1377,2014-03-17,88674
1378,2024-05-07,71049
1379,2020-03-24,54060
1380,2001-10-19,25696
1381,2020-11-08,46716
1382,2023-10-17,66597
1383,2021-07-17,63574
1384,2007-02-28,43032
1385,2023-11-17,90590
1386,2017-07-12,9264
1387,2024-10-07,73429
1388,2017-09-06,85672
1389,2005-06-30,20753
1390,2018-07-17,14693
1391,2019-12-20,1393
1392,2020-06-16,51223
1393,2022-03-25,50497
1394,2018-01-30,1669
1395,2024-04-26,90183
1396,2023-05-16,48918
1397,2002-08-28,61866
1398,2008-09-24,58063
1399,2020-04-18,85472
1400,2007-10-24,99724
1401,2014-04-06,13436
1402,2016-11-29,69685
1403,2017-04-30,45851
1404,2024-04-30,20346
1405,2024-11-21,66279
1406,2023-09-08,18293
1407,2021-10-10,99606
1408,2003-03-03,47123
1409,2010-01-15,46188
1410,2019-06-02,2195
1411,2007-08-25,14564
1412,2023-11-11,46402
1413,2013-04-09,24488
1414,2021-07-30,69936
1415,2001-10-09,24247
1416,2020-11-09,53983
1417,2018-03-25,27578
1418,2018-06-10,98054
1419,2015-03-10,63565
1420,2022-01-30,75823
1421,2012-04-09,73080
1422,2019-12-25,14785
1423,2022-11-09,52014
1424,2012-01-24,16103
1425,2004-12-24,89556
1426,2025-01-09,65166
1427,2022-11-04,54459
1428,2013-06-10,90596
1429,2022-05-10,56263
1430,2024-01-29,15747
1431,2016-05-03,88722
1432,2005-05-16,95433
1433,2016-11-11,18263
1434,2008-11-04,55269
1435,2024-01-12,46122
1436,2022-12-12,37641
1437,2023-03-02,9625
1438,2023-10-13,35670
1439,2016-04-30,62772
1440,2020-07-15,99958
1441,2010-05-06,32003
1442,2024-10-29,74187
1443,2002-04-15,56200
1444,2015-04-01,26809
1445,2024-03-28,13432
1446,2024-06-20,93963
1447,2017-08-28,81138
1448,2019-03-16,26378
1449,2021-12-13,27620
1450,2024-11-20,97407
1451,2018-07-13,37001
1452,2017-09-04,30613
1453,2022-03-06,65377
1454,2021-07-19,96794
1455,2015-05-03,28563
1456,2000-06-04,83450
1457,2020-04-08,94852
1458,2013-08-30,74511
1459,2007-03-10,46460
1460,2005-01-05,50701
1461,2021-05-08,46643
1462,2013-07-26,32261
1463,2010-05-03,92181
1464,2018-05-15,22646
1465,2015-10-03,3044
1466,2024-06-15,86078
1467,2013-04-25,33955
1468,2021-02-19,17007
1469,2017-07-06,30096
1470,2023-04-07,69995
1471,2001-09-23,70270
1472,2008-05-24,91487
1473,2008-07-08,8353
1474,2024-12-22,3685
1475,2023-07-09,11327
1476,2024-12-11,79037
1477,2006-10-26,18286
1478,2023-11-23,61088
1479,2012-11-27,44991
1480,2020-05-20,71511
1481,2020-12-06,53586
1482,2023-07-09,93906
1483,2005-09-23,48561
1484,2024-11-02,38874
1485,2005-04-22,67733
1486,2023-05-13,62884
1487,2008-04-02,38440
1488,2023-05-08,87407
1489,2014-04-22,35009
1490,2015-08-10,795
1491,2013-10-10,37493
1492,2022-11-29,46611
1493,2009-06-20,50300
1494,2020-10-25,5853
1495,2019-08-27,17083
1496,2006-11-06,99149
1497,2020-03-23,1619
1498,2014-11-30,90283
1499,2001-01-11,63372
1500,2024-10-27,49811
1501,2013-09-17,48860
1502,2013-05-14,85994
1503,2008-02-16,87689
1504,2022-06-26,96051
1505,2014-02-13,57877
1506,2010-03-18,72291
1507,2006-04-11,41403
1508,2020-04-18,36973
1509,2022-03-18,26503
1510,2017-12-09,73037
1511,2004-11-29,99755
1512,2013-12-22,34961
1513,2004-11-14,58537
1514,2008-01-28,58197
1515,2016-04-12,9256
1516,2018-02-08,92446
1517,2021-05-10,71049
1518,2023-11-27,96577
1519,2018-10-04,71244
1520,2023-05-15,83843
1521,2021-07-30,93163
1522,2016-05-08,34594
1523,2024-05-07,67854
1524,2012-04-26,9256
1525,2010-09-11,69054
1526,2007-04-01,59168
1527,2014-10-16,74174
1528,2019-12-02,58877
1529,2012-10-30,75336
1530,2010-05-20,38753
1531,2003-08-29,44894
1532,2012-07-03,4897
1533,2021-07-24,872
1534,2004-02-16,63722
1535,2021-04-24,75198
1536,2023-12-15,8879
1537,2019-03-19,74051
1538,2023-10-29,37341
1539,2014-07-26,35042
1540,2019-04-14,9197
1541,2023-10-03,84543
1542,2007-06-09,89377
1543,2023-11-25,73157
1544,2004-07-09,68584
1545,2009-04-30,62635
1546,2012-12-09,30134
1547,2022-12-07,36404
1548,2004-09-10,71308
1549,2016-09-04,90472
1550,2011-08-15,53583
1551,2021-02-24,2396
1552,2017-10-03,54226
1553,2022-08-17,18325
1554,2016-11-01,4139
1555,2015-04-05,22662
1556,2023-05-16,91370
1557,2021-10-12,2469
1558,2010-10-08,26462
1559,2013-06-28,78264
1560,2019-12-09,51958
1561,2005-11-18,83808
1562,2001-08-12,88670
1563,2020-10-14,70227
1564,2016-04-17,99747
1565,2019-10-24,92800
1566,2012-07-05,93646
1567,2016-08-22,46359
1568,2010-10-09,53444
1569,2018-10-13,13016
1570,2019-10-05,62537
1571,2017-03-27,12992
1572,2024-03-08,83608
1573,2017-11-08,90794
1574,2022-05-09,14395
1575,2023-10-18,85489
1576,2014-10-27,87222
1577,2023-10-31,99775
1578,2020-08-15,34869
1579,2017-11-19,36251
1580,2021-11-13,29610
1581,2002-06-29,79461
1582,2020-12-08,19369
1583,2018-07-13,48603
1584,2013-07-18,53928
1585,2021-01-05,25345
1586,2024-12-16,44063
1587,2009-10-12,55691
1588,2013-04-23,78532
1589,2022-04-19,56317
1590,2013-09-03,25655
1591,2011-11-30,4619
1592,2024-11-18,17407
1593,2022-11-29,28299
1594,2011-12-29,34639
1595,2023-04-09,78779
1596,2019-11-30,43130
1597,2023-06-27,72425
1598,2010-10-11,72523
1599,2008-01-24,76282
1600,2012-12-15,67076
1601,2017-02-07,94925
1602,2012-07-18,28535
1603,2015-03-06,91141
1604,2020-06-29,96679
1605,2019-08-20,93739
1606,2010-03-03,97240
1607,2024-03-30,51611
1608,2021-04-22,81278
1609,2021-01-06,41470
1610,2007-12-05,70481
1611,2010-10-23,11009
1612,2014-12-25,39091
1613,2017-05-10,80325
1614,2013-05-01,12758
1615,2008-02-29,70519
1616,2019-06-04,13702
1617,2006-09-04,54577
1618,2020-12-11,23025
1619,2007-12-07,69932
1620,2010-04-09,51735
1621,2016-11-28,63772
1622,2014-07-20,69946
1623,2007-02-15,80715
1624,2011-05-09,49022
1625,2011-03-28,13151
1626,2018-10-21,69777
1627,2014-05-19,80721
1628,2013-03-08,66038
1629,2016-03-27,3158
1630,2022-11-04,45274
1631,2019-11-24,3098
1632,2010-12-13,74496
1633,2008-07-14,71227
1634,2008-04-22,19214
1635,2013-10-26,37521
1636,2015-04-13,96966
1637,2011-05-14,55422
1638,2019-02-23,41621
1639,2011-03-30,50518
1640,2016-10-29,21160
1641,2019-11-15,19423
1642,2019-10-24,41305
1643,2013-11-05,82287
1644,2004-01-28,89266
1645,2021-11-22,15880
1646,2014-11-29,18185
1647,2023-03-08,46932
1648,2008-10-28,44410
1649,2005-07-16,85748
1650,2024-11-30,82893
1651,2012-03-30,40245
1652,2023-04-24,56941
1653,2014-01-30,22422
1654,2023-04-17,83046
1655,2004-03-14,6817
1656,2006-07-10,9344
1657,2016-04-09,86436
1658,2015-04-19,58670
1659,2015-11-24,32065
1660,2020-11-26,40934
1661,2003-11-07,52435
1662,2015-05-12,98492
1663,2018-09-08,22369
1664,2022-05-16,9775
1665,2004-04-19,18875
1666,2008-01-23,55792
1667,2004-07-13,24506
1668,2016-04-08,88316
1669,2018-09-02,93964
1670,2024-12-04,95153
1671,2021-03-02,63821
1672,2018-01-22,14187
1673,2024-09-02,66554
1674,2016-05-22,92718
1675,2024-05-18,31401
1676,2021-11-23,49638
1677,2019-03-29,89598
1678,2017-06-06,73738
1679,2015-08-18,78836
1680,2019-10-11,14338
1681,2005-03-18,52820
1682,2015-04-09,41382
1683,2019-10-24,9212
1684,2020-10-20,76232
1685,2017-05-15,83293
1686,2022-06-11,86005
1687,2011-02-02,59077
1688,2017-09-22,87129
1689,2014-04-08,29052
1690,2004-02-13,31874
1691,2003-05-15,6708
1692,2000-01-06,78272
1693,2017-11-13,36186
1694,2024-03-15,95338
1695,2024-08-31,30069
1696,2019-03-12,36616
1697,2022-11-03,65668
1698,2005-08-26,70392
1699,2017-11-09,94965
1700,2022-05-25,10635
1701,2018-01-15,94262
1702,2019-11-13,13526
1703,2022-10-04,48471
1704,2023-05-04,39909
1705,2011-11-04,44595
1706,2014-04-06,68020
1707,2021-11-05,58560
1708,2012-03-21,90156
1709,2005-06-06,14611
1710,2018-08-23,2753
1711,2024-11-18,66276
1712,2002-04-15,63069
1713,2019-02-26,17220
1714,2004-06-06,59139
1715,2016-02-29,70624
1716,2020-11-29,54608
1717,2017-02-09,79724
1718,2024-04-08,23081
1719,2016-01-18,53410
1720,2010-04-06,20083
1721,2007-11-22,75244
1722,2024-07-15,42445
1723,2015-11-04,74484
1724,2024-02-28,52662
1725,2019-02-16,37943
1726,2016-10-29,60622
1727,2001-04-30,76591
1728,2019-03-15,65233
1729,2022-11-22,50604
1730,2023-09-03,19917
1731,2016-11-07,21955
1732,2011-12-18,92524
1733,2023-08-03,87027
1734,2019-04-07,53311
1735,2015-06-10,56919
1736,2015-04-09,75843
1737,2022-07-17,38987
1738,2012-04-15,52863
1739,2005-10-16,39945
1740,2021-06-07,2608
1741,2012-10-30,31480
1742,2022-03-10,44869
1743,2018-03-20,66260
1744,2018-03-05,72325
1745,2009-03-21,67664
1746,2009-03-25,39932
1747,2013-05-12,54118
1748,2017-02-18,58105
1749,2007-12-26,74065
1750,2017-05-06,3229
1751,2021-04-24,19174
1752,2012-10-13,20834
1753,2021-11-01,57943
1754,2019-08-16,5165
1755,2013-12-08,68627
1756,2010-12-01,41344
1757,2018-04-21,45212
1758,2021-11-15,33781
1759,2024-10-09,27695
1760,2021-06-14,53369
1761,2013-11-21,79051
1762,2013-12-07,73043
1763,2007-10-05,76709
1764,2017-11-27,7557
1765,2012-02-10,23083
1766,2020-03-20,11833
1767,2022-06-12,10353
1768,2024-08-22,38642
1769,2019-11-16,35169
1770,2013-11-12,1647
1771,2008-04-29,4259
1772,2022-07-31,41267
1773,2021-03-31,23659
1774,2023-10-03,65260
1775,2019-09-23,96090
1776,2024-04-07,60488
1777,2023-03-18,59751
1778,2014-04-07,3580
1779,2020-05-18,24142
1780,2010-11-20,67003
1781,2021-04-06,15900
1782,2002-02-15,64449
1783,2023-02-17,22423
1784,2014-10-11,86846
1785,2007-12-20,9658
1786,2024-04-05,23981
1787,2009-12-29,27029
1788,2013-05-17,25910
1789,2015-11-20,46333
1790,2018-12-12,24796
1791,2008-12-17,17761
1792,2017-01-23,34977
1793,2016-12-28,72994
1794,2012-11-18,18899
1795,2020-03-14,66651
1796,2004-09-28,34199
1797,2024-11-01,59139
1798,2021-01-12,11593
1799,2022-10-16,35921
1800,2020-10-02,55887
1801,2009-05-20,82511
1802,2017-04-13,24383
1803,2013-04-09,36559
1804,2012-05-08,85939
1805,2018-06-06,53265
1806,2013-11-23,79958
1807,2021-06-24,49361
1808,2018-11-21,24804
1809,2010-11-01,37432
1810,2011-07-14,35233
1811,2022-12-07,24823
1812,2015-11-05,63400
1813,2019-03-27,92434
1814,2002-07-16,82392
1815,2011-11-28,45090
1816,2013-06-22,84281
1817,2009-03-28,10333
1818,2011-09-22,3068
1819,2018-11-30,91535
1820,2017-07-11,59083
1821,2023-03-30,59696
1822,2013-08-26,20888
1823,2019-11-22,60940
1824,2019-07-01,9169
1825,2001-05-19,39591
1826,2020-03-28,25177
1827,2013-12-11,84333
1828,2023-10-06,82932
1829,2022-05-20,3897
1830,2003-03-29,93024
1831,2003-11-27,11237
1832,2010-05-01,31636
1833,2009-04-27,33039
1834,2019-10-29,79338
1835,2021-05-07,90389
1836,2014-04-11,31956
1837,2023-11-23,3206
1838,2023-04-03,63350
1839,2007-05-14,33768
1840,2024-07-10,64320
1841,2003-10-19,47861
1842,2020-10-10,78470
1843,2024-12-07,14349
1844,2020-04-07,63879
1845,2021-12-02,60520
1846,2018-12-17,99810
1847,2020-11-18,57181
1848,2017-03-24,18282
1849,2022-05-14,17189
1850,2021-03-13,51224
1851,2020-04-22,31371
1852,2004-10-01,13786
1853,2021-05-11,79158
1854,2023-03-12,69965
1855,2000-02-23,14506
1856,2022-04-09,58138
1857,2021-08-04,85371
1858,2013-09-11,85598
1859,2008-11-21,53479
1860,2015-10-31,48633
1861,2021-05-14,71235
1862,2019-02-23,66162
1863,2011-11-17,17496
1864,2019-11-23,58080
1865,2008-08-22,75737
1866,2023-03-21,84565
1867,2022-04-24,551
1868,2021-10-22,33423
1869,2013-10-13,90428
1870,2023-04-02,92555
1871,2022-12-06,72615
1872,2012-05-16,24401
1873,2003-04-11,25039
1874,2010-04-22,47712
1875,2013-11-30,60711
1876,2017-05-22,56680
1877,2024-05-04,60875
1878,2013-09-02,66871
1879,2023-12-03,48115
1880,2021-11-21,17727
1881,2005-05-07,57679
1882,2017-02-15,97563
1883,2016-11-25,29126
1884,2001-11-21,53669
1885,2009-03-22,81257
1886,2002-06-27,61788
1887,2018-11-01,65911
1888,2017-10-21,57066
1889,2016-12-04,48463
1890,2023-02-10,14663
1891,2007-06-13,65065
1892,2023-11-02,6095
1893,2016-04-25,1833
1894,2007-11-09,19309
1895,2015-02-03,37433
1896,2020-09-09,95429
1897,2005-01-30,76228
1898,2017-02-23,28088
1899,2023-05-06,29721
1900,2006-12-20,17840
1901,2014-04-09,70477
1902,2018-04-19,62361
1903,2024-05-11,14056
1904,2013-06-19,42132
1905,2016-06-19,4962
1906,2007-05-04,41662
1907,2003-12-12,80575
1908,2001-11-10,94117
1909,2015-11-11,59252
1910,2023-11-18,53659
1911,2001-06-04,50252
1912,2014-05-03,18523
1913,2023-04-20,54801
1914,2010-03-16,22626
1915,2014-02-02,89660
1916,2011-07-05,56797
1917,2011-07-13,45693
1918,2016-06-15,79250
1919,2016-12-10,96722
1920,2002-11-29,69692
1921,2023-12-09,70
1922,2018-09-09,17012
1923,2004-06-16,21568
1924,2020-03-08,72649
1925,2022-04-14,22104
1926,2019-07-25,87216
1927,2014-12-09,62798
1928,2010-09-01,48814
1929,2009-04-11,1760
1930,2013-04-19,37646
1931,2022-08-03,93943
1932,2019-05-18,44423
1933,2003-03-09,80
1934,2022-04-19,87556
1935,2000-09-16,8421
1936,2001-08-30,5989
1937,2016-11-10,66430
1938,2016-06-13,12259
1939,2024-03-21,54179
1940,2023-07-08,61025
1941,2019-03-18,7675
1942,2023-03-10,9384
1943,2011-10-11,25093
1944,2008-10-06,70026
1945,2016-08-06,54673
1946,2015-04-09,84755
1947,2011-12-21,79848
1948,2015-11-29,93802
1949,2018-09-05,54022
1950,2015-10-20,70403
1951,2019-07-01,73102
1952,2021-05-21,39614
1953,2017-02-27,67629
1954,2004-03-31,56727
1955,2020-04-01,10918
1956,2020-03-31,82063
1957,2002-11-27,89100
1958,2017-04-07,33748
1959,2012-02-05,62307
1960,2023-10-27,80013
1961,2013-03-07,47719
1962,2011-10-02,57427
1963,2010-06-19,36249
1964,2019-11-02,82116
1965,2001-06-28,98063
1966,2021-11-17,6304
1967,2015-12-25,34415
1968,2023-11-07,80798
1969,2023-11-02,46958
1970,2001-03-10,33455
1971,2023-01-18,8777
1972,2014-08-23,47423
1973,2024-04-01,94856
1974,2010-11-16,86277
1975,2024-11-10,52878
1976,2017-12-07,1615
1977,2019-10-20,70488
1978,2014-12-06,57199
1979,2019-11-01,2160
1980,2009-11-07,81762
1981,2024-11-25,15766
1982,2000-02-13,70328
1983,2004-03-09,13947
1984,2016-12-22,58952
1985,2017-09-27,98145
1986,2022-08-30,23883
1987,2023-01-31,71410
1988,2007-02-20,80175
1989,2022-05-24,68093
1990,2013-12-05,96144
1991,2017-03-28,91073
1992,2003-08-18,74770
1993,2016-11-25,83895
1994,2015-04-21,88471
1995,2024-11-04,10544
1996,2018-12-07,58196
1997,2023-04-24,28980
1998,2021-04-28,44588
1999,2006-07-10,96650
2000,2003-03-04,76706
2001,2009-04-06,49690
2002,2015-03-01,79974
2003,2001-01-07,8468
2004,2018-03-20,91681
2005,2014-04-21,72064
2006,2024-11-25,88682
2007,2017-02-24,96911
2008,2023-12-02,73798
2009,2011-10-13,11648
2010,2016-03-03,57237
2011,2011-04-25,5612
2012,2015-06-01,39976
2013,2024-07-04,72321
2014,2011-11-05,62345
2015,2018-01-08,82836
2016,2013-01-19,10598
2017,2022-11-07,23024
2018,2016-09-10,26342
2019,2024-06-23,26480
2020,2015-03-18,93942
2021,2007-08-01,69179
2022,2018-09-25,49354
2023,2023-10-23,36459
2024,2013-06-14,87859
2025,2015-11-27,43634
2026,2019-05-03,96726
2027,2006-06-25,51960
2028,2024-04-14,56633
2029,2004-12-07,79290
2030,2008-04-02,84917
2031,2014-01-27,74369
2032,2004-03-14,25644
2033,2016-05-14,2850
2034,2007-08-05,4273
2035,2018-11-17,20808
2036,2004-07-04,60518
2037,2009-10-12,79677
2038,2013-11-06,28019
2039,2011-10-31,5156
2040,2009-11-12,23906
2041,2022-11-01,10584
2042,2021-03-06,38708
2043,2003-04-07,5117
2044,2024-04-26,55327
2045,2022-05-31,10256
2046,2024-03-23,80865
2047,2017-10-27,19836
2048,2019-11-06,82352
2049,2017-04-20,70441
2050,2018-06-24,90203
2051,2007-08-23,8602
2052,2021-04-14,28798
2053,2010-02-04,83678
2054,2023-11-23,56001
2055,2014-01-24,63637
2056,2019-10-26,76350
2057,2020-05-17,6323
2058,2021-11-04,65456
2059,2011-11-05,79235
2060,2017-10-29,61327
2061,2010-07-23,29512
2062,2006-06-02,51951
2063,2021-06-08,66515
2064,2008-01-10,56312
2065,2020-03-02,17178
2066,2006-07-19,79384
2067,2013-04-04,65899
2068,2013-05-13,22182
2069,2010-01-23,4287
2070,2018-07-20,39847
2071,2017-06-04,69397
2072,2019-06-07,80601
2073,2013-03-31,73280
2074,2022-04-07,76169
2075,2023-04-22,71637
2076,2024-12-09,13844
2077,2020-10-01,69515
2078,2006-05-21,81251
2079,2024-12-05,23967
2080,2019-05-15,53989
2081,2005-12-22,24618
2082,2024-12-25,47161
2083,2023-07-20,8976
2084,2023-11-30,60816
2085,2017-11-09,10227
2086,2019-04-12,71914
2087,2000-06-15,4295
2088,2001-10-20,67006
2089,2004-06-04,81698
2090,2007-06-04,5591
2091,2002-06-07,541
2092,2000-11-26,76682
2093,2019-05-29,69177
2094,2024-06-22,50818
2095,2002-06-13,4495
2096,2022-04-18,60467
2097,2004-11-20,85657
2098,2022-12-16,12662
2099,2018-05-03,27038
2100,2009-09-10,21890
2101,2003-12-04,553
2102,2021-07-19,23573
2103,2006-10-28,14540
2104,2005-08-27,94998
2105,2018-04-10,59728
2106,2001-05-09,46335
2107,2022-03-31,13936
2108,2017-08-17,2323
2109,2014-05-06,27299
2110,2021-11-10,597
2111,2011-02-15,80882
2112,2009-05-02,11
2113,2022-05-30,26301
2114,2007-05-09,78269
2115,2016-04-26,19004
2116,2016-10-20,90330
2117,2023-06-24,98408
2118,2016-05-19,83738
2119,2004-02-06,18128
2120,2021-03-26,29321
2121,2022-01-28,21608
2122,2018-01-24,45449
2123,2017-07-15,29436
2124,2020-07-23,53676
2125,2014-09-25,72973
2126,2019-04-14,96362
2127,2022-10-07,9577
2128,2019-12-26,69462
2129,2021-03-20,39401
2130,2011-07-02,31427
2131,2017-03-13,1670
2132,2018-11-21,53685
2133,2005-10-20,28795
2134,2018-05-31,88652
2135,2010-03-27,91916
2136,2024-09-28,8057
2137,2017-12-02,94684
2138,2010-02-07,67397
2139,2020-05-03,23928
2140,2013-04-09,51532
2141,2013-10-31,63678
2142,2020-12-06,123
2143,2014-08-26,44252
2144,2022-04-09,36706
2145,2004-11-24,90688
2146,2011-10-29,79486
2147,2023-10-16,77435
2148,2015-05-28,83522
2149,2023-02-26,57812
2150,2020-03-19,34804
2151,2011-11-27,25965
2152,2011-04-18,60525
2153,2008-05-31,77881
2154,2003-07-15,17261
2155,2011-02-22,17142
2156,2005-12-14,22141
2157,2005-12-20,97106
2158,2012-12-10,21143
2159,2006-08-28,68552
2160,2024-09-21,13352
2161,2017-10-22,6662
2162,2022-07-27,77827
2163,2020-10-25,17312
2164,2008-12-25,75316
2165,2024-11-05,44256
2166,2023-10-01,45552
2167,2024-07-16,80909
2168,2001-08-13,49930
2169,2014-10-01,77970
2170,2017-11-06,66232
2171,2010-10-26,88494
2172,2012-11-13,2555
2173,2008-04-23,27388
2174,2018-02-05,20717
2175,2007-12-17,63278
2176,2023-10-25,93902
2177,2003-04-21,49803
2178,2018-11-08,92966
2179,2019-10-25,27755
2180,2024-10-24,18889
2181,2018-12-06,60470
2182,2005-08-04,97134
2183,2022-05-10,14595
2184,2023-11-12,58769
2185,2022-04-21,85366
2186,2015-11-13,24169
2187,2018-01-01,51565
2188,2011-10-24,17266
2189,2005-03-17,49337
2190,2024-02-22,9257
2191,2022-07-16,94332
2192,2015-06-24,4116
2193,2022-03-26,72097
2194,2009-10-27,20321
2195,2024-05-10,7837
2196,2015-12-05,99206
2197,2014-08-26,79578
2198,2024-03-26,96639
2199,2016-02-28,78800
2200,2017-12-07,55385
2201,2020-03-22,59494
2202,2020-09-11,95394
2203,2020-04-09,45129
2204,2000-11-03,16984
2205,2024-05-18,16503
2206,2011-01-01,51617
2207,2011-07-30,89605
2208,2024-01-11,6584
2209,2022-04-07,50861
2210,2018-04-01,90133
2211,2016-10-18,87122
2212,2020-11-08,61968
2213,2020-03-28,65912
2214,2011-04-01,12149
2215,2024-11-12,14868
2216,2011-12-13,64289
2217,2004-09-30,22218
2218,2022-04-17,58374
2219,2020-11-11,47419
2220,2019-08-28,93211
2221,2015-03-20,24815
2222,2019-01-29,86678
2223,2008-03-27,17505
2224,2001-08-17,81307
2225,2022-04-16,77054
2226,2001-09-20,77458
2227,2022-03-28,74407
