IdC,type_aliment,nom,allergene
1197,Herbe,Thym sauvage #438,"Gluten, Céleri, Sulfites"
1198,Viande,Agneau rôti #603,"Sulfites, Moutarde"
1199,Fruit,Pomme sauvage #682,"Arachides, Fruits à coque, Sulfites"
1200,Herbe,Romarin #838,"Sulfites, Céleri, Gluten"
1201,Poisson,Carpe dorée #565,"Poisson, Céleri, Moutarde"
1202,Herbe,Thym sauvage #656,"Sulfites, Gluten"
1203,Fruit,Verjus #807,Fruits à coque
1204,Épice,Épices orientales #144,Aucun
1205,Herbe,Romarin #870,"Céleri, Sulfites"
1206,Légume,Navet confit #421,"Gluten, Sulfites, Lupin"
1207,Légumineuse,Lentilles du Puy #800,Arachides
1208,Produit laitier,Fromage affiné #510,Aucun
1209,Céréale,Épeautre #906,Gluten
1210,Légume,Navet confit #929,"Céleri, Lupin, Gluten"
1211,Céréale,Épeautre #61,Aucun
1212,Herbe,Romarin #787,"Gluten, Sulfites, Céleri"
1213,Légume,Navet confit #565,Soja
1214,Fruit,Pomme sauvage #808,"Soja, Arachides, Sulfites"
1215,Herbe,Romarin #745,"Gluten, Céleri, Sulfites"
1216,Fruit,Verjus #120,"Sulfites, Arachides"
1217,Viande,Venaison #169,"Gluten, Oeufs"
1218,Poisson,Carpe dorée #251,Aucun
1219,Herbe,Romarin #186,"Sulfites, Céleri"
1220,Légumineuse,Lentilles du Puy #89,"Céleri, Lupin, Gluten"
1221,Céréale,Épeautre #692,Aucun
1222,Légumineuse,Lentilles du Puy #151,Aucun
1223,Épice,Épices orientales #780,"Moutarde, Gluten, Céleri"
1224,Fruit,Verjus #555,"Fruits à coque, Arachides, Soja"
1225,Fruit,Verjus #489,"Arachides, Fruits à coque, Soja"
1226,Épice,Poivre long #945,Céleri
1227,Légumineuse,Lentilles du Puy #189,Soja
1228,Herbe,Romarin #889,"Céleri, Sulfites"
1229,Légumineuse,Lentilles du Puy #230,Aucun
1230,Poisson,Brochet en gelée #836,"Céleri, Gluten, Moutarde"
1231,Viande,Agneau rôti #853,"Oeufs, Sulfites, Moutarde"
1232,Légume,Navet confit #947,"Céleri, Lupin, Moutarde"
1233,Légumineuse,Lentilles du Puy #469,"Soja, Sulfites"
1234,Champignon,Truffe noire #530,"Sulfites, Céleri, Gluten"
1235,Légume,Navet confit #827,"Lupin, Soja, Sulfites"
1236,Épice,Épices orientales #280,Aucun
1237,Épice,Poivre long #939,Aucun
1238,Légumineuse,Lentilles du Puy #866,Céleri
1239,Herbe,Romarin #819,Gluten
1240,Légume,Navet confit #66,"Soja, Céleri, Sulfites"
1241,Viande,Venaison #122,Aucun
1242,Produit laitier,Fromage affiné #743,Aucun
1243,Herbe,Thym sauvage #721,Aucun
1244,Épice,Poivre long #898,Moutarde
1245,Herbe,Romarin #255,Aucun
1246,Fruit,Verjus #824,"Sulfites, Fruits à coque, Arachides"
1247,Produit laitier,Fromage affiné #726,"Gluten, Oeufs"
1248,Viande,Agneau rôti #387,Aucun
1249,Épice,Épices orientales #79,Sésame
1250,Épice,Poivre long #883,Aucun
1251,Légumineuse,Lentilles du Puy #345,"Sulfites, Arachides, Céleri"
1252,Légumineuse,Lentilles du Puy #704,"Gluten, Sulfites, Lupin"
1253,Viande,Mouton braisé #891,"Gluten, Oeufs, Céleri"
1254,Viande,Venaison #632,Aucun
1255,Légume,Navet confit #215,"Lupin, Céleri"
1256,Céréale,Épeautre #147,"Fruits à coque, Arachides"
1257,Viande,Venaison #857,Aucun
1258,Légume,Navet confit #215,"Sulfites, Soja"
1259,Céréale,Épeautre #614,Aucun
1260,Épice,Safran #630,"Gluten, Moutarde"
1261,Viande,Agneau rôti #671,Aucun
1262,Poisson,Carpe dorée #501,"Moutarde, Gluten"
1263,Céréale,Épeautre #744,"Soja, Fruits à coque, Gluten"
1264,Légume,Chou frisé #224,Gluten
1265,Légumineuse,Lentilles du Puy #923,Aucun
1266,Légume,Chou frisé #242,"Moutarde, Soja"
1267,Épice,Poivre long #797,Sulfites
1268,Épice,Épices orientales #715,"Sésame, Gluten"
1269,Champignon,Truffe noire #511,"Gluten, Céleri, Sulfites"
1270,Épice,Épices orientales #720,"Sulfites, Sésame, Moutarde"
1271,Herbe,Romarin #735,Sulfites
1272,Légumineuse,Lentilles du Puy #13,"Soja, Céleri"
1273,Viande,Mouton braisé #213,"Moutarde, Gluten"
1274,Légumineuse,Lentilles du Puy #47,Soja
1275,Poisson,Carpe dorée #782,Aucun
1276,Fruit,Pomme sauvage #167,"Fruits à coque, Sulfites"
1277,Légume,Navet confit #474,Aucun
1278,Légumineuse,Lentilles du Puy #469,Aucun
1279,Légume,Navet confit #556,"Lupin, Céleri"
1280,Herbe,Romarin #335,Gluten
1281,Herbe,Romarin #148,Sulfites
1282,Légume,Navet confit #819,Aucun
1283,Épice,Safran #716,"Gluten, Sulfites, Moutarde"
1284,Herbe,Thym sauvage #940,Gluten
1285,Céréale,Épeautre #281,"Soja, Fruits à coque"
1286,Légumineuse,Lentilles du Puy #957,Aucun
1287,Viande,Agneau rôti #476,Gluten
1288,Champignon,Truffe noire #705,Gluten
1289,Légumineuse,Lentilles du Puy #438,"Sulfites, Soja, Lupin"
1290,Légume,Navet confit #807,"Moutarde, Gluten, Céleri"
1291,Légume,Chou frisé #879,Sulfites
1292,Légume,Navet confit #674,Sulfites
1293,Légumineuse,Lentilles du Puy #723,Aucun
1294,Céréale,Épeautre #237,"Soja, Lupin, Gluten"
1295,Légume,Chou frisé #441,"Céleri, Gluten, Soja"
1296,Viande,Venaison #773,"Moutarde, Gluten, Sulfites"
1297,Céréale,Épeautre #954,"Arachides, Lupin"
1298,Poisson,Carpe dorée #626,Aucun
1299,Légumineuse,Lentilles du Puy #485,"Lupin, Soja, Arachides"
1300,Légumineuse,Lentilles du Puy #856,"Lupin, Gluten"
1301,Herbe,Romarin #206,Gluten
1302,Herbe,Thym sauvage #254,Sulfites
1303,Épice,Poivre long #44,"Céleri, Sulfites, Moutarde"
1304,Champignon,Truffe noire #992,"Sulfites, Gluten"
1305,Légume,Chou frisé #60,Lupin
1306,Céréale,Épeautre #379,"Arachides, Lupin, Gluten"
1307,Céréale,Épeautre #938,Fruits à coque
1308,Céréale,Épeautre #291,Fruits à coque
1309,Herbe,Romarin #806,Aucun
1310,Légume,Chou frisé #63,"Céleri, Gluten, Sulfites"
1311,Épice,Épices orientales #941,Gluten
1312,Viande,Agneau rôti #206,Aucun
1313,Épice,Épices orientales #513,"Moutarde, Gluten"
1314,Herbe,Romarin #293,Aucun
1315,Herbe,Thym sauvage #906,"Gluten, Céleri, Sulfites"
1316,Légume,Navet confit #985,Aucun
1317,Céréale,Épeautre #47,Aucun
1318,Céréale,Épeautre #656,"Soja, Arachides"
1319,Viande,Canard fumé #860,Sulfites
1320,Viande,Mouton braisé #520,Aucun
1321,Herbe,Thym sauvage #796,"Gluten, Céleri, Sulfites"
1322,Légume,Navet confit #359,Gluten
1323,Légumineuse,Lentilles du Puy #782,Soja
1324,Viande,Canard fumé #667,Gluten
1325,Légume,Navet confit #334,Soja
1326,Viande,Mouton braisé #473,Oeufs
1327,Céréale,Épeautre #393,Arachides
1328,Légume,Navet confit #650,Moutarde
1329,Céréale,Épeautre #515,Aucun
1330,Herbe,Romarin #830,"Céleri, Sulfites"
1331,Légumineuse,Lentilles du Puy #288,"Sulfites, Gluten, Céleri"
1332,Épice,Safran #556,"Sésame, Céleri"
1333,Céréale,Épeautre #223,"Soja, Arachides, Fruits à coque"
1334,Légume,Navet confit #366,"Soja, Céleri, Moutarde"
1335,Viande,Canard fumé #646,Aucun
1336,Herbe,Romarin #380,Aucun
1337,Herbe,Romarin #993,"Gluten, Sulfites, Céleri"
1338,Légumineuse,Lentilles du Puy #99,"Arachides, Céleri, Sulfites"
1339,Fruit,Verjus #645,"Soja, Fruits à coque, Arachides"
1340,Épice,Poivre long #82,Aucun
1341,Céréale,Épeautre #350,"Fruits à coque, Arachides, Gluten"
1342,Fruit,Pomme sauvage #688,Arachides
1343,Épice,Poivre long #543,"Moutarde, Céleri, Gluten"
1344,Champignon,Truffe noire #67,Gluten
1345,Herbe,Thym sauvage #163,Aucun
1346,Légume,Chou frisé #387,"Lupin, Céleri, Soja"
1347,Légumineuse,Lentilles du Puy #186,Soja
1348,Légume,Chou frisé #67,"Céleri, Sulfites, Soja"
1349,Céréale,Épeautre #148,Fruits à coque
1350,Légumineuse,Lentilles du Puy #566,Aucun
1351,Épice,Poivre long #425,"Sulfites, Sésame, Céleri"
1352,Légumineuse,Lentilles du Puy #805,"Céleri, Arachides"
1353,Légume,Navet confit #623,"Lupin, Sulfites"
1354,Épice,Safran #366,Sulfites
1355,Fruit,Verjus #725,Fruits à coque
1356,Légumineuse,Lentilles du Puy #894,"Sulfites, Gluten"
1357,Légume,Navet confit #692,Soja
1358,Légumineuse,Lentilles du Puy #614,"Soja, Gluten, Arachides"
1359,Céréale,Épeautre #923,Lupin
1360,Herbe,Thym sauvage #751,Aucun
1361,Fruit,Pomme sauvage #382,"Arachides, Fruits à coque, Soja"
1362,Épice,Épices orientales #741,"Moutarde, Sésame, Gluten"
1363,Légume,Navet confit #972,Lupin
1364,Légumineuse,Lentilles du Puy #733,Soja
1365,Herbe,Thym sauvage #198,Gluten
1366,Légume,Navet confit #231,"Soja, Céleri, Lupin"
1367,Viande,Venaison #503,"Gluten, Sulfites, Moutarde"
1368,Légume,Navet confit #628,"Moutarde, Sulfites, Lupin"
1369,Champignon,Truffe noire #710,Aucun
1370,Fruit,Verjus #155,"Sulfites, Soja, Arachides"
1371,Épice,Épices orientales #986,"Sulfites, Céleri"
1372,Épice,Safran #637,"Gluten, Moutarde, Sulfites"
1373,Herbe,Romarin #465,Gluten
1374,Herbe,Romarin #203,"Gluten, Sulfites"
1375,Céréale,Épeautre #598,Lupin
1376,Légume,Chou frisé #760,"Lupin, Sulfites"
1377,Légumineuse,Lentilles du Puy #500,Aucun
1378,Viande,Mouton braisé #285,"Sulfites, Oeufs"
1379,Fruit,Pomme sauvage #192,"Fruits à coque, Soja"
1380,Légumineuse,Lentilles du Puy #943,Céleri
1381,Légume,Chou frisé #259,"Sulfites, Gluten, Céleri"
1382,Poisson,Brochet en gelée #105,Poisson
1383,Fruit,Verjus #600,Aucun
1384,Céréale,Épeautre #191,Aucun
1385,Herbe,Thym sauvage #879,Sulfites
1386,Légume,Chou frisé #487,"Gluten, Sulfites, Moutarde"
1387,Épice,Épices orientales #853,"Sulfites, Gluten"
1388,Herbe,Romarin #365,Céleri
1389,Herbe,Thym sauvage #881,"Céleri, Gluten"
1390,Épice,Poivre long #978,Aucun
1391,Légume,Navet confit #854,Aucun
1392,Champignon,Truffe noire #425,"Céleri, Gluten"
1393,Fruit,Pomme sauvage #182,"Arachides, Soja, Sulfites"
1394,Viande,Mouton braisé #481,Céleri
1395,Herbe,Thym sauvage #256,Gluten
1396,Légumineuse,Lentilles du Puy #120,"Gluten, Sulfites"
1397,Fruit,Verjus #58,"Soja, Arachides, Sulfites"
1398,Herbe,Romarin #216,"Gluten, Céleri, Sulfites"
1399,Légume,Navet confit #687,"Lupin, Céleri, Gluten"
1400,Légumineuse,Lentilles du Puy #981,"Soja, Sulfites"
1401,Produit laitier,Fromage affiné #212,Gluten
1402,Céréale,Épeautre #278,"Gluten, Fruits à coque"
1403,Fruit,Pomme sauvage #466,"Fruits à coque, Soja"
1404,Viande,Agneau rôti #56,Aucun
1405,Viande,Venaison #376,Aucun
1406,Légumineuse,Lentilles du Puy #468,"Gluten, Céleri"
1407,Légume,Navet confit #742,Aucun
1408,Champignon,Truffe noire #50,"Sulfites, Céleri, Gluten"
1409,Épice,Épices orientales #760,"Sésame, Gluten, Sulfites"
1410,Légumineuse,Lentilles du Puy #204,Aucun
1411,Champignon,Truffe noire #955,"Céleri, Sulfites, Gluten"
1412,Herbe,Thym sauvage #789,"Gluten, Sulfites"
1413,Légume,Chou frisé #395,Lupin
1414,Herbe,Romarin #835,Aucun
1415,Épice,Safran #352,"Gluten, Sulfites"
1416,Légume,Navet confit #514,"Céleri, Soja, Moutarde"
1417,Herbe,Romarin #33,Aucun
1418,Légume,Chou frisé #246,"Céleri, Lupin"
1419,Légume,Navet confit #711,"Lupin, Sulfites"
1420,Fruit,Pomme sauvage #813,"Sulfites, Arachides, Soja"
1421,Produit laitier,Fromage affiné #312,Aucun
1422,Viande,Agneau rôti #650,Aucun
1423,Fruit,Pomme sauvage #199,Aucun
1424,Épice,Épices orientales #825,Moutarde
1425,Fruit,Pomme sauvage #594,Fruits à coque
1426,Légume,Navet confit #837,"Sulfites, Soja, Moutarde"
1427,Légumineuse,Lentilles du Puy #396,"Lupin, Arachides"
1428,Fruit,Pomme sauvage #246,Soja
1429,Légume,Navet confit #994,Aucun
1430,Herbe,Romarin #860,Gluten
1431,Poisson,Brochet en gelée #988,Aucun
1432,Épice,Épices orientales #417,"Sulfites, Céleri"
1433,Fruit,Pomme sauvage #927,Aucun
1434,Légumineuse,Lentilles du Puy #961,Soja
1435,Légumineuse,Lentilles du Puy #88,"Soja, Gluten"
1436,Légume,Navet confit #131,"Gluten, Céleri"
1437,Herbe,Thym sauvage #616,Aucun
1438,Épice,Épices orientales #903,"Moutarde, Céleri"
1439,Herbe,Thym sauvage #339,Aucun
1440,Viande,Canard fumé #749,"Moutarde, Céleri"
1441,Poisson,Brochet en gelée #646,Aucun
1442,Légume,Chou frisé #828,"Soja, Lupin, Moutarde"
1443,Légume,Navet confit #976,Aucun
1444,Fruit,Verjus #254,Arachides
1445,Légumineuse,Lentilles du Puy #711,Céleri
1446,Légumineuse,Lentilles du Puy #389,Aucun
1447,Céréale,Épeautre #699,Soja
1448,Herbe,Thym sauvage #147,Aucun
1449,Viande,Canard fumé #904,"Sulfites, Moutarde"
1450,Épice,Épices orientales #155,"Sulfites, Gluten, Sésame"
1451,Épice,Safran #273,Gluten
1452,Légume,Chou frisé #51,"Moutarde, Soja, Céleri"
1453,Fruit,Pomme sauvage #34,"Soja, Fruits à coque, Arachides"
1454,Épice,Safran #839,"Moutarde, Sulfites"
1455,Légume,Chou frisé #44,"Gluten, Moutarde, Lupin"
1456,Légume,Chou frisé #923,Aucun
1457,Épice,Safran #728,Aucun
1458,Fruit,Pomme sauvage #593,Soja
1459,Viande,Mouton braisé #333,Sulfites
1460,Épice,Safran #768,"Sulfites, Céleri"
1461,Céréale,Épeautre #279,"Arachides, Gluten, Fruits à coque"
1462,Légume,Chou frisé #152,Aucun
1463,Viande,Agneau rôti #914,"Moutarde, Oeufs, Céleri"
1464,Légumineuse,Lentilles du Puy #841,Aucun
1465,Légumineuse,Lentilles du Puy #929,"Soja, Céleri"
1466,Champignon,Truffe noire #194,Aucun
1467,Herbe,Thym sauvage #319,Gluten
1468,Légume,Chou frisé #43,"Gluten, Sulfites, Moutarde"
1469,Épice,Poivre long #842,Sésame
1470,Épice,Safran #433,Sulfites
1471,Champignon,Truffe noire #31,"Gluten, Céleri, Sulfites"
1472,Épice,Poivre long #230,Céleri
1473,Légumineuse,Lentilles du Puy #869,Aucun
1474,Légume,Navet confit #808,"Céleri, Soja"
1475,Épice,Épices orientales #669,"Sulfites, Céleri, Gluten"
1476,Légumineuse,Lentilles du Puy #59,Aucun
1477,Céréale,Épeautre #878,"Arachides, Soja, Fruits à coque"
1478,Légumineuse,Lentilles du Puy #264,Aucun
1479,Épice,Safran #520,Aucun
1480,Céréale,Épeautre #133,Gluten
1481,Champignon,Truffe noire #427,"Céleri, Sulfites, Gluten"
1482,Herbe,Thym sauvage #405,Céleri
1483,Légumineuse,Lentilles du Puy #559,"Sulfites, Arachides, Céleri"
1484,Viande,Agneau rôti #28,Moutarde
1485,Légume,Chou frisé #444,"Soja, Moutarde"
1486,Fruit,Verjus #384,Aucun
1487,Épice,Poivre long #151,Gluten
1488,Fruit,Pomme sauvage #4,Aucun
1489,Viande,Venaison #252,Sulfites
1490,Légumineuse,Lentilles du Puy #439,Gluten
1491,Épice,Safran #393,"Gluten, Moutarde"
1492,Champignon,Truffe noire #283,Aucun
1493,Herbe,Romarin #317,"Gluten, Céleri"
1494,Épice,Poivre long #74,Moutarde
1495,Épice,Poivre long #207,Céleri
1496,Herbe,Thym sauvage #119,Sulfites
1497,Légume,Navet confit #890,Aucun
1498,Légume,Chou frisé #880,"Céleri, Soja"
1499,Légumineuse,Lentilles du Puy #625,Aucun
1500,Céréale,Épeautre #873,Aucun
1501,Épice,Épices orientales #276,"Gluten, Sésame"
1502,Légume,Navet confit #395,Sulfites
1503,Légume,Chou frisé #520,"Moutarde, Gluten, Sulfites"
1504,Viande,Venaison #910,"Céleri, Gluten"
1505,Épice,Safran #362,"Céleri, Sésame"
1506,Légume,Navet confit #96,Aucun
1507,Champignon,Truffe noire #279,Aucun
1508,Viande,Venaison #259,Céleri
1509,Herbe,Romarin #796,Gluten
1510,Légume,Chou frisé #553,"Moutarde, Gluten, Lupin"
1511,Produit laitier,Fromage affiné #553,Aucun
1512,Légumineuse,Lentilles du Puy #553,Aucun
1513,Épice,Safran #717,"Gluten, Moutarde, Sulfites"
1514,Légume,Chou frisé #408,"Sulfites, Lupin, Céleri"
1515,Épice,Épices orientales #489,"Gluten, Sésame, Sulfites"
1516,Épice,Épices orientales #346,"Sulfites, Gluten, Céleri"
1517,Épice,Poivre long #979,Aucun
1518,Herbe,Thym sauvage #648,Céleri
1519,Légume,Chou frisé #856,Lupin
1520,Légume,Navet confit #399,"Lupin, Céleri, Gluten"
1521,Viande,Agneau rôti #502,"Céleri, Sulfites, Oeufs"
1522,Fruit,Pomme sauvage #373,Soja
1523,Champignon,Truffe noire #509,"Céleri, Sulfites"
1524,Épice,Safran #317,Aucun
1525,Herbe,Romarin #671,"Gluten, Sulfites, Céleri"
1526,Épice,Safran #794,Moutarde
1527,Légume,Chou frisé #308,"Lupin, Sulfites"
1528,Légume,Chou frisé #616,Aucun
1529,Légumineuse,Lentilles du Puy #853,Soja
1530,Épice,Épices orientales #763,Aucun
1531,Épice,Poivre long #406,"Moutarde, Céleri"
1532,Légume,Navet confit #137,Céleri
1533,Épice,Épices orientales #142,"Moutarde, Sulfites"
1534,Légume,Navet confit #754,Gluten
1535,Épice,Safran #163,Sésame
1536,Épice,Poivre long #196,"Sulfites, Céleri"
1537,Viande,Mouton braisé #79,"Sulfites, Céleri"
1538,Légumineuse,Lentilles du Puy #899,"Gluten, Céleri"
1539,Céréale,Épeautre #784,"Soja, Fruits à coque"
1540,Épice,Safran #474,Gluten
1541,Herbe,Romarin #550,"Gluten, Sulfites"
1542,Légumineuse,Lentilles du Puy #791,"Gluten, Soja, Sulfites"
1543,Fruit,Verjus #880,Fruits à coque
1544,Légume,Chou frisé #775,Aucun
1545,Viande,Venaison #34,"Sulfites, Gluten"
1546,Légume,Chou frisé #160,Aucun
1547,Légumineuse,Lentilles du Puy #380,Aucun
1548,Épice,Safran #162,"Sésame, Céleri, Moutarde"
1549,Légumineuse,Lentilles du Puy #275,"Sulfites, Arachides"
1550,Céréale,Épeautre #481,"Soja, Gluten"
1551,Épice,Safran #233,Aucun
1552,Champignon,Truffe noire #391,Gluten
1553,Épice,Épices orientales #859,Aucun
1554,Viande,Venaison #158,"Sulfites, Moutarde"
1555,Herbe,Thym sauvage #716,"Gluten, Céleri, Sulfites"
1556,Poisson,Brochet en gelée #209,Aucun
1557,Épice,Poivre long #466,"Sulfites, Céleri"
1558,Légumineuse,Lentilles du Puy #676,Aucun
1559,Épice,Safran #528,"Gluten, Sulfites, Sésame"
1560,Céréale,Épeautre #212,Aucun
1561,Légumineuse,Lentilles du Puy #147,"Lupin, Sulfites, Soja"
1562,Légume,Chou frisé #718,"Soja, Céleri, Gluten"
1563,Herbe,Thym sauvage #705,Aucun
1564,Légume,Chou frisé #122,"Lupin, Sulfites, Moutarde"
1565,Champignon,Truffe noire #806,"Gluten, Sulfites, Céleri"
1566,Épice,Épices orientales #895,"Gluten, Céleri"
1567,Légume,Chou frisé #970,Sulfites
1568,Épice,Épices orientales #789,"Sulfites, Moutarde"
1569,Viande,Venaison #658,Oeufs
1570,Viande,Mouton braisé #161,"Oeufs, Gluten, Sulfites"
1571,Épice,Épices orientales #788,"Moutarde, Sulfites, Sésame"
1572,Légumineuse,Lentilles du Puy #957,"Céleri, Soja"
1573,Fruit,Pomme sauvage #257,"Soja, Sulfites"
1574,Herbe,Romarin #505,Céleri
1575,Épice,Épices orientales #188,Aucun
1576,Légumineuse,Lentilles du Puy #226,Aucun
1577,Céréale,Épeautre #217,Fruits à coque
1578,Herbe,Romarin #56,Aucun
1579,Épice,Épices orientales #827,Aucun
1580,Légume,Chou frisé #776,"Gluten, Soja, Céleri"
1581,Fruit,Verjus #668,"Soja, Sulfites, Arachides"
1582,Légume,Navet confit #504,Céleri
1583,Produit laitier,Fromage affiné #270,Gluten
1584,Céréale,Épeautre #345,"Gluten, Fruits à coque"
1585,Légume,Navet confit #760,"Lupin, Sulfites"
1586,Légume,Navet confit #292,Aucun
1587,Épice,Épices orientales #963,"Moutarde, Sésame, Gluten"
1588,Viande,Agneau rôti #229,Oeufs
1589,Céréale,Épeautre #928,"Fruits à coque, Soja"
1590,Viande,Agneau rôti #658,Gluten
1591,Épice,Poivre long #164,Aucun
1592,Fruit,Verjus #892,Sulfites
1593,Herbe,Romarin #989,"Gluten, Sulfites"
1594,Épice,Épices orientales #242,"Moutarde, Sésame, Sulfites"
1595,Herbe,Thym sauvage #660,Aucun
1596,Épice,Poivre long #387,"Sulfites, Sésame, Moutarde"
1597,Herbe,Thym sauvage #775,Aucun
1598,Légume,Navet confit #748,"Gluten, Sulfites, Lupin"
1599,Herbe,Romarin #248,Sulfites
1600,Viande,Venaison #176,"Oeufs, Moutarde, Sulfites"
1601,Légumineuse,Lentilles du Puy #451,Aucun
1602,Légume,Chou frisé #760,"Soja, Lupin, Sulfites"
1603,Champignon,Truffe noire #550,Aucun
1604,Herbe,Thym sauvage #862,Gluten
1605,Épice,Poivre long #322,Sésame
1606,Légume,Navet confit #495,"Lupin, Moutarde, Céleri"
1607,Légumineuse,Lentilles du Puy #276,Lupin
1608,Fruit,Pomme sauvage #913,Aucun
1609,Herbe,Romarin #166,"Gluten, Sulfites"
1610,Céréale,Épeautre #790,"Arachides, Lupin, Gluten"
1611,Fruit,Pomme sauvage #552,"Sulfites, Fruits à coque, Arachides"
1612,Poisson,Brochet en gelée #544,Aucun
1613,Légume,Chou frisé #185,"Gluten, Sulfites, Moutarde"
1614,Légume,Chou frisé #810,"Gluten, Céleri, Moutarde"
1615,Herbe,Thym sauvage #454,"Gluten, Céleri, Sulfites"
1616,Légume,Chou frisé #933,Soja
1617,Légumineuse,Lentilles du Puy #644,"Gluten, Céleri"
1618,Herbe,Thym sauvage #515,"Sulfites, Gluten, Céleri"
1619,Légumineuse,Lentilles du Puy #78,"Céleri, Arachides, Soja"
1620,Céréale,Épeautre #55,Aucun
1621,Légume,Navet confit #636,"Sulfites, Gluten, Soja"
1622,Herbe,Thym sauvage #931,Sulfites
1623,Légume,Chou frisé #174,"Gluten, Moutarde"
1624,Épice,Poivre long #917,Céleri
1625,Herbe,Thym sauvage #939,Céleri
1626,Céréale,Épeautre #248,Aucun
1627,Épice,Safran #424,"Gluten, Sulfites"
1628,Légume,Chou frisé #120,"Céleri, Soja"
1629,Épice,Poivre long #563,Aucun
1630,Épice,Poivre long #425,Aucun
1631,Champignon,Truffe noire #839,"Gluten, Sulfites"
1632,Céréale,Épeautre #617,Lupin
1633,Poisson,Carpe dorée #17,"Sulfites, Poisson, Gluten"
1634,Épice,Poivre long #92,"Céleri, Moutarde"
1635,Viande,Agneau rôti #355,Sulfites
1636,Épice,Poivre long #933,Gluten
1637,Herbe,Thym sauvage #962,Aucun
1638,Herbe,Romarin #926,Aucun
1639,Herbe,Romarin #741,Sulfites
1640,Épice,Poivre long #723,"Moutarde, Sulfites"
1641,Céréale,Épeautre #96,Gluten
1642,Céréale,Épeautre #744,Lupin
1643,Épice,Épices orientales #245,Moutarde
1644,Légumineuse,Lentilles du Puy #604,Sulfites
1645,Herbe,Thym sauvage #133,"Sulfites, Céleri, Gluten"
1646,Herbe,Thym sauvage #441,"Céleri, Sulfites, Gluten"
1647,Épice,Safran #581,"Céleri, Sulfites"
1648,Légume,Chou frisé #644,"Céleri, Lupin, Moutarde"
1649,Poisson,Carpe dorée #152,"Céleri, Sulfites"
1650,Herbe,Romarin #708,Gluten
1651,Céréale,Épeautre #881,Aucun
1652,Épice,Épices orientales #196,Moutarde
1653,Épice,Safran #144,Aucun
1654,Légumineuse,Lentilles du Puy #920,Céleri
1655,Champignon,Truffe noire #770,"Sulfites, Gluten, Céleri"
1656,Légumineuse,Lentilles du Puy #317,Céleri
1657,Légumineuse,Lentilles du Puy #894,"Soja, Céleri, Arachides"
1658,Produit laitier,Fromage affiné #371,"Gluten, Oeufs, Lactose"
1659,Céréale,Épeautre #313,"Arachides, Lupin"
1660,Fruit,Pomme sauvage #854,"Arachides, Fruits à coque"
1661,Épice,Poivre long #898,Sulfites
1662,Épice,Safran #316,Céleri
1663,Fruit,Verjus #249,"Soja, Fruits à coque, Arachides"
1664,Herbe,Thym sauvage #608,Aucun
1665,Viande,Agneau rôti #128,"Gluten, Sulfites, Moutarde"
1666,Céréale,Épeautre #892,Lupin
1667,Viande,Canard fumé #412,"Gluten, Céleri, Oeufs"
1668,Légumineuse,Lentilles du Puy #189,"Soja, Arachides"
1669,Herbe,Thym sauvage #21,"Sulfites, Gluten"
1670,Poisson,Carpe dorée #696,Aucun
1671,Légumineuse,Lentilles du Puy #280,Lupin
1672,Épice,Safran #586,"Moutarde, Gluten"
1673,Herbe,Thym sauvage #774,"Céleri, Gluten, Sulfites"
1674,Légumineuse,Lentilles du Puy #520,Aucun
1675,Fruit,Verjus #278,"Sulfites, Fruits à coque"
1676,Champignon,Truffe noire #678,Gluten
1677,Épice,Épices orientales #514,Aucun
1678,Fruit,Verjus #438,"Soja, Arachides"
1679,Fruit,Pomme sauvage #810,"Soja, Arachides, Sulfites"
1680,Viande,Canard fumé #199,Moutarde
1681,Épice,Safran #277,Céleri
1682,Légumineuse,Lentilles du Puy #528,"Lupin, Céleri"
1683,Poisson,Brochet en gelée #786,Sulfites
1684,Épice,Safran #131,"Gluten, Moutarde"
1685,Épice,Safran #840,"Sésame, Gluten"
1686,Épice,Safran #868,Moutarde
1687,Céréale,Épeautre #880,Aucun
1688,Céréale,Épeautre #826,"Fruits à coque, Soja"
1689,Poisson,Brochet en gelée #746,Céleri
1690,Viande,Canard fumé #146,Céleri
1691,Herbe,Thym sauvage #669,Sulfites
1692,Légume,Navet confit #680,Aucun
1693,Viande,Canard fumé #802,Moutarde
1694,Légumineuse,Lentilles du Puy #922,"Sulfites, Céleri"
1695,Champignon,Truffe noire #348,"Sulfites, Gluten, Céleri"
1696,Produit laitier,Fromage affiné #334,"Gluten, Oeufs, Lactose"
1697,Herbe,Romarin #146,"Gluten, Sulfites"
1698,Produit laitier,Fromage affiné #471,Gluten
1699,Céréale,Épeautre #178,"Fruits à coque, Gluten, Lupin"
1700,Légumineuse,Lentilles du Puy #308,Lupin
1701,Fruit,Verjus #88,Aucun
1702,Légume,Chou frisé #89,Aucun
1703,Fruit,Verjus #628,"Soja, Sulfites, Arachides"
1704,Épice,Poivre long #241,Aucun
1705,Viande,Canard fumé #693,Oeufs
1706,Légume,Navet confit #162,"Sulfites, Lupin"
1707,Champignon,Truffe noire #151,Aucun
1708,Viande,Mouton braisé #729,"Oeufs, Céleri"
1709,Viande,Agneau rôti #484,Aucun
1710,Épice,Poivre long #11,Aucun
1711,Champignon,Truffe noire #444,Céleri
1712,Légumineuse,Lentilles du Puy #553,"Céleri, Lupin, Soja"
