IdM,nom
1366,Perceuse-356
1367,Centrifugeuse-543
1368,Étuve-580
1369,Étuve-758
1370,Perceuse-477
1371,Convoyeur-395
1372,Tour-749
1373,Centrifugeuse-906
1374,Étuve-194
1375,Perceuse-507
1376,Robot-310
1377,Malaxeur-496
1378,Fraiseuse-734
1379,Fraiseuse-653
1380,Presse-369
1381,Étuve-635
1382,Étuve-128
1383,Convoyeur-144
1384,Étuve-985
1385,Perceuse-186
1386,Tour-549
1387,Perceuse-797
1388,Broyeur-324
1389,Presse-491
1390,Centrifugeuse-175
1391,Étuve-829
1392,Convoyeur-416
1393,Centrifugeuse-247
1394,Convoyeur-294
1395,Fraiseuse-475
1396,Centrifugeuse-587
1397,Presse-883
1398,Robot-417
1399,Centrifugeuse-926
1400,Tour-478
1401,Centrifugeuse-879
1402,Convoyeur-187
1403,Robot-629
1404,Convoyeur-541
1405,Presse-550
1406,Centrifugeuse-464
1407,Robot-998
1408,Malaxeur-761
1409,Robot-188
1410,Perceuse-376
1411,Centrifugeuse-933
1412,Broyeur-766
1413,Tour-268
1414,Robot-106
1415,Tour-219
1416,Broyeur-571
1417,Robot-705
1418,Tour-585
1419,Presse-655
1420,Convoyeur-649
1421,Centrifugeuse-907
1422,Étuve-614
1423,Étuve-409
1424,Étuve-109
1425,Tour-646
1426,Broyeur-640
1427,Convoyeur-284
1428,Centrifugeuse-746
1429,Étuve-731
1430,Perceuse-553
1431,Presse-765
1432,Perceuse-801
1433,Broyeur-180
1434,Perceuse-222
1435,Centrifugeuse-901
1436,Centrifugeuse-298
1437,Presse-888
1438,Tour-380
1439,Broyeur-750
1440,Centrifugeuse-329
1441,Étuve-454
1442,Broyeur-252
1443,Convoyeur-294
1444,Malaxeur-314
1445,Tour-645
1446,Malaxeur-570
1447,Fraiseuse-691
1448,Convoyeur-641
1449,Perceuse-922
1450,Tour-712
1451,Malaxeur-662
1452,Convoyeur-890
1453,Centrifugeuse-362
1454,Broyeur-583
1455,Malaxeur-440
1456,Fraiseuse-423
1457,Tour-958
1458,Étuve-322
1459,Perceuse-235
1460,Fraiseuse-324
1461,Centrifugeuse-541
1462,Centrifugeuse-990
1463,Tour-899
1464,Centrifugeuse-290
1465,Étuve-559
1466,Presse-798
1467,Perceuse-250
1468,Robot-412
1469,Étuve-468
1470,Centrifugeuse-815
1471,Broyeur-601
1472,Malaxeur-591
1473,Tour-803
1474,Étuve-115
1475,Convoyeur-314
1476,Centrifugeuse-199
1477,Tour-559
1478,Perceuse-847
1479,Broyeur-460
1480,Perceuse-258
1481,Robot-156
1482,Étuve-612
1483,Presse-803
1484,Étuve-652
1485,Malaxeur-128
1486,Fraiseuse-912
1487,Presse-692
1488,Perceuse-919
1489,Broyeur-736
1490,Perceuse-738
1491,Étuve-934
1492,Centrifugeuse-862
1493,Fraiseuse-501
1494,Étuve-299
1495,Perceuse-375
1496,Fraiseuse-321
1497,Perceuse-469
1498,Étuve-645
1499,Presse-452
1500,Étuve-732
1501,Convoyeur-186
1502,Convoyeur-263
1503,Tour-592
1504,Centrifugeuse-219
1505,Perceuse-404
1506,Étuve-614
1507,Malaxeur-544
1508,Étuve-340
1509,Robot-495
1510,Perceuse-256
1511,Centrifugeuse-957
1512,Fraiseuse-278
1513,Convoyeur-123
1514,Presse-185
1515,Fraiseuse-372
1516,Fraiseuse-458
1517,Presse-484
1518,Centrifugeuse-885
1519,Fraiseuse-376
1520,Broyeur-930
1521,Fraiseuse-849
1522,Broyeur-867
1523,Étuve-184
1524,Centrifugeuse-956
1525,Fraiseuse-652
1526,Robot-811
1527,Tour-702
1528,Robot-219
1529,Presse-589
1530,Centrifugeuse-779
1531,Perceuse-536
1532,Broyeur-444
1533,Fraiseuse-150
1534,Presse-120
1535,Robot-892
1536,Fraiseuse-390
1537,Presse-306
1538,Fraiseuse-243
1539,Tour-190
1540,Étuve-210
1541,Fraiseuse-447
1542,Robot-219
1543,Fraiseuse-476
1544,Robot-945
1545,Fraiseuse-230
1546,Broyeur-467
1547,Étuve-296
1548,Malaxeur-420
1549,Tour-831
1550,Centrifugeuse-655
1551,Malaxeur-292
1552,Tour-603
1553,Convoyeur-987
1554,Centrifugeuse-388
1555,Robot-857
1556,Robot-504
1557,Étuve-662
1558,Centrifugeuse-501
1559,Broyeur-119
1560,Robot-879
1561,Tour-302
1562,Tour-214
1563,Perceuse-393
1564,Fraiseuse-990
1565,Perceuse-502
1566,Presse-703
1567,Malaxeur-215
1568,Centrifugeuse-839
1569,Robot-340
1570,Robot-789
1571,Étuve-788
1572,Fraiseuse-596
1573,Robot-290
1574,Fraiseuse-922
1575,Convoyeur-733
1576,Malaxeur-684
1577,Convoyeur-328
1578,Fraiseuse-336
1579,Étuve-720
1580,Centrifugeuse-962
1581,Tour-391
1582,Fraiseuse-702
1583,Perceuse-266
1584,Perceuse-162
1585,Perceuse-664
1586,Convoyeur-383
1587,Convoyeur-750
1588,Étuve-804
1589,Étuve-570
1590,Convoyeur-191
1591,Malaxeur-385
1592,Étuve-174
1593,Robot-797
1594,Robot-506
1595,Étuve-718
1596,Robot-416
1597,Presse-307
1598,Perceuse-487
1599,Presse-302
1600,Centrifugeuse-362
1601,Tour-943
1602,Presse-414
1603,Robot-856
1604,Presse-644
1605,Centrifugeuse-588
1606,Tour-291
1607,Presse-286
1608,Centrifugeuse-715
1609,Convoyeur-710
1610,Presse-998
1611,Convoyeur-324
1612,Tour-209
1613,Malaxeur-958
1614,Broyeur-809
1615,Centrifugeuse-962
1616,Fraiseuse-664
1617,Malaxeur-873
1618,Tour-311
1619,Broyeur-653
1620,Malaxeur-433
1621,Fraiseuse-910
1622,Convoyeur-429
1623,Fraiseuse-155
1624,Robot-715
1625,Perceuse-317
1626,Presse-101
1627,Robot-739
1628,Broyeur-768
1629,Perceuse-406
1630,Fraiseuse-380
1631,Robot-410
1632,Robot-959
1633,Malaxeur-611
1634,Centrifugeuse-412
1635,Perceuse-347
1636,Robot-630
1637,Broyeur-845
1638,Tour-406
1639,Perceuse-561
1640,Presse-113
1641,Presse-683
1642,Presse-148
1643,Tour-951
1644,Étuve-438
1645,Perceuse-758
1646,Fraiseuse-513
1647,Robot-125
1648,Robot-987
1649,Centrifugeuse-103
1650,Perceuse-540
1651,Presse-896
1652,Broyeur-989
1653,Étuve-161
1654,Perceuse-507
1655,Tour-938
1656,Convoyeur-544
1657,Centrifugeuse-470
1658,Malaxeur-838
1659,Fraiseuse-355
1660,Centrifugeuse-813
1661,Perceuse-518
1662,Convoyeur-832
1663,Presse-543
1664,Malaxeur-328
1665,Malaxeur-850
1666,Robot-596
1667,Convoyeur-916
1668,Étuve-208
1669,Tour-132
1670,Presse-908
1671,Robot-834
1672,Tour-427
1673,Convoyeur-374
1674,Robot-740
1675,Tour-741
1676,Fraiseuse-530
1677,Étuve-203
1678,Robot-271
1679,Fraiseuse-477
1680,Presse-586
1681,Broyeur-797
1682,Perceuse-503
1683,Fraiseuse-835
1684,Centrifugeuse-983
1685,Malaxeur-268
1686,Tour-845
1687,Robot-941
1688,Tour-178
1689,Étuve-962
1690,Broyeur-247
1691,Broyeur-229
1692,Tour-717
1693,Centrifugeuse-571
1694,Tour-571
1695,Broyeur-778
1696,Convoyeur-794
1697,Tour-935
1698,Convoyeur-153
1699,Malaxeur-369
1700,Broyeur-278
1701,Robot-185
1702,Perceuse-534
1703,Perceuse-598
1704,Broyeur-751
1705,Tour-662
1706,Robot-174
1707,Tour-114
1708,Malaxeur-360
1709,Convoyeur-538
1710,Robot-310
1711,Tour-795
1712,Robot-175
1713,Presse-819
1714,Robot-922
1715,Perceuse-464
1716,Tour-492
1717,Tour-424
1718,Centrifugeuse-225
1719,Centrifugeuse-451
1720,Robot-935
1721,Fraiseuse-436
1722,Centrifugeuse-178
1723,Robot-946
1724,Robot-722
1725,Fraiseuse-380
1726,Étuve-979
1727,Étuve-258
1728,Malaxeur-549
1729,Broyeur-253
1730,Tour-976
1731,Robot-419
1732,Étuve-337
1733,Broyeur-699
1734,Tour-236
1735,Convoyeur-467
1736,Presse-944
1737,Étuve-605
1738,Tour-673
1739,Étuve-417
1740,Tour-451
1741,Robot-788
1742,Centrifugeuse-249
1743,Étuve-255
1744,Étuve-405
1745,Robot-180
1746,Fraiseuse-175
1747,Presse-133
1748,Presse-560
1749,Centrifugeuse-788
1750,Fraiseuse-154
1751,Fraiseuse-791
1752,Convoyeur-887
1753,Malaxeur-334
1754,Presse-409
1755,Perceuse-692
1756,Broyeur-997
1757,Malaxeur-838
1758,Tour-267
1759,Convoyeur-989
1760,Malaxeur-441
1761,Broyeur-344
1762,Perceuse-627
1763,Perceuse-662
1764,Centrifugeuse-838
1765,Perceuse-415
1766,Centrifugeuse-292
1767,Étuve-466
1768,Étuve-120
1769,Presse-809
1770,Centrifugeuse-157
1771,Fraiseuse-728
1772,Étuve-555
1773,Fraiseuse-874
1774,Perceuse-403
1775,Centrifugeuse-345
1776,Tour-910
1777,Perceuse-840
1778,Broyeur-956
1779,Fraiseuse-308
1780,Centrifugeuse-974
1781,Malaxeur-821
1782,Centrifugeuse-391
1783,Broyeur-768
1784,Centrifugeuse-630
1785,Robot-812
1786,Presse-818
1787,Centrifugeuse-539
1788,Broyeur-354
1789,Malaxeur-829
1790,Perceuse-390
1791,Presse-398
1792,Malaxeur-412
1793,Perceuse-914
1794,Convoyeur-522
1795,Tour-185
1796,Centrifugeuse-800
1797,Perceuse-892
1798,Tour-808
1799,Convoyeur-936
1800,Robot-966
1801,Fraiseuse-852
1802,Malaxeur-312
1803,Broyeur-657
1804,Robot-271
1805,Malaxeur-208
1806,Robot-224
1807,Malaxeur-946
1808,Presse-735
1809,Étuve-447
1810,Malaxeur-481
1811,Fraiseuse-891
1812,Convoyeur-328
1813,Étuve-876
1814,Perceuse-833
1815,Perceuse-243
1816,Perceuse-216
1817,Robot-407
1818,Presse-322
1819,Presse-176
1820,Presse-732
1821,Fraiseuse-341
1822,Tour-706
1823,Perceuse-433
1824,Perceuse-936
1825,Convoyeur-913
1826,Fraiseuse-800
1827,Fraiseuse-185
1828,Centrifugeuse-271
1829,Centrifugeuse-159
1830,Tour-889
1831,Étuve-801
1832,Presse-429
1833,Étuve-286
1834,Presse-648
1835,Broyeur-877
1836,Robot-811
1837,Étuve-761
1838,Tour-944
1839,Fraiseuse-596
1840,Étuve-482
1841,Tour-735
1842,Tour-846
1843,Malaxeur-393
1844,Broyeur-169
1845,Centrifugeuse-232
1846,Fraiseuse-271
1847,Centrifugeuse-780
1848,Convoyeur-601
1849,Fraiseuse-103
1850,Fraiseuse-804
1851,Centrifugeuse-251
1852,Robot-595
1853,Fraiseuse-723
1854,Fraiseuse-895
1855,Convoyeur-638
1856,Convoyeur-452
1857,Presse-270
1858,Tour-180
1859,Malaxeur-125
1860,Centrifugeuse-755
1861,Étuve-271
1862,Convoyeur-584
1863,Broyeur-826
1864,Convoyeur-888
1865,Malaxeur-869
1866,Robot-637
1867,Étuve-363
1868,Centrifugeuse-837
1869,Centrifugeuse-952
1870,Presse-229
1871,Broyeur-587
1872,Centrifugeuse-250
1873,Fraiseuse-257
1874,Robot-915
1875,Tour-913
1876,Étuve-670
1877,Convoyeur-772
1878,Malaxeur-604
1879,Robot-143
1880,Malaxeur-926
1881,Perceuse-915
1882,Robot-338
1883,Étuve-897
1884,Fraiseuse-548
1885,Étuve-728
1886,Centrifugeuse-779
1887,Étuve-922
1888,Presse-269
1889,Tour-272
1890,Centrifugeuse-170
1891,Convoyeur-949
1892,Broyeur-964
1893,Perceuse-919
1894,Presse-944
1895,Convoyeur-480
1896,Centrifugeuse-413
1897,Robot-669
1898,Convoyeur-747
1899,Tour-891
1900,Perceuse-394
1901,Broyeur-450
1902,Fraiseuse-589
1903,Fraiseuse-500
1904,Centrifugeuse-769
1905,Fraiseuse-348
1906,Robot-906
1907,Perceuse-955
1908,Convoyeur-225
1909,Robot-418
1910,Robot-878
1911,Fraiseuse-386
1912,Malaxeur-236
1913,Robot-472
1914,Tour-989
1915,Robot-198
1916,Tour-136
1917,Convoyeur-625
1918,Centrifugeuse-137
1919,Robot-309
1920,Étuve-569
1921,Malaxeur-440
1922,Perceuse-409
1923,Fraiseuse-424
1924,Étuve-721
1925,Robot-174
1926,Broyeur-569
1927,Malaxeur-711
1928,Centrifugeuse-970
1929,Presse-484
1930,Centrifugeuse-397
1931,Convoyeur-546
1932,Tour-167
1933,Fraiseuse-862
1934,Perceuse-336
1935,Robot-122
1936,Robot-569
1937,Convoyeur-893
1938,Presse-850
1939,Tour-136
1940,Malaxeur-994
1941,Robot-948
1942,Broyeur-783
1943,Fraiseuse-137
1944,Étuve-653
1945,Presse-879
1946,Étuve-103
1947,Étuve-952
1948,Convoyeur-931
1949,Malaxeur-300
1950,Centrifugeuse-212
1951,Perceuse-889
1952,Étuve-186
1953,Étuve-846
1954,Convoyeur-370
1955,Fraiseuse-599
1956,Étuve-820
1957,Malaxeur-249
1958,Convoyeur-354
1959,Presse-597
1960,Malaxeur-307
1961,Presse-902
1962,Étuve-980
1963,Perceuse-732
1964,Étuve-106
1965,Convoyeur-144
1966,Centrifugeuse-924
1967,Presse-431
1968,Perceuse-900
1969,Tour-756
1970,Presse-828
1971,Presse-130
1972,Convoyeur-403
1973,Presse-467
1974,Étuve-365
1975,Étuve-907
1976,Étuve-816
1977,Centrifugeuse-103
1978,Fraiseuse-593
1979,Fraiseuse-141
1980,Presse-406
1981,Centrifugeuse-457
1982,Broyeur-149
1983,Malaxeur-610
1984,Convoyeur-148
1985,Convoyeur-286
1986,Presse-654
1987,Étuve-166
1988,Tour-828
1989,Étuve-243
1990,Convoyeur-429
1991,Malaxeur-889
1992,Robot-529
1993,Perceuse-674
1994,Tour-515
1995,Étuve-298
1996,Convoyeur-704
1997,Broyeur-482
1998,Étuve-859
1999,Convoyeur-149
2000,Étuve-681
2001,Malaxeur-560
2002,Étuve-773
2003,Étuve-304
2004,Tour-310
2005,Malaxeur-808
2006,Étuve-950
2007,Fraiseuse-479
2008,Malaxeur-304
2009,Fraiseuse-349
2010,Convoyeur-556
2011,Broyeur-586
2012,Étuve-146
2013,Robot-896
2014,Robot-338
2015,Presse-735
2016,Étuve-525
2017,Étuve-808
2018,Broyeur-281
2019,Robot-654
2020,Malaxeur-128
2021,Convoyeur-893
2022,Étuve-243
2023,Malaxeur-330
2024,Étuve-261
2025,Convoyeur-290
2026,Perceuse-664
2027,Malaxeur-474
2028,Étuve-586
2029,Presse-137
2030,Robot-115
2031,Broyeur-246
2032,Presse-535
2033,Perceuse-722
2034,Malaxeur-739
2035,Fraiseuse-148
2036,Presse-433
2037,Tour-143
2038,Convoyeur-334
2039,Presse-564
2040,Étuve-147
2041,Centrifugeuse-132
2042,Presse-835
2043,Convoyeur-703
2044,Robot-423
2045,Presse-160
2046,Broyeur-539
2047,Convoyeur-528
2048,Centrifugeuse-127
2049,Fraiseuse-951
2050,Malaxeur-837
2051,Étuve-144
2052,Broyeur-727
2053,Fraiseuse-943
2054,Malaxeur-171
2055,Robot-247
2056,Presse-147
2057,Tour-236
2058,Fraiseuse-706
2059,Perceuse-824
2060,Presse-223
2061,Perceuse-469
2062,Malaxeur-251
2063,Broyeur-222
2064,Broyeur-712
2065,Presse-896
2066,Robot-445
2067,Tour-315
2068,Centrifugeuse-924
2069,Broyeur-614
2070,Perceuse-157
2071,Fraiseuse-229
2072,Tour-693
2073,Tour-625
2074,Presse-444
2075,Perceuse-422
2076,Convoyeur-425
2077,Broyeur-887
2078,Robot-892
2079,Presse-380
2080,Centrifugeuse-336
2081,Centrifugeuse-442
2082,Fraiseuse-923
2083,Robot-568
2084,Convoyeur-587
2085,Tour-682
2086,Tour-635
2087,Presse-642
2088,Perceuse-946
2089,Malaxeur-535
2090,Robot-931
2091,Étuve-776
2092,Centrifugeuse-610
2093,Fraiseuse-516
2094,Presse-977
2095,Malaxeur-978
2096,Broyeur-388
2097,Malaxeur-987
2098,Convoyeur-168
2099,Presse-115
2100,Malaxeur-229
2101,Malaxeur-325
2102,Perceuse-450
2103,Tour-203
2104,Fraiseuse-540
2105,Malaxeur-143
2106,Centrifugeuse-896
2107,Fraiseuse-513
2108,Convoyeur-765
2109,Convoyeur-951
2110,Fraiseuse-734
2111,Tour-510
2112,Convoyeur-560
2113,Convoyeur-552
2114,Presse-488
2115,Presse-519
2116,Presse-389
2117,Robot-402
2118,Robot-688
2119,Étuve-361
2120,Presse-651
2121,Broyeur-982
2122,Broyeur-591
2123,Tour-759
2124,Tour-605
2125,Tour-105
2126,Robot-744
2127,Broyeur-209
2128,Broyeur-259
2129,Convoyeur-468
2130,Presse-622
2131,Broyeur-836
2132,Robot-432
2133,Presse-668
2134,Centrifugeuse-700
2135,Fraiseuse-972
2136,Tour-489
2137,Convoyeur-359
2138,Perceuse-111
2139,Perceuse-673
2140,Malaxeur-635
2141,Convoyeur-360
2142,Perceuse-298
2143,Fraiseuse-752
2144,Convoyeur-211
2145,Étuve-731
2146,Convoyeur-883
2147,Robot-468
2148,Malaxeur-439
2149,Broyeur-918
2150,Fraiseuse-766
2151,Malaxeur-535
2152,Robot-123
2153,Tour-365
2154,Malaxeur-860
2155,Broyeur-217
2156,Malaxeur-762
2157,Centrifugeuse-749
2158,Malaxeur-917
2159,Malaxeur-142
2160,Tour-253
2161,Tour-923
2162,Centrifugeuse-167
2163,Perceuse-941
2164,Perceuse-395
2165,Robot-942
2166,Fraiseuse-849
2167,Broyeur-407
2168,Perceuse-108
2169,Robot-720
2170,Presse-739
2171,Convoyeur-176
2172,Presse-630
2173,Tour-828
2174,Presse-318
2175,Presse-102
2176,Fraiseuse-673
2177,Broyeur-128
2178,Fraiseuse-646
2179,Perceuse-324
2180,Fraiseuse-530
2181,Tour-721
2182,Robot-100
2183,Centrifugeuse-518
2184,Fraiseuse-733
2185,Centrifugeuse-618
2186,Malaxeur-477
2187,Perceuse-892
2188,Perceuse-871
2189,Malaxeur-692
2190,Perceuse-466
2191,Étuve-215
2192,Étuve-965
2193,Robot-966
2194,Malaxeur-227
2195,Robot-190
2196,Étuve-766
2197,Centrifugeuse-798
2198,Fraiseuse-974
2199,Centrifugeuse-976
2200,Perceuse-830
2201,Étuve-698
2202,Presse-620
2203,Perceuse-120
2204,Malaxeur-446
2205,Perceuse-782
2206,Centrifugeuse-278
2207,Presse-454
2208,Fraiseuse-628
2209,Convoyeur-489
2210,Convoyeur-591
2211,Perceuse-393
2212,Convoyeur-319
2213,Perceuse-953
2214,Étuve-624
2215,Tour-521
2216,Robot-825
2217,Perceuse-118
2218,Robot-497
2219,Étuve-929
2220,Malaxeur-114
2221,Étuve-282
2222,Broyeur-655
2223,Fraiseuse-126
2224,Étuve-774
2225,Étuve-691
2226,Robot-605
2227,Tour-881
2228,Broyeur-460
2229,Fraiseuse-151
2230,Broyeur-862
2231,Broyeur-546
2232,Perceuse-561
2233,Fraiseuse-841
2234,Tour-391
2235,Fraiseuse-207
2236,Étuve-643
2237,Étuve-447
2238,Malaxeur-978
2239,Convoyeur-474
2240,Robot-750
2241,Convoyeur-752
2242,Convoyeur-918
2243,Convoyeur-141
2244,Robot-241
2245,Tour-153
2246,Malaxeur-588
2247,Robot-695
2248,Étuve-546
2249,Perceuse-193
2250,Convoyeur-498
2251,Étuve-602
2252,Tour-206
2253,Malaxeur-527
2254,Tour-681
2255,Robot-532
2256,Broyeur-150
2257,Convoyeur-769
2258,Presse-815
2259,Convoyeur-827
2260,Étuve-136
2261,Malaxeur-454
2262,Perceuse-549
2263,Étuve-623
2264,Centrifugeuse-808
2265,Centrifugeuse-957
2266,Centrifugeuse-880
2267,Robot-295
2268,Étuve-654
2269,Broyeur-750
2270,Centrifugeuse-775
2271,Fraiseuse-409
2272,Centrifugeuse-866
2273,Centrifugeuse-828
2274,Centrifugeuse-317
2275,Fraiseuse-153
2276,Fraiseuse-255
2277,Convoyeur-333
2278,Presse-799
2279,Convoyeur-885
2280,Malaxeur-343
2281,Fraiseuse-396
2282,Perceuse-776
2283,Broyeur-745
2284,Centrifugeuse-501
2285,Presse-250
2286,Broyeur-159
2287,Convoyeur-384
2288,Broyeur-814
2289,Tour-745
2290,Presse-703
2291,Convoyeur-480
2292,Tour-226
2293,Perceuse-229
2294,Broyeur-289
2295,Étuve-129
2296,Robot-801
2297,Tour-150
2298,Convoyeur-317
2299,Broyeur-348
2300,Malaxeur-134
2301,Étuve-651
2302,Fraiseuse-778
2303,Étuve-863
2304,Tour-619
2305,Fraiseuse-665
2306,Étuve-828
2307,Broyeur-303
2308,Tour-865
2309,Broyeur-667
2310,Tour-324
2311,Convoyeur-924
2312,Broyeur-963
2313,Convoyeur-978
2314,Broyeur-295
2315,Broyeur-278
2316,Broyeur-441
2317,Centrifugeuse-577
2318,Robot-816
2319,Fraiseuse-357
2320,Presse-752
2321,Étuve-942
2322,Étuve-674
2323,Centrifugeuse-228
2324,Étuve-153
2325,Convoyeur-116
2326,Tour-526
2327,Broyeur-627
2328,Broyeur-321
2329,Fraiseuse-262
2330,Tour-919
2331,Perceuse-575
2332,Malaxeur-252
2333,Presse-413
2334,Robot-247
2335,Presse-818
2336,Broyeur-352
2337,Perceuse-976
2338,Convoyeur-226
2339,Malaxeur-975
2340,Malaxeur-217
2341,Robot-380
2342,Presse-166
2343,Robot-741
2344,Presse-964
2345,Étuve-939
2346,Étuve-632
2347,Convoyeur-319
2348,Malaxeur-207
2349,Fraiseuse-911
2350,Centrifugeuse-540
2351,Broyeur-370
2352,Centrifugeuse-792
2353,Convoyeur-275
2354,Tour-810
2355,Broyeur-977
2356,Robot-992
2357,Malaxeur-895
2358,Malaxeur-420
2359,Malaxeur-936
2360,Centrifugeuse-792
2361,Presse-942
2362,Fraiseuse-181
2363,Perceuse-229
2364,Tour-372
2365,Étuve-855
2366,Centrifugeuse-171
2367,Perceuse-972
2368,Robot-586
2369,Perceuse-766
2370,Perceuse-224
2371,Malaxeur-203
2372,Presse-636
2373,Presse-641
2374,Centrifugeuse-565
2375,Malaxeur-269
2376,Malaxeur-929
2377,Convoyeur-926
2378,Fraiseuse-430
2379,Convoyeur-487
2380,Malaxeur-574
2381,Malaxeur-610
2382,Presse-684
2383,Fraiseuse-247
2384,Presse-694
2385,Fraiseuse-339
2386,Fraiseuse-752
2387,Convoyeur-889
2388,Malaxeur-443
2389,Tour-659
2390,Broyeur-162
2391,Broyeur-204
2392,Perceuse-485
2393,Presse-254
2394,Robot-316
2395,Centrifugeuse-667
2396,Malaxeur-159
2397,Presse-376
2398,Convoyeur-875
2399,Étuve-216
2400,Malaxeur-245
2401,Robot-746
2402,Fraiseuse-363
2403,Centrifugeuse-363
2404,Tour-356
2405,Robot-836
2406,Centrifugeuse-664
2407,Tour-573
2408,Robot-935
2409,Centrifugeuse-149
2410,Broyeur-131
2411,Perceuse-482
2412,Fraiseuse-273
2413,Robot-802
2414,Fraiseuse-692
2415,Broyeur-455
2416,Robot-474
2417,Malaxeur-974
2418,Perceuse-273
2419,Robot-341
2420,Fraiseuse-203
2421,Malaxeur-233
2422,Tour-828
2423,Perceuse-998
2424,Malaxeur-654
2425,Presse-470
2426,Robot-635
2427,Tour-476
2428,Centrifugeuse-228
2429,Malaxeur-400
2430,Convoyeur-309
2431,Broyeur-904
2432,Convoyeur-316
2433,Convoyeur-466
2434,Robot-177
2435,Étuve-498
2436,Étuve-640
2437,Robot-172
2438,Malaxeur-975
2439,Centrifugeuse-611
2440,Perceuse-464
2441,Centrifugeuse-956
2442,Perceuse-501
2443,Fraiseuse-482
2444,Perceuse-644
2445,Tour-262
2446,Étuve-423
2447,Malaxeur-395
2448,Étuve-925
2449,Centrifugeuse-548
2450,Centrifugeuse-986
2451,Robot-674
2452,Malaxeur-244
2453,Centrifugeuse-190
2454,Perceuse-506
2455,Perceuse-971
2456,Tour-574
2457,Presse-979
2458,Presse-468
2459,Fraiseuse-401
2460,Tour-214
2461,Tour-766
2462,Centrifugeuse-853
2463,Broyeur-457
2464,Centrifugeuse-579
2465,Robot-738
2466,Tour-776
2467,Fraiseuse-963
2468,Broyeur-917
2469,Convoyeur-874
2470,Centrifugeuse-913
2471,Fraiseuse-747
2472,Centrifugeuse-953
2473,Étuve-403
2474,Étuve-794
2475,Convoyeur-974
2476,Fraiseuse-597
2477,Tour-954
2478,Étuve-885
2479,Broyeur-622
2480,Broyeur-742
2481,Fraiseuse-927
2482,Tour-331
2483,Broyeur-703
2484,Tour-400
2485,Centrifugeuse-934
2486,Fraiseuse-462
2487,Convoyeur-881
2488,Presse-301
2489,Malaxeur-829
2490,Convoyeur-926
2491,Tour-138
2492,Tour-538
2493,Tour-567
2494,Perceuse-638
2495,Tour-702
2496,Convoyeur-198
2497,Étuve-630
2498,Presse-985
2499,Étuve-873
2500,Malaxeur-171
2501,Fraiseuse-251
2502,Convoyeur-106
2503,Presse-146
2504,Broyeur-668
2505,Convoyeur-828
2506,Étuve-454
2507,Perceuse-414
2508,Tour-962
2509,Tour-307
2510,Convoyeur-374
2511,Perceuse-982
2512,Presse-107
2513,Presse-752
2514,Broyeur-504
2515,Étuve-409
2516,Presse-385
2517,Tour-689
2518,Robot-898
2519,Tour-451
2520,Robot-743
2521,Perceuse-567
2522,Étuve-722
2523,Perceuse-329
2524,Perceuse-694
2525,Robot-873
2526,Robot-970
2527,Perceuse-964
2528,Convoyeur-423
2529,Tour-656
2530,Tour-880
2531,Presse-952
2532,Centrifugeuse-198
2533,Étuve-317
2534,Tour-120
2535,Robot-773
2536,Tour-440
2537,Presse-393
2538,Perceuse-903
2539,Centrifugeuse-866
2540,Centrifugeuse-517
2541,Malaxeur-465
2542,Perceuse-637
2543,Fraiseuse-286
2544,Broyeur-634
2545,Centrifugeuse-164
2546,Étuve-106
2547,Malaxeur-646
2548,Malaxeur-205
2549,Presse-337
2550,Étuve-981
2551,Presse-667
2552,Malaxeur-223
2553,Tour-391
2554,Convoyeur-379
2555,Robot-553
2556,Tour-691
2557,Presse-801
2558,Convoyeur-500
2559,Tour-630
2560,Perceuse-260
2561,Centrifugeuse-982
2562,Convoyeur-200
2563,Convoyeur-442
2564,Malaxeur-890
2565,Robot-246
2566,Robot-563
2567,Fraiseuse-442
2568,Broyeur-259
2569,Centrifugeuse-258
2570,Centrifugeuse-569
2571,Broyeur-519
2572,Malaxeur-584
2573,Tour-311
2574,Centrifugeuse-588
2575,Convoyeur-945
2576,Fraiseuse-439
2577,Malaxeur-636
2578,Presse-584
2579,Malaxeur-211
2580,Centrifugeuse-545
2581,Robot-845
2582,Étuve-330
2583,Robot-131
2584,Centrifugeuse-893
2585,Perceuse-918
2586,Tour-393
2587,Malaxeur-941
2588,Étuve-202
2589,Convoyeur-657
2590,Tour-625
2591,Étuve-139
2592,Étuve-574
2593,Étuve-723
2594,Presse-279
2595,Convoyeur-299
2596,Fraiseuse-221
2597,Tour-506
2598,Tour-156
2599,Robot-799
2600,Robot-977
2601,Perceuse-471
2602,Malaxeur-459
2603,Centrifugeuse-925
2604,Malaxeur-607
2605,Robot-139
2606,Tour-213
2607,Malaxeur-219
2608,Broyeur-826
2609,Robot-656
2610,Perceuse-931
2611,Broyeur-309
2612,Centrifugeuse-710
2613,Tour-322
2614,Perceuse-894
2615,Presse-118
2616,Étuve-935
2617,Fraiseuse-392
2618,Malaxeur-226
2619,Robot-453
2620,Robot-339
2621,Presse-950
2622,Perceuse-214
2623,Étuve-670
2624,Perceuse-870
2625,Étuve-308
2626,Centrifugeuse-928
2627,Centrifugeuse-354
2628,Robot-609
2629,Convoyeur-209
2630,Étuve-666
2631,Fraiseuse-614
2632,Étuve-114
2633,Convoyeur-139
2634,Presse-536
2635,Étuve-613
2636,Broyeur-146
2637,Tour-794
2638,Perceuse-137
2639,Broyeur-467
2640,Fraiseuse-577
