IdM,IdMo
2246,2046
1798,3059
30,958
2525,4501
2738,2505
173,2117
4385,4492
140,3352
1566,2125
2152,2402
242,639
2975,492
4268,4839
187,965
4604,3966
2911,865
1512,2879
4561,2375
2132,4346
3741,631
3931,2268
4524,3232
521,3827
2791,4187
2855,4556
3859,3377
1986,1521
2071,2755
3367,3348
1890,2835
70,2053
2549,4464
1217,3999
2065,784
1625,2463
4770,4641
798,4502
2620,3004
3065,636
469,1589
3349,1810
1481,4741
1441,429
3020,2876
4400,3042
4186,3167
4992,75
3411,4947
506,1613
2401,2380
4827,1110
398,2970
2047,181
1841,4267
122,1429
1062,1848
2131,3475
562,967
2257,1178
2540,671
4178,1587
1106,3227
2883,3862
4093,3282
3010,3650
1437,719
340,1503
2164,1244
4273,3989
3421,1331
349,2248
2751,1111
3871,1688
4140,113
3713,25
4425,459
82,1478
2232,2196
3997,2752
1782,1113
4509,4275
12,2909
1863,919
1260,2859
4636,145
4365,4908
2159,2140
1183,355
2835,1805
797,578
711,3883
2026,3937
401,932
4871,1445
186,1873
3401,531
2643,3725
2915,144
4290,627
446,3955
4048,4352
1003,1383
1434,244
849,2561
1121,1630
4785,2143
1038,1411
2417,2330
3196,1552
1374,7
3067,3841
2871,635
3172,4513
4103,4501
2926,1178
3226,673
3541,471
3742,4600
3984,4238
1894,1903
4206,3501
747,3894
4757,1610
281,4024
4194,2929
1402,3419
3455,3750
115,1280
91,4698
3601,4155
275,2252
3136,992
3183,3537
4050,3568
558,4729
4285,361
266,4360
1526,77
3210,1764
3699,4968
2734,2213
4068,258
4800,3205
2998,1049
4497,1714
3300,962
3341,2819
353,4665
4655,4833
3983,3261
3075,213
2660,3683
36,3253
551,3706
3319,1729
4126,2878
659,4426
1746,827
3696,3176
4250,4587
1719,3048
728,1256
1669,283
1274,2325
1771,353
2,2292
893,540
4202,3415
2824,1748
4054,4537
4340,4122
4946,3175
3216,1577
4626,3164
913,2606
1044,3154
4810,221
3997,4941
800,4726
4989,2064
2665,4757
3236,1995
1409,4195
3884,3516
2516,478
2153,3765
1975,2809
109,2113
3925,4390
1192,1322
3729,4916
890,4261
3186,4218
4373,2455
4209,4223
1122,2178
1418,2652
2189,3312
2431,451
3605,2472
3471,1472
3122,2118
1676,4796
3584,3493
2937,1322
4205,2943
3876,1973
337,2113
861,779
3296,2408
2671,4766
2604,1055
2767,2368
3750,4311
2322,2273
497,1942
3115,1727
2182,35
11,3635
4419,3719
2863,361
3013,653
4249,948
4680,2172
978,2146
1511,4095
1297,2812
3277,4979
1950,1721
4084,2555
502,1358
4183,2291
1187,1101
2555,4703
4610,3928
1630,2711
3291,3449
624,2758
4533,278
2114,3758
157,1292
4098,4396
1846,4899
4451,1143
4758,302
3481,4028
1809,3880
3162,3320
1197,4309
4746,314
80,1502
2194,2376
4372,141
2179,2915
4303,2908
1596,3284
2584,4680
388,101
4429,3365
953,1428
4274,1121
3801,2485
2916,3962
1340,3458
4384,4610
595,2369
3273,4792
1670,2325
3990,683
184,1654
3412,168
2031,247
1340,2797
2796,2046
1425,4685
4821,4191
4078,2308
4195,2215
3007,2514
2227,3765
1677,2708
453,2351
598,1005
3048,3158
3707,4855
4432,1424
1981,2550
2329,427
1608,3073
2224,2126
2746,4400
4134,3337
1974,4311
213,4379
863,3995
872,4731
4380,4539
2786,2440
3599,1147
1744,2240
146,845
2917,2813
292,267
3973,2802
3868,1750
1520,2571
3726,1094
3126,4938
758,4698
2851,1243
2491,3298
2685,2964
2151,1052
2975,1214
1813,3804
3552,4650
3949,1982
3910,2322
4223,1523
2724,2647
3286,3487
4837,4421
4500,4457
3523,3064
4444,1961
4628,4469
645,3035
117,1901
745,1664
1691,708
1319,382
3897,622
4697,1667
86,890
4559,630
2834,3415
2827,3794
2454,290
928,758
1029,524
688,4597
4681,1779
1476,3384
3748,1419
1598,2473
4714,2580
1718,4127
546,2036
4303,3110
4496,4463
514,2608
2356,3468
3771,314
2129,4354
3576,1674
2693,3831
3402,917
1972,4328
3332,633
3624,2085
1099,3544
4316,2808
1007,4102
2781,1459
2412,4764
2736,921
298,2628
4243,1184
143,851
3427,3621
1054,2718
52,4715
3085,3867
524,4953
1274,2591
4703,1048
3950,1050
4814,1027
861,317
2708,432
3790,4025
338,4558
3726,1536
1020,784
4004,1656
2638,2385
3973,577
3118,3506
3013,3523
4215,2819
1161,3917
2559,1314
2891,3484
3848,2473
2381,3452
2709,1700
799,973
2824,2580
750,1755
3597,4856
2826,185
2859,2925
1773,2717
4463,2668
3944,98
1218,2418
1702,3367
218,2906
1001,2785
619,1278
4856,2672
4558,1386
1401,2812
3897,4734
3202,2829
91,3974
4040,4998
2369,293
4627,1619
2218,3978
3559,254
3745,1102
2661,4931
2313,1421
4323,917
4095,2949
589,3969
4618,1409
2751,1246
3150,3688
749,4635
1445,501
4031,1609
2652,4853
4598,4502
602,3047
4492,2890
4694,1621
301,540
272,2957
573,1509
4547,1900
1612,591
601,3632
4120,423
3913,212
1134,444
1987,4815
3357,79
4986,238
2213,4777
1273,1497
4398,381
3758,2707
2268,2246
3491,4290
3641,2051
439,425
4943,4338
585,2562
2021,548
445,1733
1507,2817
380,23
2913,969
202,1282
994,3505
4332,1020
3082,4431
4694,237
4685,930
2746,896
2448,2049
730,3325
4354,486
880,3973
2348,3170
596,1738
3656,3047
3986,4277
2545,1650
3297,3960
2712,4128
1357,2819
2712,3957
3763,1574
1524,350
1169,1708
4755,2133
4407,330
4632,4307
985,2399
2173,3331
3462,516
1804,1350
3566,2194
1016,158
1641,892
1825,4513
3236,3385
1412,4666
614,1440
3257,4358
4138,230
2726,75
3364,364
3827,4261
702,753
364,413
832,35
17,834
3350,1561
4448,3137
2260,1448
1179,4566
1797,2344
3185,3152
1912,49
4912,1632
3713,4582
4253,3254
1157,3093
4448,4875
4817,2566
3237,2483
3178,1699
1730,3094
1909,4910
3455,1854
3261,4133
1417,3578
2352,2609
3532,1810
3575,3578
2068,2980
1053,833
475,940
3121,4531
609,768
884,582
2732,2052
1504,894
1846,4481
979,2861
695,2794
803,1796
3099,1363
4818,3332
4597,4568
2849,2670
3844,3378
1472,3412
1039,3388
3647,962
367,2717
3379,1321
1679,4827
599,296
2103,2899
3629,2131
3703,852
48,4022
1548,4591
3794,825
3398,4207
329,2991
2056,4746
1745,329
2281,4015
3627,2349
406,825
2855,1641
1510,4801
3233,4571
4788,1412
3248,3284
2440,4481
4163,1624
3555,4507
4036,1810
3999,3352
1690,4169
1566,3284
1910,470
2171,3433
212,3860
2061,2295
203,777
1047,4395
2982,2346
2529,4856
4789,3304
2379,2463
349,4759
4806,2972
3670,3828
125,3273
504,1287
1744,767
1528,1988
3456,2052
880,346
4317,499
952,2938
4767,382
1895,160
223,2146
2553,4596
4613,646
2053,1499
221,2448
1337,4213
1950,3560
1318,3362
2921,821
979,3916
4778,2609
3260,744
318,1061
4467,1486
2583,1641
4609,579
1350,3493
3105,4858
841,873
201,448
2300,4040
4422,1261
2509,2637
4963,1925
2949,2570
3019,985
218,1470
4953,4369
1777,614
4001,2846
2645,1277
2667,1090
4164,4374
4095,4965
342,2107
3,166
1274,4728
691,292
152,1774
3890,1773
942,1770
2085,1601
4297,4335
1171,2743
2620,1924
1453,4868
4485,2414
21,2621
2926,3983
2306,2886
4432,4046
1352,4549
3115,4248
4054,2635
3298,4431
3062,2582
2350,749
4229,1332
3467,4606
1917,2511
788,4159
1009,3869
2218,1027
4687,683
1305,2096
1450,2749
3016,840
656,1113
2948,2696
4255,4815
1198,984
137,1877
960,3437
4596,4910
132,3635
2362,1818
2271,1600
4696,4816
4855,2189
4672,2652
309,3326
1593,4480
781,2
3173,1105
2914,4126
4193,2357
3119,1539
3060,2160
2528,64
3354,801
2041,3798
3703,4598
3330,2741
1592,779
1650,3678
4798,2122
4462,3084
39,713
4286,588
967,1960
4300,797
4684,4497
234,2301
4620,4673
3711,1730
1291,1324
2457,3174
1934,4411
4636,3718
380,1991
3797,567
2358,597
565,91
1463,2723
2733,3925
434,3169
3505,954
767,389
4573,661
2440,771
2762,3021
2897,1906
4184,4474
872,2642
4197,203
3583,2457
2510,2217
3617,532
2836,2420
1618,1154
1919,3983
3220,2134
2102,4629
2693,2074
2281,2430
1891,2844
1124,4234
2476,3920
2167,822
3721,2814
3965,876
4661,3523
4379,4254
3567,4161
224,2319
407,3801
2164,3875
3650,4110
4998,4505
1194,2838
2981,387
286,4592
4216,4590
3280,3127
1409,245
4786,1743
3823,1763
4852,3230
2075,459
1174,3997
3390,2380
2078,2234
4523,558
1696,3934
2434,4828
2386,3655
1335,2528
1486,1356
3714,879
2443,3027
2687,112
2347,1101
3130,2122
3007,3792
3536,1245
3681,589
2041,2989
4050,2901
1801,1652
1120,693
1381,940
2654,1680
2123,936
2914,3499
4599,4303
2975,3996
437,1
1374,2223
4123,732
961,3779
4741,430
2033,870
4103,38
4909,4328
870,4341
4317,4977
3907,3397
3279,1910
3850,2744
1146,2020
1228,1544
1025,3733
1613,4526
2854,361
2777,4865
1972,488
492,2823
1152,1123
763,2016
4253,4606
1264,4916
4977,2166
2581,871
4318,789
2969,3134
3370,3354
3705,2775
236,547
2652,31
3005,4898
3418,3391
4095,4796
3129,3040
3088,1476
1223,210
3853,1476
622,578
3685,856
2096,3572
792,3860
3490,87
4179,2854
829,4353
4658,259
2219,4183
1440,1491
332,3273
3561,3153
4587,414
4644,4729
2474,3716
4947,949
3070,565
4311,252
3844,105
3261,3237
850,4469
1825,2897
2921,3207
1948,2789
926,2576
1094,7
2900,4793
4854,3668
1,3518
3714,4906
83,448
4095,2882
4386,967
1322,2245
2546,2005
4217,645
2377,2253
3548,2038
4109,178
7,3156
1216,327
2782,2781
3934,24
4487,798
322,2753
1222,4475
4825,2798
4734,2843
3555,2928
4750,2758
2337,3452
4437,1086
3008,4614
2287,2358
4367,3651
2806,346
1666,1542
4775,2838
365,3456
4780,1021
3255,2735
1350,1171
4154,2505
4384,528
694,1284
660,1302
712,4889
4993,542
291,4629
2870,2956
3892,4486
2826,2624
4746,2053
364,4295
2004,1839
4545,2935
3812,834
2605,4479
259,630
661,1460
2001,3739
3631,2070
205,4458
4145,4512
4062,4224
2243,1048
854,2796
1078,216
3683,1695
4458,486
1705,708
4447,1280
2857,3275
99,3256
1815,1549
4410,1123
2418,3869
3852,4611
1004,708
2471,4192
1227,3459
1801,2919
1508,2356
2621,509
226,1579
4739,2198
16,3636
4510,2941
4216,2067
3583,242
648,3283
2793,12
1537,4993
1283,4313
598,4836
3663,4975
1226,241
3499,2256
1869,108
4271,2925
2101,1130
2802,4017
160,2364
257,2374
2905,1378
947,3773
2657,3175
3151,1756
2885,677
1442,3313
4837,4397
2286,1850
2999,599
4442,4250
61,3201
624,815
4728,2339
4692,3420
1366,2414
265,590
555,1955
1359,3950
1048,4135
4532,3260
3204,2044
3230,4550
1572,3240
4928,2987
4476,2254
752,4660
36,794
534,1884
706,925
1081,1965
4737,3497
1159,2063
1390,800
4918,2791
4090,166
3081,3893
3315,436
2630,1204
4489,2041
3363,4349
38,1690
4395,2921
152,2331
2355,1084
2318,957
3789,1571
4366,498
3600,3915
1992,2275
3128,2346
2957,4447
2747,1047
4606,1351
674,1619
477,2268
2203,1785
4819,116
343,4194
2332,1876
1070,1058
975,1144
1300,1582
4082,4878
3994,191
223,4806
3704,1231
3275,2192
454,1618
11,2901
4223,849
3403,2678
4910,2125
2586,1978
1019,336
968,834
2510,4653
4504,4683
1303,4482
4194,930
2302,3926
2361,2766
3352,4117
4433,3580
404,779
1940,3526
2252,4391
2719,2593
2592,2064
1494,3695
42,4315
1643,290
1195,4716
716,3808
1122,4767
761,4310
528,4255
1383,1413
3505,2538
2028,2712
4809,1689
1554,3109
3393,3800
2535,4613
4021,126
2605,1104
2501,2796
3733,196
3320,1306
3373,2894
1349,4607
2464,3294
1408,2442
3537,4292
4968,276
1949,3126
2924,4067
3709,3755
742,4971
2145,3910
4730,1078
4775,3083
2536,646
4722,4742
209,2181
2537,4273
1457,3486
1331,2024
1612,3277
288,2395
1388,2187
4628,4331
3220,3038
1459,3582
4453,1497
2590,2633
192,3095
3703,1493
1324,1997
2876,3646
3796,4016
1410,1159
1412,4172
4154,4442
1956,353
3214,4637
4905,1302
1435,2697
1761,1099
3692,2132
1453,4429
2369,1769
2277,2376
601,3978
3655,4438
2583,1281
3256,4632
9,1430
3919,3376
3326,2194
4153,3407
1715,1189
1010,1956
2556,3636
3267,4627
775,1217
130,1905
2565,3074
2648,434
3707,1604
1235,1905
2609,4071
3640,2246
1714,158
965,2945
2735,932
1352,3471
637,3682
3761,3696
2802,530
4466,3949
995,1766
1506,4826
1779,4505
4951,4745
2021,106
598,1593
3553,3077
1191,815
1835,273
988,3538
1584,2971
4987,3551
3401,1826
2864,3173
4105,91
3533,3006
1267,3373
919,4401
4080,1272
2292,1450
1517,305
2154,3206
4299,2990
4919,1240
2471,2110
2398,1435
1361,2497
260,4489
641,721
2556,3920
984,4034
1802,4880
1561,924
194,4588
1337,3264
1878,1632
308,2807
1218,1890
3377,1236
53,3260
103,2875
3247,3416
1156,4147
137,1203
3605,3773
4840,1664
4661,2006
2546,1456
2524,2998
3304,2375
3759,1166
822,3363
901,754
1491,2244
4233,2618
2894,20
929,3366
3146,2885
1812,4334
3913,3413
1642,324
2721,3398
1697,1143
1597,4045
1199,3654
2452,1520
1572,3175
2772,1241
3153,843
1505,2399
4031,4573
1757,1276
4264,1284
463,3506
4495,4724
2390,2575
189,2222
166,3388
3134,2846
182,497
975,2067
3627,2243
120,1565
2478,3924
3178,2529
2316,4565
1793,218
1381,1527
2736,436
3704,1384
3979,2406
1718,2256
4552,1869
3792,3419
900,1020
610,2599
4049,1750
3360,2325
1188,4304
4263,4153
2360,4802
3659,36
1190,3416
3324,1115
775,1609
2051,1427
4640,2532
96,2260
4331,2947
3570,1480
3897,988
755,2277
3912,2750
3817,3704
3647,4945
3487,1994
1789,2064
157,4433
1710,2326
4628,2296
300,2674
2867,2107
3733,1139
1442,4524
3565,1329
2026,1457
4940,2228
2988,1201
4509,191
682,3179
2010,4387
2459,2433
2589,533
4124,4783
3994,1954
511,3828
4726,457
1947,894
4072,3277
3480,3439
1570,4913
813,1233
299,2467
104,1023
2142,2555
4585,3694
777,436
572,4382
4615,884
271,826
2381,484
50,1564
4415,423
63,4679
4244,4481
4828,4114
2112,1991
4720,2203
2166,1873
188,1374
1309,2790
4468,1655
3885,1252
1169,1844
4797,2556
505,3087
1880,2493
380,2328
4398,1579
4091,764
4196,2408
4286,4545
1323,3414
4996,4315
433,3886
3150,964
1065,1344
3094,2927
3751,4588
2214,3224
2839,4045
3367,792
1920,4709
3329,1952
2477,800
227,896
556,1095
3966,3103
10,3489
2871,1053
1073,4235
888,169
3115,3215
4413,1539
1569,3037
504,783
639,2676
1215,2250
2907,2327
2433,2933
235,3100
4771,3640
188,4529
398,2111
4963,2948
4934,4970
4343,3338
1001,2400
4805,1109
4143,125
2729,3949
3785,81
1432,3291
74,1833
2173,4528
3055,807
3241,1939
1366,272
4614,2623
180,805
3570,3487
1915,2835
1675,4994
3097,582
2275,4252
4184,933
4166,3740
4517,1884
1073,3959
525,498
963,2360
2506,2903
2624,1680
2433,559
520,1674
3995,519
2134,1473
1972,3608
1783,1811
4494,2362
2596,736
970,984
41,714
1822,162
2475,3563
3,2948
490,1266
2798,4958
3701,295
3606,4298
581,2260
1298,18
3932,3638
381,555
1528,3940
2148,3488
4,4200
4878,974
3101,3269
2960,4507
277,299
1307,2667
2589,4964
3405,2225
4323,3716
2882,4043
4539,171
4310,566
4441,4341
836,1041
2005,1507
2291,3166
1337,1330
324,582
4332,947
4439,981
3185,4975
2055,1088
1036,2495
1141,2755
1495,3662
751,3348
4634,294
1499,3540
298,926
1667,2362
3294,1322
1405,3436
2482,4783
4088,3295
3019,257
4465,4014
1236,3027
4119,1397
4092,2971
824,3446
1016,2463
4779,2042
874,2043
2719,2330
4703,85
2710,4145
1093,4088
4630,3229
171,4284
2316,3520
4091,2403
4966,1288
35,1290
3182,2879
69,1191
1034,4058
4968,2055
3281,1447
5,1042
3540,4767
2428,267
1544,3870
298,3711
1895,2126
4825,283
1525,1109
2562,3717
3219,3294
3158,2435
1522,4911
871,154
1814,1562
82,3014
4406,2661
2779,2969
4587,4591
3324,1787
809,1997
4675,10
1337,201
4642,3058
3179,2670
3856,4732
4320,2896
4072,4909
2180,3689
187,2510
896,73
4671,143
3341,2557
1403,4657
3578,800
4088,4385
3735,1737
1276,4424
605,981
4644,1139
3311,3114
4003,3582
4309,2002
3407,4530
745,2442
3988,3325
767,1603
1770,3128
2760,4064
4961,4767
3513,87
3620,3324
4802,2361
2189,1797
2746,2838
327,3038
1107,542
3524,3374
1004,1912
2230,3462
55,3139
1359,2157
1297,1052
4708,3476
4093,3462
2857,3189
4093,469
2233,4320
4779,3782
515,3483
2590,4383
3734,4617
3203,1980
107,4881
561,1790
4472,1657
2822,4405
2898,2740
160,2264
3337,2437
1273,1070
2342,3010
3622,342
2468,3999
3881,602
4168,4519
1518,810
2903,3543
2698,3052
4256,3151
87,1329
1561,4609
1221,406
2107,3950
3456,4729
2828,4420
492,4038
4075,717
608,1482
2835,292
1957,767
1946,285
3877,4248
4543,3885
1144,2328
2552,2655
1935,556
812,3199
238,1970
1471,411
3890,650
4809,2318
1127,1978
437,4316
2274,796
2519,4912
1579,1471
2773,162
2421,3892
2678,2991
4372,3187
2457,146
4948,4832
1049,1564
523,3088
2164,2326
2671,404
1225,1959
665,3309
3502,640
3008,1425
4119,1752
177,3559
1073,51
4262,1018
3636,966
3637,3593
3998,4226
4869,1327
744,4492
4483,3701
1283,715
1047,4246
2404,4537
3680,1828
2487,480
1019,3003
3433,4386
4321,302
1007,3573
1076,455
1999,3447
1435,2892
2676,393
4549,2665
4463,4291
2704,1933
3321,943
2563,4109
662,1785
1491,3170
1975,3349
1607,74
4047,535
2931,2125
3675,3339
2120,1125
1473,4761
170,1063
2257,4315
4181,963
1656,762
1981,4707
2917,3103
4939,4618
4733,818
4609,3673
1059,1095
2468,2072
4377,2236
2372,2838
353,545
2773,2051
1249,1783
3678,212
1250,1834
1063,3437
550,3532
1226,2364
3272,901
376,4473
3705,1701
3104,1343
3858,686
4721,3073
2920,1039
3975,2429
285,130
856,171
4072,2915
4306,2131
1430,4283
1856,169
940,4568
30,1471
3069,1681
3803,1218
3231,3953
311,1234
94,4541
3532,2877
2637,2497
3804,820
816,2817
3521,2413
3542,4054
2381,4308
1259,118
4328,1008
813,3196
4933,3741
22,3038
3114,4240
1223,4728
3464,1196
2633,3326
3992,3046
1965,2498
1157,472
3552,2550
1667,2239
4219,3848
3115,3400
1778,636
931,1126
400,3776
2337,4456
1775,1667
3148,707
2924,1392
204,1830
907,1260
2017,2517
209,3460
4549,3698
3415,172
272,4797
4778,684
3078,1731
3227,3490
4045,1460
4327,998
2428,1494
356,1849
3946,3765
1163,4828
4683,1757
1452,2019
2407,1209
1297,4278
2510,3822
4792,1707
2508,742
2695,700
1189,3189
3414,1626
910,1570
4647,4456
1802,1770
3636,2885
897,3194
296,3873
1402,2140
1450,2552
2151,3173
2498,3870
2760,689
1060,4743
551,795
4719,2139
4799,4618
211,1535
838,84
4212,3544
1283,3163
3109,2356
2540,4509
3086,2845
754,253
2983,4554
3358,4493
4796,1769
1069,3772
646,3707
2332,1947
2927,259
4160,4601
1097,1540
2287,3998
556,3138
2723,3557
4538,3232
749,4966
4216,1026
3454,4959
2225,139
3288,1321
581,4729
3336,2317
778,2281
4515,2698
1086,3789
171,4873
2974,3465
4912,2491
3568,4415
3435,2374
607,4416
1058,4052
3878,1958
76,3811
2540,4407
1665,4745
564,3441
2523,934
3417,2056
4799,394
3460,86
318,373
1396,3802
2863,132
3812,4295
2616,3735
1128,3950
3725,2893
1015,3980
1641,4826
4083,4227
4297,1473
4391,2123
747,305
4089,3360
1114,568
1802,92
3868,4152
3626,2600
1578,2356
2523,4845
2390,900
3029,3108
2662,357
1308,1402
4,1051
4250,3748
2145,793
2492,4521
4634,2883
881,3953
2714,1042
3425,1373
2284,2240
1157,1264
778,1497
1545,4493
3072,18
361,603
3269,3410
4642,1229
265,1413
1023,3823
2307,712
150,2871
1894,402
2977,4921
3111,4231
1707,4112
1196,2613
2166,4447
3966,837
4277,281
3698,3766
398,1629
4136,4014
1585,2498
285,2241
1965,2843
4116,2020
2547,1812
1466,1906
4745,3405
1729,2601
3327,1494
4399,4874
1640,4161
4598,79
1243,3714
20,4201
3882,2342
3735,477
3292,1867
4792,3796
857,3730
779,2214
2665,2879
3077,4597
1338,2729
1096,4559
699,2908
3663,1947
1269,4894
3284,4501
1182,2292
2794,3220
1829,4540
2625,2120
4752,2551
1537,363
4505,2905
3942,3330
3594,2210
2364,738
1780,146
3731,3635
151,1747
4775,1820
4968,3045
2254,2011
1176,2036
2301,2784
3252,4327
3257,4433
2621,266
443,4126
1869,4730
2854,3708
1144,4132
4141,3528
2229,3275
4097,155
2258,3324
1952,4333
3485,181
194,1448
150,3388
190,4839
1984,4231
1566,4469
1078,1485
1583,1662
4485,4168
3331,36
3204,4338
1910,18
3222,710
70,4978
3147,516
2624,3814
2034,111
1196,3209
572,4961
4961,3824
246,2929
2033,1316
3649,4190
3430,870
4400,3675
4967,3819
4641,682
4459,1062
942,1194
140,3018
2901,4115
1849,3322
2487,3228
3364,4280
3186,1473
1683,1060
3728,676
3652,3232
850,3820
495,1700
113,2902
4110,3325
2363,1615
3699,3359
806,938
880,128
3239,2971
1478,4118
1733,1709
3305,45
3299,1702
320,250
1276,3560
1610,557
3078,4062
3172,4565
2298,403
2109,2372
4235,615
2446,1944
940,4780
3455,2972
1038,4335
3351,178
4093,4605
3778,2248
3965,2703
237,3908
735,3613
303,4265
1212,378
268,538
3127,2298
2880,3191
3901,1978
4301,4035
91,152
307,1583
4139,357
4544,2852
1541,1521
964,1977
483,3855
1042,3070
1362,1876
271,3061
3978,1055
2970,932
2013,4123
1231,1073
582,4720
344,666
1609,4957
4975,3556
1407,3018
2873,3262
1534,683
1797,4998
3116,1980
3391,4210
1869,463
1407,799
912,1163
433,508
3917,1831
165,771
1551,1413
3131,4197
4002,1475
205,1192
1155,574
4185,2527
1134,368
3640,2082
1005,4055
4986,480
1836,2388
2326,2477
3745,1719
665,4166
1227,4522
4615,2028
4617,3916
359,2138
1059,1181
4781,4075
844,1699
4387,2528
4108,1493
366,1848
1806,3775
814,4882
1437,1362
4167,2565
2368,3770
669,2323
4636,882
3695,1628
2821,1150
4789,2415
3525,3082
4924,2973
4433,49
2906,3119
4518,1495
1316,891
1549,1060
2252,3149
684,3758
4625,840
3444,72
1800,2140
3881,4521
3205,3386
702,4899
98,690
4580,1389
3168,363
92,1975
3782,3164
4019,3680
2390,3760
90,2945
1146,2571
2165,2454
2026,4368
2219,1947
2678,945
2790,508
4043,3526
2584,2206
345,2360
2179,279
1966,3376
236,1119
3705,3360
2857,1316
1429,1816
3449,4353
1792,3817
555,363
2418,1130
3137,3729
209,3547
782,1107
1544,822
2281,1059
752,4676
2841,1704
2896,4798
4198,2281
2097,1079
164,3126
2155,3637
1040,186
2452,1466
1868,2590
3933,2071
4220,1635
4268,4511
472,2781
3535,2512
1665,3655
2701,4310
2152,824
2756,528
4951,4642
2900,3187
2509,4701
2370,4975
4737,3119
4650,2955
3889,2192
4311,3889
3771,3038
3128,3242
2479,1904
2975,3407
667,1437
4504,608
4561,3734
547,2839
2327,697
1893,1585
3684,4128
4785,3911
3175,2756
3785,3194
1826,3260
4722,2279
4192,1297
1147,4786
2327,2004
1766,2083
33,1693
4993,826
834,4813
2654,3856
41,3222
734,3478
1554,596
2160,2213
4310,1526
4329,1923
4720,4721
4055,287
31,4511
43,4716
2629,412
3573,4698
343,3768
1957,247
4680,1641
1222,866
2020,1461
1520,1829
66,1375
4235,3319
2178,4351
3290,3647
2563,2462
3390,556
2,4254
2334,4151
3709,4963
544,4728
3291,4652
4430,4328
3070,4937
4843,3116
1887,2825
2860,299
3114,2058
3473,4679
2565,1351
3730,4133
2401,1063
989,3140
2423,546
2075,4788
2406,4639
3892,893
1353,4541
2387,1245
4232,280
3435,4356
4884,2837
3455,3071
1295,4797
4585,3217
3954,1543
1412,254
1157,1205
1437,2232
1684,620
1873,2079
2956,4997
589,4204
1504,2733
2871,1570
600,1516
2177,4877
1446,3375
2580,2044
3265,909
1164,688
3444,3476
3539,1756
4710,3442
1480,2350
4476,1806
3304,2769
2575,1718
2633,2600
2358,2104
2946,323
2558,2202
1409,4208
4467,4717
2634,2519
3246,4331
3410,3466
1682,4022
2409,3889
3147,3076
3647,377
2283,1186
88,2455
4681,1577
4234,3202
1463,869
2988,4097
2659,2170
2740,1701
1688,4962
4617,1312
371,1757
3709,1792
625,3676
654,3522
940,309
662,3527
396,2821
2385,1287
1927,2811
4320,3648
2997,2967
4408,4464
2151,1337
4365,155
4204,4498
2783,639
3133,1714
1770,4072
110,4662
3092,563
2032,2219
3680,2024
1225,1549
4995,1295
2997,678
3046,4814
4840,837
1497,1126
882,2817
4174,606
334,604
1254,2313
1443,2854
1199,1908
1366,2466
1272,2733
1866,4170
4663,2009
225,3262
633,441
1513,3645
33,3315
4781,4707
4482,1798
2039,1538
2331,585
3440,2121
634,612
1449,27
4961,53
2760,4652
350,3380
2683,1204
4976,2088
4514,1850
4098,4266
642,2820
1205,1752
1062,874
1135,2054
2032,212
3578,1067
4613,2463
4828,163
4448,3228
1269,1928
4879,3722
2551,2037
2859,1251
1382,1206
4983,1934
4304,3666
4701,2543
3412,4784
1770,1770
2164,55
4515,272
4064,2200
843,147
114,3939
3569,2705
1693,3446
1575,3720
2642,1029
2515,2383
4379,1476
1748,364
3378,409
1830,2275
555,2568
4162,1680
573,632
1113,4350
1795,4321
1560,4254
1152,3342
2441,1507
4744,1414
3463,502
2588,408
3987,3371
2724,3812
4591,3615
806,1429
3680,3854
2338,4317
701,2324
4051,452
2446,3065
4682,4333
3018,3968
4173,3257
529,90
4680,212
2935,945
631,470
202,320
4611,3413
855,4451
353,1500
3173,1982
1459,4392
1768,4985
1560,1190
233,3353
4462,4713
1057,1393
1457,3292
2361,3552
4764,3268
2205,4518
330,1038
4483,1505
4297,978
1964,2852
824,1645
1712,625
947,2935
493,1943
4669,4722
2428,2997
3859,158
4760,4384
1947,3821
4737,1976
4403,1696
4698,228
3439,4531
252,3992
2568,3066
3331,3948
2303,1615
836,2766
1526,268
1858,2593
3805,4378
1284,4219
3127,529
893,1425
2105,3654
3051,2898
1096,3497
2404,3557
4493,1158
4902,4891
3914,2592
2710,3285
4794,50
1911,4742
1465,3880
4826,1535
2546,1397
1525,3091
2965,3799
2219,745
3410,4520
3718,1001
3487,1691
3038,3917
4856,1089
1839,3691
2401,1577
693,4387
4419,4243
4743,2382
285,1049
1018,2829
2028,3493
3525,2970
4009,4052
1484,461
4182,302
3625,4545
1915,2322
4542,3160
1076,629
2505,3021
1600,2708
2441,1993
2722,1116
1238,2983
1938,1279
167,373
4032,3471
4983,975
568,3868
1775,2589
3987,2603
81,3890
3405,3515
4898,4105
1223,3088
2349,2698
4680,1745
3618,4397
3052,4508
2739,4838
386,3672
961,3434
3606,3376
1109,4096
1893,2492
2873,4715
3858,443
4815,3267
1106,2916
4835,3111
4357,2076
4745,1250
1499,1426
218,2033
2299,825
4159,2014
3050,1351
1122,1607
1231,3756
4593,2707
1120,3514
3509,1509
325,1023
538,2887
1520,709
2926,3514
556,4573
4037,4497
3694,1704
1786,1014
2268,404
2269,4288
3280,3892
458,228
2199,3612
1761,1727
1867,3942
2799,871
2133,3583
783,3921
3592,3468
1061,3063
632,1270
4556,4212
179,2285
1067,2542
3681,3313
4248,3992
1315,1745
2520,4438
1197,976
1884,1312
3574,1503
2964,264
