IdO,IdM,IdE,date_entretien
863,1654,4842,2016-12-23
1108,4431,2251,2017-02-28
3125,4501,2032,2022-10-20
4042,1461,4999,2009-09-06
1139,1486,1321,2003-01-14
1455,4031,4998,2008-09-17
2259,1782,3369,2010-11-22
4939,3274,1847,2021-04-16
4947,4181,4067,2005-08-09
3356,1387,3165,2005-05-01
4850,81,4880,2001-12-25
3438,137,2790,2002-03-07
4268,4943,3324,2022-10-03
1604,4625,3181,2011-11-26
166,4044,3460,2015-09-30
598,2971,1770,2005-02-21
326,2040,2229,2006-05-26
465,152,36,2010-08-15
3884,466,1026,2007-07-15
1098,1834,4703,2021-05-02
4429,4930,415,2015-03-05
2998,2535,399,2004-11-28
2092,1769,475,2012-09-02
953,2206,1429,2013-03-19
4230,3332,3368,2019-11-06
2451,1029,707,2013-09-24
4418,2705,3684,2002-10-04
109,2785,370,2018-08-30
2322,4074,2322,2002-01-11
4912,464,1259,2002-01-16
3997,2587,1036,2020-01-03
1846,2650,3753,2023-05-22
3699,3320,3555,2003-12-09
1166,1209,1883,2001-11-22
2161,4160,635,2018-08-05
3857,2517,4010,2013-08-28
2518,2077,1865,2019-07-22
1069,3283,2067,2006-07-25
5000,2182,4304,2006-05-29
2156,3544,3292,2024-12-19
56,3015,2548,2000-10-08
115,2604,3686,2003-07-07
2543,258,4222,2005-08-06
3611,4216,2858,2022-11-12
4030,1190,4091,2002-01-25
2557,774,3866,2013-11-05
4663,2794,1607,2018-04-07
569,2441,678,2016-10-28
750,904,4466,2024-10-24
134,4499,946,2007-04-23
3219,1023,3539,2011-12-12
39,4931,2370,2003-07-10
2570,1187,1006,2000-06-06
856,1642,1079,2008-05-25
58,3238,1973,2001-01-02
2630,3774,481,2000-08-06
1844,1954,40,2012-12-01
2734,3,1062,2021-12-10
3073,77,4348,2010-10-06
2462,2183,125,2013-12-01
2839,3876,1161,2001-10-04
2136,193,523,2018-07-14
3524,3528,1003,2013-07-13
4660,1661,4037,2007-01-12
4342,823,2365,2018-04-25
4305,3225,1240,2006-12-03
2539,3759,3202,2019-12-05
2051,2519,1112,2003-11-15
1946,1414,1581,2022-12-28
1065,3366,2862,2021-12-05
1152,4909,2211,2008-05-13
847,4323,280,2016-08-23
4519,765,4651,2022-12-03
3969,3816,1448,2022-05-20
2568,2694,4527,2011-09-07
1404,479,3685,2005-10-07
3738,1784,653,2009-04-17
4316,4873,4264,2020-09-12
4402,1968,550,2005-07-23
390,155,162,2011-12-26
389,1500,72,2003-02-12
2660,4132,3766,2016-03-18
2528,2116,2698,2024-12-15
1520,2505,1014,2021-01-17
1155,3170,596,2016-07-01
2944,4290,4646,2008-11-16
532,322,4775,2016-03-03
3729,1784,2280,2005-07-11
4506,2611,416,2011-05-13
263,4595,1993,2024-01-18
4266,1469,839,2010-12-28
2246,2041,2572,2001-02-16
476,4144,4540,2012-01-20
875,3506,3730,2004-01-17
2797,552,1861,2020-09-23
1125,4716,3692,2015-02-18
3047,4285,4474,2001-09-18
1135,4985,1019,2021-04-12
2649,3590,3268,2022-04-27
2244,979,3757,2017-08-10
1694,3411,1687,2005-08-27
3307,3117,4806,2004-07-02
3623,3324,2706,2023-01-31
4470,3273,135,2020-10-01
604,2656,975,2011-07-19
1322,3769,2820,2019-06-07
1327,2989,4510,2004-04-28
3471,2568,4722,2016-05-31
1444,597,4561,2006-06-07
1713,3128,1699,2012-12-25
3794,1308,810,2012-10-02
2437,3440,438,2015-09-30
3369,1930,2079,2004-08-03
4728,2337,4190,2012-03-04
3540,3435,2164,2017-02-25
1564,3894,2215,2008-06-19
734,4472,250,2011-01-23
4152,3210,866,2013-01-04
767,2896,1908,2002-10-18
2950,3041,3894,2005-02-20
3520,1800,4777,2015-05-04
4437,2691,11,2020-06-14
1320,1976,4739,2018-11-21
3974,4307,1046,2012-02-26
2626,3798,4510,2021-02-16
773,483,4362,2004-06-15
3121,3818,2425,2023-07-03
2244,1378,2132,2014-06-01
3108,147,4328,2010-06-12
4137,4848,1060,2019-12-26
2859,685,4860,2011-01-21
4740,1949,1588,2024-03-11
4911,2370,2029,2014-12-06
1357,447,2563,2015-07-01
676,2070,2255,2009-08-27
3174,3327,2089,2019-01-29
3565,2382,3976,2003-09-21
2839,3497,1744,2003-05-28
3170,2961,1294,2021-11-28
2296,1970,827,2016-08-07
1986,227,4407,2015-01-02
632,4796,3180,2022-05-08
1651,3561,1291,2001-02-01
2905,754,894,2010-01-23
621,3138,2612,2011-06-17
3770,1190,3142,2011-11-02
175,3282,3307,2013-01-31
2057,922,206,2006-09-22
3389,2329,3879,2004-10-09
1800,2042,3098,2022-12-06
422,1686,1285,2022-03-27
2904,355,8,2006-12-07
4545,2793,4287,2000-09-02
4532,1385,2031,2009-07-08
4110,1116,3118,2014-05-20
1763,2486,2902,2017-11-23
261,1545,853,2007-06-08
3839,4325,862,2020-10-29
393,179,4871,2010-01-25
2130,2553,4692,2009-03-17
2014,2710,3393,2013-07-07
2834,3541,2911,2019-06-30
162,775,2066,2019-12-01
454,597,1508,2012-03-01
2059,4315,2010,2003-04-06
3670,2939,3170,2019-09-14
3401,2040,2387,2020-11-19
4972,3744,1694,2007-07-29
879,1483,3455,2007-09-05
2192,1279,3881,2019-07-10
3460,1384,1645,2000-11-27
3847,1792,2010,2019-12-21
2684,3381,1034,2017-09-30
2300,261,2668,2001-10-13
1600,371,4555,2016-03-05
2566,942,1481,2004-05-22
3707,4007,3249,2022-03-17
430,3814,1424,2017-05-06
826,3264,2987,2007-01-16
2223,1693,601,2019-02-12
3424,4565,3811,2023-01-01
4857,285,1646,2011-11-05
2418,2250,2438,2000-09-08
4098,2178,4379,2020-09-18
2189,4315,4246,2013-04-05
622,181,2474,2014-02-22
526,3463,1874,2021-08-19
2749,1531,764,2022-12-14
2151,594,1182,2008-07-03
1321,2808,2109,2024-07-30
1647,2681,1957,2023-12-10
4903,2780,1752,2000-04-04
2891,2245,330,2020-07-01
3161,360,3949,2003-02-14
4619,4127,517,2015-12-21
163,539,2479,2016-02-18
4354,799,3865,2024-01-18
4375,3310,1271,2012-10-02
813,297,3268,2008-02-24
946,2411,909,2014-11-21
2174,2042,513,2024-10-07
4010,1149,4109,2001-11-22
3404,3930,3396,2000-01-21
3647,2030,4678,2017-09-17
4121,350,915,2011-09-07
1461,3694,781,2024-11-05
950,4729,4213,2021-11-27
3780,4116,1612,2018-01-06
1995,3195,2068,2018-09-06
4687,187,1814,2016-01-20
3109,2442,524,2014-05-03
4535,2227,4108,2008-11-22
4321,1707,2686,2005-03-28
4260,1596,2648,2015-05-25
4319,4659,3058,2018-05-10
3243,1150,2443,2015-05-22
1694,1401,1147,2001-02-13
551,3523,4940,2016-03-01
1852,2392,3385,2015-05-18
3417,4779,1954,2017-08-29
3417,3504,194,2010-06-13
133,1784,4886,2021-05-02
1628,444,3451,2000-01-08
2477,1209,4286,2005-07-12
3129,2711,4485,2018-03-23
2840,3859,3872,2009-06-12
1568,2604,527,2010-05-14
3932,4694,2155,2004-10-24
4267,11,1757,2016-04-14
3696,4102,510,2006-10-14
3085,2647,4826,2013-05-12
2229,4235,600,2021-02-21
2116,684,304,2006-08-21
1424,2437,1761,2024-07-16
2098,739,3277,2011-11-18
3353,1708,4430,2017-03-15
1563,827,962,2023-04-21
3024,4318,3193,2003-02-08
3850,4370,4963,2018-03-14
3518,1010,1743,2003-11-17
4864,908,172,2007-07-12
1736,476,4486,2016-11-02
4014,2672,2164,2004-08-20
2271,3173,1533,2011-01-27
279,2012,114,2019-03-10
4083,2266,4813,2005-02-11
4002,2840,1629,2005-12-11
4665,4923,2343,2001-06-07
2137,292,2433,2019-07-22
718,1691,5000,2015-12-14
296,1877,2736,2005-11-20
3859,2573,4394,2002-03-08
2075,1029,275,2013-05-30
3724,2156,1671,2010-05-29
4029,2014,2731,2005-12-10
4530,2251,2294,2014-03-28
1269,2868,3215,2013-10-07
1602,146,2225,2009-11-20
3254,1198,184,2021-12-10
1054,3663,3441,2020-08-18
2160,4920,3672,2019-04-10
4785,3416,1684,2021-12-27
2285,2204,452,2018-07-28
3326,1893,1798,2013-07-18
461,4222,2068,2020-09-11
1503,147,1637,2017-08-14
4006,4500,1831,2023-03-19
4335,2509,2357,2006-05-08
2420,2513,4112,2020-08-24
2931,4682,4063,2002-12-30
1824,2949,3702,2004-09-30
3628,4742,4664,2004-08-02
4725,4930,4712,2000-05-12
4468,2876,3802,2020-09-14
4750,3905,4383,2019-03-03
1861,2368,3336,2004-01-08
2326,699,2974,2019-03-17
411,3066,1657,2008-01-07
4533,2248,4935,2012-02-26
2443,2009,1923,2009-12-07
3019,1568,1493,2023-01-16
110,3138,4337,2022-05-26
3317,962,4234,2002-07-12
4334,729,1510,2000-07-26
1963,1642,3334,2005-01-12
2623,123,1141,2006-03-11
4743,1196,4717,2014-09-26
2875,4535,4521,2007-04-01
4010,607,4861,2022-12-18
271,3060,3114,2005-03-17
2646,931,443,2020-07-31
587,4283,3320,2016-03-20
4992,1347,1723,2013-09-16
4491,264,1605,2024-01-19
105,193,1956,2010-04-29
3698,2656,1293,2002-12-25
2911,2035,3504,2004-08-05
4047,2429,2384,2010-10-15
1449,2309,395,2002-09-09
150,1539,2293,2008-10-16
4597,2645,3447,2004-11-28
371,2952,2766,2014-06-09
4843,402,2733,2021-04-26
3240,2027,2466,2013-12-15
1103,2600,698,2020-06-09
3065,2178,1839,2011-06-29
3624,4088,4375,2005-02-02
617,3881,1126,2001-09-27
26,4758,771,2010-05-29
4929,2308,4637,2022-05-01
4223,931,2366,2011-12-13
4131,3826,3236,2015-07-22
28,2093,3936,2019-05-15
3591,4883,1958,2024-09-26
4610,4955,1079,2016-11-18
4807,1797,105,2011-08-01
1570,3708,4747,2014-02-19
4407,4272,2825,2000-06-10
2648,4404,4051,2008-11-10
371,922,855,2015-06-05
3757,1028,1142,2011-08-17
1332,3084,3384,2012-10-13
2955,2187,1682,2005-01-31
4835,2448,2303,2005-05-16
590,500,512,2006-12-14
3454,264,4633,2016-06-02
4272,1473,2944,2022-12-22
1301,1024,822,2002-12-28
2219,2969,4347,2004-09-08
3765,3151,3210,2018-07-21
4494,603,1008,2014-09-23
2666,1774,2617,2000-07-13
213,438,4964,2003-03-04
1778,368,2858,2001-06-20
2460,390,2459,2006-08-08
3738,1275,40,2013-11-06
3733,3943,945,2015-08-10
4925,4538,3774,2009-07-28
2997,3202,4484,2001-10-22
2474,321,4818,2012-04-22
909,681,66,2023-08-16
23,4892,643,2010-04-14
1338,2733,634,2023-07-07
2475,2312,3372,2014-06-19
4013,2359,3079,2013-07-26
4302,596,2343,2013-08-02
4785,28,4200,2007-09-21
1937,1005,4282,2016-07-16
646,2088,1560,2020-03-13
2438,661,2453,2019-11-08
4635,2780,654,2015-09-11
1236,1569,3024,2010-06-28
895,824,2606,2002-09-25
839,4541,2180,2014-09-01
1738,3957,1219,2008-04-22
2387,876,2028,2020-04-17
2437,2899,3447,2023-10-26
2633,564,4099,2014-12-02
3441,4647,893,2021-09-09
2568,3998,2410,2012-11-19
2037,4643,4199,2022-06-21
3420,1465,4881,2018-05-03
4774,3261,4287,2024-04-04
4178,1726,1719,2022-11-14
4464,595,1682,2001-08-25
746,2199,577,2004-11-23
1812,3546,67,2012-06-12
2266,264,3024,2018-04-26
4217,3986,3642,2015-08-21
2471,3525,2145,2012-04-04
1287,3225,3713,2017-08-26
1715,3391,334,2018-07-20
3077,1988,3513,2020-03-15
4702,4127,9,2021-08-26
2250,2407,688,2014-04-29
1835,226,2873,2012-10-15
647,130,1050,2002-03-06
4616,2301,3651,2004-03-09
3723,4073,2709,2016-07-20
1794,3796,2331,2003-12-01
525,3583,3593,2019-05-02
1106,4751,13,2009-06-04
2008,3820,2912,2019-07-18
1090,2990,3455,2006-01-31
471,1770,2930,2006-09-24
4401,4421,736,2003-11-06
576,4613,505,2015-09-15
2361,1956,2269,2015-02-10
1367,3963,3237,2005-03-04
2919,1235,410,2020-02-26
1107,3968,3352,2019-01-08
2957,1934,571,2019-08-02
626,1261,4306,2018-09-13
4532,45,1926,2013-05-30
1289,471,1465,2022-03-29
4502,2048,292,2009-03-25
4690,855,3637,2017-04-15
1289,4317,1526,2024-10-09
20,3582,201,2020-11-20
1644,587,156,2003-09-09
4130,4992,2108,2022-06-21
3878,145,4941,2014-10-28
3401,4933,3397,2005-07-16
3233,4881,4345,2006-06-21
2742,725,3770,2003-09-05
4081,1629,3178,2012-06-17
3696,30,538,2007-07-29
1957,1852,3202,2001-01-30
2088,4118,4010,2001-05-03
1593,3849,2834,2019-04-27
2770,184,3302,2013-02-22
4646,2050,402,2013-08-11
4589,1397,796,2018-07-10
1357,4460,564,2024-01-04
1640,2445,2135,2008-02-13
3547,3580,1073,2007-04-26
1133,3393,1508,2004-09-26
3093,81,3539,2013-05-01
2342,3627,4044,2014-01-15
4110,2250,3427,2019-02-11
4872,3350,337,2015-01-01
1077,2044,4120,2008-11-01
2565,3869,483,2023-09-07
726,749,3983,2020-12-14
2335,2078,1369,2001-09-14
4781,424,407,2012-01-07
3423,3374,2521,2015-08-03
749,2163,1359,2007-07-20
4388,161,363,2011-01-30
2667,776,399,2023-03-23
2543,4414,2453,2001-06-13
2643,339,2489,2001-10-20
163,4909,4900,2019-03-06
1682,232,1495,2008-06-08
4281,1580,1514,2017-04-16
4800,3463,1773,2019-02-13
3814,1923,3447,2020-07-04
77,2132,448,2021-07-09
4749,2362,181,2018-03-14
4934,1912,817,2012-10-21
4331,323,4607,2002-11-14
908,4792,3587,2009-06-23
809,3967,3384,2022-07-18
4436,4494,4942,2014-01-18
248,4495,2395,2006-11-10
2952,4661,4722,2011-11-27
42,4410,1593,2016-06-11
1113,3860,2260,2022-05-14
308,1138,3565,2000-09-24
4381,4705,4274,2001-06-04
738,2902,1736,2013-09-11
4292,30,1690,2012-11-26
3026,763,4257,2019-02-11
3698,1724,3031,2011-06-26
4893,3870,3240,2018-12-09
4966,2128,4379,2015-10-29
2638,94,506,2001-08-30
1524,2224,777,2007-11-27
3614,2820,3433,2003-08-09
3227,2721,1712,2015-03-18
4522,343,141,2008-03-06
4532,762,3114,2012-05-27
1472,3387,3081,2007-05-08
3705,4654,1657,2020-05-10
630,192,1383,2022-02-02
807,2976,589,2023-10-31
4880,2496,295,2011-11-16
2400,3656,175,2011-06-30
2951,1114,3091,2004-07-16
3277,21,386,2014-02-25
2031,4994,447,2017-07-12
3329,2616,428,2019-08-29
2580,1776,4368,2020-07-16
1936,1155,2442,2020-05-05
2123,1077,2515,2000-09-16
3734,4933,2365,2013-09-17
170,430,614,2024-03-07
3484,2215,2270,2005-10-17
2163,2904,2164,2024-10-23
3152,3284,3352,2016-05-18
2189,467,4700,2012-06-05
4720,4471,3601,2016-10-24
125,656,4740,2018-05-13
534,1304,1062,2003-12-31
1367,2832,4944,2023-12-31
2063,1645,4802,2024-06-11
3399,1558,997,2002-03-14
963,2633,2213,2002-12-24
3687,3000,2678,2015-03-27
527,4523,3465,2017-10-17
4123,642,801,2002-03-08
4189,4920,3057,2012-09-19
2724,1680,199,2013-06-13
53,1897,2127,2010-02-06
4197,194,572,2012-12-11
742,2075,4565,2008-05-10
4851,4794,831,2003-08-13
3262,364,1562,2018-09-09
4347,1040,3545,2004-02-22
2090,2546,2045,2005-10-17
1978,2142,4483,2002-05-01
959,31,2899,2013-07-20
1422,302,4443,2004-06-29
232,4277,3863,2019-09-23
2469,14,3254,2001-09-02
4067,111,3186,2008-04-11
695,923,1204,2017-06-22
4516,70,3895,2022-08-05
4220,2851,4897,2000-07-10
4721,443,1191,2020-02-23
2696,183,1692,2015-01-30
1325,3404,2514,2023-11-06
4674,3739,1266,2004-02-24
3162,1915,4103,2000-07-24
4849,3763,4283,2010-04-17
2465,2946,1515,2024-07-05
609,313,2065,2023-04-26
1849,1547,3213,2005-07-04
3575,4844,2051,2011-04-17
1677,4914,3799,2011-05-02
2776,2278,3172,2000-09-02
3705,2754,3487,2007-02-21
1442,4755,4546,2011-06-18
4604,133,276,2008-01-28
978,93,4616,2016-09-16
2127,545,251,2011-01-23
2288,3023,4620,2011-03-24
2671,2861,2225,2023-02-18
997,4223,1449,2022-08-21
995,73,307,2019-03-23
4662,188,2554,2017-08-02
270,829,2080,2007-04-20
1376,828,3694,2001-01-24
1863,2474,529,2006-05-19
1322,2243,1508,2012-10-15
169,1721,502,2015-11-15
1879,340,3626,2008-05-08
4588,1095,4085,2014-11-11
1594,4917,1049,2011-12-12
1778,1254,3901,2001-01-05
3469,21,1945,2003-09-10
2843,1757,4847,2010-08-10
139,1340,1651,2020-10-16
3025,3036,381,2004-07-24
4255,3837,436,2024-10-14
2097,4725,950,2019-11-22
3767,2169,2753,2008-04-10
4158,3846,3717,2006-10-24
593,1722,4326,2019-10-25
4998,2896,2316,2007-04-20
2270,3865,1750,2020-01-16
4877,1415,1691,2018-09-20
3225,4430,379,2022-06-23
806,3198,3087,2012-04-02
1886,3404,2234,2012-05-10
2030,998,242,2024-04-04
545,4,1445,2011-11-20
3602,3642,817,2014-07-10
3793,3131,3191,2007-03-21
3963,1369,654,2014-03-08
2748,1646,3940,2019-02-20
3030,3029,3323,2005-05-21
4647,3160,496,2005-09-08
913,619,4341,2007-04-06
2780,1022,406,2020-05-12
657,468,1540,2014-10-30
919,1816,4186,2022-02-04
1066,2090,1066,2018-04-06
556,3260,1411,2006-02-27
1096,4978,4779,2024-06-17
966,1733,2629,2014-09-02
2779,2246,57,2015-11-11
2625,3000,2054,2015-04-23
1707,1024,3304,2005-04-04
2780,2028,3785,2011-06-16
1334,1550,3047,2003-01-31
1903,2703,4249,2012-09-19
4327,1078,2720,2012-06-02
2294,4987,2143,2000-03-29
3181,683,1819,2003-02-10
2950,3262,2064,2003-04-07
3164,3558,461,2020-02-14
1737,2151,3250,2014-02-18
2236,3350,1445,2020-03-30
2773,4661,206,2010-11-28
2482,1316,3305,2023-06-11
589,2423,2984,2020-06-14
1381,520,4665,2002-11-11
3016,4756,819,2019-04-15
2306,4380,2414,2005-03-16
824,4713,310,2006-12-03
749,3421,2713,2010-10-30
4843,3644,4634,2009-12-19
3936,4778,4031,2006-06-11
2240,4033,2128,2013-09-16
3384,4942,3616,2015-07-19
3300,4097,80,2020-07-09
3463,3613,2418,2024-01-18
4087,1926,3749,2009-04-13
3305,2764,3362,2021-01-17
3394,3642,1926,2017-09-15
755,762,101,2002-09-27
1854,4303,942,2000-10-12
4981,1446,625,2003-08-17
1348,1608,3960,2005-08-08
81,4853,4942,2017-02-04
3295,2283,757,2010-04-12
3832,3616,2859,2020-08-28
4752,3823,3398,2005-06-30
3153,1969,4918,2008-10-14
3565,1420,33,2019-03-25
3104,2445,4163,2005-12-15
318,210,1799,2022-08-14
629,3599,3646,2000-05-31
797,2115,2888,2024-11-21
4849,263,4215,2019-11-23
303,3684,3959,2009-09-01
2818,64,2810,2020-10-04
4402,4549,2433,2007-12-07
4913,228,595,2004-10-20
3773,2042,976,2019-05-22
2906,2192,132,2017-03-01
3144,4185,1369,2005-03-02
1784,2521,3415,2004-05-18
3185,2685,538,2019-05-23
4828,4261,348,2002-12-10
969,2526,1750,2000-07-05
1689,2372,326,2018-04-29
4161,1478,1106,2010-03-19
1800,3743,332,2016-05-24
2343,327,2583,2014-03-15
3690,2466,2141,2005-04-04
4969,793,1933,2021-04-17
2303,4856,2013,2010-04-26
1730,4296,1175,2019-04-28
1992,4073,1866,2015-07-18
4654,2388,135,2009-09-24
240,4806,2243,2007-11-19
2546,1144,4425,2014-09-22
2342,4711,2194,2007-11-28
1063,1774,4019,2018-05-21
3739,2716,3987,2005-12-07
28,408,1687,2018-10-12
244,2994,351,2020-01-09
3269,1878,4514,2002-11-04
3765,4782,521,2012-10-11
368,74,2077,2007-12-20
4042,3803,2577,2001-08-10
4043,738,4650,2018-05-23
1254,3031,2874,2018-06-17
4365,4949,1022,2020-01-27
707,4826,431,2017-10-14
2713,2701,1876,2018-11-23
4497,2383,389,2022-12-26
2180,1983,3669,2004-11-24
3923,4212,5,2020-08-21
74,795,3226,2020-03-20
500,2469,2029,2014-06-26
3669,2333,1579,2009-03-30
4109,32,2810,2003-05-26
65,3919,3202,2001-04-03
649,2023,630,2001-09-11
2988,1872,3923,2024-12-25
1713,1246,3233,2022-01-03
4723,4208,4972,2012-08-02
12,85,2674,2022-11-28
1598,1783,885,2011-11-28
3860,3347,926,2020-06-25
2582,286,1655,2014-12-06
1059,3638,2950,2008-10-01
1837,4325,3009,2012-05-07
1692,3299,2165,2018-08-25
4825,129,2355,2014-03-07
4137,1384,322,2000-11-11
15,3333,92,2012-02-01
1257,3191,2333,2006-09-05
3333,1352,2940,2015-09-01
3567,1473,601,2007-08-01
264,1910,2391,2014-12-18
4668,242,4302,2009-03-25
1072,2087,3999,2003-04-21
2732,3396,780,2015-10-05
4482,73,119,2012-04-02
1190,1936,688,2023-12-04
1764,3761,2366,2003-03-06
4624,2584,3105,2009-07-30
700,1343,2608,2020-03-31
4272,1258,1935,2002-04-05
510,4191,782,2015-02-05
3136,1621,1140,2007-10-01
4418,1519,186,2012-04-06
1088,2926,3457,2000-06-19
4282,3525,2422,2017-04-08
3557,4654,1289,2002-02-08
1604,2821,1439,2003-12-30
3807,408,965,2013-02-26
2498,4397,3419,2011-02-22
836,4514,1641,2006-01-08
1711,4002,4439,2002-05-19
1439,1938,2727,2013-03-07
4603,4274,3173,2024-02-08
4452,3812,603,2005-05-22
4270,913,2375,2009-07-15
973,718,1985,2004-01-07
1140,3551,3444,2019-08-23
4714,1222,622,2011-11-20
4287,1306,933,2001-10-06
746,2577,2037,2018-05-08
603,2396,1713,2008-11-20
866,2973,1649,2015-12-22
3283,2585,3867,2017-04-30
4168,462,2932,2014-01-14
4698,374,4168,2002-04-12
1015,2998,8,2015-07-28
3129,4892,1033,2012-06-04
3892,4660,4379,2014-04-18
2964,4884,4353,2016-03-08
869,1384,3561,2023-10-17
1714,2490,4526,2014-04-08
4711,4903,2800,2021-08-10
1030,3929,3478,2015-03-15
1177,4354,1923,2003-11-30
3795,1995,2054,2002-03-26
4961,74,4637,2008-04-21
3877,688,2571,2016-01-09
863,2370,4092,2017-07-29
3551,3511,2937,2005-08-12
3992,4988,576,2008-07-02
106,3605,2465,2000-12-31
3998,928,4225,2012-02-19
1489,1148,13,2007-10-22
1560,4108,2392,2021-02-28
4676,1081,177,2015-11-25
2926,3428,4250,2004-06-28
543,4668,1272,2005-03-05
3903,737,2023,2015-05-23
4334,165,1376,2022-09-08
2016,4608,315,2008-11-22
3366,77,594,2007-03-15
4121,977,3097,2020-09-28
3962,1636,1343,2007-06-24
1438,2319,603,2021-04-10
1578,1264,66,2001-03-08
4495,4259,20,2013-08-22
3272,4762,4386,2015-12-13
2656,4976,4165,2009-11-26
276,4699,2991,2005-01-12
4495,3886,3101,2003-07-22
436,163,1095,2008-04-02
3093,399,4416,2010-01-30
975,2043,1843,2002-03-27
1573,1855,3188,2001-04-01
3449,4130,1818,2024-06-22
2924,2814,1384,2004-01-07
2991,1605,3058,2022-07-19
3647,2561,3516,2003-12-25
2959,3288,3803,2017-01-04
2126,3392,2323,2017-09-30
2899,2038,1546,2016-03-26
4765,2477,3388,2004-08-16
2089,3344,348,2001-03-31
4408,1914,4734,2013-08-23
2055,1061,3539,2004-12-26
1018,3501,4936,2005-11-13
4572,2265,4792,2006-05-08
1625,4826,4123,2022-02-01
835,2284,3572,2005-08-11
443,646,3558,2001-08-27
4759,1029,4388,2012-06-09
3816,4626,2867,2011-06-30
3546,212,687,2023-02-19
2215,599,1992,2012-11-03
683,1749,3400,2022-02-28
4346,84,3712,2006-10-07
4377,3078,77,2018-10-18
3649,1977,1993,2023-04-08
422,4069,4334,2019-10-19
3697,4749,4678,2017-11-18
2688,1643,1563,2009-08-14
3401,3942,3404,2000-09-05
4421,1899,741,2020-05-06
2940,2975,1062,2003-12-23
50,2576,4118,2008-02-14
2262,14,2216,2009-04-01
3503,65,3442,2024-10-20
3512,4142,2563,2004-08-03
1282,3961,3227,2001-05-09
1232,3113,4545,2014-05-15
2646,4485,4426,2017-09-20
1324,2488,3134,2004-05-02
1802,4220,4822,2002-07-09
2350,1945,1211,2006-09-12
4272,408,4549,2013-08-23
1415,4190,1444,2012-04-11
3433,2019,2578,2018-06-11
3228,2996,1694,2022-05-31
4957,3412,3793,2024-07-15
2620,4430,1276,2022-05-01
2933,4955,807,2007-06-27
2069,2544,1080,2009-11-08
2065,4504,2177,2003-05-20
4341,4497,1052,2013-12-18
625,2992,1603,2003-08-05
1180,2910,1472,2022-04-26
3713,796,3433,2012-11-24
4000,1561,985,2007-11-21
2720,194,3839,2016-04-15
2858,3046,3743,2007-02-25
4269,1318,3908,2012-06-12
2919,4689,535,2016-02-28
2527,4178,3793,2005-06-21
1298,4642,1251,2015-12-25
3682,4494,2481,2003-12-12
4757,450,2822,2009-11-17
4094,4687,4259,2004-03-11
1491,983,1909,2012-12-21
4808,707,4299,2014-05-26
4282,3685,3751,2022-11-27
2733,215,3588,2010-06-06
439,4929,1250,2010-07-25
232,1081,30,2017-11-29
2157,487,4201,2010-03-28
1484,355,4011,2020-04-27
4958,1625,3813,2000-03-22
2597,1293,1086,2017-01-01
1804,3165,294,2022-08-24
2748,3682,3013,2011-06-24
619,2944,1688,2002-03-09
1386,4011,4468,2012-05-06
4679,2884,1259,2003-07-04
3978,3014,4972,2018-01-19
2118,4869,2961,2024-09-08
12,1557,4214,2009-08-26
1271,3908,4400,2006-06-04
4405,4066,3529,2016-03-06
3308,674,3007,2002-02-08
2066,577,3658,2014-12-05
602,1688,852,2024-06-17
4817,3542,2460,2023-04-02
977,2010,2605,2023-07-04
4301,1244,4946,2009-08-16
219,4622,3536,2013-03-04
621,2959,247,2006-01-17
2598,900,2729,2004-02-14
616,1268,153,2004-07-17
1339,197,4054,2017-06-28
2690,2280,3152,2008-07-21
4975,630,2566,2012-06-27
4817,1014,3501,2007-03-01
1010,1116,2233,2012-10-27
2432,1479,2094,2001-09-22
2009,2759,3456,2003-04-25
3016,1349,1847,2000-06-18
2801,4250,503,2007-01-14
4452,2733,1692,2015-04-24
799,4058,1783,2009-04-17
1410,2861,1621,2007-03-01
217,4291,1879,2011-12-03
4319,4643,3740,2014-05-05
581,1697,3428,2020-08-24
2102,3755,3305,2023-07-20
2508,2366,3523,2009-01-02
4386,866,2894,2018-09-08
2983,4334,2474,2002-01-06
997,1995,2013,2023-03-25
2198,4286,449,2022-11-22
1503,3476,269,2022-05-18
3910,1944,2558,2023-10-04
3388,4247,4113,2015-01-30
4902,946,4648,2018-08-19
1759,1326,4984,2006-10-12
1307,4960,731,2012-01-02
3040,2967,4869,2021-12-09
1862,313,168,2001-05-10
3535,508,58,2010-01-30
700,2523,1039,2015-07-23
1833,513,313,2024-01-19
2626,4805,1358,2021-09-07
2113,800,4511,2022-01-04
1038,2413,4974,2001-08-22
4862,407,685,2019-12-23
3795,777,4887,2000-07-15
1725,2901,326,2005-09-05
12,4301,423,2000-09-21
3568,506,4625,2014-09-12
866,3612,539,2006-10-25
4386,1837,3257,2014-01-24
1165,3722,1948,2011-10-05
4553,2964,4570,2018-12-17
4464,4056,4051,2010-06-17
2904,3869,965,2020-05-26
2695,1260,3265,2009-03-17
1778,3027,1661,2021-08-24
3839,3381,3516,2013-10-05
938,4953,3210,2013-11-21
4542,2263,23,2003-02-13
1869,3309,2592,2011-02-02
460,1753,691,2002-02-23
3789,868,4415,2023-12-11
1212,343,2867,2000-07-01
3823,3743,673,2023-04-05
2297,4131,3441,2003-12-04
1518,437,4948,2005-08-17
2741,2945,4903,2000-06-09
4349,2334,323,2005-05-21
631,3985,2205,2016-12-25
1903,3880,3341,2000-07-01
3367,1336,4482,2008-08-16
2654,1598,1038,2010-06-26
