IdC,type_aliment,nom,allergene
1368,Produit laitier,Poivre long #898,Aucun
1369,Poisson,Carpe dorée #667,"Gluten, Crustacés, Soja"
1370,Fruit,Safran #861,Crustacés
1371,Fruit,Carpe dorée #905,"Mollusques, Lupin, Céleri"
1372,Viande,Poivre long #441,Céleri
1373,Viande,Chou frisé #179,"Sésame, Poisson"
1374,Légumineuse,Mouton braisé #250,"Œufs, Poisson"
1375,Viande,Truffe noire #736,Aucun
1376,Légume,Canard fumé #35,"Céleri, Fruits à coque, Gluten"
1377,Légume,Lentilles du Puy #426,Œufs
1378,Légumineuse,Truffe noire #371,"Poisson, Céleri, Lactose"
1379,Viande,Safran #55,Lactose
1380,Poisson,Épices orientales #492,Gluten
1381,Légume,Pomme sauvage #637,"Fruits à coque, Céleri, Crustacés"
1382,Herbe,Truffe noire #645,"Moutarde, Mollusques, Fruits à coque"
1383,Champignon,Venaison #551,Lactose
1384,Poisson,Canard fumé #596,"Poisson, Soja, Crustacés"
1385,Épice,Truffe noire #931,"Lupin, Moutarde, Arachides"
1386,Poisson,Verjus #337,Aucun
1387,Produit laitier,Agneau rôti #291,"Lupin, Soja, Poisson"
1388,Légumineuse,Épeautre #87,Gluten
1389,Champignon,Venaison #623,Crustacés
1390,Champignon,Thym sauvage #280,Sulfites
1391,Champignon,Mouton braisé #650,"Lupin, Sulfites, Soja"
1392,Fruit,Verjus #199,"Lupin, Sulfites"
1393,Champignon,Poivre long #841,Fruits à coque
1394,Fruit,Carpe dorée #675,"Œufs, Sulfites, Moutarde"
1395,Légume,Chou frisé #374,"Œufs, Gluten"
1396,Poisson,Venaison #772,Aucun
1397,Poisson,Pomme sauvage #958,Gluten
1398,Légumineuse,Poivre long #838,Soja
1399,Produit laitier,Lentilles du Puy #55,"Mollusques, Gluten, Moutarde"
1400,Fruit,Chou frisé #51,"Gluten, Mollusques, Moutarde"
1401,Légume,Brochet en gelée #964,"Sulfites, Gluten, Moutarde"
1402,Légume,Mouton braisé #462,"Moutarde, Gluten"
1403,Épice,Canard fumé #88,"Sésame, Sulfites"
1404,Champignon,Romarin #290,Moutarde
1405,Produit laitier,Romarin #813,"Poisson, Œufs"
1406,Produit laitier,Thym sauvage #884,"Crustacés, Fruits à coque"
1407,Poisson,Safran #46,Lupin
1408,Herbe,Chou frisé #44,"Mollusques, Arachides, Crustacés"
1409,Champignon,Canard fumé #645,Céleri
1410,Épice,Poivre long #618,Aucun
1411,Céréale,Thym sauvage #765,"Arachides, Céleri, Moutarde"
1412,Céréale,Carpe dorée #156,Aucun
1413,Céréale,Épices orientales #589,Fruits à coque
1414,Légumineuse,Fromage affiné #663,"Œufs, Gluten"
1415,Céréale,Carpe dorée #525,"Mollusques, Lactose"
1416,Légume,Safran #205,Céleri
1417,Viande,Carpe dorée #510,Fruits à coque
1418,Champignon,Chou frisé #317,"Soja, Œufs, Lactose"
1419,Poisson,Mouton braisé #366,"Œufs, Crustacés, Sésame"
1420,Produit laitier,Agneau rôti #124,Gluten
1421,Fruit,Truffe noire #278,Céleri
1422,Herbe,Safran #408,Lactose
1423,Légumineuse,Venaison #305,Aucun
1424,Poisson,Agneau rôti #647,"Céleri, Soja, Lupin"
1425,Viande,Lentilles du Puy #367,Céleri
1426,Épice,Brochet en gelée #671,"Lupin, Œufs, Gluten"
1427,Champignon,Navet confit #457,"Lactose, Œufs"
1428,Légume,Thym sauvage #731,Poisson
1429,Fruit,Chou frisé #836,"Arachides, Lactose"
1430,Légumineuse,Agneau rôti #383,Aucun
1431,Fruit,Carpe dorée #672,Aucun
1432,Fruit,Venaison #658,"Arachides, Sésame"
1433,Épice,Carpe dorée #449,"Moutarde, Soja, Sésame"
1434,Herbe,Lentilles du Puy #79,"Gluten, Mollusques, Lactose"
1435,Fruit,Brochet en gelée #433,Soja
1436,Légumineuse,Pomme sauvage #855,"Soja, Crustacés, Arachides"
1437,Fruit,Verjus #255,Mollusques
1438,Herbe,Épeautre #436,Aucun
1439,Champignon,Fromage affiné #502,"Poisson, Lactose, Arachides"
1440,Herbe,Navet confit #254,"Céleri, Mollusques, Gluten"
1441,Fruit,Fromage affiné #897,"Sésame, Mollusques, Lupin"
1442,Céréale,Épeautre #828,Soja
1443,Produit laitier,Navet confit #907,Aucun
1444,Céréale,Safran #397,Aucun
1445,Céréale,Venaison #315,Aucun
1446,Légume,Safran #785,Gluten
1447,Légumineuse,Canard fumé #431,Aucun
1448,Légume,Brochet en gelée #502,Sésame
1449,Herbe,Truffe noire #696,"Fruits à coque, Sulfites, Crustacés"
1450,Viande,Verjus #407,"Sésame, Gluten, Crustacés"
1451,Céréale,Romarin #419,Fruits à coque
1452,Herbe,Romarin #917,Arachides
1453,Légumineuse,Poivre long #480,Aucun
1454,Légume,Romarin #644,"Moutarde, Œufs, Lactose"
1455,Produit laitier,Pomme sauvage #416,Aucun
1456,Poisson,Canard fumé #487,"Sulfites, Poisson"
1457,Épice,Épeautre #183,"Sulfites, Sésame"
1458,Légumineuse,Poivre long #767,Aucun
1459,Viande,Pomme sauvage #408,Arachides
1460,Poisson,Poivre long #841,"Fruits à coque, Soja, Céleri"
1461,Herbe,Carpe dorée #866,Aucun
1462,Légume,Thym sauvage #502,"Soja, Œufs"
1463,Fruit,Chou frisé #786,Aucun
1464,Viande,Venaison #786,Aucun
1465,Champignon,Verjus #579,"Crustacés, Soja"
1466,Herbe,Lentilles du Puy #989,Aucun
1467,Viande,Verjus #462,"Moutarde, Gluten"
1468,Viande,Chou frisé #855,Aucun
1469,Céréale,Agneau rôti #966,"Lupin, Céleri, Mollusques"
1470,Produit laitier,Mouton braisé #987,Aucun
1471,Céréale,Truffe noire #751,Fruits à coque
1472,Viande,Fromage affiné #223,Aucun
1473,Champignon,Carpe dorée #211,"Sésame, Lactose, Moutarde"
1474,Céréale,Pomme sauvage #874,"Arachides, Sulfites"
1475,Fruit,Venaison #243,"Crustacés, Sésame"
1476,Céréale,Épeautre #688,Aucun
1477,Légume,Venaison #73,"Moutarde, Sésame"
1478,Herbe,Mouton braisé #773,Gluten
1479,Légume,Agneau rôti #882,Fruits à coque
1480,Légume,Canard fumé #164,Aucun
1481,Fruit,Carpe dorée #399,"Sésame, Moutarde"
1482,Fruit,Canard fumé #352,"Arachides, Lupin, Céleri"
1483,Légume,Venaison #417,"Poisson, Sulfites, Soja"
1484,Herbe,Fromage affiné #280,"Lupin, Poisson, Fruits à coque"
1485,Produit laitier,Pomme sauvage #137,"Sulfites, Lupin, Fruits à coque"
1486,Produit laitier,Pomme sauvage #505,Céleri
1487,Légumineuse,Carpe dorée #522,Mollusques
1488,Viande,Épeautre #655,Aucun
1489,Légume,Mouton braisé #401,"Lupin, Arachides, Crustacés"
1490,Épice,Canard fumé #304,"Moutarde, Céleri, Soja"
1491,Légume,Romarin #540,Aucun
1492,Fruit,Carpe dorée #195,"Arachides, Gluten"
1493,Épice,Poivre long #485,"Moutarde, Poisson"
1494,Herbe,Venaison #66,"Poisson, Lactose"
1495,Poisson,Fromage affiné #963,Arachides
1496,Épice,Thym sauvage #581,Aucun
1497,Légume,Lentilles du Puy #494,Aucun
1498,Produit laitier,Truffe noire #191,"Œufs, Sulfites, Gluten"
1499,Produit laitier,Venaison #906,Arachides
1500,Céréale,Verjus #951,Soja
1501,Épice,Lentilles du Puy #133,Aucun
1502,Poisson,Agneau rôti #280,Aucun
1503,Poisson,Lentilles du Puy #575,"Moutarde, Céleri, Crustacés"
1504,Poisson,Safran #878,"Crustacés, Céleri"
1505,Viande,Épices orientales #824,Lactose
1506,Poisson,Épices orientales #717,"Crustacés, Sésame"
1507,Épice,Brochet en gelée #541,Moutarde
1508,Herbe,Épeautre #76,"Céleri, Sulfites"
1509,Champignon,Truffe noire #80,"Crustacés, Poisson"
1510,Épice,Carpe dorée #253,"Gluten, Lactose"
1511,Céréale,Épices orientales #688,Aucun
1512,Viande,Fromage affiné #699,"Sulfites, Crustacés, Céleri"
1513,Épice,Agneau rôti #474,"Poisson, Mollusques, Œufs"
1514,Épice,Poivre long #973,Lupin
1515,Herbe,Épices orientales #475,Aucun
1516,Champignon,Poivre long #782,"Moutarde, Gluten, Arachides"
1517,Produit laitier,Truffe noire #831,Œufs
1518,Champignon,Brochet en gelée #467,Aucun
1519,Poisson,Safran #725,Mollusques
1520,Produit laitier,Brochet en gelée #61,"Sulfites, Œufs"
1521,Viande,Brochet en gelée #365,Aucun
1522,Champignon,Canard fumé #270,Lupin
1523,Herbe,Truffe noire #339,"Œufs, Gluten"
1524,Céréale,Carpe dorée #866,"Gluten, Sésame, Lactose"
1525,Fruit,Truffe noire #565,"Crustacés, Poisson"
1526,Légume,Navet confit #437,"Soja, Crustacés"
1527,Céréale,Poivre long #584,Aucun
1528,Champignon,Canard fumé #10,"Poisson, Lactose, Fruits à coque"
1529,Poisson,Pomme sauvage #161,"Soja, Crustacés, Sulfites"
1530,Poisson,Safran #306,"Soja, Lupin, Sésame"
1531,Produit laitier,Romarin #845,Sulfites
1532,Viande,Agneau rôti #470,"Céleri, Sésame, Poisson"
1533,Fruit,Agneau rôti #660,Fruits à coque
1534,Viande,Épeautre #376,"Fruits à coque, Poisson, Sulfites"
1535,Herbe,Safran #941,"Gluten, Fruits à coque"
1536,Herbe,Lentilles du Puy #422,"Moutarde, Soja, Lactose"
1537,Légume,Épices orientales #65,Arachides
1538,Produit laitier,Thym sauvage #390,"Sésame, Fruits à coque"
1539,Épice,Fromage affiné #870,"Soja, Lactose"
1540,Épice,Navet confit #199,Aucun
1541,Poisson,Chou frisé #941,"Gluten, Crustacés"
1542,Épice,Mouton braisé #109,Crustacés
1543,Herbe,Thym sauvage #995,Aucun
1544,Fruit,Brochet en gelée #407,"Sulfites, Mollusques"
1545,Céréale,Poivre long #652,Aucun
1546,Champignon,Mouton braisé #505,"Lupin, Moutarde"
1547,Champignon,Navet confit #270,Aucun
1548,Herbe,Thym sauvage #426,Mollusques
1549,Légumineuse,Épices orientales #660,Aucun
1550,Poisson,Pomme sauvage #849,"Sésame, Moutarde"
1551,Légumineuse,Agneau rôti #203,"Gluten, Sésame"
1552,Poisson,Carpe dorée #919,"Lupin, Mollusques"
1553,Épice,Lentilles du Puy #127,"Lupin, Mollusques"
1554,Viande,Carpe dorée #718,Mollusques
1555,Poisson,Épices orientales #712,Aucun
1556,Herbe,Poivre long #663,Aucun
1557,Céréale,Épeautre #851,"Poisson, Crustacés, Moutarde"
1558,Herbe,Épeautre #924,Œufs
1559,Fruit,Fromage affiné #935,Aucun
1560,Poisson,Pomme sauvage #597,"Œufs, Poisson"
1561,Céréale,Épices orientales #729,Céleri
1562,Viande,Truffe noire #242,"Arachides, Poisson"
1563,Herbe,Poivre long #283,Aucun
1564,Légumineuse,Verjus #845,"Lupin, Arachides, Fruits à coque"
1565,Herbe,Brochet en gelée #702,Sulfites
1566,Épice,Verjus #963,"Crustacés, Sésame, Sulfites"
1567,Herbe,Lentilles du Puy #350,"Céleri, Gluten, Sésame"
1568,Viande,Venaison #114,Aucun
1569,Viande,Épeautre #700,"Lupin, Lactose"
1570,Poisson,Navet confit #953,"Œufs, Crustacés, Sésame"
1571,Légume,Épices orientales #537,"Poisson, Mollusques"
1572,Épice,Verjus #47,"Moutarde, Mollusques, Lupin"
1573,Fruit,Canard fumé #954,"Gluten, Soja"
1574,Viande,Canard fumé #274,Fruits à coque
1575,Poisson,Verjus #199,"Moutarde, Sulfites"
1576,Herbe,Mouton braisé #442,Aucun
1577,Poisson,Navet confit #439,"Lupin, Gluten, Mollusques"
1578,Épice,Navet confit #697,Aucun
1579,Légume,Pomme sauvage #802,"Mollusques, Sésame, Poisson"
1580,Céréale,Romarin #26,Gluten
1581,Poisson,Poivre long #604,"Poisson, Céleri"
1582,Champignon,Chou frisé #337,"Soja, Fruits à coque, Œufs"
1583,Légume,Brochet en gelée #366,"Fruits à coque, Lupin"
1584,Herbe,Navet confit #480,"Mollusques, Crustacés"
1585,Produit laitier,Lentilles du Puy #983,"Sésame, Gluten"
1586,Épice,Carpe dorée #407,"Fruits à coque, Soja"
1587,Légumineuse,Lentilles du Puy #865,"Soja, Lactose, Fruits à coque"
1588,Fruit,Canard fumé #757,"Arachides, Fruits à coque, Lupin"
1589,Légumineuse,Canard fumé #941,Aucun
1590,Épice,Navet confit #839,"Fruits à coque, Lupin, Sésame"
1591,Épice,Épeautre #936,Gluten
1592,Céréale,Fromage affiné #762,"Sésame, Gluten, Soja"
1593,Légumineuse,Truffe noire #334,Aucun
1594,Champignon,Brochet en gelée #166,"Lactose, Mollusques"
1595,Fruit,Fromage affiné #470,Moutarde
1596,Céréale,Navet confit #288,"Lactose, Lupin"
1597,Champignon,Mouton braisé #495,"Sulfites, Arachides"
1598,Céréale,Brochet en gelée #854,Lactose
1599,Fruit,Brochet en gelée #840,Lupin
1600,Épice,Verjus #433,"Arachides, Crustacés"
1601,Épice,Épeautre #529,"Lactose, Œufs"
1602,Légumineuse,Épices orientales #867,"Fruits à coque, Sésame, Œufs"
1603,Légumineuse,Pomme sauvage #57,Aucun
1604,Céréale,Chou frisé #120,Aucun
1605,Viande,Brochet en gelée #62,Gluten
1606,Légume,Canard fumé #925,"Lactose, Fruits à coque, Moutarde"
1607,Épice,Mouton braisé #68,"Mollusques, Œufs, Lactose"
1608,Légumineuse,Verjus #335,Aucun
1609,Herbe,Thym sauvage #32,Aucun
1610,Champignon,Épices orientales #253,"Crustacés, Lupin"
1611,Légume,Chou frisé #371,"Crustacés, Sulfites"
1612,Viande,Pomme sauvage #414,"Lupin, Lactose"
1613,Céréale,Épices orientales #906,"Crustacés, Œufs"
1614,Céréale,Navet confit #865,Sésame
1615,Champignon,Lentilles du Puy #46,"Œufs, Moutarde, Céleri"
1616,Fruit,Thym sauvage #134,"Œufs, Crustacés"
1617,Légume,Truffe noire #150,Aucun
1618,Herbe,Thym sauvage #637,Arachides
1619,Herbe,Épeautre #115,Crustacés
1620,Champignon,Navet confit #232,"Sulfites, Lactose"
1621,Produit laitier,Fromage affiné #824,Aucun
1622,Viande,Truffe noire #717,Arachides
1623,Légume,Épices orientales #43,Aucun
1624,Fruit,Thym sauvage #70,"Crustacés, Soja"
1625,Champignon,Épices orientales #10,Aucun
1626,Champignon,Venaison #968,"Arachides, Sésame, Lupin"
1627,Poisson,Venaison #35,"Mollusques, Soja"
1628,Épice,Thym sauvage #548,Aucun
1629,Légume,Épeautre #898,Aucun
1630,Viande,Brochet en gelée #890,Aucun
1631,Viande,Chou frisé #200,"Céleri, Moutarde"
1632,Produit laitier,Mouton braisé #584,Aucun
1633,Épice,Truffe noire #347,Aucun
1634,Épice,Pomme sauvage #155,Œufs
1635,Légumineuse,Chou frisé #954,Crustacés
1636,Légume,Mouton braisé #581,Gluten
1637,Produit laitier,Fromage affiné #807,"Moutarde, Gluten"
1638,Légumineuse,Navet confit #937,"Lactose, Moutarde, Soja"
1639,Champignon,Poivre long #34,"Œufs, Poisson"
1640,Fruit,Navet confit #851,"Céleri, Mollusques"
1641,Légume,Épices orientales #791,"Sulfites, Gluten, Œufs"
1642,Épice,Épices orientales #702,Aucun
1643,Légumineuse,Truffe noire #394,"Sésame, Sulfites"
1644,Herbe,Verjus #851,"Lupin, Céleri"
1645,Herbe,Verjus #269,"Sésame, Poisson, Céleri"
1646,Poisson,Agneau rôti #329,"Crustacés, Mollusques"
1647,Poisson,Thym sauvage #341,"Moutarde, Mollusques, Céleri"
1648,Légumineuse,Venaison #738,Poisson
1649,Produit laitier,Romarin #57,Aucun
1650,Légumineuse,Navet confit #72,Aucun
1651,Légume,Agneau rôti #976,Aucun
1652,Viande,Fromage affiné #191,Moutarde
1653,Céréale,Navet confit #399,Crustacés
1654,Légumineuse,Pomme sauvage #118,"Arachides, Sulfites, Poisson"
1655,Champignon,Brochet en gelée #352,"Lupin, Sulfites, Crustacés"
1656,Produit laitier,Épices orientales #595,"Soja, Sésame"
1657,Épice,Épices orientales #639,"Moutarde, Soja, Crustacés"
1658,Fruit,Agneau rôti #184,"Crustacés, Moutarde"
1659,Épice,Agneau rôti #445,Aucun
1660,Fruit,Brochet en gelée #262,Sulfites
1661,Herbe,Chou frisé #96,Aucun
1662,Légumineuse,Épices orientales #699,Aucun
1663,Épice,Poivre long #978,Aucun
1664,Céréale,Thym sauvage #668,"Crustacés, Sulfites"
1665,Viande,Thym sauvage #530,"Sésame, Crustacés"
1666,Légume,Pomme sauvage #534,Lupin
1667,Légumineuse,Truffe noire #369,Lupin
1668,Épice,Thym sauvage #33,"Soja, Sésame, Fruits à coque"
1669,Viande,Chou frisé #917,Aucun
1670,Fruit,Canard fumé #945,"Poisson, Sésame, Œufs"
1671,Viande,Agneau rôti #646,"Lactose, Sésame, Sulfites"
1672,Herbe,Pomme sauvage #507,Œufs
1673,Viande,Fromage affiné #980,"Sulfites, Soja"
1674,Champignon,Canard fumé #131,"Arachides, Moutarde, Sésame"
1675,Viande,Épices orientales #19,Moutarde
1676,Produit laitier,Carpe dorée #386,"Moutarde, Gluten"
1677,Champignon,Pomme sauvage #29,Poisson
1678,Viande,Canard fumé #233,Aucun
1679,Légume,Thym sauvage #800,"Soja, Mollusques"
1680,Produit laitier,Agneau rôti #278,Poisson
1681,Légume,Brochet en gelée #332,"Fruits à coque, Moutarde, Œufs"
1682,Épice,Navet confit #40,"Soja, Arachides"
1683,Produit laitier,Thym sauvage #271,"Fruits à coque, Céleri"
1684,Fruit,Venaison #212,"Lactose, Moutarde, Fruits à coque"
1685,Céréale,Romarin #892,"Mollusques, Lactose"
1686,Produit laitier,Poivre long #705,Aucun
1687,Viande,Fromage affiné #60,Aucun
1688,Épice,Venaison #506,Crustacés
1689,Herbe,Venaison #540,Aucun
1690,Poisson,Romarin #234,"Crustacés, Sésame, Fruits à coque"
1691,Champignon,Épeautre #492,"Lactose, Gluten, Mollusques"
1692,Épice,Venaison #476,"Fruits à coque, Sésame"
1693,Herbe,Carpe dorée #784,Arachides
1694,Légume,Fromage affiné #542,Aucun
1695,Herbe,Brochet en gelée #709,"Sésame, Gluten"
1696,Légumineuse,Truffe noire #648,"Moutarde, Mollusques"
1697,Légumineuse,Mouton braisé #100,"Lupin, Sésame"
1698,Herbe,Verjus #138,"Crustacés, Fruits à coque, Œufs"
1699,Épice,Lentilles du Puy #436,"Moutarde, Poisson"
1700,Épice,Thym sauvage #915,Aucun
1701,Viande,Canard fumé #122,Aucun
1702,Viande,Verjus #336,Aucun
1703,Céréale,Carpe dorée #322,"Sésame, Crustacés, Moutarde"
1704,Herbe,Venaison #231,"Moutarde, Céleri, Gluten"
1705,Champignon,Épeautre #380,Mollusques
1706,Épice,Épeautre #110,"Sésame, Céleri"
1707,Épice,Chou frisé #143,"Fruits à coque, Lupin"
1708,Fruit,Carpe dorée #251,"Arachides, Œufs, Lupin"
1709,Herbe,Poivre long #618,"Œufs, Mollusques, Sésame"
1710,Fruit,Épeautre #284,Sulfites
1711,Poisson,Agneau rôti #816,Fruits à coque
1712,Viande,Épeautre #799,"Œufs, Lactose, Poisson"
1713,Herbe,Verjus #11,Aucun
1714,Épice,Carpe dorée #244,Poisson
1715,Champignon,Agneau rôti #683,"Soja, Arachides"
1716,Fruit,Brochet en gelée #335,"Œufs, Arachides, Lactose"
1717,Produit laitier,Verjus #653,"Fruits à coque, Sulfites"
1718,Poisson,Safran #345,"Céleri, Lupin, Crustacés"
1719,Épice,Truffe noire #40,"Poisson, Lactose, Gluten"
1720,Poisson,Truffe noire #442,"Crustacés, Lactose"
1721,Fruit,Verjus #915,Aucun
1722,Céréale,Safran #731,"Poisson, Gluten, Fruits à coque"
1723,Poisson,Mouton braisé #940,Arachides
1724,Champignon,Romarin #761,Sulfites
1725,Produit laitier,Fromage affiné #257,"Crustacés, Gluten"
1726,Champignon,Fromage affiné #797,"Fruits à coque, Sulfites"
1727,Légume,Verjus #719,"Crustacés, Sulfites, Poisson"
1728,Légume,Brochet en gelée #804,Aucun
1729,Produit laitier,Brochet en gelée #270,Aucun
1730,Céréale,Safran #570,Aucun
1731,Légume,Mouton braisé #798,Aucun
1732,Viande,Romarin #109,Aucun
1733,Viande,Mouton braisé #458,"Sulfites, Mollusques, Soja"
1734,Fruit,Épices orientales #510,"Œufs, Gluten"
1735,Légume,Fromage affiné #373,"Lactose, Moutarde"
1736,Céréale,Romarin #721,Crustacés
1737,Légume,Brochet en gelée #717,"Lactose, Sulfites"
1738,Fruit,Navet confit #42,"Sulfites, Lactose, Mollusques"
1739,Champignon,Épices orientales #544,"Fruits à coque, Céleri"
1740,Champignon,Poivre long #437,Mollusques
1741,Viande,Verjus #52,Arachides
1742,Épice,Carpe dorée #202,Aucun
1743,Légume,Épeautre #171,Fruits à coque
1744,Légumineuse,Pomme sauvage #442,Sulfites
1745,Champignon,Verjus #427,Lupin
1746,Herbe,Verjus #890,Aucun
1747,Céréale,Épeautre #253,Poisson
1748,Champignon,Thym sauvage #158,Lupin
1749,Produit laitier,Mouton braisé #647,"Œufs, Céleri, Crustacés"
1750,Poisson,Pomme sauvage #233,"Œufs, Moutarde, Soja"
1751,Légumineuse,Brochet en gelée #341,Gluten
1752,Produit laitier,Fromage affiné #16,Aucun
1753,Légumineuse,Fromage affiné #836,"Arachides, Céleri, Sésame"
1754,Épice,Brochet en gelée #922,Aucun
1755,Céréale,Thym sauvage #198,"Lactose, Sésame"
1756,Céréale,Épices orientales #674,"Œufs, Soja"
1757,Fruit,Verjus #216,Aucun
1758,Poisson,Navet confit #471,"Sulfites, Crustacés"
1759,Épice,Venaison #303,Aucun
1760,Légumineuse,Canard fumé #55,Crustacés
1761,Champignon,Venaison #12,Aucun
1762,Poisson,Lentilles du Puy #116,Arachides
1763,Viande,Agneau rôti #317,Aucun
1764,Légumineuse,Agneau rôti #330,"Mollusques, Fruits à coque, Œufs"
1765,Produit laitier,Safran #877,Poisson
1766,Herbe,Chou frisé #297,"Œufs, Gluten"
1767,Produit laitier,Carpe dorée #909,Aucun
1768,Poisson,Lentilles du Puy #674,"Œufs, Moutarde, Fruits à coque"
1769,Légumineuse,Verjus #333,Aucun
1770,Légumineuse,Romarin #364,Aucun
1771,Céréale,Canard fumé #970,"Lupin, Sésame, Céleri"
1772,Légumineuse,Venaison #665,Arachides
1773,Herbe,Romarin #972,Aucun
1774,Herbe,Verjus #857,Aucun
1775,Épice,Pomme sauvage #203,Mollusques
1776,Produit laitier,Romarin #462,Soja
1777,Fruit,Verjus #508,Lupin
1778,Fruit,Fromage affiné #853,Aucun
1779,Fruit,Pomme sauvage #154,Aucun
1780,Légume,Navet confit #395,Arachides
1781,Produit laitier,Agneau rôti #300,Aucun
1782,Épice,Poivre long #70,Aucun
1783,Poisson,Carpe dorée #87,Aucun
1784,Épice,Truffe noire #319,Aucun
1785,Produit laitier,Carpe dorée #746,"Sésame, Lactose"
1786,Poisson,Thym sauvage #832,Aucun
1787,Champignon,Truffe noire #820,"Poisson, Arachides, Fruits à coque"
1788,Céréale,Épices orientales #155,Aucun
1789,Épice,Romarin #936,Crustacés
1790,Fruit,Truffe noire #2,Mollusques
1791,Fruit,Verjus #119,"Sésame, Lactose, Arachides"
1792,Champignon,Safran #975,Aucun
1793,Champignon,Thym sauvage #838,Crustacés
1794,Céréale,Épeautre #504,Aucun
1795,Légumineuse,Verjus #776,"Fruits à coque, Lactose, Poisson"
1796,Viande,Agneau rôti #345,"Céleri, Lactose"
1797,Herbe,Poivre long #434,"Poisson, Lactose, Œufs"
1798,Viande,Canard fumé #822,"Arachides, Mollusques, Fruits à coque"
1799,Céréale,Safran #775,"Œufs, Arachides"
1800,Herbe,Lentilles du Puy #800,"Arachides, Sésame"
1801,Légumineuse,Thym sauvage #227,"Moutarde, Mollusques, Œufs"
1802,Champignon,Carpe dorée #332,Aucun
1803,Légume,Épeautre #158,"Sulfites, Œufs"
1804,Céréale,Carpe dorée #396,Aucun
1805,Herbe,Fromage affiné #340,"Moutarde, Lupin, Céleri"
1806,Viande,Pomme sauvage #638,Poisson
1807,Légumineuse,Mouton braisé #83,Aucun
1808,Légumineuse,Canard fumé #752,Aucun
1809,Viande,Épeautre #861,Aucun
1810,Viande,Safran #763,Céleri
1811,Champignon,Agneau rôti #602,"Gluten, Mollusques"
1812,Herbe,Romarin #884,"Poisson, Fruits à coque"
1813,Épice,Pomme sauvage #811,"Poisson, Sulfites"
1814,Épice,Fromage affiné #67,"Arachides, Lactose, Œufs"
1815,Produit laitier,Brochet en gelée #55,Poisson
1816,Champignon,Truffe noire #930,"Lactose, Fruits à coque"
1817,Épice,Mouton braisé #851,"Sésame, Lupin, Œufs"
1818,Légume,Lentilles du Puy #733,"Fruits à coque, Mollusques"
1819,Herbe,Safran #257,"Poisson, Arachides, Crustacés"
1820,Produit laitier,Épeautre #489,"Poisson, Arachides, Sésame"
1821,Épice,Carpe dorée #238,Arachides
1822,Poisson,Chou frisé #306,Arachides
1823,Légumineuse,Chou frisé #622,Gluten
1824,Champignon,Navet confit #330,"Crustacés, Fruits à coque"
1825,Céréale,Pomme sauvage #127,"Moutarde, Lupin"
1826,Céréale,Truffe noire #899,Aucun
1827,Épice,Venaison #398,"Poisson, Crustacés, Céleri"
1828,Légume,Carpe dorée #801,"Lactose, Céleri"
1829,Légume,Romarin #761,"Moutarde, Céleri, Mollusques"
1830,Légume,Fromage affiné #822,Aucun
1831,Céréale,Romarin #446,"Mollusques, Soja, Fruits à coque"
1832,Viande,Poivre long #260,Aucun
1833,Céréale,Mouton braisé #314,"Œufs, Mollusques, Céleri"
1834,Poisson,Carpe dorée #177,Aucun
1835,Champignon,Carpe dorée #737,Sésame
1836,Poisson,Pomme sauvage #943,Aucun
1837,Légumineuse,Venaison #313,"Sulfites, Lactose, Moutarde"
1838,Épice,Safran #173,Soja
1839,Épice,Thym sauvage #949,Aucun
1840,Viande,Poivre long #968,Aucun
1841,Herbe,Chou frisé #222,"Œufs, Sésame, Soja"
1842,Champignon,Canard fumé #974,"Gluten, Arachides, Moutarde"
1843,Légumineuse,Fromage affiné #400,"Arachides, Sulfites, Céleri"
1844,Fruit,Carpe dorée #158,Céleri
1845,Viande,Agneau rôti #529,Arachides
1846,Épice,Romarin #131,"Arachides, Gluten"
1847,Champignon,Fromage affiné #247,Céleri
1848,Viande,Poivre long #731,Aucun
1849,Produit laitier,Fromage affiné #478,"Mollusques, Soja, Moutarde"
1850,Poisson,Brochet en gelée #759,"Gluten, Crustacés, Poisson"
1851,Épice,Canard fumé #810,"Céleri, Sulfites, Moutarde"
1852,Légume,Romarin #111,Gluten
1853,Légumineuse,Chou frisé #810,Sulfites
1854,Champignon,Truffe noire #240,Arachides
1855,Herbe,Chou frisé #278,"Soja, Lupin, Fruits à coque"
1856,Viande,Brochet en gelée #346,"Œufs, Crustacés"
1857,Légumineuse,Chou frisé #314,Gluten
1858,Produit laitier,Poivre long #508,Aucun
1859,Champignon,Navet confit #249,"Lupin, Fruits à coque, Arachides"
1860,Produit laitier,Épices orientales #5,"Œufs, Poisson, Sulfites"
1861,Herbe,Épeautre #753,Œufs
1862,Herbe,Poivre long #325,Crustacés
1863,Fruit,Épices orientales #392,"Lactose, Lupin"
1864,Champignon,Romarin #891,"Poisson, Lupin"
1865,Épice,Poivre long #387,Mollusques
1866,Herbe,Canard fumé #836,Aucun
1867,Fruit,Agneau rôti #413,"Sulfites, Lupin"
1868,Légume,Verjus #924,Aucun
1869,Céréale,Agneau rôti #271,"Mollusques, Fruits à coque"
1870,Fruit,Lentilles du Puy #402,Crustacés
1871,Fruit,Pomme sauvage #673,"Soja, Céleri"
1872,Légume,Épeautre #492,"Œufs, Mollusques, Lactose"
1873,Céréale,Truffe noire #284,"Fruits à coque, Sulfites"
1874,Légume,Pomme sauvage #801,"Crustacés, Œufs"
